surface	method	host	path	class	const	file
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-insights-reco-new-adoption-bulk	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-insights-reco-new-bulk	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-metrics-impressions	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-ratings	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-returns	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/modifyFaSetting	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/modifyFaSettingSingleListing	UNKNOWN_READLIKE		3464.cdf8e4ca098a1a73e48a.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/modifyListingsSetting	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/moq-eligibility	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/oosTopListingsCount	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/pricing-reco-data	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/pricingInfo	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/quality-grade-percent	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/rate-card-identifier	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/recentCategoryTreeBulk	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/recentCategoryTreeSingle	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/report/check-report	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/requestCatalogErrorFile	UNKNOWN_READLIKE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-insight-data	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reason-filters	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reason-percentage	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reco-count-revenue	UNKNOWN_READLIKE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reco-count-revenue-listing-level	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/risk-recommendation-data	UNKNOWN_READLIKE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/risk-recommendation-data-count	UNKNOWN_READLIKE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/searchProduct	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/searchVertical	UNKNOWN_READLIKE	treeAPI	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/seller-quality-latch-on	UNKNOWN_READLIKE	updateApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/sellerEligible	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/shopsy-budget/details	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/size-chart-definition	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/stockRecoIngestionDate	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/top-verticals	UNKNOWN_READLIKE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/voc-catalog-insight-adoption	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/manageProfile/	UNKNOWN_READLIKE	submitUrl	remote-manageProfile-617.e9731b9e51151edcea56.js
