ItemCode	Warehouse	OUT90	RET90	IN90
PM0000535	DL-EC	0	0	626.1
PM0000535	GP-ECM	0	0	0
PM0000541	BH-FGM	300	0	300
PM0000544	BH-FGM	100	0	100
PM0000545	BH-FGM	200	0	200
PM0000546	DL-MP	0	0	730
PM0000547	DL-MP	0	0	1726
PM0000548	DL-MP	20	0	430
PM0000549	BH-FGM	0	0	1127
PM0000549	DL-INT	0	0	0
PM0000549	DL-MP	0	0	0
PM0000550	BH-FGM	0	0	365
PM0000550	DL-INT	0	0	0
PM0000550	DL-MP	0	0	0
PM0000551	BH-FGM	0	0	369
PM0000551	DL-INT	0	0	0
PM0000551	DL-MP	0	0	0
PM0000552	BH-FGM	0	0	1610
PM0000552	DL-INT	0	0	0
PM0000552	DL-MP	0	0	0
PM0000553	BH-FGM	0	0	387
PM0000553	DL-INT	0	0	0
PM0000553	DL-MP	0	0	0
PM0000554	BH-FGM	0	0	755
PM0000554	DL-INT	0	0	0
PM0000554	DL-MP	0	0	0
PM0000555	BH-FGM	0	0	720
PM0000555	DL-INT	0	0	0
PM0000555	DL-MP	0	0	0
SC0000009	DL-MP	6	0	56
SC0000062	BH-FGM	0	0	0
SC0000062	BH-INT	0	0	0
SC0000062	DL-FG	0	0	0
SC0000063	BH-FGM	0	0	0
SC0000063	BH-INT	0	0	0
SC0000063	DL-FG	0	0	0
SC0000064	BH-FGM	0	0	0
SC0000064	BH-INT	0	0	0
SC0000064	DL-FG	0	0	0
SC0000065	BH-FGM	0	0	0
SC0000065	BH-INT	0	0	0
SC0000065	DL-FG	0	0	0
SC0000065	DL-MP	1	0	0
SC0000066	BH-FGM	0	0	0
SC0000066	BH-INT	0	0	0
SC0000066	DL-FG	0	0	0
SC0000066	DL-MP	2	0	0
SC0000069	BH-FGM	0	0	0
SC0000069	BH-INT	0	0	0
SC0000069	DL-FG	0	0	0
SC0000074	BH-FGM	0	0	0
SC0000074	BH-INT	0	0	0
SC0000074	DL-FG	0	0	0
SC0000075	BH-FGM	0	0	0
SC0000075	BH-INT	0	0	0
SC0000075	DL-FG	0	0	0
SC0000082	BH-FGM	0	0	0
SC0000082	BH-INT	0	0	0
SC0000082	DL-FG	0	0	0
