ItemCode	ItemName	ItmsGrpNam	InvntryUom	U_TYPE	U_Sub_Group	frozenFor	WhsCode	WhsName	OnHand	IsCommited	OnOrder	StockValue
PM0000336	INSTANT COFFEE AGGLO	RAW MATERIAL	KGS		COFFEE	N	BH-PP	Bhakharpur Production Process 1st Floor	26.3	0	0	33927
PM0000336	INSTANT COFFEE AGGLO	RAW MATERIAL	KGS		COFFEE	N	BH-FG	Bhakharpur Finished Basement	175	0	0	225750
PM0000336	INSTANT COFFEE AGGLO	RAW MATERIAL	KGS		COFFEE	N	BH-PC	Bhakharpur Production Consumption	0	500	0	0
PM0000336	INSTANT COFFEE AGGLO	RAW MATERIAL	KGS		COFFEE	N	BH-GR	Bhakharpur GR	0.5	0	0	0
PM0000831	TIN 3 LTR EXTRA LIGHT OLIVE PRINTED	PACKAGING MATERIAL	PCS		TIN	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	1016	1098	1000	71120
PM0000831	TIN 3 LTR EXTRA LIGHT OLIVE PRINTED	PACKAGING MATERIAL	PCS		TIN	N	BH-PC	Bhakharpur Production Consumption	0	0	1098	0
PM0000831	TIN 3 LTR EXTRA LIGHT OLIVE PRINTED	PACKAGING MATERIAL	PCS		TIN	N	BH-WST	Bhakharpur WASTAGE	3	0	0	50
EX0000010	FILE FOLDER	CONSUMABLES WITH INVENTORY	PCS	 	STATIONARY	N	DL-POP	DELHI PAPER MEDIA	750	0	0	17250
EX0000008	3 FILE FOLDER LEAFLET (WG)	CONSUMABLES WITH INVENTORY	PCS	 	STATIONARY	N	DL-POP	DELHI PAPER MEDIA	1575	0	0	11025
EX0000004	CSD POSTER HINDI ( भारत होगा अब दिल से हेल्दी )	CONSUMABLES WITH INVENTORY	PCS	 	BUSINESS PROMOTION	N	DL-FG	Mayapuri Finished	0	0	50	0
EX0000004	CSD POSTER HINDI ( भारत होगा अब दिल से हेल्दी )	CONSUMABLES WITH INVENTORY	PCS	 	BUSINESS PROMOTION	N	DL-POP	DELHI PAPER MEDIA	1196	0	0	0
EX0000003	CSD POSTER ENGLISH (BHARAT HOGA AB DIL SE HEALTHY)	CONSUMABLES WITH INVENTORY	PCS	 	BUSINESS PROMOTION	N	DL-FG	Mayapuri Finished	0	0	50	0
EX0000003	CSD POSTER ENGLISH (BHARAT HOGA AB DIL SE HEALTHY)	CONSUMABLES WITH INVENTORY	PCS	 	BUSINESS PROMOTION	N	DL-POP	DELHI PAPER MEDIA	790	0	0	0
PM0000862	CAP 10 ML	PACKAGING MATERIAL	PCS		CAPS	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	0	14000	0	0
PM0000862	CAP 10 ML	PACKAGING MATERIAL	PCS		CAPS	N	BH-PC	Bhakharpur Production Consumption	5148	0	14000	4633.2
EX0000009	JIVO PROFILE DIGITAL	CONSUMABLES WITH INVENTORY	PCS	 	STATIONARY	N	DL-POP	DELHI PAPER MEDIA	31	0	0	4185
FG0000254	PET BOTTLE 500 MLS MANGO 18 PCS	FINISHED	PCS	OTHERS	DRINKS	N	BH-FG	Bhakharpur Finished Basement	127	0	2240	4535.72
FG0000254	PET BOTTLE 500 MLS MANGO 18 PCS	FINISHED	PCS	OTHERS	DRINKS	N	BH-PP	Bhakharpur Production Process 1st Floor	223	0	0	7964.29
EX0000011	JIVO PROFILE	CONSUMABLES WITH INVENTORY	PCS	 	STATIONARY	N	DL-POP	DELHI PAPER MEDIA	13	0	0	715
EX0000023	LEAFLET-DIVINE HARVEST OLIVE EXTRA VIRGIN	CONSUMABLES WITH INVENTORY	PCS	 	PAPER AND MEDIA-ADVERTISEMENT	N	DL-POP	DELHI PAPER MEDIA	100	0	0	0
EX0000022	LEAFLET -PREMIUM OLIVE OIL	CONSUMABLES WITH INVENTORY	PCS	 	PAPER AND MEDIA-ADVERTISEMENT	N	DL-POP	DELHI PAPER MEDIA	20	0	0	0
EX0000021	LEAFLET -FIRST PRESSED SESAME OIL	CONSUMABLES WITH INVENTORY	PCS	 	PAPER AND MEDIA-ADVERTISEMENT	N	DL-POP	DELHI PAPER MEDIA	500	0	0	0
EX0000020	LEAFLET-BABAJI	CONSUMABLES WITH INVENTORY	PCS	 	PAPER AND MEDIA-ADVERTISEMENT	N	DL-POP	DELHI PAPER MEDIA	510	0	0	0
EX0000006	JIVO CANOLA LEAFLET	CONSUMABLES WITH INVENTORY	PCS	 	PAPER AND MEDIA-ADVERTISEMENT	N	BH-PP	Bhakharpur Production Process 1st Floor	400	0	0	640
EX0000006	JIVO CANOLA LEAFLET	CONSUMABLES WITH INVENTORY	PCS	 	PAPER AND MEDIA-ADVERTISEMENT	N	DL-POP	DELHI PAPER MEDIA	150	0	0	0
EX0000019	LEAFLET- CHAI SPICES HONEY	CONSUMABLES WITH INVENTORY	PCS	 	PAPER AND MEDIA-ADVERTISEMENT	N	DL-POP	DELHI PAPER MEDIA	350	0	0	0
FB0000004	EXTRA LIGHT 1 +  1 LTR	FINISHED	PCS	PREMIUM	OLIVE	N	BH-GR	Bhakharpur GR	4	0	0	2108.55
FG0000389	JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE	FINISHED	PCS	COMMODITY	BLENDED	N	BH-WST	Bhakharpur WASTAGE	23	0	0	3472.59
FG0000389	JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE	FINISHED	PCS	COMMODITY	BLENDED	N	BH-BT	Bhakharpur New Basement	18	0	0	2756.41
FG0000389	JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE	FINISHED	PCS	COMMODITY	BLENDED	N	BH-PF	Bhakharpur Production Finished 1st Floor	5167	0	0	776636.27
FB0000013	EXTRA LIGHT 1 LTR 1 PCS + POMACE OLIVE 1 LTR 2 PCS ( 1 SET )	FINISHED	PCS	PREMIUM	OLIVE	N	BH-GR	Bhakharpur GR	4	0	0	2957.18
RM0000014	EXTRA VIRGIN OLIVE OIL IMPORTED	RAW MATERIAL	LTR		OLIVE	N	BH-FG	Bhakharpur Finished Basement	2000	0	0	1192084.84
RM0000043	COCONUT OIL	RAW MATERIAL	LTR		COCONUT	N	BH-LO	Bhakharpur Loose Oil	9909.13	0	0	2559402.38
FB0000001	EXTRA LIGHT 1 LTR PACK OF 3 SET	FINISHED	PCS	PREMIUM	OLIVE	N	BH-GR	Bhakharpur GR	18	0	0	13119.16
FB0000002	POMACE OLIVE OIL 1 + 1 + 1 LTR	FINISHED	PCS	PREMIUM	OLIVE	N	BH-GR	Bhakharpur GR	5	0	0	3670.14
PM0000531	CAP 42/36 MM CTC & HANDLE PET BOTTLE 5 LTR	PACKAGING MATERIAL	PCS		CAPS	N	BH-PC	Bhakharpur Production Consumption	2000	0	0	9544.2
SC0000024	SHAMPOO COSMO BEAUTE ARGAN OIL NOURISH 1000 MLS	TRADING ITEMS	PCS	OTHERS	COSMETICS	N	BH-PP	Bhakharpur Production Process 1st Floor	100	0	0	24150
SC0000025	SHAMPOO COSMO BEAUTE DANDRUFF RELIEF 1000 MLS	TRADING ITEMS	PCS	OTHERS	COSMETICS	N	BH-PP	Bhakharpur Production Process 1st Floor	628	0	0	151420.5
SC0000026	SHAMPOO COSMO BEAUTE KERATIN PLUS 1000 MLS	TRADING ITEMS	PCS	OTHERS	COSMETICS	N	BH-PP	Bhakharpur Production Process 1st Floor	13	0	0	2898
PM0000908	LABEL 500 ML CP GROUNDNUT FRONT	PACKAGING MATERIAL	PCS	NULL	LABEL	N	BH-PC	Bhakharpur Production Consumption	17824	0	0	6060.16
RM0000039	A-2 COW GHEE	RAW MATERIAL	LTR		GHEE	N	BH-LO	Bhakharpur Loose Oil	2071.49	0	0	1667867.44
RM0000039	A-2 COW GHEE	RAW MATERIAL	LTR		GHEE	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	0	0	20000	0
RM0000039	A-2 COW GHEE	RAW MATERIAL	LTR		GHEE	N	BH-GR	Bhakharpur GR	29.19	0	0	23502.62
RM0000039	A-2 COW GHEE	RAW MATERIAL	LTR		GHEE	N	BH-PC	Bhakharpur Production Consumption	1865.54	0	0	1505489.97
SC0000078	JIVO FLASK MILD STEEL BOTTLE 1000 MLS	TRADING ITEMS	PCS	OTHERS	INFINITE	N	BH-SC	Bhakharpur Schemes	2852	0	0	285913.07
SC0000078	JIVO FLASK MILD STEEL BOTTLE 1000 MLS	TRADING ITEMS	PCS	OTHERS	INFINITE	N	PB-JP	Punjab Grover Agency Jagraon C & F	204	0	0	20451
SC0000037	KUMKUMADI OIL	TRADING ITEMS	PCS	OTHERS	COSMETICS	N	BH-PP	Bhakharpur Production Process 1st Floor	4	0	0	100
PM0000584	PET BOTTLE 1 LTR 26 GM PLAIN	PACKAGING MATERIAL	PCS		PET BOTTLES	N	BH-PP	Bhakharpur Production Process 1st Floor	130229	0	0	509175.44
PM0000584	PET BOTTLE 1 LTR 26 GM PLAIN	PACKAGING MATERIAL	PCS		PET BOTTLES	N	BH-PC	Bhakharpur Production Consumption	1438	0	0	6039.6
PM0000584	PET BOTTLE 1 LTR 26 GM PLAIN	PACKAGING MATERIAL	PCS		PET BOTTLES	N	BH-WST	Bhakharpur WASTAGE	11616	0	0	5880
PM0000584	PET BOTTLE 1 LTR 26 GM PLAIN	PACKAGING MATERIAL	PCS		PET BOTTLES	N	GP-NM	Gupta Non-Moving	6122	0	0	25712.4
PM0000890	LABEL 12 KG REFINED SOYABEAN OIL	PACKAGING MATERIAL	PCS		LABEL	N	BH-WST	Bhakharpur WASTAGE	27	0	0	94.5
PM0000890	LABEL 12 KG REFINED SOYABEAN OIL	PACKAGING MATERIAL	PCS		LABEL	N	BH-PC	Bhakharpur Production Consumption	343	0	0	1200.5
FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	FINISHED	PCS	PREMIUM	MUSTARD	N	BH-BT	Bhakharpur New Basement	222	0	0	37732.44
FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	FINISHED	PCS	PREMIUM	MUSTARD	N	BH-WST	Bhakharpur WASTAGE	1	0	0	148.03
FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	FINISHED	PCS	PREMIUM	MUSTARD	N	BH-PF	Bhakharpur Production Finished 1st Floor	690	0	1680	117276.51
FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	FINISHED	PCS	PREMIUM	MUSTARD	N	GP-FG	GUPTA GODOWN BASEMENT FINISHED GODOWN	0	3260	0	0
SC0000021	SHAMPOO REVLON NORMAL 920 MLS	TRADING ITEMS	PCS	OTHERS	COSMETICS	N	PB-ST	Punjab Sai Trading C & F	200	0	0	0
SC0000007	TROLLY BAG	TRADING ITEMS	PCS	OTHERS	TROLLY BAG	N	BH-PP	Bhakharpur Production Process 1st Floor	14	0	0	45259
SC0000007	TROLLY BAG	TRADING ITEMS	PCS	OTHERS	TROLLY BAG	N	BH-GR	Bhakharpur GR	16	0	0	6465.57
SC0000089	PYRAMID MODEL SINGLE WALL WATER BOTTLE	TRADING ITEMS	PCS	OTHERS	INFINITE	N	BH-FG	Bhakharpur Finished Basement	500	0	0	53570
SC0000093	BLANKET	TRADING ITEMS	PCS	OTHERS	CLOTHING	Y	BH-FG	Bhakharpur Finished Basement	0	0	250	0
SC0000065	JIVO INFINITE UTOPIA 1000 MLS FLASK SILVER	TRADING ITEMS	PCS	OTHERS	INFINITE	N	PB-JP	Punjab Grover Agency Jagraon C & F	176	0	0	67635.43
SC0000065	JIVO INFINITE UTOPIA 1000 MLS FLASK SILVER	TRADING ITEMS	PCS	OTHERS	INFINITE	N	BH-SC	Bhakharpur Schemes	64	0	0	24594.7
SC0000050	TEMPERATURE BOTTLE 500 ML	TRADING ITEMS	PCS	OTHERS	KITCHEN UTILITIES	N	BH-SC	Bhakharpur Schemes	42	0	0	5885.85
SC0000091	GEYSER 25 LTR (ORIENT)	TRADING ITEMS	PCS	OTHERS	ELECTRICAL APPLIANCES	N	BH-SC	Bhakharpur Schemes	7	0	0	0.08
SC0000066	JIVO INFINITE RAPTURE 1000 MLS FLASK SILVER	TRADING ITEMS	PCS	OTHERS	INFINITE	N	BH-SC	Bhakharpur Schemes	1	0	0	439.22
SC0000066	JIVO INFINITE RAPTURE 1000 MLS FLASK SILVER	TRADING ITEMS	PCS	OTHERS	INFINITE	N	BH-PP	Bhakharpur Production Process 1st Floor	25	0	0	10980.5
FA0000122	MIXER AMPLIFIER DENSON - 40U	FIXED ASSETS	PCS	 	OFFICE EQUIPMENT	N	BH-FA	Bhakharpur Fixed Assets	1	0	0	19109.32
SC0000051	VITAMIN AD2 PREMIX FOR OIL FORTIFICATION	RAW MATERIAL	PCS		VITAMINS	N	BH-LO	Bhakharpur Loose Oil	1.75	0	0	975.45
FG0000395	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	FINISHED	PCS	PREMIUM	COCONUT	N	GP-FG	GUPTA GODOWN BASEMENT FINISHED GODOWN	0	33	0	0
FG0000395	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	FINISHED	PCS	PREMIUM	COCONUT	N	BH-FG	Bhakharpur Finished Basement	0	1	0	0
SC0000008	KETTLE 1.8 LTR	TRADING ITEMS	PCS	OTHERS	KITCHEN UTILITIES	N	BH-SC	Bhakharpur Schemes	97	0	0	-12286.66
SC0000008	KETTLE 1.8 LTR	TRADING ITEMS	PCS	OTHERS	KITCHEN UTILITIES	N	BH-PP	Bhakharpur Production Process 1st Floor	192	0	0	55780.84
PM0000909	LABEL 500 ML CP GROUNDNUT BACK	PACKAGING MATERIAL	PCS	NULL	LABEL	N	BH-PC	Bhakharpur Production Consumption	17824	0	0	6060.16
PM0000050	LABEL 5 LTR PAKKI GHANI FRONT	PACKAGING MATERIAL	PCS		LABEL	N	BH-WST	Bhakharpur WASTAGE	143	0	0	3700.36
PM0000050	LABEL 5 LTR PAKKI GHANI FRONT	PACKAGING MATERIAL	PCS		LABEL	N	BH-BS	Bhakharpur Basement	2550	0	0	5100
PM0000050	LABEL 5 LTR PAKKI GHANI FRONT	PACKAGING MATERIAL	PCS		LABEL	N	BH-PP	Bhakharpur Production Process 1st Floor	7236	0	0	12732.85
PM0000050	LABEL 5 LTR PAKKI GHANI FRONT	PACKAGING MATERIAL	PCS		LABEL	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	0	3000	4000	-10076
PM0000050	LABEL 5 LTR PAKKI GHANI FRONT	PACKAGING MATERIAL	PCS		LABEL	N	BH-PC	Bhakharpur Production Consumption	395	0	3000	790
PM0000049	LABEL 5 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	0	3000	4000	-8756
PM0000049	LABEL 5 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-PP	Bhakharpur Production Process 1st Floor	7091	0	0	11085.52
PM0000049	LABEL 5 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-PC	Bhakharpur Production Consumption	396	0	3000	792
PM0000049	LABEL 5 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-BS	Bhakharpur Basement	2600	0	0	5200
PM0000049	LABEL 5 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-WST	Bhakharpur WASTAGE	143	0	0	247.15
PM0000130	POUCH REFINED MULTI ROLLS KGS	PACKAGING MATERIAL	KGS		POUCH	N	BH-PP	Bhakharpur Production Process 1st Floor	36.58	0	0	-406.34
PM0000130	POUCH REFINED MULTI ROLLS KGS	PACKAGING MATERIAL	KGS		POUCH	N	BH-PC	Bhakharpur Production Consumption	136.99	0	0	42016.66
PM0000130	POUCH REFINED MULTI ROLLS KGS	PACKAGING MATERIAL	KGS		POUCH	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	980	0	0	153384.15
PM0000130	POUCH REFINED MULTI ROLLS KGS	PACKAGING MATERIAL	KGS		POUCH	N	BH-GR	Bhakharpur GR	0	0	0	1.01
PM0000130	POUCH REFINED MULTI ROLLS KGS	PACKAGING MATERIAL	KGS		POUCH	N	BH-WST	Bhakharpur WASTAGE	0.78	0	0	239.24
PM0000130	POUCH REFINED MULTI ROLLS KGS	PACKAGING MATERIAL	KGS		POUCH	N	BH-BS	Bhakharpur Basement	0	0	0	1.01
FA0000397	TOUCH 22 INCH MONITOR	FIXED ASSETS	PCS		COMPUTER & EQUIPMENTS	N	DL-FG	Mayapuri Finished	0	0	6	0
FG0000082	DESI GHEE A2 500 MLS 16 PCS	FINISHED	PCS	PREMIUM	GHEE	N	BH-PF	Bhakharpur Production Finished 1st Floor	23	0	0	6418.07
FG0000082	DESI GHEE A2 500 MLS 16 PCS	FINISHED	PCS	PREMIUM	GHEE	N	BH-SC	Bhakharpur Schemes	1092	0	0	250085.1
PM0000338	CAP COFFEE JAR 63 MM	PACKAGING MATERIAL	PCS		CAPS	N	BH-PC	Bhakharpur Production Consumption	0	5000	0	0
PM0000338	CAP COFFEE JAR 63 MM	PACKAGING MATERIAL	PCS		CAPS	N	BH-PP	Bhakharpur Production Process 1st Floor	1083	0	0	2231.7
PM0000338	CAP COFFEE JAR 63 MM	PACKAGING MATERIAL	PCS		CAPS	N	BH-GR	Bhakharpur GR	5	0	0	0
SC0000005	WATER CAMPER	TRADING ITEMS	PCS	OTHERS	WATER CAMPER	N	BH-SC	Bhakharpur Schemes	45	0	0	0
PM0000687	LABEL 100 GMS COFFEE	PACKAGING MATERIAL	PCS		LABEL	N	BH-GR	Bhakharpur GR	5	0	0	0
PM0000687	LABEL 100 GMS COFFEE	PACKAGING MATERIAL	PCS		LABEL	N	BH-PP	Bhakharpur Production Process 1st Floor	314	0	0	1570
FA0000291	VOLTAS WATER DISPENSER	FIXED ASSETS	PCS	 	OFFICE EQUIPMENT	N	DL-FA	Delhi Fixed Assets	1	0	0	6735.59
PM0000022	LABEL 1 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-WST	Bhakharpur WASTAGE	2485	0	0	57.42
PM0000022	LABEL 1 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-PC	Bhakharpur Production Consumption	9	0	3000	1.98
PM0000022	LABEL 1 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-BS	Bhakharpur Basement	600	0	0	132
PM0000022	LABEL 1 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	41500	3000	0	2517.65
PM0000022	LABEL 1 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	GP-NM	Gupta Non-Moving	9300	0	0	2046
PM0000022	LABEL 1 LTR PAKKI GHANI BACK	PACKAGING MATERIAL	PCS		LABEL	N	BH-PP	Bhakharpur Production Process 1st Floor	20645	0	0	3007.9
PM0000249	CARTON 5 LTR TIN 1 PCS WITH THERMOCOL	PACKAGING MATERIAL	PCS		CARTON	N	BH-PP	Bhakharpur Production Process 1st Floor	0	50	0	0
PM0000249	CARTON 5 LTR TIN 1 PCS WITH THERMOCOL	PACKAGING MATERIAL	PCS		CARTON	N	BH-BT	Bhakharpur New Basement	660	0	0	6600
PM0000249	CARTON 5 LTR TIN 1 PCS WITH THERMOCOL	PACKAGING MATERIAL	PCS		CARTON	N	BH-FG	Bhakharpur Finished Basement	0	0	50	0
PM0000249	CARTON 5 LTR TIN 1 PCS WITH THERMOCOL	PACKAGING MATERIAL	PCS		CARTON	N	GP-FG	GUPTA GODOWN BASEMENT FINISHED GODOWN	20	0	0	200
PM0000726	CAPS 1 & 2 LTR WHITE AND MINT-GREEN WITH LOGO SO	PACKAGING MATERIAL	PCS		CAPS	N	BH-BS	Bhakharpur Basement	18000	0	0	18900
PM0000726	CAPS 1 & 2 LTR WHITE AND MINT-GREEN WITH LOGO SO	PACKAGING MATERIAL	PCS		CAPS	N	BH-WST	Bhakharpur WASTAGE	841	0	0	883.05
PM0000726	CAPS 1 & 2 LTR WHITE AND MINT-GREEN WITH LOGO SO	PACKAGING MATERIAL	PCS		CAPS	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	0	15000	0	0
PM0000726	CAPS 1 & 2 LTR WHITE AND MINT-GREEN WITH LOGO SO	PACKAGING MATERIAL	PCS		CAPS	N	BH-PP	Bhakharpur Production Process 1st Floor	149.5	0	0	156.98
PM0000726	CAPS 1 & 2 LTR WHITE AND MINT-GREEN WITH LOGO SO	PACKAGING MATERIAL	PCS		CAPS	N	BH-PC	Bhakharpur Production Consumption	8784	0	15000	9223.2
PM0000484	LABEL 200 GMS PUMPKIN SEEDS FULL	PACKAGING MATERIAL	PCS		LABEL	N	BH-PP	Bhakharpur Production Process 1st Floor	1662	0	0	2991.6
PM0000484	LABEL 200 GMS PUMPKIN SEEDS FULL	PACKAGING MATERIAL	PCS		LABEL	N	BH-NM	Bhakharpur Non-Moving	400	0	0	720
PM0000484	LABEL 200 GMS PUMPKIN SEEDS FULL	PACKAGING MATERIAL	PCS		LABEL	N	BH-FG	Bhakharpur Finished Basement	75	0	0	135
PM0000484	LABEL 200 GMS PUMPKIN SEEDS FULL	PACKAGING MATERIAL	PCS		LABEL	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	2050	0	0	2178.35
PM0000485	LABEL 400 GMS PUMPKIN SEEDS FULL	PACKAGING MATERIAL	PCS		LABEL	N	BH-NM	Bhakharpur Non-Moving	400	0	0	1160
PM0000485	LABEL 400 GMS PUMPKIN SEEDS FULL	PACKAGING MATERIAL	PCS		LABEL	N	BH-FG	Bhakharpur Finished Basement	107	0	0	310.3
PM0000485	LABEL 400 GMS PUMPKIN SEEDS FULL	PACKAGING MATERIAL	PCS		LABEL	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	1360	0	0	2167.17
PM0000485	LABEL 400 GMS PUMPKIN SEEDS FULL	PACKAGING MATERIAL	PCS		LABEL	N	BH-PP	Bhakharpur Production Process 1st Floor	1372	0	0	3978.8
FG0000316	SOYABEAN OIL 13 KGS (B)	FINISHED	PCS	COMMODITY	SOYABEAN	N	BH-WST	Bhakharpur WASTAGE	1	0	0	1906.32
FG0000316	SOYABEAN OIL 13 KGS (B)	FINISHED	PCS	COMMODITY	SOYABEAN	N	BH-GR	Bhakharpur GR	0	0	1	0
FG0000316	SOYABEAN OIL 13 KGS (B)	FINISHED	PCS	COMMODITY	SOYABEAN	N	BH-PF	Bhakharpur Production Finished 1st Floor	29	0	0	59123.4
FG0000316	SOYABEAN OIL 13 KGS (B)	FINISHED	PCS	COMMODITY	SOYABEAN	N	GP-FG	GUPTA GODOWN BASEMENT FINISHED GODOWN	14	1942	0	28483.14
FG0000422	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	FINISHED	PCS	COMMODITY	MUSTARD	N	GP-FG	GUPTA GODOWN BASEMENT FINISHED GODOWN	742	31840	0	104677.37
FG0000422	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	FINISHED	PCS	COMMODITY	MUSTARD	N	BH-WST	Bhakharpur WASTAGE	38	0	0	5295.35
PM0000655	CARTON COFFEE JAR 100 GMS 15 PCS	PACKAGING MATERIAL	PCS		CARTON	N	BH-PP	Bhakharpur Production Process 1st Floor	1.78	0	0	62.43
PM0000655	CARTON COFFEE JAR 100 GMS 15 PCS	PACKAGING MATERIAL	PCS		CARTON	N	BH-GR	Bhakharpur GR	0.33	0	0	0
PM0000655	CARTON COFFEE JAR 100 GMS 15 PCS	PACKAGING MATERIAL	PCS		CARTON	N	BH-PC	Bhakharpur Production Consumption	0.01	0	0	0.23
FA0000390	SERVOKON VOLTAGE STABILIZER 500 KVA	FIXED ASSETS	PCS	NULL	PLANT & MACHINERY-CANOLA	N	BH-FA	Bhakharpur Fixed Assets	1	0	0	650000
PM0000043	LABEL 200 LTR POMACE FRONT	PACKAGING MATERIAL	PCS		LABEL	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	0	0	48	0
PM0000043	LABEL 200 LTR POMACE FRONT	PACKAGING MATERIAL	PCS		LABEL	N	BH-PC	Bhakharpur Production Consumption	50	0	0	187.5
PM0000043	LABEL 200 LTR POMACE FRONT	PACKAGING MATERIAL	PCS		LABEL	N	GP-NM	Gupta Non-Moving	2	0	0	-1373.75
FA0000370	PANTONE COATED AND UNCOATED	FIXED ASSETS	PCS		OFFICE EQUIPMENT	N	BH-FA	Bhakharpur Fixed Assets	1	0	0	15000
PM0000605	CAPS 1 LTR FULL GREEN SMALL PLAIN	PACKAGING MATERIAL	PCS		CAPS	N	BH-BS	Bhakharpur Basement	55000	0	0	34100
PM0000605	CAPS 1 LTR FULL GREEN SMALL PLAIN	PACKAGING MATERIAL	PCS		CAPS	N	BH-PP	Bhakharpur Production Process 1st Floor	11809	0	0	7321.58
PM0000605	CAPS 1 LTR FULL GREEN SMALL PLAIN	PACKAGING MATERIAL	PCS		CAPS	N	BH-PC	Bhakharpur Production Consumption	5000	0	0	3100
FA0000393	SSD 512 GB	FIXED ASSETS	PCS	NULL	COMPUTER & EQUIPMENTS	N	BH-FA	Bhakharpur Fixed Assets	3	0	0	12711.87
PM0000567	CAPS 1 LTR WHITE AND ORANGE (SMALL) PLAIN	PACKAGING MATERIAL	PCS		CAPS	N	BH-WST	Bhakharpur WASTAGE	2525	0	0	183.61
PM0000567	CAPS 1 LTR WHITE AND ORANGE (SMALL) PLAIN	PACKAGING MATERIAL	PCS		CAPS	N	BH-PM	Bhakharpur Packaging Materials 1st Floor	0	3000	0	0
PM0000567	CAPS 1 LTR WHITE AND ORANGE (SMALL) PLAIN	PACKAGING MATERIAL	PCS		CAPS	N	BH-BS	Bhakharpur Basement	205000	0	0	125050
PM0000567	CAPS 1 LTR WHITE AND ORANGE (SMALL) PLAIN	PACKAGING MATERIAL	PCS		CAPS	N	BH-PC	Bhakharpur Production Consumption	48855	0	3000	29801.55
PM0000567	CAPS 1 LTR WHITE AND ORANGE (SMALL) PLAIN	PACKAGING MATERIAL	PCS		CAPS	N	BH-PP	Bhakharpur Production Process 1st Floor	12928	0	0	7886.08
FG0000003	COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 4 PCS	FINISHED	PCS	PREMIUM	CANOLA	N	GP-FG	GUPTA GODOWN BASEMENT FINISHED GODOWN	885	0	0	648384.41
PM0000104	PET JAR DESI GHEE 500 MLS 29 GRM	PACKAGING MATERIAL	PCS		PET JAR	N	BH-WST	Bhakharpur WASTAGE	350	0	0	0
PM0000104	PET JAR DESI GHEE 500 MLS 29 GRM	PACKAGING MATERIAL	PCS		PET JAR	N	GP-NM	Gupta Non-Moving	34	0	0	401.2
PM0000104	PET JAR DESI GHEE 500 MLS 29 GRM	PACKAGING MATERIAL	PCS		PET JAR	N	BH-PP	Bhakharpur Production Process 1st Floor	4644	0	0	54799.2
PM0000104	PET JAR DESI GHEE 500 MLS 29 GRM	PACKAGING MATERIAL	PCS		PET JAR	N	BH-PC	Bhakharpur Production Consumption	6812	0	0	80381.6
PM0000390	PET JAR 60 GMS 400 GMS SEEDS	PACKAGING MATERIAL	PCS		PET JAR	N	BH-BS	Bhakharpur Basement	895	0	0	14354.22
PM0000390	PET JAR 60 GMS 400 GMS SEEDS	PACKAGING MATERIAL	PCS		PET JAR	N	BH-PP	Bhakharpur Production Process 1st Floor	2954	1	0	39343.85
PM0000390	PET JAR 60 GMS 400 GMS SEEDS	PACKAGING MATERIAL	PCS		PET JAR	N	BH-FG	Bhakharpur Finished Basement	1323	0	0	17199
RM0000051	JIVO ROSEMARY LEAVE	RAW MATERIAL	KGS		SPICES	N	BH-LO	Bhakharpur Loose Oil	26.65	0	0	6662.5
