kind,code,name,uom,qty_aug01,planned_august,note
WIP,FG0000323,LE CHEF EXTRA VIRGIN  1 LTR 16 PCS,PCS,0,,WO 1225926564 Released/standard posted=2025-12-08 due=2025-12-08 whs=BH-PF planned=1168 completed_by_1Aug=1168 | STALE posted>30d before 1-Aug
WIP,RM0000002,CANOLA COLD PRESS LOOSE OIL OLD,LTR,0,,WO 1225926595 Released/standard posted=2025-12-09 due=2025-12-09 whs=BH-GJ planned=46659.294 completed_by_1Aug=46659.294 | STALE posted>30d before 1-Aug
WIP,RM0000002,CANOLA COLD PRESS LOOSE OIL OLD,LTR,0,,WO 1225926601 Released/standard posted=2025-12-09 due=2025-12-09 whs=BH-GJ planned=38538.423 completed_by_1Aug=38538.423 | STALE posted>30d before 1-Aug
WIP,RM0000002,CANOLA COLD PRESS LOOSE OIL OLD,LTR,0,,WO 1225926631 Released/standard posted=2025-12-09 due=2025-12-09 whs=BH-GJ planned=45593.361 completed_by_1Aug=45593.361 | STALE posted>30d before 1-Aug
WIP,RM0000002,CANOLA COLD PRESS LOOSE OIL OLD,LTR,0,,WO 1225926659 Released/standard posted=2025-12-11 due=2025-12-11 whs=BH-GJ planned=45527.427 completed_by_1Aug=45527.427 | STALE posted>30d before 1-Aug
WIP,RM0000002,CANOLA COLD PRESS LOOSE OIL OLD,LTR,0,,WO 1225926775 Released/standard posted=2025-12-27 due=2025-12-27 whs=BH-GJ planned=45670.284 completed_by_1Aug=45670.284 | STALE posted>30d before 1-Aug
WIP,FG0000004,COLD PRESS 5 LTR 4 PCS,PCS,0,45000,WO 1225926808 Released/standard posted=2025-12-31 due=2025-12-31 whs=BH-PF planned=1440 completed_by_1Aug=1440 | STALE posted>30d before 1-Aug
WIP,FG0000042,EXTRA VIRGIN OLIVE 1 LTR 16 PCS,PCS,0,22000,WO 1225926809 Released/standard posted=2025-12-31 due=2025-12-31 whs=BH-PF planned=3360 completed_by_1Aug=3360 | STALE posted>30d before 1-Aug
WIP,FG0000365,LA RASOI POMACE OLIVE OIL 2 LTR 10 PCS HANDLE,PCS,0,,WO 1225926811 Released/standard posted=2025-12-31 due=2025-12-31 whs=BH-PF planned=400 completed_by_1Aug=400 | STALE posted>30d before 1-Aug
WIP,FG0000363,LA RASOI COLD PRESSED MUSTARD KACHI GHANI OIL 2 LTR 10 PCS HANDLE,PCS,0,2000,WO 1225926813 Released/standard posted=2025-12-31 due=2025-12-31 whs=BH-PF planned=30 completed_by_1Aug=30 | STALE posted>30d before 1-Aug
WIP,FG0000194,SOYABEAN OIL 1 LTR POUCH 12 PCS,PCS,0,100000,WO 1225926814 Released/standard posted=2025-12-31 due=2025-12-31 whs=BH-PF planned=1992 completed_by_1Aug=1992 | STALE posted>30d before 1-Aug
WIP,FG0000150,SANO POMACE OLIVE 1 LTR 16 PCS,PCS,0,60000,WO 1225926818 Released/standard posted=2025-12-31 due=2025-12-31 whs=BH-PF planned=5424 completed_by_1Aug=5424 | STALE posted>30d before 1-Aug
WIP,FG0000020,REFINED OIL 5 LTR,PCS,0,1200,WO 126926555 Released/standard posted=2026-01-05 due=2026-01-05 whs=BH-PF planned=311 completed_by_1Aug=311 | STALE posted>30d before 1-Aug
WIP,FG0000149,JIVO GOLD 1 LTR 20 PCS,PCS,0,33000,WO 126926650 Released/standard posted=2026-01-15 due=2026-01-15 whs=BH-PF planned=9260 completed_by_1Aug=9260 | STALE posted>30d before 1-Aug
WIP,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,PCS,0,220000,WO 126926707 Released/standard posted=2026-01-20 due=2026-01-20 whs=BH-PF planned=1960 completed_by_1Aug=1960 | STALE posted>30d before 1-Aug
WIP,FG0000015,REFINED OIL 15 LTR,PCS,0,4000,WO 126926715 Released/standard posted=2026-01-21 due=2026-01-21 whs=BH-PF planned=300 completed_by_1Aug=300 | STALE posted>30d before 1-Aug
WIP,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,PCS,0,370000,WO 126926726 Released/standard posted=2026-01-22 due=2026-01-22 whs=BH-PF planned=380 completed_by_1Aug=380 | STALE posted>30d before 1-Aug
WIP,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,PCS,0,20000,WO 126926731 Released/standard posted=2026-01-23 due=2026-01-23 whs=BH-PF planned=2612 completed_by_1Aug=2612 | STALE posted>30d before 1-Aug
WIP,FG0000151,SANO POMACE OLIVE 5 LTR TIN 4 PCS,PCS,0,12000,WO 126926741 Released/standard posted=2026-01-23 due=2026-01-23 whs=BH-PF planned=2620 completed_by_1Aug=2620 | STALE posted>30d before 1-Aug
WIP,FG0000053,COLD PRESS SUNFLOWER 5 LTR 4 PCS,PCS,0,23000,WO 126926760 Released/standard posted=2026-01-24 due=2026-01-24 whs=BH-PF planned=2544 completed_by_1Aug=2544 | STALE posted>30d before 1-Aug
WIP,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,PCS,0,220000,WO 126926767 Released/standard posted=2026-01-25 due=2026-01-25 whs=BH-PF planned=11120 completed_by_1Aug=11120 | STALE posted>30d before 1-Aug
WIP,FG0000226,RICE BRAN OIL 5 LTR 4 PCS,PCS,0,5200,WO 126926768 Released/standard posted=2026-01-25 due=2026-01-25 whs=BH-PF planned=2755 completed_by_1Aug=2755 | STALE posted>30d before 1-Aug
WIP,FG0000227,RICE BRAN OIL 1 LTR 16 PCS,PCS,0,21000,WO 126926773 Released/standard posted=2026-01-27 due=2026-01-27 whs=BH-PF planned=5760 completed_by_1Aug=5760 | STALE posted>30d before 1-Aug
WIP,FG0000150,SANO POMACE OLIVE 1 LTR 16 PCS,PCS,0,60000,WO 126926776 Released/standard posted=2026-01-27 due=2026-01-27 whs=BH-PF planned=8448 completed_by_1Aug=8448 | STALE posted>30d before 1-Aug
WIP,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,PCS,0,370000,WO 126926780 Released/standard posted=2026-01-27 due=2026-01-27 whs=BH-PF planned=9600 completed_by_1Aug=9600 | STALE posted>30d before 1-Aug
WIP,FG0000150,SANO POMACE OLIVE 1 LTR 16 PCS,PCS,0,60000,WO 126926787 Released/standard posted=2026-01-28 due=2026-01-28 whs=BH-PF planned=1680 completed_by_1Aug=1680 | STALE posted>30d before 1-Aug
WIP,FG0000004,COLD PRESS 5 LTR 4 PCS,PCS,0,45000,WO 126926788 Released/standard posted=2026-01-28 due=2026-01-28 whs=BH-PF planned=96 completed_by_1Aug=96 | STALE posted>30d before 1-Aug
WIP,FG0000008,POMACE OLIVE 5 LTR TIN 4 PCS,PCS,0,31000,WO 126926795 Released/standard posted=2026-01-28 due=2026-01-28 whs=BH-PF planned=3140 completed_by_1Aug=3140 | STALE posted>30d before 1-Aug
WIP,FG0000009,EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS,PCS,0,4600,WO 126926796 Released/standard posted=2026-01-28 due=2026-01-28 whs=BH-PF planned=2016 completed_by_1Aug=2016 | STALE posted>30d before 1-Aug
WIP,FG0000023,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 3 PCS SHRINKED,PCS,0,,WO 126926799 Released/standard posted=2026-01-29 due=2026-01-29 whs=BH-PF planned=3669 completed_by_1Aug=3669 | STALE posted>30d before 1-Aug
WIP,FG0000146,COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 3 PCS SHRINKED,PCS,0,,WO 126926818 Released/standard posted=2026-01-30 due=2026-01-30 whs=BH-PF planned=204 completed_by_1Aug=204 | STALE posted>30d before 1-Aug
WIP,FG0000016,REFINED OIL 2 LTR,PCS,0,3000,WO 226926506 Released/standard posted=2026-02-01 due=2026-02-01 whs=BH-PF planned=38 completed_by_1Aug=38 | STALE posted>30d before 1-Aug
WIP,FG0000020,REFINED OIL 5 LTR,PCS,0,1200,WO 226926622 Released/standard posted=2026-02-10 due=2026-02-10 whs=BH-PF planned=74 completed_by_1Aug=74 | STALE posted>30d before 1-Aug
WIP,RM0000021,LOOSE OIL GOLD,LTR,0,,WO 226926644 Released/special posted=2026-02-11 due=2026-02-11 whs=BH-LO planned=8000 completed_by_1Aug=8000 | STALE posted>30d before 1-Aug
WIP,FG0000106,MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS,PCS,0,20000,WO 226926677 Released/standard posted=2026-02-16 due=2026-02-16 whs=BH-PF planned=10344 completed_by_1Aug=10344 | STALE posted>30d before 1-Aug
WIP,FG0000226,RICE BRAN OIL 5 LTR 4 PCS,PCS,0,5200,WO 226926700 Released/standard posted=2026-02-18 due=2026-02-18 whs=BH-PF planned=2600 completed_by_1Aug=2600 | STALE posted>30d before 1-Aug
WIP,FG0000128,JIVO GOLD 5 LTR 4 PCS,PCS,0,6000,WO 226926701 Released/standard posted=2026-02-18 due=2026-02-18 whs=BH-PF planned=1200 completed_by_1Aug=1200 | STALE posted>30d before 1-Aug
WIP,FG0000004,COLD PRESS 5 LTR 4 PCS,PCS,0,45000,WO 226926709 Released/standard posted=2026-02-18 due=2026-02-18 whs=BH-PF planned=16 completed_by_1Aug=16 | STALE posted>30d before 1-Aug
WIP,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,PCS,0,270000,WO 226926710 Released/standard posted=2026-02-18 due=2026-02-18 whs=BH-PF planned=1300 completed_by_1Aug=1300 | STALE posted>30d before 1-Aug
WIP,FG0000004,COLD PRESS 5 LTR 4 PCS,PCS,0,45000,WO 226926711 Released/standard posted=2026-02-18 due=2026-02-18 whs=BH-PF planned=160 completed_by_1Aug=160 | STALE posted>30d before 1-Aug
WIP,FG0000176,COLD PRESS 4 LTR + POMACE OLIVE 1 LTR 5 PCS,PCS,0,,WO 226926713 Released/standard posted=2026-02-18 due=2026-02-18 whs=BH-PF planned=1160 completed_by_1Aug=1160 | STALE posted>30d before 1-Aug
WIP,FG0000053,COLD PRESS SUNFLOWER 5 LTR 4 PCS,PCS,0,23000,WO 226926723 Released/standard posted=2026-02-19 due=2026-02-19 whs=BH-PF planned=1500 completed_by_1Aug=1500 | STALE posted>30d before 1-Aug
WIP,RM0000001,LOOSE REFINED OLIVE OIL,LTR,0,,WO 226926728 Released/special posted=2026-02-19 due=2026-02-19 whs=BH-LO planned=400 completed_by_1Aug=400 | STALE posted>30d before 1-Aug
WIP,FG0000003,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 4 PCS,PCS,0,,WO 226926733 Released/standard posted=2026-02-20 due=2026-02-20 whs=BH-PF planned=336 completed_by_1Aug=336 | STALE posted>30d before 1-Aug
WIP,FG0000053,COLD PRESS SUNFLOWER 5 LTR 4 PCS,PCS,0,23000,WO 226926734 Released/standard posted=2026-02-20 due=2026-02-20 whs=BH-PF planned=744 completed_by_1Aug=744 | STALE posted>30d before 1-Aug
WIP,FG0000227,RICE BRAN OIL 1 LTR 16 PCS,PCS,0,21000,WO 226926740 Released/standard posted=2026-02-20 due=2026-02-20 whs=BH-PF planned=848 completed_by_1Aug=848 | STALE posted>30d before 1-Aug
WIP,FG0000032,COLD PRESS 1 LTR 20 PCS,PCS,0,100000,WO 226926742 Released/standard posted=2026-02-20 due=2026-02-20 whs=BH-PF planned=1300 completed_by_1Aug=1300 | STALE posted>30d before 1-Aug
WIP,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,PCS,0,20000,WO 226926743 Released/standard posted=2026-02-20 due=2026-02-20 whs=BH-PF planned=2080 completed_by_1Aug=2080 | STALE posted>30d before 1-Aug
WIP,FG0000328,SANO POMACE OLIVE 200 LTR 1 PCS,PCS,0,25,WO 226926747 Released/standard posted=2026-02-20 due=2026-02-20 whs=BH-PF planned=9 completed_by_1Aug=9 | STALE posted>30d before 1-Aug
WIP,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,PCS,0,20000,WO 226926752 Released/standard posted=2026-02-21 due=2026-02-21 whs=BH-PF planned=3476 completed_by_1Aug=3476 | STALE posted>30d before 1-Aug
WIP,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,PCS,0,380000,WO 226926753 Released/standard posted=2026-02-21 due=2026-02-21 whs=BH-PF planned=1328 completed_by_1Aug=1328 | STALE posted>30d before 1-Aug
WIP,FG0000015,REFINED OIL 15 LTR,PCS,0,4000,WO 226926758 Released/standard posted=2026-02-23 due=2026-02-23 whs=BH-PF planned=700 completed_by_1Aug=700 | STALE posted>30d before 1-Aug
WIP,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,PCS,0,20000,WO 226926759 Released/standard posted=2026-02-23 due=2026-02-23 whs=BH-PF planned=160 completed_by_1Aug=160 | STALE posted>30d before 1-Aug
WIP,FG0000328,SANO POMACE OLIVE 200 LTR 1 PCS,PCS,0,25,WO 226926771 Released/standard posted=2026-02-24 due=2026-02-24 whs=BH-PF planned=6 completed_by_1Aug=6 | STALE posted>30d before 1-Aug
WIP,FG0000146,COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 3 PCS SHRINKED,PCS,0,,WO 226926775 Released/standard posted=2026-02-25 due=2026-02-25 whs=BH-PF planned=1323 completed_by_1Aug=1323 | STALE posted>30d before 1-Aug
WIP,FG0000028,POMACE OLIVE 1 LTR 16 PCS,PCS,0,160000,WO 226926777 Released/standard posted=2026-02-25 due=2026-02-25 whs=BH-PF planned=8176 completed_by_1Aug=8176 | STALE posted>30d before 1-Aug
WIP,FG0000053,COLD PRESS SUNFLOWER 5 LTR 4 PCS,PCS,0,23000,WO 226926781 Released/standard posted=2026-02-25 due=2026-02-25 whs=BH-PF planned=1900 completed_by_1Aug=1900 | STALE posted>30d before 1-Aug
WIP,FG0000003,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 4 PCS,PCS,0,,WO 226926784 Released/standard posted=2026-02-25 due=2026-02-25 whs=BH-PF planned=64 completed_by_1Aug=64 | STALE posted>30d before 1-Aug
WIP,FG0000145,COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 4 PCS,PCS,0,,WO 226926792 Released/standard posted=2026-02-26 due=2026-02-26 whs=BH-PF planned=1052 completed_by_1Aug=1052 | STALE posted>30d before 1-Aug
WIP,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,PCS,0,70000,WO 226926793 Released/standard posted=2026-02-26 due=2026-02-26 whs=BH-PF planned=5040 completed_by_1Aug=5040 | STALE posted>30d before 1-Aug
WIP,FG0000032,COLD PRESS 1 LTR 20 PCS,PCS,0,100000,WO 226926797 Released/standard posted=2026-02-26 due=2026-02-26 whs=BH-PF planned=4460 completed_by_1Aug=4460 | STALE posted>30d before 1-Aug
WIP,FG0000032,COLD PRESS 1 LTR 20 PCS,PCS,0,100000,WO 226926798 Released/standard posted=2026-02-26 due=2026-02-26 whs=BH-PF planned=6540 completed_by_1Aug=6540 | STALE posted>30d before 1-Aug
WIP,FG0000370,EXTRA LIGHT OLIVE 3 LTR TIN 2 PCS,PCS,0,1000,WO 226926802 Released/standard posted=2026-02-27 due=2026-02-27 whs=BH-PF planned=1046 completed_by_1Aug=1046 | STALE posted>30d before 1-Aug
WIP,FG0000032,COLD PRESS 1 LTR 20 PCS,PCS,0,100000,WO 226926806 Released/standard posted=2026-02-27 due=2026-02-27 whs=BH-PF planned=17000 completed_by_1Aug=17000 | STALE posted>30d before 1-Aug
WIP,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,PCS,0,70000,WO 226926807 Released/standard posted=2026-02-27 due=2026-02-27 whs=BH-PF planned=21328 completed_by_1Aug=21328 | STALE posted>30d before 1-Aug
WIP,FG0000032,COLD PRESS 1 LTR 20 PCS,PCS,0,100000,WO 226926811 Released/standard posted=2026-02-27 due=2026-02-27 whs=BH-PF planned=6000 completed_by_1Aug=6000 | STALE posted>30d before 1-Aug
WIP,FG0000028,POMACE OLIVE 1 LTR 16 PCS,PCS,0,160000,WO 226926818 Released/standard posted=2026-02-28 due=2026-02-28 whs=BH-PF planned=3452 completed_by_1Aug=3452 | STALE posted>30d before 1-Aug
WIP,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,PCS,0,380000,WO 226926819 Released/standard posted=2026-02-28 due=2026-02-28 whs=BH-PF planned=17136 completed_by_1Aug=17136 | STALE posted>30d before 1-Aug
WIP,FG0000372,POMACE OLIVE 3 LTR TIN 2 PCS,PCS,0,2000,WO 226926824 Released/standard posted=2026-02-28 due=2026-02-28 whs=BH-PF planned=1090 completed_by_1Aug=1090 | STALE posted>30d before 1-Aug
WIP,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,PCS,0,70000,WO 226926828 Released/standard posted=2026-02-28 due=2026-02-28 whs=BH-PF planned=3360 completed_by_1Aug=3360 | STALE posted>30d before 1-Aug
WIP,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,PCS,0,70000,WO 226926838 Released/standard posted=2026-02-28 due=2026-02-28 whs=BH-PF planned=1872 completed_by_1Aug=1872 | STALE posted>30d before 1-Aug
WIP,RM0000002,CANOLA COLD PRESS LOOSE OIL OLD,LTR,0,,WO 326926646 Released/standard posted=2026-03-01 due=2026-03-01 whs=BH-GJ planned=9898.891 completed_by_1Aug=9898.891 | STALE posted>30d before 1-Aug
WIP,RM0000001,LOOSE REFINED OLIVE OIL,LTR,0,,WO 426202518 Released/special posted=2026-04-03 due=2026-04-03 whs=BH-LO planned=1811 completed_by_1Aug=1811 | STALE posted>30d before 1-Aug
WIP,RM0000001,LOOSE REFINED OLIVE OIL,LTR,0,,WO 426202521 Released/special posted=2026-04-03 due=2026-04-03 whs=BH-LO planned=13640 completed_by_1Aug=13640 | STALE posted>30d before 1-Aug
WIP,FG0000275,COLD PRESS SUNFLOWER OIL 15 LTR,PCS,0,2000,WO 426202524 Released/standard posted=2026-04-03 due=2026-04-03 whs=BH-PF planned=400 completed_by_1Aug=400 | STALE posted>30d before 1-Aug
WIP,RM0000001,LOOSE REFINED OLIVE OIL,LTR,0,,WO 726202667 Released/special posted=2026-07-14 due=2026-07-14 whs=BH-LO planned=14000 completed_by_1Aug=14000
WIP,RM0000015,LOOSE OIL COLD PRESS/REFINED,LTR,0,,WO 726203044 closed-after-1Aug/standard posted=2026-07-22 due=2026-07-22 whs=BH-GJ planned=37197.765 completed_by_1Aug=37197.765 | BACKDATED-created 2026-08-01 so did NOT exist on 1-Aug
WIP,RM0000015,LOOSE OIL COLD PRESS/REFINED,LTR,0,,WO 726203045 closed-after-1Aug/standard posted=2026-07-22 due=2026-07-22 whs=BH-GJ planned=14.529 completed_by_1Aug=14.529 | BACKDATED-created 2026-08-01 so did NOT exist on 1-Aug
WIP,RM0000021,LOOSE OIL GOLD,LTR,0,,WO 726202979 Released/special posted=2026-07-28 due=2026-07-28 whs=BH-LO planned=16000 completed_by_1Aug=16000
WIP,FG0000024,COLD PRESS 1 LTR 24 PCS,PCS,0,,WO 726203003 closed-after-1Aug/standard posted=2026-07-30 due=2026-07-30 whs=BH-PF planned=6 completed_by_1Aug=6
WIP,RM0000002,CANOLA COLD PRESS LOOSE OIL OLD,LTR,-1,,WO 725926786 Released/standard posted=2025-07-29 due=2025-07-29 whs=BH-GJ planned=45912.042 completed_by_1Aug=45913.042 | over-produced; STALE posted>30d before 1-Aug
FG,FG0000004,COLD PRESS 5 LTR 4 PCS,PCS,3324,45000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=21016 minus net_moves_since_1Aug=17692; cover=7.4%
FG,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,PCS,927,70000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=37122 minus net_moves_since_1Aug=36195; cover=1.3%
FG,FG0000006,POMACE OLIVE 200 LTR 1 PCS,DRM,2,5,FG whs BH-BT/BH-PF/GP-FG; onhand_now=2 minus net_moves_since_1Aug=0; cover=40.0%
FG,FG0000008,POMACE OLIVE 5 LTR TIN 4 PCS,PCS,904,31000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=5320 minus net_moves_since_1Aug=4416; cover=2.9%
FG,FG0000009,EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS,PCS,2065,4600,FG whs BH-BT/BH-PF/GP-FG; onhand_now=2416 minus net_moves_since_1Aug=351; cover=44.9%
FG,FG0000011,MUSTARD KACCHI GHANI 5 LTR 4 PCS,PCS,9923,48000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=3054 minus net_moves_since_1Aug=-6869; cover=20.7%
FG,FG0000012,MUSTARD PAKKI GHANI 5 LTR 4 PCS,PCS,12,3000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1616 minus net_moves_since_1Aug=1604; cover=0.4%
FG,FG0000013,REFINED OIL 1000 MLS,PCS,87.05,6000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=9.05 minus net_moves_since_1Aug=-78; cover=1.5%
FG,FG0000015,REFINED OIL 15 LTR,PCS,499,4000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1739 minus net_moves_since_1Aug=1240; cover=12.5%
FG,FG0000016,REFINED OIL 2 LTR,PCS,170,3000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=24 minus net_moves_since_1Aug=-146; cover=5.7%
FG,FG0000020,REFINED OIL 5 LTR,PCS,89.5,1200,FG whs BH-BT/BH-PF/GP-FG; onhand_now=46.5 minus net_moves_since_1Aug=-43; cover=7.5%
FG,FG0000021,REFINED OIL 1 LTR POUCH 12 PCS,PCS,1116,10400,FG whs BH-BT/BH-PF/GP-FG; onhand_now=6203 minus net_moves_since_1Aug=5087; cover=10.7%
FG,FG0000026,MUSTARD KACCHI GHANI 15 LTR,PCS,0,600,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000028,POMACE OLIVE 1 LTR 16 PCS,PCS,17178,160000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=34557 minus net_moves_since_1Aug=17379; cover=10.7%
FG,FG0000029,MUSTARD PAKKI GHANI 2 LTR 10 PCS,PCS,90,15000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=2150 minus net_moves_since_1Aug=2060; cover=0.6%
FG,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,PCS,257,220000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=448 minus net_moves_since_1Aug=191; cover=0.1%
FG,FG0000031,MUSTARD PAKKI GHANI 1 LTR 20 PCS,PCS,32,40000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=15812 minus net_moves_since_1Aug=15780; cover=0.1%
FG,FG0000032,COLD PRESS 1 LTR 20 PCS,PCS,31374,100000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=4668 minus net_moves_since_1Aug=-26706; cover=31.4%
FG,FG0000033,COLD PRESS 1 LTR + 1 LTR COMBO 10 SET,PCS,12001,15000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=11485 minus net_moves_since_1Aug=-516; cover=80.0%
FG,FG0000034,EXTRA LIGHT OLIVE 200 LTR 1 PCS,PCS,0,150,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000035,COLD PRESS 500 MLS 24 PCS,PCS,984,10000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=984 minus net_moves_since_1Aug=0; cover=9.8%
FG,FG0000038,MUSTARD KACCHI GHANI 2 LTR 10 PCS,PCS,2458,20000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=5302 minus net_moves_since_1Aug=2844; cover=12.3%
FG,FG0000039,EXTRA LIGHT OLIVE 500 MLS 24 PCS,PCS,354,1000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1231 minus net_moves_since_1Aug=877; cover=35.4%
FG,FG0000042,EXTRA VIRGIN OLIVE 1 LTR 16 PCS,PCS,1970,22000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=7822 minus net_moves_since_1Aug=5852; cover=9.0%
FG,FG0000043,COLD PRESS 3 LTR 6 PCS,PCS,20,6667,FG whs BH-BT/BH-PF/GP-FG; onhand_now=6468 minus net_moves_since_1Aug=6448; cover=0.3%
FG,FG0000053,COLD PRESS SUNFLOWER 5 LTR 4 PCS,PCS,7238,23000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=3757 minus net_moves_since_1Aug=-3481; cover=31.5%
FG,FG0000064,EXTRA LIGHT OIVE 2 LTR 10 PCS HANDLE,PCS,1707,13500,FG whs BH-BT/BH-PF/GP-FG; onhand_now=159 minus net_moves_since_1Aug=-1548; cover=12.6%
FG,FG0000067,MUSTARD KACCHI GHANI 3 LTR 6 PCS,PCS,0,1000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000070,COLD PRESS 2 LTR 10 PCS HANDLE,PCS,56,2500,FG whs BH-BT/BH-PF/GP-FG; onhand_now=2506 minus net_moves_since_1Aug=2450; cover=2.2%
FG,FG0000074,EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED,PCS,658,2000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=772 minus net_moves_since_1Aug=114; cover=32.9%
FG,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,PCS,2735,270000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=10154 minus net_moves_since_1Aug=7419; cover=1.0%
FG,FG0000088,COLD PRESS 1 LTR +1 LTR COMBO 10 SET PLAIN,PCS,1335,2500,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1665 minus net_moves_since_1Aug=330; cover=53.4%
FG,FG0000104,EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD),PCS,97,10000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=50 minus net_moves_since_1Aug=-47; cover=1.0%
FG,FG0000105,EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD),PCS,305,4000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=29 minus net_moves_since_1Aug=-276; cover=7.6%
FG,FG0000106,MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS,PCS,277,20000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=15570 minus net_moves_since_1Aug=15293; cover=1.4%
FG,FG0000112,EXTRA VIRGIN OLIVE 250 MLS 4 PCS,PCS,56,2000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1644 minus net_moves_since_1Aug=1588; cover=2.8%
FG,FG0000114,POMACE OLIVE 2 LTR 10 PCS HANDLE,PCS,260,4000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=260 minus net_moves_since_1Aug=0; cover=6.5%
FG,FG0000116,EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS,PCS,510,6000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1 minus net_moves_since_1Aug=-509; cover=8.5%
FG,FG0000128,JIVO GOLD 5 LTR 4 PCS,PCS,301,6000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=767 minus net_moves_since_1Aug=466; cover=5.0%
FG,FG0000132,RICE BRAN OIL 15 LTR,PCS,0,667,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000136,SANO MUSTARD OIL 1 LTR 20 PCS,PCS,13975,85000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=4715 minus net_moves_since_1Aug=-9260; cover=16.4%
FG,FG0000137,SANO MUSTARD OIL 5 LTR 4 PCS,PCS,7,400,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=-7; cover=1.8%
