code,name,uom,po_docnum,vendor,order_date,due_date,qty_ordered,qty_received_by_aug1,qty_open_aug1,days_late_vs_due
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726052,BAIRAG ELECTRICALS,2026-07-05,2026-07-13,4.000000,0.000000,4.000000,19
FA0000152,WEIGHING MACHINE 50 KGS DIGITAL,PCS,326226550,TRUE WEIGH DIGITAL TECHNOLOGIES,2026-03-18,2026-03-30,4.000000,0.000000,4.000000,124
FA0000024,TANK 50 KL - NEW ( FACTORY) (1213006),PCS,1224226611,INDUSTRIAL AIDERS,2024-12-24,2024-12-30,4.000000,0.000000,4.000000,579
CG0000005,HOUSEKEEPING,PCS,1024226714,VISHAL TYAGI IMPREST (3L),2024-10-08,2024-11-06,4.000000,0.000000,4.000000,633
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220626087,SIGNODE INDIA LTD,2026-06-15,2026-06-30,4.000000,0.000000,4.000000,32
CG0000005,HOUSEKEEPING,PCS,1124226654,VISHAL TYAGI IMPREST (3L),2024-11-01,2024-11-30,4.000000,0.000000,4.000000,609
FA0000326,SYMPHONY VC 40T - AIR COOLER SYSTEM,PCS,326226530,FAIRDEAL INTERNATIONAL,2026-03-11,2026-03-11,4.000000,0.000000,4.000000,143
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,220426076,INDUSTRIAL AIDERS,2026-04-01,2026-04-20,12.000000,8.000000,4.000000,103
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,125226568,CLEARPACK AUTOMATION PVT LTD,2025-01-15,2025-01-30,4.000000,0.000000,4.000000,548
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,126226510,SWAGAT STEELS,2026-01-07,2026-01-15,4.000000,0.000000,4.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,126226510,SWAGAT STEELS,2026-01-07,2026-01-15,4.000000,0.000000,4.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226547,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,4.000000,0.000000,4.000000,377
CG0000049,TIN SHED-NEW LAND WIP,KGS,126226620,KRISHNA METAL & STEEL UDYOG,2026-01-23,2026-01-30,3.960000,0.000000,3.960000,183
CG0000005,HOUSEKEEPING,PCS,126226528,ISHWAR KIRYANA STORE,2026-01-08,2026-01-15,3.000000,0.000000,3.000000,198
CF0000037,ELECTRICAL WORK - TIN SHED NEW LAND,PCS,220426019,BATRA ELECTRIC STORE,2026-04-07,2026-04-30,3.000000,0.000000,3.000000,93
CF0000037,ELECTRICAL WORK - TIN SHED NEW LAND,PCS,220426019,BATRA ELECTRIC STORE,2026-04-07,2026-04-30,3.000000,0.000000,3.000000,93
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220526003,CLEARPACK AUTOMATION PVT LTD,2026-05-05,2026-05-05,3.000000,0.000000,3.000000,88
CF0000023,MAYAPURI BASEMENT OFFICE REMODELLING PCS,PCS,220526068,GAGANDEEP SINGH IMPREST JWPL0018,2026-05-01,2026-05-01,3.000000,0.000000,3.000000,92
FA0000170,water cooler,PCS,525226666,CIPETIAN PLASTIC MOLDING INDIA PRIVATE LIMITED,2025-05-25,2025-05-31,3.000000,0.000000,3.000000,427
CG0000015,REFRESHMENT,PCS,126226528,ISHWAR KIRYANA STORE,2026-01-08,2026-01-15,3.000000,0.000000,3.000000,198
CG0000015,REFRESHMENT,PCS,126226528,ISHWAR KIRYANA STORE,2026-01-08,2026-01-15,3.000000,0.000000,3.000000,198
CG0000015,REFRESHMENT,PCS,126226528,ISHWAR KIRYANA STORE,2026-01-08,2026-01-15,3.000000,0.000000,3.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726131,BANSAL WELD PRIVATE LIMITED,2026-07-25,2026-07-30,3.000000,0.000000,3.000000,2
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726056,HINDUSTAN BOTTLING AND ENGINEERS ASLPR2171A,2026-07-13,2026-07-25,3.000000,0.000000,3.000000,7
CG0000015,REFRESHMENT,PCS,220726152,ARVINDER SINGH IMPREST JWPL0115 FACTORY IMPREST 5 LAKH,2026-07-01,2026-08-06,3.000000,0.000000,3.000000,-5
CG0000005,HOUSEKEEPING,PCS,1124226580,VISHAL TYAGI IMPREST (3L),2024-11-15,2024-11-20,3.000000,0.000000,3.000000,619
CG0000027,HARDWARE ( MEZZANINE FLOOR-GUPTA GODOWN) (1212011),PCS,225226535,RAKESH WELDING WORKSHOP,2025-02-05,2025-02-11,3.000000,0.000000,3.000000,536
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726052,BAIRAG ELECTRICALS,2026-07-05,2026-07-13,3.000000,0.000000,3.000000,19
CG0000015,REFRESHMENT,PCS,1024226724,BANSAL PROVISION STORE,2024-10-05,2024-11-07,3.000000,0.000000,3.000000,632
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,PCS,525226691,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,3.000000,0.000000,3.000000,407
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),PCS,525226650,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,3.000000,0.000000,3.000000,407
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,126226510,SWAGAT STEELS,2026-01-07,2026-01-15,2.000000,0.000000,2.000000,198
CG0000011,INK CARTRIDGE,PCS,425226582,DIGICOD FLUIDS & MACHINERY,2025-04-15,2025-04-17,2.000000,0.000000,2.000000,471
CG0000004,STAFF WELFARE,PCS,1124226656,VISHAL TYAGI IMPREST (3L),2024-11-01,2024-11-30,2.000000,0.000000,2.000000,609
CG0000004,STAFF WELFARE,PCS,1124226656,VISHAL TYAGI IMPREST (3L),2024-11-01,2024-11-30,2.000000,0.000000,2.000000,609
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,525226687,SURAJ BHAN RAM NIWAS,2025-05-01,2025-06-07,2.000000,0.000000,2.000000,420
CG0000015,REFRESHMENT,PCS,225226545,KAMALPREET SINGH BHATIA- ACCOUNTS IMPREST JWPL1423,2025-02-01,2025-02-12,2.000000,0.000000,2.000000,535
FA0000266,LED FLOOD LIGHT 50W (GUPTA GODOWN),PCS,625226501,KULJIT TRADERS,2025-06-02,2025-06-15,2.000000,0.000000,2.000000,412
FA0000045,TAPING MACHINE - FTM550 ( CANOLA) (1204012),PCS,225226522,SIGNODE INDIA LTD,2025-02-01,2025-02-25,2.000000,0.000000,2.000000,522
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,125226568,CLEARPACK AUTOMATION PVT LTD,2025-01-15,2025-01-30,2.000000,0.000000,2.000000,548
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,125226568,CLEARPACK AUTOMATION PVT LTD,2025-01-15,2025-01-30,2.000000,0.000000,2.000000,548
CG0000031,BARCODE LABELS,PCS,1124226694,BHAGWATI INDUSTRIES,2024-11-20,2024-12-28,2.000000,0.000000,2.000000,581
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),PCS,525226650,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,2.000000,0.000000,2.000000,407
CG0000026,HARDWARE FOR WIP/SANITARY - WIP DOCK AND 1ST FLOOR EXTENSION (1212010),PCS,325226652,RAM BHAJ SURESH KUMAR,2025-03-15,2025-03-26,2.000000,0.000000,2.000000,493
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,2.000000,0.000000,2.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,2.000000,0.000000,2.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726131,BANSAL WELD PRIVATE LIMITED,2026-07-25,2026-07-30,2.000000,0.000000,2.000000,2
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726131,BANSAL WELD PRIVATE LIMITED,2026-07-25,2026-07-30,2.000000,0.000000,2.000000,2
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726056,HINDUSTAN BOTTLING AND ENGINEERS ASLPR2171A,2026-07-13,2026-07-25,2.000000,0.000000,2.000000,7
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,825226655,BAJAJ ELECTRICAL,2025-08-05,2025-09-03,2.000000,0.000000,2.000000,332
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726115,PAL SVAM POWER SOLUTIONS PVT LTD,2026-07-27,2026-07-30,2.000000,0.000000,2.000000,2
CG0000015,REFRESHMENT,PCS,1024226724,BANSAL PROVISION STORE,2024-10-05,2024-11-07,2.000000,0.000000,2.000000,632
FA0000333,INDUCTION TILTING BRATT PAN,PCS,326226618,KL EQUIPMENTS,2026-03-30,2026-03-30,2.000000,0.000000,2.000000,124
CG0000015,REFRESHMENT,PCS,1024226714,VISHAL TYAGI IMPREST (3L),2024-10-08,2024-11-06,2.000000,0.000000,2.000000,633
CG0000004,STAFF WELFARE,PCS,1024226720,VISHAL TYAGI IMPREST (3L),2024-10-09,2024-11-06,2.000000,0.000000,2.000000,633
CG0000005,HOUSEKEEPING,PCS,1024226720,VISHAL TYAGI IMPREST (3L),2024-10-09,2024-11-06,2.000000,0.000000,2.000000,633
CG0000015,REFRESHMENT,PCS,1124226654,VISHAL TYAGI IMPREST (3L),2024-11-01,2024-11-30,2.000000,0.000000,2.000000,609
FA0000017,DELL LAPTOP 3520 (CLXTR14) (1201001),PCS,1124226661,SHRI CHAND COMPUTERS AND LAPTOP,2024-11-30,2024-11-30,2.000000,0.000000,2.000000,609
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1224226677,MAHARAJA POLYURETHANE PRIVATE LTD.,2024-12-15,2025-01-02,2.000000,0.000000,2.000000,576
CG0000015,REFRESHMENT,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,2.000000,0.000000,2.000000,92
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226547,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,2.000000,0.000000,2.000000,377
CG0000013,STATIONARY OTHER THAN PAPER RIM,PCS,1024226770,GOPAL DASS & BROS,2024-10-26,2024-10-26,2.000000,0.000000,2.000000,644
FA0000170,water cooler,PCS,625226531,CIPETIAN PLASTIC MOLDING INDIA PRIVATE LIMITED,2025-06-13,2025-06-30,2.000000,0.000000,2.000000,397
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726004,SIDEL INDIA PVT LTD,2026-07-03,2026-07-15,2.000000,0.000000,2.000000,17
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226547,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,2.000000,0.000000,2.000000,377
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226547,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,2.000000,0.000000,2.000000,377
FA0000026,HOT AIR GUN (1205006),PCS,425226685,DELHI MACHINE TOOLS,2025-04-10,2025-07-19,2.000000,0.000000,2.000000,378
CG0000013,STATIONARY OTHER THAN PAPER RIM,PCS,1024226770,GOPAL DASS & BROS,2024-10-26,2024-10-26,2.000000,0.000000,2.000000,644
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726004,SIDEL INDIA PVT LTD,2026-07-03,2026-07-15,2.000000,0.000000,2.000000,17
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726004,SIDEL INDIA PVT LTD,2026-07-03,2026-07-15,2.000000,0.000000,2.000000,17
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726004,SIDEL INDIA PVT LTD,2026-07-03,2026-07-15,2.000000,0.000000,2.000000,17
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220526112,CLEARPACK AUTOMATION PVT LTD,2026-05-25,2026-05-30,2.000000,0.000000,2.000000,63
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),PCS,525226650,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,2.000000,0.000000,2.000000,407
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),PCS,525226650,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,2.000000,0.000000,2.000000,407
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,220726143,RAM BHAJ SURESH KUMAR,2026-07-25,2026-08-03,2.000000,0.000000,2.000000,-2
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,525226638,RISHABH MARKETING CO,2025-05-25,2025-05-31,2.000000,0.000000,2.000000,427
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,PCS,525226691,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,1.160000,0.000000,1.160000,407
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726089,HITECH PACKAGING SOLUTION,2026-07-21,2026-07-30,1.000000,0.000000,1.000000,2
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726089,HITECH PACKAGING SOLUTION,2026-07-21,2026-07-30,1.000000,0.000000,1.000000,2
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1124226552,S S P PACKAGING INDUSTRIES PVT LTD,2024-11-13,2024-11-15,1.000000,0.000000,1.000000,624
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1124226552,S S P PACKAGING INDUSTRIES PVT LTD,2024-11-13,2024-11-15,1.000000,0.000000,1.000000,624
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1124226552,S S P PACKAGING INDUSTRIES PVT LTD,2024-11-13,2024-11-15,1.000000,0.000000,1.000000,624
FA0000004,BLOWING MACHINE (SIDEL) - 1204007,PCS,1124226626,VISHAL TYAGI IMPREST (3L),2024-11-01,2024-11-26,1.000000,0.000000,1.000000,613
FA0000387,SEMI-AUTOMATIC VOLUMETRIC PLC BASED FILLING MACHINE (100ML TO 1000ML),PCS,220626063,GTECH PACKAGING INDIA PRIVATE LIMITED,2026-06-10,2026-06-30,1.000000,0.000000,1.000000,32
FA0000002,EIGHT HEAD WEIGH METRIC TIN FILLING MACHINE (1204011),PCS,1124226515,DNV LOGISTICS,2024-11-08,2024-11-15,1.000000,0.000000,1.000000,624
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1124226514,VEETA CONVEYORS ANOPV1426G,2024-11-08,2024-11-15,1.000000,0.000000,1.000000,624
CG0000068,BUILDING ITEM/HARDWARE ITEM FOR PEB SHED NEW LAND 2 ACRE,PCS,220726150,J S BUILDERS,2026-07-01,2026-08-05,1.000000,0.000000,1.000000,-4
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),PCS,525226650,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,1.000000,0.000000,1.000000,407
FA0000388,SEMI-AUTOMATIC VOLUMETRIC PISTON FILLING MACHINE (10ML TO 50ML),PCS,220626063,GTECH PACKAGING INDIA PRIVATE LIMITED,2026-06-10,2026-06-30,1.000000,0.000000,1.000000,32
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,220626114,HARYANA SANITARY STORE,2026-06-19,2026-06-30,1.000000,0.000000,1.000000,32
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726115,PAL SVAM POWER SOLUTIONS PVT LTD,2026-07-27,2026-07-30,1.000000,0.000000,1.000000,2
CG0000068,BUILDING ITEM/HARDWARE ITEM FOR PEB SHED NEW LAND 2 ACRE,PCS,220726150,J S BUILDERS,2026-07-01,2026-08-05,1.000000,0.000000,1.000000,-4
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1124226552,S S P PACKAGING INDUSTRIES PVT LTD,2024-11-13,2024-11-15,1.000000,0.000000,1.000000,624
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),PCS,525226650,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,1.000000,0.000000,1.000000,407
CF0000040,COMPLETE BOTTLE CHANGE PART 1000 ML HDPE,PCS,220426048,CLEARPACK AUTOMATION PVT LTD,2026-04-13,2026-04-30,1.000000,0.000000,1.000000,93
CG0000068,BUILDING ITEM/HARDWARE ITEM FOR PEB SHED NEW LAND 2 ACRE,PCS,220726128,SHREE RAM RMC,2026-07-01,2026-07-29,14.000000,13.000000,1.000000,3
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CF0000021,INSTALLATION PART-CONVEYOR SS304 - J.PEE 90 BPM FA0000049,PCS,525226686,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-05,1.000000,0.000000,1.000000,422
CG0000015,REFRESHMENT,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,1.000000,0.000000,1.000000,92
CG0000015,REFRESHMENT,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,1.000000,0.000000,1.000000,92
FA0000031,MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER (1204009),PCS,1224226709,J. PEE ENGINEERS & PACKAGING PVT. LTD.,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
FA0000005,PUFF PANELS AND ACCESSORIES (1204001),PCS,1124226553,MAHARAJA POLYURETHANE PRIVATE LTD.,2024-11-13,2024-11-15,1.000000,0.000000,1.000000,624
CF0000023,MAYAPURI BASEMENT OFFICE REMODELLING PCS,PCS,220526068,GAGANDEEP SINGH IMPREST JWPL0018,2026-05-01,2026-05-01,1.000000,0.000000,1.000000,92
FA0000004,BLOWING MACHINE (SIDEL) - 1204007,PCS,1024226758,INDUSTRIAL AIDERS,2024-10-05,2024-11-14,1.000000,0.000000,1.000000,625
CF0000023,MAYAPURI BASEMENT OFFICE REMODELLING PCS,PCS,220526068,GAGANDEEP SINGH IMPREST JWPL0018,2026-05-01,2026-05-01,1.000000,0.000000,1.000000,92
CF0000023,MAYAPURI BASEMENT OFFICE REMODELLING PCS,PCS,220526068,GAGANDEEP SINGH IMPREST JWPL0018,2026-05-01,2026-05-01,1.000000,0.000000,1.000000,92
CG0000004,STAFF WELFARE,PCS,1024226720,VISHAL TYAGI IMPREST (3L),2024-10-09,2024-11-06,1.000000,0.000000,1.000000,633
CG0000004,STAFF WELFARE,PCS,1024226720,VISHAL TYAGI IMPREST (3L),2024-10-09,2024-11-06,1.000000,0.000000,1.000000,633
CF0000023,MAYAPURI BASEMENT OFFICE REMODELLING PCS,PCS,220526155,CHOPRA ELECTRICAL,2026-05-21,2026-05-21,1.000000,0.000000,1.000000,72
CF0000023,MAYAPURI BASEMENT OFFICE REMODELLING PCS,PCS,220526155,CHOPRA ELECTRICAL,2026-05-21,2026-05-21,1.000000,0.000000,1.000000,72
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,220726143,RAM BHAJ SURESH KUMAR,2026-07-25,2026-08-03,1.000000,0.000000,1.000000,-2
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,125226623,VEETA CONVEYORS ANOPV1426G,2025-01-23,2025-01-27,1.000000,0.000000,1.000000,551
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1124226552,S S P PACKAGING INDUSTRIES PVT LTD,2024-11-13,2024-11-15,1.000000,0.000000,1.000000,624
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,220626119,MOHIT GLASS HOUSE AND ALUMINUM DECORATION,2026-06-22,2026-06-30,1.000000,0.000000,1.000000,32
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726027,PROMPT SERVICE & SALES CO AFAPB7542R,2026-07-08,2026-07-15,1.000000,0.000000,1.000000,17
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726083,SAMARPAN FABRICATORS PVT LTD,2026-07-18,2026-07-30,1.000000,0.000000,1.000000,2
CG0000070,GC MACHINE CHEMICAL,PCS,220726087,CHEMBIO LIFESCIENCES PRIVATE LIMITED,2026-07-21,2026-07-30,1.000000,0.000000,1.000000,2
FA0000258,APPLE MAC MINI (M4 PRO),PCS,425226575,RSG SOLUTIONS PVT. LTD.,2025-04-14,2025-04-14,1.000000,0.000000,1.000000,474
CG0000013,STATIONARY OTHER THAN PAPER RIM,PCS,325226676,RUCHIKA BOOK SHOP & FASHION SPOT,2025-03-26,2025-03-26,1.000000,0.000000,1.000000,493
CG0000070,GC MACHINE CHEMICAL,PCS,220726087,CHEMBIO LIFESCIENCES PRIVATE LIMITED,2026-07-21,2026-07-30,1.000000,0.000000,1.000000,2
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,525226687,SURAJ BHAN RAM NIWAS,2025-05-01,2025-06-07,1.000000,0.000000,1.000000,420
CG0000005,HOUSEKEEPING,PCS,225226579,KAMALPREET SINGH BHATIA FACTORY ( IMPREST 3L ),2025-02-13,2025-02-18,1.000000,0.000000,1.000000,529
FA0000052,SS BELT CONVEYOR- POUCH,PCS,225226520,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,1.000000,0.000000,1.000000,522
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726004,SIDEL INDIA PVT LTD,2026-07-03,2026-07-15,1.000000,0.000000,1.000000,17
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726004,SIDEL INDIA PVT LTD,2026-07-03,2026-07-15,1.000000,0.000000,1.000000,17
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,1224226594,RAKESH,2024-12-05,2024-12-18,1.000000,0.000000,1.000000,591
FA0000051,CHAIN CONVEYOR (OLD) - 6 HEAD,PCS,225226520,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,1.000000,0.000000,1.000000,522
FA0000050,CHAIN CONVEYOR SS304 - 10 HEAD,PCS,225226520,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,1.000000,0.000000,1.000000,522
FA0000049,CHAIN CONVEYOR SS304 - J.PEE 90 BPM,PCS,225226520,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,1.000000,0.000000,1.000000,522
FA0000048,CHAIN CONVEYOR SS304 - CLEARPACK 50 BPM,PCS,225226520,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,1.000000,0.000000,1.000000,522
CG0000004,STAFF WELFARE,PCS,1224226583,VISHAL TYAGI IMPREST (3L),2024-12-05,2024-12-14,1.000000,0.000000,1.000000,595
CG0000015,REFRESHMENT,PCS,1224226583,VISHAL TYAGI IMPREST (3L),2024-12-05,2024-12-14,1.000000,0.000000,1.000000,595
FA0000013,GHEE PACKAGING MACHINE (1204008),PCS,1024226777,CHADHA SALES PVT LTD.,2024-10-15,2024-11-21,1.000000,0.000000,1.000000,618
CG0000048,OIL TESTING CHEMICALS - DIRECT  EXPENSE,KGS,326226571,LABHUB GLOBAL LLP,2026-03-21,2026-03-30,3.000000,2.000000,1.000000,124
CG0000070,GC MACHINE CHEMICAL,PCS,220726104,VERTEX SCIENTIFIC INCORPORATION,2026-07-22,2026-07-30,1.000000,0.000000,1.000000,2
CG0000004,STAFF WELFARE,PCS,1124226656,VISHAL TYAGI IMPREST (3L),2024-11-01,2024-11-30,1.000000,0.000000,1.000000,609
CG0000013,STATIONARY OTHER THAN PAPER RIM,PCS,1024226770,GOPAL DASS & BROS,2024-10-26,2024-10-26,1.000000,0.000000,1.000000,644
CG0000004,STAFF WELFARE,PCS,1124226656,VISHAL TYAGI IMPREST (3L),2024-11-01,2024-11-30,1.000000,0.000000,1.000000,609
FA0000004,BLOWING MACHINE (SIDEL) - 1204007,PCS,1024226768,CHOPRA MACHINERY & ELECTRIC STORE,2024-10-01,2024-11-15,1.000000,0.000000,1.000000,624
FA0000006,ELECTRONIC WEIGHING SCALE 1500KHX200G (1204001),PCS,1224226515,ENGINEERS AND TRADERS,2024-12-02,2024-12-15,1.000000,0.000000,1.000000,594
FA0000004,BLOWING MACHINE (SIDEL) - 1204007,PCS,1024226759,MECH TECH ENGINEERS DKZPS8273M,2024-10-01,2024-11-15,1.000000,0.000000,1.000000,624
FA0000026,HOT AIR GUN (1205006),PCS,625226581,KAMALPREET SINGH BHATIA FACTORY ( IMPREST 3L ),2025-06-10,2025-06-20,1.000000,0.000000,1.000000,407
CF0000039,COMPLETE BOTTLE CHANGE PART 4000 ML HDPE,PCS,220426048,CLEARPACK AUTOMATION PVT LTD,2026-04-13,2026-04-30,1.000000,0.000000,1.000000,93
CG0000013,STATIONARY OTHER THAN PAPER RIM,PCS,1024226770,GOPAL DASS & BROS,2024-10-26,2024-10-26,1.000000,0.000000,1.000000,644
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726056,HINDUSTAN BOTTLING AND ENGINEERS ASLPR2171A,2026-07-13,2026-07-25,1.000000,0.000000,1.000000,7
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726056,HINDUSTAN BOTTLING AND ENGINEERS ASLPR2171A,2026-07-13,2026-07-25,1.000000,0.000000,1.000000,7
CG0000013,STATIONARY OTHER THAN PAPER RIM,PCS,1024226770,GOPAL DASS & BROS,2024-10-26,2024-10-26,1.000000,0.000000,1.000000,644
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726056,HINDUSTAN BOTTLING AND ENGINEERS ASLPR2171A,2026-07-13,2026-07-25,1.000000,0.000000,1.000000,7
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726131,BANSAL WELD PRIVATE LIMITED,2026-07-25,2026-07-30,1.000000,0.000000,1.000000,2
FA0000052,SS BELT CONVEYOR- POUCH,PCS,325226746,VEETA CONVEYORS ANOPV1426G,2025-03-20,2025-04-29,1.000000,0.000000,1.000000,459
FA0000052,SS BELT CONVEYOR- POUCH,PCS,325226744,VEETA CONVEYORS ANOPV1426G,2025-03-20,2025-04-25,1.000000,0.000000,1.000000,463
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1024226825,GANDHI AUTOMATIONS PRIVATE LIMITED,2024-10-10,2025-05-29,1.000000,0.000000,1.000000,429
CG0000070,GC MACHINE CHEMICAL,PCS,220726087,CHEMBIO LIFESCIENCES PRIVATE LIMITED,2026-07-21,2026-07-30,1.000000,0.000000,1.000000,2
