code,name,uom,po_docnum,vendor,order_date,due_date,qty_ordered,qty_received_by_aug1,qty_open_aug1,days_late_vs_due
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,220726131,BANSAL WELD PRIVATE LIMITED,2026-07-25,2026-07-30,1.000000,0.000000,1.000000,2
FA0000052,SS BELT CONVEYOR- POUCH,PCS,325226745,VEETA CONVEYORS ANOPV1426G,2025-03-20,2025-04-29,1.000000,0.000000,1.000000,459
CF0000015,CONSTRUCTION OF COMPOUND WALL -NEW LAND,PCS,525226505,JK CIVIL CONSTRUCTION PRIVATE LIMITED,2025-05-01,2025-05-10,1.000000,0.000000,1.000000,448
CF0000040,COMPLETE BOTTLE CHANGE PART 1000 ML HDPE,PCS,220426048,CLEARPACK AUTOMATION PVT LTD,2026-04-13,2026-04-30,1.000000,0.000000,1.000000,93
FA0000002,EIGHT HEAD WEIGH METRIC TIN FILLING MACHINE (1204011),PCS,1124226557,INDUSTRIAL AIDERS,2024-11-05,2024-11-15,1.000000,0.000000,1.000000,624
FA0000004,BLOWING MACHINE (SIDEL) - 1204007,PCS,1124226671,BISMILAH WELDERS,2024-11-25,2024-12-06,1.000000,0.000000,1.000000,603
FA0000168,EECO (NEW CAR),PCS,325226741,IFFCO TOKIO GENERAL INSURANCE CO LTD,2025-03-29,2025-03-29,1.000000,0.000000,1.000000,490
FA0000004,BLOWING MACHINE (SIDEL) - 1204007,PCS,1024226765,MECH TECH ENGINEERS DKZPS8273M,2024-10-01,2024-11-15,1.000000,0.000000,1.000000,624
FA0000004,BLOWING MACHINE (SIDEL) - 1204007,PCS,1024226757,STANDARD INDUSTRIAL STORE,2024-10-25,2024-11-14,1.000000,0.000000,1.000000,625
FA0000004,BLOWING MACHINE (SIDEL) - 1204007,PCS,1024226763,MECH TECH ENGINEERS DKZPS8273M,2024-10-01,2024-11-15,1.000000,0.000000,1.000000,624
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,425226564,DOMINO PRINTECH INDIA LLP,2025-04-12,2025-04-12,1.000000,0.000000,1.000000,476
CG0000070,GC MACHINE CHEMICAL,PCS,220726087,CHEMBIO LIFESCIENCES PRIVATE LIMITED,2026-07-21,2026-07-30,1.000000,0.000000,1.000000,2
FA0000051,CHAIN CONVEYOR (OLD) - 6 HEAD,PCS,425226525,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,1.000000,0.000000,1.000000,481
FA0000050,CHAIN CONVEYOR SS304 - 10 HEAD,PCS,425226525,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,1.000000,0.000000,1.000000,481
FA0000049,CHAIN CONVEYOR SS304 - J.PEE 90 BPM,PCS,425226525,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,1.000000,0.000000,1.000000,481
FA0000048,CHAIN CONVEYOR SS304 - CLEARPACK 50 BPM,PCS,425226525,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,1.000000,0.000000,1.000000,481
FA0000290,AGILENT 8860 GC SYSTEM,PCS,825226582,AGILENT TECHNOLOGIES INDIA PVT LTD,2025-08-20,2025-08-30,1.000000,0.000000,1.000000,336
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,225226683,PAL SVAM POWER SOLUTIONS PVT LTD,2025-02-20,2025-03-01,1.000000,0.000000,1.000000,518
CF0000021,INSTALLATION PART-CONVEYOR SS304 - J.PEE 90 BPM FA0000049,PCS,525226686,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-05,1.000000,0.000000,1.000000,422
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,125226568,CLEARPACK AUTOMATION PVT LTD,2025-01-15,2025-01-30,1.000000,0.000000,1.000000,548
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,125226568,CLEARPACK AUTOMATION PVT LTD,2025-01-15,2025-01-30,1.000000,0.000000,1.000000,548
CG0000015,REFRESHMENT,PCS,126226528,ISHWAR KIRYANA STORE,2026-01-08,2026-01-15,1.000000,0.000000,1.000000,198
FA0000013,GHEE PACKAGING MACHINE (1204008),PCS,1024226778,CHADHA SALES PVT LTD.,2024-10-10,2024-11-21,1.000000,0.000000,1.000000,618
CF0000001,INSTALLATION PARTS (GHEE PACKING M/C-  FA0000013),PCS,125226518,CHADHA SALES PVT LTD.,2025-01-08,2025-01-08,1.000000,0.000000,1.000000,570
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1225226656,UNITY EARTHTECH,2025-12-30,2026-01-15,1.000000,0.000000,1.000000,198
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,PCS,525226691,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,1.000000,0.000000,1.000000,407
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),PCS,525226650,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,1.000000,0.000000,1.000000,407
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,PCS,525226691,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,1.000000,0.000000,1.000000,407
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,PCS,525226691,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,1.000000,0.000000,1.000000,407
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226547,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,1.000000,0.000000,1.000000,377
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,PCS,525226691,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,1.000000,0.000000,1.000000,407
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,PCS,525226691,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,1.000000,0.000000,1.000000,407
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,PCS,525226691,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,1.000000,0.000000,1.000000,407
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,PCS,525226691,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,1.000000,0.000000,1.000000,407
CF0000021,INSTALLATION PART-CONVEYOR SS304 - J.PEE 90 BPM FA0000049,PCS,525226686,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-05,1.000000,0.000000,1.000000,422
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,525226638,RISHABH MARKETING CO,2025-05-25,2025-05-31,1.000000,0.000000,1.000000,427
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226547,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,1.000000,0.000000,1.000000,377
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226547,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,1.000000,0.000000,1.000000,377
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226547,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,1.000000,0.000000,1.000000,377
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226585,SURAJ BHAN RAM NIWAS,2025-07-01,2025-07-18,1.000000,0.000000,1.000000,379
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,725226547,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,1.000000,0.000000,1.000000,377
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,825226517,M R WARERKAR & ASSOCIATES PVT LTD,2025-08-06,2025-08-30,1.000000,0.000000,1.000000,336
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,525226638,RISHABH MARKETING CO,2025-05-25,2025-05-31,1.000000,0.000000,1.000000,427
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,1025226565,DHANPURNA PUF INSULATION,2025-10-17,2025-10-30,1.000000,0.000000,1.000000,275
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,1025226565,DHANPURNA PUF INSULATION,2025-10-17,2025-10-30,1.000000,0.000000,1.000000,275
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,PCS,1025226565,DHANPURNA PUF INSULATION,2025-10-17,2025-10-30,1.000000,0.000000,1.000000,275
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1125226601,SHAWA TECHNOCRAFTS PRIVATE LIMITED AAYCS3229G,2025-11-26,2025-11-30,1.000000,0.000000,1.000000,244
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1125226621,CLEARPACK AUTOMATION PVT LTD,2025-11-29,2025-12-15,1.000000,0.000000,1.000000,229
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,1125226621,CLEARPACK AUTOMATION PVT LTD,2025-11-29,2025-12-15,1.000000,0.000000,1.000000,229
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,525226635,S.N. ENGINEERING,2025-05-25,2025-05-31,1.000000,0.000000,1.000000,427
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,525226630,SIGNODE INDIA LTD,2025-05-27,2025-06-02,1.000000,0.000000,1.000000,425
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,525226687,SURAJ BHAN RAM NIWAS,2025-05-01,2025-06-07,1.000000,0.000000,1.000000,420
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,425226526,ENGINEERS AND TRADERS,2025-04-05,2025-04-07,1.000000,0.000000,1.000000,481
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,425226526,ENGINEERS AND TRADERS,2025-04-05,2025-04-07,1.000000,0.000000,1.000000,481
FA0000052,SS BELT CONVEYOR- POUCH,PCS,425226525,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,1.000000,0.000000,1.000000,481
CF0000039,COMPLETE BOTTLE CHANGE PART 4000 ML HDPE,PCS,220426048,CLEARPACK AUTOMATION PVT LTD,2026-04-13,2026-04-30,1.000000,0.000000,1.000000,93
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CF0000023,MAYAPURI BASEMENT OFFICE REMODELLING PCS,PCS,220426121,VINAY SANITARY EMPORIUM,2026-04-01,2026-04-01,1.000000,0.000000,1.000000,122
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000006,PRINTING AND STATIONARY,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,1.000000,0.000000,1.000000,92
CG0000015,REFRESHMENT,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,1.000000,0.000000,1.000000,92
CG0000015,REFRESHMENT,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,1.000000,0.000000,1.000000,92
CG0000015,REFRESHMENT,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,1.000000,0.000000,1.000000,92
CG0000015,REFRESHMENT,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,1.000000,0.000000,1.000000,92
CG0000015,REFRESHMENT,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,1.000000,0.000000,1.000000,92
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000015,REFRESHMENT,PCS,326226645,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,1.000000,0.000000,1.000000,92
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CF0000036,PEB SHED CANOLA NEW LAND 2 ACRE,PCS,226226559,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2026-02-17,2026-02-28,1.000000,0.000000,1.000000,154
CF0000036,PEB SHED CANOLA NEW LAND 2 ACRE,PCS,226226559,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2026-02-17,2026-02-28,1.000000,0.000000,1.000000,154
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CF0000036,PEB SHED CANOLA NEW LAND 2 ACRE,PCS,226226562,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2026-02-18,2026-02-28,1.000000,0.000000,1.000000,154
CF0000036,PEB SHED CANOLA NEW LAND 2 ACRE,PCS,226226562,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2026-02-18,2026-02-28,1.000000,0.000000,1.000000,154
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,326226505,SUREVIC INDIA,2026-03-05,2026-03-15,1.000000,0.000000,1.000000,139
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,326226505,SUREVIC INDIA,2026-03-05,2026-03-15,1.000000,0.000000,1.000000,139
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,326226505,SUREVIC INDIA,2026-03-05,2026-03-15,1.000000,0.000000,1.000000,139
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,326226505,SUREVIC INDIA,2026-03-05,2026-03-15,1.000000,0.000000,1.000000,139
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,326226539,DOMINO PRINTECH INDIA LLP,2026-03-16,2026-03-20,1.000000,0.000000,1.000000,134
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,326226539,DOMINO PRINTECH INDIA LLP,2026-03-16,2026-03-20,1.000000,0.000000,1.000000,134
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,PCS,326226540,VIDEOJET TECHNOLOGIES (I) PVT. LTD.,2026-03-16,2026-03-20,1.000000,0.000000,1.000000,134
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,1224226695,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,1.000000,0.000000,1.000000,548
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024) (1213006),PCS,220426076,INDUSTRIAL AIDERS,2026-04-01,2026-04-20,160.000000,159.150000,0.850000,103
CG0000015,REFRESHMENT,PCS,1224226583,VISHAL TYAGI IMPREST (3L),2024-12-05,2024-12-14,0.250000,0.000000,0.250000,595
