date,invoice_docnum,customer,item,qty,litres,invoice_datetime,dispatch_datetime,lag_hours,warehouse,status,company,party_type,vehicle,dock_entry,docked_at,source
2026-04-29,626040483,JIVO MART PVT LTD,PM0000249 CARTON 5 LTR TIN 1 PCS WITH THERMOCOL,320.0,0.0,2026-04-29 14:51:00,2026-06-17 18:01:23.181933,1179.17,GP-FG,DISPATCHED,JIVO_OIL,INTERCOMPANY,DL01LX3089,DOCK-20260617-0010,2026-06-17 17:05:41.174213,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-04-29,626040483,JIVO MART PVT LTD,PM0000234 CARTON 1 LTR OLIVE 3 PCS,110.0,0.0,2026-04-29 14:51:00,2026-06-17 18:01:23.181933,1179.17,GP-FG,DISPATCHED,JIVO_OIL,INTERCOMPANY,DL01LX3089,DOCK-20260617-0010,2026-06-17 17:05:41.174213,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-04-29,626040483,JIVO MART PVT LTD,PM0000292 CARTON 5 LTR HDPE 2 PCS,730.0,0.0,2026-04-29 14:51:00,2026-06-17 18:01:23.181933,1179.17,GP-FG,DISPATCHED,JIVO_OIL,INTERCOMPANY,DL01LX3089,DOCK-20260617-0010,2026-06-17 17:05:41.174213,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-04-29,626040483,JIVO MART PVT LTD,PM0000225 CARTON 5 LTR HDPE 1 PC,1726.0,0.0,2026-04-29 14:51:00,2026-06-17 18:01:23.181933,1179.17,GP-FG,DISPATCHED,JIVO_OIL,INTERCOMPANY,DL01LX3089,DOCK-20260617-0010,2026-06-17 17:05:41.174213,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-04-29,626040483,JIVO MART PVT LTD,PM0000405 CARTON 5 LTR HDPE WITH THERMOCOL,430.0,0.0,2026-04-29 14:51:00,2026-06-17 18:01:23.181933,1179.17,GP-FG,DISPATCHED,JIVO_OIL,INTERCOMPANY,DL01LX3089,DOCK-20260617-0010,2026-06-17 17:05:41.174213,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-05-31,626058305,GAGANDEEP SINGH,FG0000328 PET BOTTLE 250 ML JIVO NATURAL MINERAL SPECIAL EDITION ARSHDEEP  * (24 PCS),14400.0,3600.0,2026-05-31 15:54:00,2026-06-18 20:04:00.733365,436.17,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01MA6176,DOCK-20260618-0016,2026-06-18 19:58:51.021065,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-05-31,626058307,GAGANDEEP SINGH,FG0000328 PET BOTTLE 250 ML JIVO NATURAL MINERAL SPECIAL EDITION ARSHDEEP  * (24 PCS),14400.0,3600.0,2026-05-31 16:02:00,2026-06-16 17:22:31.489276,385.34,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LY5728,DOCK-20260616-0008,2026-06-16 17:08:51.605487,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-05-31,626058308,GAGANDEEP SINGH,FG0000328 PET BOTTLE 250 ML JIVO NATURAL MINERAL SPECIAL EDITION ARSHDEEP  * (24 PCS),14400.0,3600.0,2026-05-31 16:04:00,2026-06-16 17:22:31.489276,385.31,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LY5728,DOCK-20260616-0008,2026-06-16 17:08:51.605487,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-05-31,626058309,GAGANDEEP SINGH,FG0000328 PET BOTTLE 250 ML JIVO NATURAL MINERAL SPECIAL EDITION ARSHDEEP  * (24 PCS),9600.0,2400.0,2026-05-31 16:06:00,2026-06-16 17:22:31.489276,385.28,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LY5728,DOCK-20260616-0008,2026-06-16 17:08:51.605487,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-05-31,626058310,GAGANDEEP SINGH,FG0000328 PET BOTTLE 250 ML JIVO NATURAL MINERAL SPECIAL EDITION ARSHDEEP  * (24 PCS),14400.0,3600.0,2026-05-31 16:08:00,2026-06-18 20:04:00.733365,435.93,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01MA6176,DOCK-20260618-0016,2026-06-18 19:58:51.021065,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-05-31,626058311,BABA JEE,FG0000328 PET BOTTLE 250 ML JIVO NATURAL MINERAL SPECIAL EDITION ARSHDEEP  * (24 PCS),6000.0,1500.0,2026-05-31 16:14:00,2026-06-24 14:21:36.624043,574.13,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LX3089,DOCK-20260624-0011,2026-06-24 14:17:03.870204,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-05-31,626058311,BABA JEE,FG0000268 PET BOTTLE 1 LTR JIVO NATURAL MINERAL* (12 PCS),2928.0,2928.0,2026-05-31 16:14:00,2026-06-24 14:21:36.624043,574.13,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LX3089,DOCK-20260624-0011,2026-06-24 14:17:03.870204,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-04,626067978,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000332 JIVO WHEATGRASS HEALTHY JUICE MOJITO 200 ML,1.0,0.2,2026-06-04 18:33:00,,,BH-FG,AT_DOCK_PRINT_COMMITTED,JIVO_BEVERAGES,TRADE,HR67C6723,DOCK-20260622-0012,2026-06-22 17:12:45.250675,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-04,626067978,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000330 JIVO WHEATGRASS HEALTHY JUICE APPLE(SUGAR-FREE) 200 ML,8.0,1.6,2026-06-04 18:33:00,,,BH-FG,AT_DOCK_PRINT_COMMITTED,JIVO_BEVERAGES,TRADE,HR67C6723,DOCK-20260622-0012,2026-06-22 17:12:45.250675,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-04,626067978,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000329 JIVO FIZZY WATER LEMON FLAVOUR 750 ML,9.0,6.75,2026-06-04 18:33:00,,,BH-FG,AT_DOCK_PRINT_COMMITTED,JIVO_BEVERAGES,TRADE,HR67C6723,DOCK-20260622-0012,2026-06-22 17:12:45.250675,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-04,626067980,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000329 JIVO FIZZY WATER LEMON FLAVOUR 750 ML,103.0,77.25,2026-06-04 18:35:00,2026-06-21 14:03:05.272521,403.47,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LAC8007,DOCK-20260621-0005,2026-06-21 13:58:52.833595,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-04,626067981,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000332 JIVO WHEATGRASS HEALTHY JUICE MOJITO 200 ML,4.0,0.8,2026-06-04 18:37:00,,,BH-FG,AT_DOCK_PRINT_COMMITTED,JIVO_BEVERAGES,TRADE,HR67C6723,DOCK-20260622-0012,2026-06-22 17:12:45.250675,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-04,626067981,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000330 JIVO WHEATGRASS HEALTHY JUICE APPLE(SUGAR-FREE) 200 ML,5.0,1.0,2026-06-04 18:37:00,,,BH-FG,AT_DOCK_PRINT_COMMITTED,JIVO_BEVERAGES,TRADE,HR67C6723,DOCK-20260622-0012,2026-06-22 17:12:45.250675,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-04,626067981,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000329 JIVO FIZZY WATER LEMON FLAVOUR 750 ML,2.0,1.5,2026-06-04 18:37:00,,,BH-FG,AT_DOCK_PRINT_COMMITTED,JIVO_BEVERAGES,TRADE,HR67C6723,DOCK-20260622-0012,2026-06-22 17:12:45.250675,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-05,626067996,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000329 JIVO FIZZY WATER LEMON FLAVOUR 750 ML,19.0,14.25,2026-06-05 13:19:00,2026-06-21 18:12:20.718955,388.89,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LAJ0960,DOCK-20260621-0007,2026-06-21 17:39:16.498856,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-05,626067996,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000332 JIVO WHEATGRASS HEALTHY JUICE MOJITO 200 ML,7.0,1.4,2026-06-05 13:19:00,2026-06-21 18:12:20.718955,388.89,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LAJ0960,DOCK-20260621-0007,2026-06-21 17:39:16.498856,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-05,626067996,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000330 JIVO WHEATGRASS HEALTHY JUICE APPLE(SUGAR-FREE) 200 ML,2.0,0.4,2026-06-05 13:19:00,2026-06-21 18:12:20.718955,388.89,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LAJ0960,DOCK-20260621-0007,2026-06-21 17:39:16.498856,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,626060166,THE AREA MANAGER CANTEEN STORE DEPARTMENT,FG0000395 JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),2.0,2.0,2026-06-06 15:45:00,2026-06-21 16:01:35.022566,360.28,GP-FG,DISPATCHED,JIVO_OIL,TRADE,DL01LAJ0960,DOCK-20260621-0006,2026-06-21 15:52:27.340331,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,626060170,M S ABNASH & BROS,FG0000178 MUSTARD KACHI GHANI 15 KGS,108.0,1780.22,2026-06-06 16:18:00,2026-06-21 17:14:37.026981,360.94,GP-FG,DISPATCHED,JIVO_OIL,TRADE,HR69E9959,DOCK-20260621-0003,2026-06-21 13:32:54.102964,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,626060173,AKAL ROZGAR YOJANA A U O JWPL,FG0000283 COFFIE 100 GMS 15 PCS,30.0,3.3,2026-06-06 18:29:00,2026-07-16 19:37:35.495077,961.14,BH-EC,DISPATCHED,JIVO_OIL,TRADE,HP16AA2216,DOCK-20260716-0024,2026-07-16 19:21:13.695172,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000386 JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE,84.0,84.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000142 COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,96.0,96.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000150 SANO POMACE OLIVE 1 LTR 16 PCS,24.0,24.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000395 SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE,48.0,48.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000402 COLD PRESS SUNFLOWER 1 LTR 24 PCS,204.0,204.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000032 COLD PRESS 1 LTR 20 PCS,60.0,60.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000005 EXTRA LIGHT OLIVE 1 LTR 16 PCS,48.0,48.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000042 EXTRA VIRGIN OLIVE 1 LTR 16 PCS,13.0,13.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000011 MUSTARD KACCHI GHANI 5 LTR 4 PCS,52.0,260.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000028 POMACE OLIVE 1 LTR 16 PCS,80.0,80.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260163,R K WORLDINFOCOM PVT LTD,FG0000004 COLD PRESS 5 LTR 4 PCS,60.0,300.0,2026-06-06 17:50:00,2026-06-19 18:28:15.415080,312.64,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01LAC8007,DOCK-20260619-0015,2026-06-19 16:15:17.995945,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260165,R K WORLDINFOCOM PVT LTD,FG0000385 YELLOW MUSTARD OIL 5 LTR TIN 4 PCS,30.0,150.0,2026-06-06 18:06:00,2026-06-20 20:57:12.592097,338.85,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260165,R K WORLDINFOCOM PVT LTD,FG0000376 SESAME OIL 1 LTR 20 PCS,30.0,30.0,2026-06-06 18:06:00,2026-06-20 20:57:12.592097,338.85,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260165,R K WORLDINFOCOM PVT LTD,FG0000381 EXTRA VIRGIN OLIVE 200 MLS 35 PCS,30.0,6.0,2026-06-06 18:06:00,2026-06-20 20:57:12.592097,338.85,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260165,R K WORLDINFOCOM PVT LTD,FG0000151 SANO POMACE OLIVE 5 LTR TIN 4 PCS,48.0,240.0,2026-06-06 18:06:00,2026-06-20 20:57:12.592097,338.85,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260165,R K WORLDINFOCOM PVT LTD,FG0000395 SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE,24.0,24.0,2026-06-06 18:06:00,2026-06-20 20:57:12.592097,338.85,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260165,R K WORLDINFOCOM PVT LTD,FG0000032 COLD PRESS 1 LTR 20 PCS,20.0,20.0,2026-06-06 18:06:00,2026-06-20 20:57:12.592097,338.85,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260165,R K WORLDINFOCOM PVT LTD,FG0000011 MUSTARD KACCHI GHANI 5 LTR 4 PCS,96.0,480.0,2026-06-06 18:06:00,2026-06-20 20:57:12.592097,338.85,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260165,R K WORLDINFOCOM PVT LTD,FG0000028 POMACE OLIVE 1 LTR 16 PCS,80.0,80.0,2026-06-06 18:06:00,2026-06-20 20:57:12.592097,338.85,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-06,706260165,R K WORLDINFOCOM PVT LTD,FG0000004 COLD PRESS 5 LTR 4 PCS,4.0,20.0,2026-06-06 18:06:00,2026-06-20 20:57:12.592097,338.85,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,626068019,M/S HARSHITA COLD DRINKS,FG0000324 PET BOTTLE 500 ML JIVO NATURAL MINERAL SPECIAL EDITION ARSHDEEP * (24 PCS),4800.0,2400.0,2026-06-08 15:28:00,2026-06-22 12:16:06.645944,332.8,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LAM1528,DOCK-20260622-0004,2026-06-22 12:09:00.365585,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,626068019,M/S HARSHITA COLD DRINKS,FG0000328 PET BOTTLE 250 ML JIVO NATURAL MINERAL SPECIAL EDITION ARSHDEEP  * (24 PCS),2880.0,720.0,2026-06-08 15:28:00,2026-06-22 12:16:06.645944,332.8,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LAM1528,DOCK-20260622-0004,2026-06-22 12:09:00.365585,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,626068019,M/S HARSHITA COLD DRINKS,FG0000268 PET BOTTLE 1 LTR JIVO NATURAL MINERAL* (12 PCS),360.0,360.0,2026-06-08 15:28:00,2026-06-22 12:16:06.645944,332.8,BH-FG,DISPATCHED,JIVO_BEVERAGES,TRADE,DL01LAM1528,DOCK-20260622-0004,2026-06-22 12:09:00.365585,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000385 YELLOW MUSTARD OIL 5 LTR TIN 4 PCS,30.0,150.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000376 SESAME OIL 1 LTR 20 PCS,30.0,30.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000386 JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE,12.0,12.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000142 COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,96.0,96.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000381 EXTRA VIRGIN OLIVE 200 MLS 35 PCS,30.0,6.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000151 SANO POMACE OLIVE 5 LTR TIN 4 PCS,48.0,240.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000150 SANO POMACE OLIVE 1 LTR 16 PCS,24.0,24.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000395 SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE,24.0,24.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000032 COLD PRESS 1 LTR 20 PCS,80.0,80.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000005 EXTRA LIGHT OLIVE 1 LTR 16 PCS,96.0,96.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000011 MUSTARD KACCHI GHANI 5 LTR 4 PCS,76.0,380.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000028 POMACE OLIVE 1 LTR 16 PCS,64.0,64.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260166,R K WORLDINFOCOM PVT LTD,FG0000004 COLD PRESS 5 LTR 4 PCS,8.0,40.0,2026-06-08 11:03:00,2026-06-25 14:37:25.699480,411.57,DL-FG,DISPATCHED,JIVO_MART,TRADE,HR67C1036,DOCK-20260625-0002,2026-06-25 11:12:25.979985,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260167,R K WORLDINFOCOM PVT LTD,FG0000385 YELLOW MUSTARD OIL 5 LTR TIN 4 PCS,30.0,150.0,2026-06-08 11:24:00,2026-06-20 20:57:12.592097,297.55,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260167,R K WORLDINFOCOM PVT LTD,FG0000376 SESAME OIL 1 LTR 20 PCS,30.0,30.0,2026-06-08 11:24:00,2026-06-20 20:57:12.592097,297.55,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260167,R K WORLDINFOCOM PVT LTD,FG0000381 EXTRA VIRGIN OLIVE 200 MLS 35 PCS,30.0,6.0,2026-06-08 11:24:00,2026-06-20 20:57:12.592097,297.55,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260167,R K WORLDINFOCOM PVT LTD,FG0000011 MUSTARD KACCHI GHANI 5 LTR 4 PCS,24.0,120.0,2026-06-08 11:24:00,2026-06-20 20:57:12.592097,297.55,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260167,R K WORLDINFOCOM PVT LTD,FG0000028 POMACE OLIVE 1 LTR 16 PCS,48.0,48.0,2026-06-08 11:24:00,2026-06-20 20:57:12.592097,297.55,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
2026-06-08,706260167,R K WORLDINFOCOM PVT LTD,FG0000004 COLD PRESS 5 LTR 4 PCS,24.0,120.0,2026-06-08 11:24:00,2026-06-20 20:57:12.592097,297.55,DL-FG,DISPATCHED,JIVO_MART,TRADE,DL01MA1972,DOCK-20260620-0016,2026-06-20 19:24:02.725472,GET /gate-core/sales-dispatch/ joined to OINV/INV1 by DocNum
