run_id,date,line,run_number,item_code,product,pack_litres,pieces_per_case,litres_per_case,status,live_status,required_cases,produced_cases_closeout,produced_cases_segment_sum,closeout_minus_segments,produced_litres_closeout,rated_speed_used,preset_for_this_pack,rated_matches_a_preset,total_running_minutes,productive_segment_minutes,segments,achieved_pieces_per_hour,pct_of_rated,breakdown_count,breakdown_minutes,breakdown_categories,breakdown_reasons,header_breakdown_time,waste_pieces_logged,waste_materials,rejected_qty,reworked_qty,line_clearance_status,clearance_all_checks_passed,clearance_qa_latency_min,supervisor,labour_count,sap_sync_status,sap_doc_entry,warehouse_approval
136,2026-08-03,10 Head,2,FG0000227,RICE BRAN OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,500.00,137.0,0.0,137.0,2192.0,1280.0,2100,no,399,0,1,,,0,0,,,0,203.0,CAPS 1 & 2 LTR FULL GREEN WITH LOGO|LABEL 1 LTR RICE BRAN OIL BACK|LABEL 1 LTR RICE BRAN OIL FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,83.3,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
140,2026-08-03,10 Head,5,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,10.0,235.0,-225.0,160.0,1440.0,2100,no,201,201,2,48.0,3.3,0,0,,,0,980.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,62.0,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
137,2026-08-03,6 Head,3,FG0000399,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD ),5.0,1,80,COMPLETED,COMPLETED,1000.00,320.0,320.0,0.0,25600.0,90.0,600,no,139,122,2,157.0,174.4,1,0,Machine,machine/machine,0,70.0,CAPS 5 LTR BROWN|HDPE BOTTLE 5 LTR|LABEL 5 LTR KACHCHI GHANI BACK|LABEL 5 LTR KACHCHI GHANI FRONT,0.0,0.0,CLEARED,True,6.3,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
141,2026-08-03,6 Head,6,FG0000011,MUSTARD KACCHI GHANI 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,500.00,381.0,535.0,-154.0,7620.0,360.0,600,no,83,83,2,1102.0,306.1,0,0,,,0,,,0.0,0.0,CLEARED,True,54.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
143,2026-08-03,6 Head,8,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,813.0,270.0,543.0,13008.0,1600.0,1080,no,201,28,2,27874.0,1742.1,0,0,,,0,,,0.0,0.0,CLEARED,True,1.6,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
135,2026-08-03,Clear Pack,1,FG0000032,COLD PRESS 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1500.00,782.0,760.0,22.0,15640.0,2720.0,4800,no,324,324,3,2896.0,106.5,0,0,,,0,1113.0,CAPS 1 & 2 LTR FULL GREEN WITH LOGO|LABEL 1 LTR COLD PRESS BACK 8181|LABEL 1 LTR COLD PRESS FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,90.6,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
142,2026-08-03,Clear Pack,7,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,500.00,100.0,100.0,0.0,2000.0,1600.0,4800,no,11,11,1,10909.0,681.8,1,33,PM Short,bottle issue/bottle issue,33,50.0,LABEL 1 LTR SUNFLOWER BACK|LABEL 1 LTR SUNFLOWER FRONT,0.0,0.0,CLEARED,True,4.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
144,2026-08-03,Clear Pack,9,FG0000091,COLD PRESS SUNFLOWER 1 LTR +1 LTR COMBO 10 SET PLAIN,1.0,10,2,COMPLETED,COMPLETED,500.00,124.0,0.0,124.0,248.0,800.0,4800,no,205,0,1,,,0,0,,,0,,,0.0,0.0,CLEARED,True,10.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
145,2026-08-03,JP Machine,10,FG0000400,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD),1.0,1,400,COMPLETED,COMPLETED,1000.00,380.0,51.0,329.0,152000.0,,5400,,190,190,1,120.0,,0,0,,,0,475.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,5.5,,0,NOT_APPLICABLE,,PARTIALLY_APPROVED
138,2026-08-03,Pouch Machine,4,FG0000359,SOYABEAN OIL 750 GMS 12 PCS POUCH,,12,9.8904,COMPLETED,COMPLETED,1200.00,1550.0,2235.0,-685.0,15330.1,1320.0,,no,563,381,4,2929.0,221.9,0,0,,,0,55.0,CARTON 1 LTR 12 POUCHES,0.0,0.0,CLEARED,True,22.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
148,2026-08-04,10 Head,3,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1400.00,346.0,287.0,59.0,5536.0,1920.0,2100,no,196,110,3,3020.0,157.3,1,70,Machine,machine/machine,70,871.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,6.4,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
153,2026-08-04,10 Head,7,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,60.00,94.0,0.0,94.0,1504.0,720.0,2100,no,74,0,1,,,0,0,,,0,52.0,LABEL 1 LTR EXTRA LIGHT BACK|LABEL 1 LTR EXTRA LIGHT FRONT,0.0,0.0,CLEARED,True,5.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
149,2026-08-04,6 Head,4,FG0000043,COLD PRESS 3 LTR 6 PCS,3.0,6,18,COMPLETED,COMPLETED,800.00,494.0,280.0,214.0,8892.0,540.0,,no,217,0,4,,,0,0,,,0,81.0,CAPS 5 LTR|CARTON 3 LTR 6 PCS|HDPE BOTTLE 3 LTR|LABEL 3 LTR COLD PRESS BACK|LABEL 3 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,11.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
151,2026-08-04,6 Head,6,FG0000070,COLD PRESS 2 LTR 10 PCS HANDLE,2.0,10,20,COMPLETED,COMPLETED,200.00,84.0,0.0,84.0,1680.0,800.0,720,no,114,0,1,,,0,0,,,0,36.0,CARTON 2 LTR 10 PCS HANDLE BOTTLE|LABEL 2 LTR COLD PRESS HANDLE BOTTLE BACK|LABEL 2 LTR COLD PRESS HANDLE BOTTLE FRONT|PET BOTTLE 2 LTR 80 GMS YELLOW HANDLE,0.0,0.0,CLEARED,True,6.4,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
146,2026-08-04,Clear Pack,1,FG0000091,COLD PRESS SUNFLOWER 1 LTR +1 LTR COMBO 10 SET PLAIN,1.0,10,2,COMPLETED,COMPLETED,1000.00,538.0,590.0,-52.0,1076.0,900.0,4800,no,550,550,5,587.0,65.2,0,0,,,0,1799.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR 20 PCS|LABEL 1 LTR SUNFLOWER BACK|LABEL 1 LTR SUNFLOWER FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,19.3,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
147,2026-08-04,JP Machine,2,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1200.00,1134.0,675.0,459.0,22680.0,2200.0,5400,no,569,414,4,3287.0,149.4,0,0,,,0,634.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|CARTON 1 LTR 20 PCS PET 26GM|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,36.4,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
150,2026-08-04,Pouch Machine,5,FG0000299,SOYABEAN OIL 700 GMS POUCH 12 PCS,,12,9.2304,COMPLETED,COMPLETED,1400.00,790.0,1400.0,-610.0,7292.0,1632.0,,no,367,174,4,3269.0,200.3,1,77,RM Short,oli issue/oil issue,77,,,0.0,0.0,CLEARED,True,58.5,Ravi,12,NOT_APPLICABLE,,PARTIALLY_APPROVED
156,2026-08-05,10 Head,3,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,1.0,,16,COMPLETED,COMPLETED,1000.00,1391.0,985.0,406.0,22256.0,90.0,2100,no,528,375,4,,,0,0,,,0,324.0,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR EXTRA LIGHT BACK|LABEL 1 LTR EXTRA LIGHT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,21.0,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
157,2026-08-05,6 Head,4,FG0000070,COLD PRESS 2 LTR 10 PCS HANDLE,2.0,,20,COMPLETED,COMPLETED,1000.00,234.0,296.0,-62.0,4680.0,100.0,720,no,263,171,3,,,0,0,,,0,43.0,CARTON 2 LTR 10 PCS HANDLE BOTTLE|LABEL 2 LTR COLD PRESS HANDLE BOTTLE BACK|LABEL 2 LTR COLD PRESS HANDLE BOTTLE FRONT|PET BOTTLE 2 LTR 80 GMS YELLOW HANDLE,0.0,0.0,CLEARED,True,18.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
160,2026-08-05,6 Head,6,FG0000011,MUSTARD KACCHI GHANI 5 LTR 4 PCS,5.0,,20,COMPLETED,COMPLETED,800.00,647.0,293.0,354.0,12940.0,100.0,600,no,333,149,3,,,0,0,,,0,73.0,CAPS 5 LTR BROWN|CARTON 5 LTR 4 PCS|HDPE BOTTLE 5 LTR|LABEL 5 LTR KACHCHI GHANI BACK|LABEL 5 LTR KACHCHI GHANI FRONT,0.0,0.0,CLEARED,True,5.0,Ravi,14,NOT_APPLICABLE,,PARTIALLY_APPROVED
154,2026-08-05,Clear Pack,1,FG0000091,COLD PRESS SUNFLOWER 1 LTR +1 LTR COMBO 10 SET PLAIN,1.0,,2,COMPLETED,COMPLETED,1000.00,188.0,385.0,-197.0,376.0,90.0,4800,no,259,257,3,,,0,0,,,0,1652.0,CARTON 1 LTR 20 PCS|LABEL 1 LTR SUNFLOWER BACK|LABEL 1 LTR SUNFLOWER FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,25.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
161,2026-08-05,Clear Pack,7,FG0000053,COLD PRESS SUNFLOWER 5 LTR 4 PCS,5.0,,20,COMPLETED,COMPLETED,800.00,936.0,320.0,616.0,18720.0,100.0,3000,no,211,35,4,,,1,79,Machine,SHRINK/SHRINK,79,69.0,CAPS 5 LTR ORANGE|CARTON 5 LTR 4 PCS|HDPE BOTTLE 5 LTR|LABEL 5 LTR SUNFLOWER BACK|LABEL 5 LTR SUNFLOWER FRONT,0.0,0.0,CLEARED,True,1.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
155,2026-08-05,JP Machine,2,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,,20,COMPLETED,COMPLETED,1100.00,1366.0,820.0,546.0,27320.0,110.0,5400,no,534,378,4,,,0,0,,,0,103.0,CARTON 1 LTR 20 PCS PET 26GM|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT,0.0,0.0,CLEARED,True,22.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
159,2026-08-05,Pouch Machine,5,FG0000299,SOYABEAN OIL 700 GMS POUCH 12 PCS,,,9.2304,COMPLETED,COMPLETED,1200.00,1407.0,2997.0,-1590.0,12987.2,110.0,,no,348,273,4,,,0,0,,,0,134.0,CARTON 1 LTR 12 POUCHES,0.0,0.0,CLEARED,True,30.3,Hardeep,10,NOT_APPLICABLE,,PARTIALLY_APPROVED
164,2026-08-06,10 Head,3,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1100.00,678.0,540.0,138.0,10848.0,2100.0,2100,yes,404,258,3,2523.0,120.1,0,0,,,0,512.0,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR EXTRA LIGHT BACK|LABEL 1 LTR EXTRA LIGHT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,63.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
169,2026-08-06,10 Head,7,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,800.00,171.0,0.0,171.0,3420.0,2100.0,2100,yes,286,0,1,,,0,0,,,0,137.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR 20 PCS PET 40 GM|LABEL 1 LTR SUNFLOWER BACK|LABEL 1 LTR SUNFLOWER FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,6.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
165,2026-08-06,6 Head,4,FG0000306,YELLOW MUSTARD OIL 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1000.00,444.0,180.0,264.0,8880.0,1080.0,1080,yes,658,261,3,2041.0,189.0,0,0,,,0,143.0,CAPS 1 & 2 LTR WHITE AND RED-ORANGE WITH LOGO YMO|LABEL 1 LTR PRESSED YELLOW MUSTARD OIL BACK|LABEL 1 LTR PRESSED YELLOW MUSTARD OIL FRONT|PET BOTTLE 1 LTR 75 GMS,0.0,0.0,CLEARED,True,60.7,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
162,2026-08-06,Clear Pack,1,FG0000004,COLD PRESS 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1000.00,1311.0,960.0,351.0,26220.0,3000.0,3000,yes,350,214,3,1470.0,49.0,0,0,,,0,192.0,CARTON 5 LTR 4 PCS|HDPE BOTTLE 5 LTR|LABEL 5 LTR COLD PRESS BACK 994|LABEL 5 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,33.8,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
168,2026-08-06,Clear Pack,6,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,700.00,222.0,0.0,222.0,4440.0,3000.0,3000,yes,285,0,1,,,0,0,,,0,53.0,CAPS 5 LTR BROWN|LABEL 5 LTR GROUNDNUT BACK|LABEL 5 LTR GROUNDNUT FRONT|SHRINKS 5 LTR 340X415 5 LTR SINGAL PCS,0.0,0.0,CLEARED,True,50.1,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
163,2026-08-06,JP Machine,2,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1100.00,311.0,254.0,57.0,6220.0,5400.0,5400,yes,159,158,2,2362.0,43.7,0,0,,,0,426.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|CARTON 1 LTR 20 PCS PET 26GM|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,17.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
166,2026-08-06,Pouch Machine,5,FG0000359,SOYABEAN OIL 750 GMS 12 PCS POUCH,,12,9.8904,COMPLETED,COMPLETED,1200.00,870.0,380.0,490.0,8604.6,2400.0,,no,339,145,3,4320.0,180.0,1,324,RM Short,oil issue/oil issue,324,168.0,CARTON 1 LTR 12 POUCHES,0.0,0.0,CLEARED,True,56.8,Hardeep,12,NOT_APPLICABLE,,PARTIALLY_APPROVED
173,2026-08-07,10 Head,4,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1000.00,666.0,290.0,376.0,13320.0,2100.0,2100,yes,532,165,4,4844.0,230.7,0,0,,,0,263.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR 20 PCS PET 40 GM|LABEL 1 LTR SUNFLOWER BACK|LABEL 1 LTR SUNFLOWER FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,60.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
176,2026-08-07,10 Head,6,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,150.00,51.0,0.0,51.0,816.0,2100.0,2100,yes,177,0,1,,,0,0,,,0,186.0,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO|LABEL 1 LTR EXTRA LIGHT BACK|LABEL 1 LTR EXTRA LIGHT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,815.9,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
170,2026-08-07,6 Head,1,FG0000306,YELLOW MUSTARD OIL 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1000.00,72.0,0.0,72.0,1440.0,1080.0,1080,yes,146,0,1,,,0,0,,,0,32.0,CAPS 1 & 2 LTR WHITE AND RED-ORANGE WITH LOGO YMO|LABEL 1 LTR PRESSED YELLOW MUSTARD OIL BACK|LABEL 1 LTR PRESSED YELLOW MUSTARD OIL FRONT|PET BOTTLE 1 LTR 75 GMS,0.0,0.0,CLEARED,True,69.9,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
174,2026-08-07,6 Head,5,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,800.00,1600.0,148.0,1452.0,25600.0,1080.0,1080,yes,440,57,4,26947.0,2495.1,0,0,,,0,71.0,CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,1.0,,0,NOT_APPLICABLE,,PARTIALLY_APPROVED
172,2026-08-07,Clear Pack,3,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1000.00,1600.0,1584.0,16.0,32000.0,3000.0,3000,yes,462,269,9,1428.0,47.6,5,86,Machine|PM Short,SHRINK/SHRINK|MACHIN/MACHINE|HDPE/HEDP|SHRINK/Shrink|sticker issue/sticker issue,86,119.0,HDPE BOTTLE 5 LTR|LABEL 5 LTR GROUNDNUT BACK|LABEL 5 LTR GROUNDNUT FRONT|SHRINKS 5 LTR 340X415 5 LTR SINGAL PCS,0.0,0.0,CLEARED,True,55.1,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
171,2026-08-07,JP Machine,2,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1000.00,1249.0,900.0,349.0,24980.0,5400.0,5400,yes,515,266,5,5635.0,104.4,1,17,Machine,SEEL/SEEL,17,2150.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|CARTON 1 LTR 20 PCS PET 26GM|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,95.8,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
177,2026-08-08,10 Head,1,FG0000005,EXTRA LIGHT OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1100.00,789.0,730.0,59.0,12624.0,2100.0,2100,yes,387,387,3,1957.0,93.2,0,0,,,0,1703.0,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR EXTRA LIGHT BACK|LABEL 1 LTR EXTRA LIGHT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,11.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
179,2026-08-08,6 Head,3,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1100.00,219.0,543.0,-324.0,3504.0,1080.0,1080,yes,496,289,5,727.0,67.3,0,0,,,0,2065.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,34.9,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
178,2026-08-08,JP Machine,2,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1200.00,636.0,665.0,-29.0,12720.0,5400.0,5400,yes,489,320,4,2385.0,44.2,0,0,,,0,909.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|CARTON 1 LTR 20 PCS PET 26GM|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,9.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
182,2026-08-10,10 Head,2,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,1153.0,855.0,298.0,18448.0,2100.0,2100,yes,620,401,3,2760.0,131.4,0,0,,,0,455.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,30.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
186,2026-08-10,6 Head,5,FG0000226,RICE BRAN OIL 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,300.00,287.0,0.0,287.0,5740.0,600.0,600,yes,223,0,2,,,0,0,,,0,82.0,CAPS 5 LTR ORANGE|LABEL 5 LTR RICE BRAN OIL BACK|LABEL 5 LTR RICE BRAN OIL FRONT,0.0,0.0,CLEARED,True,1.6,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
184,2026-08-10,Clear Pack,3,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,11000.00,390.0,80.0,310.0,7800.0,4800.0,4800,yes,241,22,2,21273.0,443.2,0,0,,,0,334.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|LABEL 1 LTR SUNFLOWER BACK|LABEL 1 LTR SUNFLOWER FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,40.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
181,2026-08-10,JP Machine,1,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,1.0,20,20,COMPLETED,COMPLETED,1200.00,689.0,772.0,-83.0,13780.0,5400.0,5400,yes,520,285,5,2901.0,53.7,1,78,Machine,MACHIN/CHAJ OVER,78,708.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|CARTON 1 LTR 20 PCS NEW|LABEL 1 LTR KACHI GHANI FULL|PET BOTTLE 1 LTR 23.8 GMS ROUND,0.0,0.0,CLEARED,True,37.9,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
185,2026-08-10,JP Machine,4,FG0000136,SANO MUSTARD OIL 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,500.00,442.0,116.0,326.0,8840.0,5400.0,5400,yes,224,22,3,24109.0,446.5,1,15,Machine,MACHIN/machine,15,416.0,CARTON 1 LTR 20 PCS SANO|LABEL 1 LTR MUSTARD BACK SANO|LABEL 1 LTR MUSTARD FRONT SANO|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,4.2,,0,NOT_APPLICABLE,,PARTIALLY_APPROVED
187,2026-08-11,10 Head,1,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,1217.0,200.0,1017.0,19472.0,2100.0,2100,yes,373,155,3,7538.0,359.0,0,0,,,0,850.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,70.1,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
188,2026-08-11,6 Head,2,FG0000226,RICE BRAN OIL 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,800.00,60.0,0.0,60.0,1200.0,600.0,600,yes,163,0,1,,,0,0,,,0,40.0,LABEL 5 LTR RICE BRAN OIL BACK|LABEL 5 LTR RICE BRAN OIL FRONT,0.0,0.0,CLEARED,True,62.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
191,2026-08-11,6 Head,5,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,800.00,1217.0,280.0,937.0,24340.0,600.0,600,yes,249,154,3,1897.0,316.2,1,287,PM Short,HDPE/HDPE,287,,,0.0,0.0,CLEARED,True,4.4,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
190,2026-08-11,Clear Pack,4,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1100.00,1410.0,680.0,730.0,28200.0,4800.0,4800,yes,578,272,3,6221.0,129.6,0,0,,,0,641.0,CARTON 1 LTR 20 PCS PET 40 GM|LABEL 1 LTR SUNFLOWER BACK|LABEL 1 LTR SUNFLOWER FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,55.1,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
