section,company,id,date,entry_no,item_code,item_name,material_type,qty,uom,party,metric,value,unit,status,source,verified,note
qc_inspection,JIVO_OIL,,2026-08-30,GE-2026-0483,RM0000066,PEANUT OIL,,29.650,MTS,DHANLAXMI EDIBLES PRIVATE LIMITED,hold_hours_slip_to_QA_manager,,hours,NOT_STARTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=RM_BULK_OIL; hold_to_chemist_h=; grpo_state=NOT_IN_GRPO_QUEUE
qc_inspection,JIVO_OIL,1341,2026-08-04,GE-2026-3902,PM0000891,POUCH SOYABEAN MULTI  KGS,Pouch Soyabean Multi  Kgs,3000.360,KGS,UFLEX LIMITED NEW,hold_hours_slip_to_QA_manager,0.52,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.51; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1356,2026-08-03,GE-2026-8854,PM0000422,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL BACK,Label 500ml Cp Groundnut Oil,1131.000,PCS,GRAPHICS ELITE,hold_hours_slip_to_QA_manager,70.12,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=69.95; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,1355,2026-08-03,GE-2026-8854,PM0000421,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL FRONT,Label 500ml Cp Groundnut Oil,1131.000,PCS,GRAPHICS ELITE,hold_hours_slip_to_QA_manager,70.1,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=69.93; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,1339,2026-08-03,GE-2026-4486,PM0000468,CAPS 5 LTR GREEN,Cap_5l_green,3750.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,2.22,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.21; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1340,2026-08-03,GE-2026-4486,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,3750.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,2.2,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.87; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1338,2026-08-03,GE-2026-9760,RM0000066,PEANUT OIL,Peanut_oil,41.555,MTS,DHANLAXMI EDIBLES PRIVATE LIMITED,hold_hours_slip_to_QA_manager,7.68,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=RM_BULK_OIL; hold_to_chemist_h=7.49; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1336,2026-08-01,GE-2026-1754,PM0000469,CAPS 5 LTR BROWN,Cap 5l Brown,3745.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,2.13,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.1; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1335,2026-08-01,GE-2026-1754,PM0000113,HDPE BOTTLE 3 LTR,Hdpe Bottle 3 Ltr,3745.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,2.13,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.06; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1333,2026-08-01,GE-2026-4748,PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,1 Liter X 20 Pcs (o),7708.000,PCS,SSY CONTAINERS PVT LTD,hold_hours_slip_to_QA_manager,1.09,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.97; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1332,2026-08-01,GE-2026-9772,PM0000877,TIKKI BARCODE CSD KGMO 5 LTR,Tikki Barcode 46 X 56,2065.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.72,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.26; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1331,2026-08-01,GE-2026-9772,PM0000878,TIKKI BARCODE CSD KGMO 1 LTR,Tikki Barcode 46 X 56,1535.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.73,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.25; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1328,2026-08-01,GE-2026-7858,RM0000003,MUSTARD LOOSE OIL,Mustard Oil,37.440,MTS,AWL AGRI BUSINESS LIMITED,hold_hours_slip_to_QA_manager,0.9,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=RM_BULK_OIL; hold_to_chemist_h=0.89; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1334,2026-08-01,GE-2026-8606,RM0000025,SOYABEAN REFINED LOOSE OIL,Refined Soyben Rm0000025,38.880,MTS,AWL AGRI BUSINESS LIMITED,hold_hours_slip_to_QA_manager,6.77,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=RM_BULK_OIL; hold_to_chemist_h=6.65; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1325,2026-08-01,GE-2026-6380,PM0000058,PET BOTTLE 200 MLS OLIVE OIL,Pet Bottle 200ml 16gm,66640.000,PCS,PARAMBA POLYMER,hold_hours_slip_to_QA_manager,1.46,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.41; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1324,2026-08-01,GE-2026-1155,PM0000078,CAPS 5 LTR/15 LTR,Spout_cap_tin_yellow_5l_15_l,90000.000,PCS,BERICAP INDIA PRIVATE LIMITED,hold_hours_slip_to_QA_manager,1.38,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.35; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1323,2026-08-01,GE-2026-4211,PM0000852,PREFORM 49.5 GMS 36 MM,Pet Preform 50 Gm,72000.000,PCS,FRYSTAL PET PRIVATE LIMITED,hold_hours_slip_to_QA_manager,0.64,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.55; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1330,2026-08-01,GE-2026-4211,PM0000594,PREFORM 40 GMS 36 MM,Pet Preform 40 Gm,90000.000,PCS,FRYSTAL PET PRIVATE LIMITED,hold_hours_slip_to_QA_manager,3.72,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=3.72; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1320,2026-07-31,GE-2026-7768,PM0000046,LABEL 5 LTR COLD PRESS FRONT,Label Cold Pressed Canola Oil 5l Front,31950.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.55,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.19; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1321,2026-07-31,GE-2026-7768,PM0000535,LABEL 5 LTR COLD PRESS BACK 994,Label Cold Pressed Canola Oil 5l Back,31950.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.56,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.22; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1319,2026-07-31,GE-2026-7768,PM0000231,LABEL 1 LTR SUNFLOWER BACK,Label_cp_sunflower_1l_back,72600.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,0.89,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.86; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1318,2026-07-31,GE-2026-7768,PM0000230,LABEL 1 LTR SUNFLOWER FRONT,Label_cp_sunflower_1l_front,72600.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,0.89,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.83; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1316,2026-07-31,GE-2026-2702,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,4350.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,2.77,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.7; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1317,2026-07-31,GE-2026-2702,PM0000469,CAPS 5 LTR BROWN,Cap 5l Brown,4350.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,2.88,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.86; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1312,2026-07-31,GE-2026-5232,PM0000076,TIN 15 LTR,Tin 15 Kg,816.000,PCS,NATIONAL TIN INDUSTRIES,hold_hours_slip_to_QA_manager,3.04,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.61; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1314,2026-07-31,GE-2026-5232,PM0000080,TIN 5 LTR POMACE OLIVE PRINTED,Printed Tin 5l Olive Pomace,7692.000,PCS,NATIONAL TIN INDUSTRIES,hold_hours_slip_to_QA_manager,3.05,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.77; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1313,2026-07-31,GE-2026-5232,PM0000395,TIN 5 LTR POMACE OLIVE SANO,Printed Tin 5 Ltr,835.000,PCS,NATIONAL TIN INDUSTRIES,hold_hours_slip_to_QA_manager,3.05,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.72; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1322,2026-07-31,GE-2026-8324,RM0000025,SOYABEAN REFINED LOOSE OIL,Refined Soyben Rm0000025,38.900,MTS,AWL AGRI BUSINESS LIMITED,hold_hours_slip_to_QA_manager,24.94,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=RM_BULK_OIL; hold_to_chemist_h=8.44; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1329,2026-07-31,GE-2026-7943,RM0000066,PEANUT OIL,Peanut_oil,41.955,MTS,DHANLAXMI EDIBLES PRIVATE LIMITED,hold_hours_slip_to_QA_manager,27.87,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=RM_BULK_OIL; hold_to_chemist_h=27.87; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1309,2026-07-30,GE-2026-7174,PM0000469,CAPS 5 LTR BROWN,Cap 5l Brown,4425.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,15.6,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=15.26; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1311,2026-07-30,GE-2026-7174,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,4425.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,15.43,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=15.37; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1308,2026-07-30,GE-2026-6427,PM0000469,CAPS 5 LTR BROWN,Cap 5l Brown,3750.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,15.22,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=14.79; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1310,2026-07-30,GE-2026-6427,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,3750.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,15.74,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=15.63; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1303,2026-07-30,GE-2026-0265,PM0000469,CAPS 5 LTR BROWN,Cap 5l Brown,3395.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,2.02,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.6; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1302,2026-07-30,GE-2026-0265,PM0000113,HDPE BOTTLE 3 LTR,Hdpe Bottle 3 Ltr,3395.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,2.03,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.56; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1304,2026-07-30,GE-2026-5784,PM0000425,LABEL 1 LTR GROUNDNUT FRONT,Label 1ltr Cp Groundnut,152500.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,2.35,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.28; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1305,2026-07-30,GE-2026-5784,PM0000426,LABEL 1 LTR GROUNDNUT BACK,Label 1ltr Cp Groundnut,152500.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,2.35,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.3; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1299,2026-07-30,GE-2026-8274,PM0000408,CAPS 1 & 2 LTR WHITE AND GREEN PLAIN,Cap_green_green_1-2_ltr,24000.000,PCS,BABAJI UDYOG PVT. LTD.,hold_hours_slip_to_QA_manager,0.85,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.84; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1298,2026-07-30,GE-2026-8274,PM0000085,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO,Cap_yellow_white_1ltr._&_2_ltr.,102000.000,PCS,BABAJI UDYOG PVT. LTD.,hold_hours_slip_to_QA_manager,0.85,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.75; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1293,2026-07-30,GE-2026-2717,PM0000076,TIN 15 LTR,Tin 15 Kg,816.000,PCS,NATIONAL TIN INDUSTRIES,hold_hours_slip_to_QA_manager,1.08,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.65; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1296,2026-07-30,GE-2026-2717,PM0000395,TIN 5 LTR POMACE OLIVE SANO,Printed Tin 5 Ltr,6948.000,PCS,NATIONAL TIN INDUSTRIES,hold_hours_slip_to_QA_manager,3.5,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.78; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1297,2026-07-30,GE-2026-9344,PM0000851,PET BOTTLE 1 LTR 26 GM,Pet_bottle_1_ltr_26gm,46800.000,PCS,TPAC PACKAGING INDIA PVT LTD II,hold_hours_slip_to_QA_manager,3.65,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.03; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1295,2026-07-30,GE-2026-0087,PM0000005,CARTON 1 LTR 12 POUCHES,Carton_1l_x_12_pcs_(pouch),1013.000,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,hold_hours_slip_to_QA_manager,1.57,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.32; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1300,2026-07-30,GE-2026-0087,PM0000003,CARTON 1 LTR POMACE 16 PCS,Carton1_liter_x_16pcs_(olive-pomace),3828.000,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,hold_hours_slip_to_QA_manager,5.19,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=5.18; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1294,2026-07-30,GE-2026-0087,PM0000082,CARTON 5 LTR OLIVE 4 PCS,Carton_5_liter_x_4_pcs(canola/olive),4500.000,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,hold_hours_slip_to_QA_manager,1.57,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.28; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1292,2026-07-30,GE-2026-5360,RM0000025,SOYABEAN REFINED LOOSE OIL,Refined Soyben Rm0000025,38.910,MTS,AWL AGRI BUSINESS LIMITED,hold_hours_slip_to_QA_manager,0.15,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=RM_BULK_OIL; hold_to_chemist_h=0.11; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1291,2026-07-29,GE-2026-9469,PM0000634,CARTON 1 LTR 20 PCS SANO,Carton_1l_x_20_pcs_26_gm,2582.000,PCS,SSY CONTAINERS PVT LTD,hold_hours_slip_to_QA_manager,1.38,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.36; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1290,2026-07-29,GE-2026-9469,PM0000632,CARTON 5 LTR TIN OLIVE 4 PCS SANO,Carton_5l_x_4_pcs_sano,1426.000,PCS,SSY CONTAINERS PVT LTD,hold_hours_slip_to_QA_manager,16.64,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=16.63; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1287,2026-07-29,GE-2026-9469,PM0000003,CARTON 1 LTR POMACE 16 PCS,Carton1_liter_x_16pcs_(olive-pomace),3546.000,PCS,SSY CONTAINERS PVT LTD,hold_hours_slip_to_QA_manager,0.9,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.32; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1288,2026-07-29,GE-2026-9469,PM0000825,CARTON 1 LTR 20 PCS NEW,Carton 1ltr 20pcs (435x340x290),2045.000,PCS,SSY CONTAINERS PVT LTD,hold_hours_slip_to_QA_manager,0.9,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.79; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1327,2026-07-29,GE-2026-5713,PM0000554,CAPS GLASS JAR 63 MM,Cap Glass Jar 63 Mm,4100.000,PCS,AJANTA BOTTLE PVT LTD,hold_hours_slip_to_QA_manager,68.38,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=68.36; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1289,2026-07-29,GE-2026-5713,PM0000912,GLASS JAR 200 MLS A2 DESI GHEE,Glass_jar_200_ml,4032.000,PCS,AJANTA BOTTLE PVT LTD,hold_hours_slip_to_QA_manager,67.99,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.76; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1326,2026-07-29,GE-2026-5713,PM0000275,CAPS GLASS JAR 82 MM A2 DESI GHEE 1 LTR & 500 MLS,Cap 1ltr / 500 Ml Ghee Jar,1100.000,PCS,AJANTA BOTTLE PVT LTD,hold_hours_slip_to_QA_manager,68.23,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=68.22; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1286,2026-07-29,GE-2026-5713,PM0000274,GLASS JAR 1000 MLS A2 DESI GHEE,1 Ltr Glass Jar,1062.000,PCS,AJANTA BOTTLE PVT LTD,hold_hours_slip_to_QA_manager,68.0,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.69; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1282,2026-07-29,GE-2026-7369,PM0000270,LABEL 15 LTR COLD PRESS SUNFLOWER OIL,Label 15 Ltr Cold Press Sunflower Oil,2540.000,PCS,GRAPHICS ELITE,hold_hours_slip_to_QA_manager,1.1,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.07; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1279,2026-07-29,GE-2026-7650,PM0000468,CAPS 5 LTR GREEN,Cap_5l_green,3375.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,3.25,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=3.24; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1280,2026-07-29,GE-2026-7650,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,3375.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,2.09,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.79; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1278,2026-07-29,GE-2026-0331,PM0000851,PET BOTTLE 1 LTR 26 GM,Pet_bottle_1_ltr_26gm,49140.000,PCS,TPAC PACKAGING INDIA PVT LTD II,hold_hours_slip_to_QA_manager,1.14,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.13; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1276,2026-07-29,GE-2026-1341,PM0000005,CARTON 1 LTR 12 POUCHES,Carton_1l_x_12_pcs_(pouch),4950.000,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,hold_hours_slip_to_QA_manager,2.65,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.72; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1277,2026-07-29,GE-2026-1341,PM0000003,CARTON 1 LTR POMACE 16 PCS,Carton1_liter_x_16pcs_(olive-pomace),2860.000,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,hold_hours_slip_to_QA_manager,2.65,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.62; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1306,2026-07-28,GE-2026-8401,PM0000690,LABEL 1 LTR PRESSED SESAME OIL FRONT,Label 1ltr Sesame Oil,4500.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,47.3,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=47.24; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1307,2026-07-28,GE-2026-8401,PM0000691,LABEL 1 LTR PRESSED SESAME OIL BACK,Label 1ltr Sesame Oil,4500.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,47.31,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=47.25; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1272,2026-07-28,GE-2026-8401,PM0000881,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE FRONT,Label Cp Groundnut Oil 2 L,3700.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,0.78,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.48; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1273,2026-07-28,GE-2026-8401,PM0000880,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE BACK,Label Cp Groundnut Oil 2 L,3700.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,0.81,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.59; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1271,2026-07-28,GE-2026-3047,PM0000825,CARTON 1 LTR 20 PCS NEW,Carton 1ltr 20pcs (435x340x290),3504.000,PCS,SSY CONTAINERS PVT LTD,hold_hours_slip_to_QA_manager,0.96,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.95; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1270,2026-07-28,GE-2026-3047,PM0000003,CARTON 1 LTR POMACE 16 PCS,Carton1_liter_x_16pcs_(olive-pomace),2033.000,PCS,SSY CONTAINERS PVT LTD,hold_hours_slip_to_QA_manager,0.31,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.27; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,1274,2026-07-28,GE-2026-7681,PM0000370,LABEL 1 LTR MUSTARD FRONT SANO,Label_canola_oil_1l_front,52000.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,17.88,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=17.83; grpo_state=PENDING_IN_APP
