section,company,id,date,entry_no,item_code,item_name,material_type,qty,uom,party,metric,value,unit,status,source,verified,note
qc_inspection,JIVO_OIL,,2026-08-30,GE-2026-0483,RM0000066,PEANUT OIL,,29.650,MTS,DHANLAXMI EDIBLES PRIVATE LIMITED,hold_hours_slip_to_QA_manager,,hours,NOT_STARTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=RM_BULK_OIL; hold_to_chemist_h=; grpo_state=NOT_IN_GRPO_QUEUE
qc_inspection,JIVO_OIL,793,2026-06-09,GE-2026-4781,PM0000885,LABEL 869 GM CP MUSTARD OIL FRONT,Label_cp_canola_1l_front,82000.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.88,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.86; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,790,2026-06-09,GE-2026-4781,PM0000048,LABEL 5 LTR KACHCHI GHANI FRONT,Cold Press Canola 5 L/ 5 L Soyabean,21000.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.62,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.6; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,791,2026-06-09,GE-2026-4781,PM0000047,LABEL 5 LTR KACHCHI GHANI BACK,Cold Press Canola 5 L/ 5 L Soyabean,21000.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.62,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.62; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,792,2026-06-09,GE-2026-4781,PM0000535,LABEL 5 LTR COLD PRESS BACK 994,Cold Press Canola 5 L/ 5 L Soyabean,26200.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.89,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.71; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,789,2026-06-09,GE-2026-4781,PM0000107,LABEL 1 LTR POMACE BACK,Label Groundnut 1 Ltr,104000.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.64,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.59; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,788,2026-06-09,GE-2026-4781,PM0000108,LABEL 1 LTR POMACE FRONT,Label Groundnut 1 Ltr,104000.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.64,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.58; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,787,2026-06-09,GE-2026-4781,PM0000425,LABEL 1 LTR GROUNDNUT FRONT,Label Groundnut 1 Ltr,103600.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.36,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.34; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,786,2026-06-09,GE-2026-4781,PM0000426,LABEL 1 LTR GROUNDNUT BACK,Label Groundnut 1 Ltr,103600.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.36,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.33; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,785,2026-06-09,GE-2026-3360,PM0000504,LABEL 1 LTR POMACE BACK ZANO,Label_zano_spain_pomace_olive_1l_front,7600.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.61,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.56; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,784,2026-06-09,GE-2026-3360,PM0000503,LABEL 1 LTR POMACE FRONT ZANO,Label_zano_spain_pomace_olive_1l_front,7600.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.61,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.54; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,780,2026-06-09,GE-2026-8910,PM0000859,LABEL 13 KG REFINED CANOLA,Refined Cotton Seed 15 Ltr,1500.000,PCS,PACKGEN INTERNATIONAL PVT LTD,hold_hours_slip_to_QA_manager,0.26,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.24; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,783,2026-06-09,GE-2026-1129,PM0000469,CAPS 5 LTR BROWN,Cap 5l Brown,3500.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,0.67,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.66; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,782,2026-06-09,GE-2026-1129,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,3500.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,0.67,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.63; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,781,2026-06-09,GE-2026-4416,PM0000851,PET BOTTLE 1 LTR 26 GM,Pet_bottle_1_ltr_26gm,18592.000,PCS,BR AGROTECH LTD,hold_hours_slip_to_QA_manager,2.17,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.17; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,779,2026-06-09,GE-2026-4416,PM0000851,PET BOTTLE 1 LTR 26 GM,Pet_bottle_1_ltr_26gm,22344.000,PCS,BR AGROTECH LTD,hold_hours_slip_to_QA_manager,1.12,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.11; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,778,2026-06-09,GE-2026-2266,PM0000020,LABEL 1 LTR KACHCHI GHANI FRONT,Label_cp_canola_1l_front,103000.000,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,hold_hours_slip_to_QA_manager,1.28,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.27; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,777,2026-06-09,GE-2026-2266,PM0000019,LABEL 1 LTR KACHCHI GHANI BACK,Label_cp_canola_1l_front,103000.000,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,hold_hours_slip_to_QA_manager,1.28,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.25; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,772,2026-06-09,GE-2026-2663,PM0000470,CAPS 5 LTR ORANGE,Cap 5l Brown,2080.000,PCS,A A ENTERPRISES,hold_hours_slip_to_QA_manager,0.13,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.09; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,773,2026-06-09,GE-2026-2663,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,2080.000,PCS,A A ENTERPRISES,hold_hours_slip_to_QA_manager,0.13,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.13; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,771,2026-06-09,GE-2026-7900,PM0000122,TIKKI 100 MLS,Tikki 100ml Olive,5184.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.76,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.21; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,775,2026-06-09,GE-2026-4279,PM0000890,LABEL 12 KG REFINED SOYABEAN OIL,Refined Cotton Seed 15 Ltr,3550.000,PCS,PACKGEN INTERNATIONAL PVT LTD,hold_hours_slip_to_QA_manager,2.14,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.13; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,770,2026-06-09,GE-2026-8910,PM0000868,LABEL 15 LTR SANO POMACE,Refined Cotton Seed 15 Ltr,800.000,PCS,PACKGEN INTERNATIONAL PVT LTD,hold_hours_slip_to_QA_manager,2.0,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.34; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,774,2026-06-09,GE-2026-8910,PM0000430,LABEL 15 LTR REFINED COTTON SEED,Refined Cotton Seed 15 Ltr,500.000,PCS,PACKGEN INTERNATIONAL PVT LTD,hold_hours_slip_to_QA_manager,2.21,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.18; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,769,2026-06-08,GE-2026-2772,PM0000629,CARTON TIN TOP,Carton Tin Collar,6400.000,PCS,SSY CONTAINERS PVT LTD,hold_hours_slip_to_QA_manager,2.22,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.21; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,767,2026-06-08,GE-2026-2772,PM0000411,CARTON 1 LTR 20 PCS PET 26GM,Carton_1l_x_20_pcs_26_gm,2895.000,PCS,SSY CONTAINERS PVT LTD,hold_hours_slip_to_QA_manager,2.03,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.77; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,763,2026-06-08,GE-2026-8460,PM0000469,CAPS 5 LTR BROWN,Cap 5l Brown,3900.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,1.46,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.22; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,762,2026-06-08,GE-2026-8460,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,3900.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,1.46,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.2; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,761,2026-06-08,GE-2026-3074,PM0000079,CAPS 1 & 2 LTR FULL GREEN WITH LOGO,Cap_yellow_white_1ltr._&_2_ltr.,126000.000,PCS,BABAJI UDYOG PVT. LTD.,hold_hours_slip_to_QA_manager,0.98,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.97; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,756,2026-06-08,GE-2026-1379,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,1500.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,0.76,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.5; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,757,2026-06-08,GE-2026-1379,PM0000471,CAPS 5 LTR BLUE,Cap 5l Brown,2790.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,0.74,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.53; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,759,2026-06-08,GE-2026-1379,PM0000358,HDPE BOTTLE 5 LTR GOLD,5 Ltr. Jerry Can,2490.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,0.71,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.62; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,758,2026-06-08,GE-2026-1379,PM0000469,CAPS 5 LTR BROWN,Cap 5l Brown,1500.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,0.7,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.58; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,766,2026-06-08,GE-2026-7965,PM0000852,PREFORM 49.5 GMS 36 MM,Pet Preform 49.5 Gm (pioneer),143.000,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),hold_hours_slip_to_QA_manager,4.39,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=4.13; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,765,2026-06-08,GE-2026-0804,PM0000852,PREFORM 49.5 GMS 36 MM,Pet Preform 49.5 Gm (pioneer),16660.000,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),hold_hours_slip_to_QA_manager,4.43,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=4.15; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,760,2026-06-08,GE-2026-4394,PM0000852,PREFORM 49.5 GMS 36 MM,Pet Preform 49.5 Gm (pioneer),50960.000,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),hold_hours_slip_to_QA_manager,2.58,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.51; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,764,2026-06-08,GE-2026-4394,PM0000594,PREFORM 40 GMS 36 MM,Pet Preform 40 Gm,33000.000,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),hold_hours_slip_to_QA_manager,3.95,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=3.94; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,755,2026-06-08,GE-2026-5521,PM0000851,PET BOTTLE 1 LTR 26 GM,Pet_bottle_1_ltr_26gm,43008.000,PCS,BR AGROTECH LTD,hold_hours_slip_to_QA_manager,1.27,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.26; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,768,2026-06-06,GE-2026-5807,PM0000671,POUCH SOYABEAN MULTI ROLLS KGS,Pouch Soyabean Multi  Kgs,1158.260,PCS,UNIQUE PACKTECH,hold_hours_slip_to_QA_manager,45.93,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=45.92; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,749,2026-06-06,GE-2026-4525,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,1500.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,0.52,hours,REJECTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.5; grpo_state=NOT_IN_GRPO_QUEUE
qc_inspection,JIVO_OIL,748,2026-06-06,GE-2026-4525,PM0000471,CAPS 5 LTR BLUE,5 Ltr. Jerry Can,2790.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,0.49,hours,REJECTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.43; grpo_state=NOT_IN_GRPO_QUEUE
qc_inspection,JIVO_OIL,750,2026-06-06,GE-2026-4525,PM0000358,HDPE BOTTLE 5 LTR GOLD,Cap 5l Brown,2790.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,,hours,REJECTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=; grpo_state=NOT_IN_GRPO_QUEUE
qc_inspection,JIVO_OIL,751,2026-06-06,GE-2026-4525,PM0000469,CAPS 5 LTR BROWN,Cap 5l Brown,1500.000,PCS,ECHO PLAST INDIA,hold_hours_slip_to_QA_manager,,hours,REJECTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=; grpo_state=NOT_IN_GRPO_QUEUE
qc_inspection,JIVO_OIL,752,2026-06-06,GE-2026-0432,PM0000308,LABEL 1 LTR PRESSED YELLOW MUSTARD OIL FRONT,1.0 Ltr Yellow Mustard Front And Back Label,42800.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.99,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.97; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,753,2026-06-06,GE-2026-0432,PM0000307,LABEL 1 LTR PRESSED YELLOW MUSTARD OIL BACK,1.0 Ltr Yellow Mustard Front And Back Label,42800.000,PCS,ROYAL PRIME LABELS,hold_hours_slip_to_QA_manager,1.99,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.99; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,745,2026-06-06,GE-2026-1613,PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,1 Liter X 20 Pcs (o),8558.000,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,hold_hours_slip_to_QA_manager,0.08,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.07; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,747,2026-06-06,GE-2026-8965,PM0000852,PREFORM 49.5 GMS 36 MM,Pet Preform 49.5 Gm (pioneer),49430.000,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),hold_hours_slip_to_QA_manager,2.12,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.12; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,746,2026-06-06,GE-2026-8965,PM0000594,PREFORM 40 GMS 36 MM,Pet Preform 40 Gm,79500.000,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),hold_hours_slip_to_QA_manager,1.99,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.99; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,742,2026-06-06,GE-2026-4782,PM0000470,CAPS 5 LTR ORANGE,Cap 5l Brown,2360.000,PCS,A A ENTERPRISES,hold_hours_slip_to_QA_manager,0.78,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.63; grpo_state=NOT_IN_GRPO_QUEUE
qc_inspection,JIVO_OIL,741,2026-06-06,GE-2026-4782,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,2360.000,PCS,A A ENTERPRISES,hold_hours_slip_to_QA_manager,0.76,hours,REJECTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.6; grpo_state=NOT_IN_GRPO_QUEUE
qc_inspection,JIVO_OIL,740,2026-06-06,GE-2026-2639,PM0000671,POUCH SOYABEAN MULTI ROLLS KGS,Pouch Soyabean Multi  Kgs,201.470,KG,UFLEX LIMITED NEW,hold_hours_slip_to_QA_manager,0.94,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.93; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,738,2026-06-05,GE-2026-2421,PM0000470,CAPS 5 LTR ORANGE,Cap 5l Brown,3750.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,0.95,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.88; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,739,2026-06-05,GE-2026-2421,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,3750.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,0.96,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.94; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,737,2026-06-05,GE-2026-4117,PM0000470,CAPS 5 LTR ORANGE,Cap 5l Brown,3750.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,0.16,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.15; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,736,2026-06-05,GE-2026-4117,PM0000053,HDPE BOTTLE 5 LTR,5 Ltr. Jerry Can,3750.000,PCS,RAJ TECHNOPACK PVT LTD,hold_hours_slip_to_QA_manager,0.16,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=0.09; grpo_state=PENDING_IN_APP
qc_inspection,JIVO_OIL,734,2026-06-05,GE-2026-3685,PM0000851,PET BOTTLE 1 LTR 26 GM,Pet_bottle_1_ltr_26gm,44912.000,PCS,BR AGROTECH LTD,hold_hours_slip_to_QA_manager,1.13,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.12; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,733,2026-06-05,GE-2026-7395,PM0000594,PREFORM 40 GMS 36 MM,Pet Preform 40gm New Frystal,12000.000,PCS,FRYSTAL PET PRIVATE LIMITED,hold_hours_slip_to_QA_manager,1.4,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.4; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,735,2026-06-05,GE-2026-7395,PM0000852,PREFORM 49.5 GMS 36 MM,Pet Preform 50 Gm,147000.000,PCS,FRYSTAL PET PRIVATE LIMITED,hold_hours_slip_to_QA_manager,2.61,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=2.52; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,732,2026-06-04,GE-2026-5446,PM0000877,TIKKI BARCODE CSD KGMO 5 LTR,Tikki Barcode 46 X 56,1198.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.83,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.81; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,731,2026-06-04,GE-2026-5446,PM0000878,TIKKI BARCODE CSD KGMO 1 LTR,Tikki Barcode 46 X 56,974.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.83,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.8; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,730,2026-06-04,GE-2026-5446,PM0000871,TIKKI BARCODE CSD 1 LTR COCONUT EV,Tikki Barcode 46 X 56,432.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.83,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.78; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,729,2026-06-04,GE-2026-5446,PM0000876,TIKKI BARCODE CSD EXTRA LIGHT 1 LTR,Tikki Barcode 46 X 56,264.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.83,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.78; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,728,2026-06-04,GE-2026-5446,PM0000874,TIKKI BARCODE CSD 1 LTR EV,Tikki Barcode 46 X 56,240.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.83,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.77; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,727,2026-06-04,GE-2026-5446,PM0000875,TIKKI BARCODE CSD 500 ML EV,Tikki Barcode 46 X 56,96.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.83,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.77; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,726,2026-06-04,GE-2026-5446,PM0000873,TIKKI BARCODE CSD 1 LTR POMACE,Tikki Barcode 46 X 56,96.000,PCS,MEDIA GRAPHIC PRINTS VEND,hold_hours_slip_to_QA_manager,1.84,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.76; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,724,2026-06-04,GE-2026-3382,PM0000060,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO,Cap_yellow_white_1ltr._&_2_ltr.,78000.000,PCS,BABAJI UDYOG PVT. LTD.,hold_hours_slip_to_QA_manager,1.36,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.28; grpo_state=POSTED_VIA_APP
qc_inspection,JIVO_OIL,725,2026-06-04,GE-2026-3382,PM0000079,CAPS 1 & 2 LTR FULL GREEN WITH LOGO,Cap_yellow_white_1ltr._&_2_ltr.,48000.000,PCS,BABAJI UDYOG PVT. LTD.,hold_hours_slip_to_QA_manager,1.36,hours,ACCEPTED,factory.jivo.in /quality-control/inspections/,VERIFIED,group=PM_PACKAGING; hold_to_chemist_h=1.35; grpo_state=POSTED_VIA_APP
