order_ref,date_raised,promised_date,customer,channel,item_code,sku,pieces,value,source_system,open_on_aug01
1726056874,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000184,BB ROYAL CANOLA OIL 5 LTR 4 PCS,44,45301.08,SAP_ORDR_RDR1,Y
1726056875,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000183,BB ROYAL CANOLA OIL 1 LTR 20 PCS,260,54875.60,SAP_ORDR_RDR1,Y
1726056875,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000184,BB ROYAL CANOLA OIL 5 LTR 4 PCS,172,177086.04,SAP_ORDR_RDR1,Y
1726056875,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000186,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,60,59974.20,SAP_ORDR_RDR1,Y
1726056875,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000185,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,200,41214.00,SAP_ORDR_RDR1,Y
1726056879,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000185,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,220,45335.40,SAP_ORDR_RDR1,Y
1726056880,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000186,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,68,67971.44,SAP_ORDR_RDR1,Y
1726056881,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000183,BB ROYAL CANOLA OIL 1 LTR 20 PCS,420,88649.40,SAP_ORDR_RDR1,Y
1726056881,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000185,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,80,16485.60,SAP_ORDR_RDR1,Y
1726056884,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000184,BB ROYAL CANOLA OIL 5 LTR 4 PCS,76,78248.08,SAP_ORDR_RDR1,Y
1726056884,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000185,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,280,57696.80,SAP_ORDR_RDR1,Y
1726056884,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000183,BB ROYAL CANOLA OIL 1 LTR 20 PCS,140,29548.40,SAP_ORDR_RDR1,Y
1726056885,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000183,BB ROYAL CANOLA OIL 1 LTR 20 PCS,200,42214.00,SAP_ORDR_RDR1,Y
1726056885,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000184,BB ROYAL CANOLA OIL 5 LTR 4 PCS,164,168849.48,SAP_ORDR_RDR1,Y
1726056885,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000186,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,104,103955.28,SAP_ORDR_RDR1,Y
1726056886,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000183,BB ROYAL CANOLA OIL 1 LTR 20 PCS,320,67542.40,SAP_ORDR_RDR1,Y
1726056886,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000184,BB ROYAL CANOLA OIL 5 LTR 4 PCS,120,123548.40,SAP_ORDR_RDR1,Y
1726056886,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000185,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,440,90670.80,SAP_ORDR_RDR1,Y
1726056886,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000186,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,40,39982.80,SAP_ORDR_RDR1,Y
1726056888,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000183,BB ROYAL CANOLA OIL 1 LTR 20 PCS,140,29549.80,SAP_ORDR_RDR1,Y
1726056888,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000186,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,140,139939.80,SAP_ORDR_RDR1,Y
1726056889,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000186,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,8,7996.64,SAP_ORDR_RDR1,Y
1726056890,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000183,BB ROYAL CANOLA OIL 1 LTR 20 PCS,660,139306.20,SAP_ORDR_RDR1,Y
1726056890,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000186,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,88,87962.16,SAP_ORDR_RDR1,Y
1726056891,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000184,BB ROYAL CANOLA OIL 5 LTR 4 PCS,56,57655.92,SAP_ORDR_RDR1,Y
1726056891,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000185,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,280,57696.80,SAP_ORDR_RDR1,Y
1726056892,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000183,BB ROYAL CANOLA OIL 1 LTR 20 PCS,60,12663.60,SAP_ORDR_RDR1,Y
1726056892,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000184,BB ROYAL CANOLA OIL 5 LTR 4 PCS,44,45301.52,SAP_ORDR_RDR1,Y
1726056892,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000185,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,40,8242.40,SAP_ORDR_RDR1,Y
1726056892,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000186,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,136,135941.52,SAP_ORDR_RDR1,Y
1726056894,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000183,BB ROYAL CANOLA OIL 1 LTR 20 PCS,220,46435.40,SAP_ORDR_RDR1,Y
1726056894,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000184,BB ROYAL CANOLA OIL 5 LTR 4 PCS,264,271809.12,SAP_ORDR_RDR1,Y
1726056894,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000185,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,460,94792.20,SAP_ORDR_RDR1,Y
1726056895,2026-05-28,2026-05-28,INNOVATIVE RETAIL CONCEPTS PVT LTD,E-COMMERCE,FG0000186,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,44,43981.08,SAP_ORDR_RDR1,Y
1726076542,2026-07-07,2026-07-07,HIMJYOTI TRADERS,GT,FG0000359,SOYABEAN OIL 750 GMS 12 PCS POUCH,8400,975996.00,SAP_ORDR_RDR1,Y
1726076577,2026-07-09,2026-07-09,ONENESS TRADERS,MT,FG0000136,SANO MUSTARD OIL 1 LTR 20 PCS,4000,590440.00,SAP_ORDR_RDR1,Y
1726076578,2026-07-09,2026-07-09,SAI TRADING COMPANY,MT,FG0000136,SANO MUSTARD OIL 1 LTR 20 PCS,8000,1162240.00,SAP_ORDR_RDR1,Y
1726076655,2026-07-16,2026-07-16,VG MART,ROI,FG0000227,RICE BRAN OIL 1 LTR 16 PCS,204,31085.52,SAP_ORDR_RDR1,Y
1726076658,2026-07-16,2026-07-16,HIMJYOTI TRADERS,GT,FG0000011,MUSTARD KACCHI GHANI 5 LTR 4 PCS,144,108342.72,SAP_ORDR_RDR1,Y
1726076670,2026-07-17,2026-07-17,N.K. TRADING CO.,GT,FG0000422,JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS,21440,3175156.80,SAP_ORDR_RDR1,Y
1726076672,2026-07-17,2026-07-17,M/S OM PARKASH MAHAJAN AND CO.,GT,FG0000422,JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS,4500,666427.50,SAP_ORDR_RDR1,Y
1726076672,2026-07-17,2026-07-17,M/S OM PARKASH MAHAJAN AND CO.,GT,FG0000011,MUSTARD KACCHI GHANI 5 LTR 4 PCS,400,310476.00,SAP_ORDR_RDR1,Y
1726076672,2026-07-17,2026-07-17,M/S OM PARKASH MAHAJAN AND CO.,GT,FG0000038,MUSTARD KACCHI GHANI 2 LTR 10 PCS,2000,620940.00,SAP_ORDR_RDR1,Y
1726076676,2026-07-18,2026-07-18,ARIHANT TRADING CO,GT,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,3000,471428.40,SAP_ORDR_RDR1,Y
1726076676,2026-07-18,2026-07-18,ARIHANT TRADING CO,GT,FG0000317,SOYABEAN OIL 15 KGS TIN IMP PCS,500,1161904.75,SAP_ORDR_RDR1,Y
1726076678,2026-07-18,2026-07-18,HIMJYOTI TRADERS,GT,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,400,66664.00,SAP_ORDR_RDR1,Y
1726076684,2026-07-20,2026-07-20,BRIJ LAL SOHAN LAL,GT,FG0000031,MUSTARD PAKKI GHANI 1 LTR 20 PCS,2000,306660.00,SAP_ORDR_RDR1,Y
1726076684,2026-07-20,2026-07-20,BRIJ LAL SOHAN LAL,GT,FG0000029,MUSTARD PAKKI GHANI 2 LTR 10 PCS,1000,306660.00,SAP_ORDR_RDR1,Y
1726076684,2026-07-20,2026-07-20,BRIJ LAL SOHAN LAL,GT,FG0000012,MUSTARD PAKKI GHANI 5 LTR 4 PCS,200,153332.00,SAP_ORDR_RDR1,Y
1726076714,2026-07-22,2026-07-22,ONENESS TRADERS,MT,FG0000136,SANO MUSTARD OIL 1 LTR 20 PCS,20000,3047600.00,SAP_ORDR_RDR1,Y
1726076739,2026-07-23,2026-07-23,FRIENDS AGENCIES,GT,FG0000011,MUSTARD KACCHI GHANI 5 LTR 4 PCS,80,62095.20,SAP_ORDR_RDR1,Y
1726076739,2026-07-23,2026-07-23,FRIENDS AGENCIES,GT,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1600,248368.00,SAP_ORDR_RDR1,Y
1726076740,2026-07-23,2026-07-23,ISHWER CHAND & SONS (ANIPK0139M),GT,FG0000317,SOYABEAN OIL 15 KGS TIN IMP PCS,700,1633331.00,SAP_ORDR_RDR1,Y
1726076740,2026-07-23,2026-07-23,ISHWER CHAND & SONS (ANIPK0139M),GT,FG0000444,SOYABEAN OIL 12 KGS (B),1250,2410712.50,SAP_ORDR_RDR1,Y
1726076759,2026-07-23,2026-07-23,AT OVERSEAS,MT,FG0000275,COLD PRESS SUNFLOWER OIL 15 LTR,110,275000.00,SAP_ORDR_RDR1,Y
1726076760,2026-07-23,2026-07-23,SHREE SHYAM JI ENTERPRISES,GT,FG0000012,MUSTARD PAKKI GHANI 5 LTR 4 PCS,200,147619.00,SAP_ORDR_RDR1,Y
1726076766,2026-07-23,2026-07-23,HIMJYOTI TRADERS,GT,FG0000038,MUSTARD KACCHI GHANI 2 LTR 10 PCS,750,231427.50,SAP_ORDR_RDR1,Y
1726076766,2026-07-23,2026-07-23,HIMJYOTI TRADERS,GT,FG0000178,MUSTARD KACHI GHANI 15 KGS,100,252380.00,SAP_ORDR_RDR1,Y
1726076795,2026-07-25,2026-07-25,DURGA TRADING COMPANY (CQXPG8530Q),GT,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1600,248368.00,SAP_ORDR_RDR1,Y
1726076796,2026-07-25,2026-07-26,PRIME SALES CORPORATION,ROI,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,2000,310460.00,SAP_ORDR_RDR1,Y
1726076798,2026-07-27,2026-07-27,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),2,11680.00,SAP_ORDR_RDR1,Y
1726076801,2026-07-27,2026-07-27,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),1,5840.00,SAP_ORDR_RDR1,Y
1726076802,2026-07-27,2026-07-29,AGGARWAL AGENCIES,GT,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1600,248368.00,SAP_ORDR_RDR1,Y
1726076803,2026-07-27,2026-07-29,CHARAN DASS BANARSI DASS,GT,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,400,70476.00,SAP_ORDR_RDR1,Y
1726076803,2026-07-27,2026-07-29,CHARAN DASS BANARSI DASS,GT,FG0000227,RICE BRAN OIL 1 LTR 16 PCS,80,12266.40,SAP_ORDR_RDR1,Y
1726076804,2026-07-27,2026-07-28,CHARAN DASS BANARSI DASS,GT,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1600,248368.00,SAP_ORDR_RDR1,Y
1726076804,2026-07-27,2026-07-28,CHARAN DASS BANARSI DASS,GT,FG0000038,MUSTARD KACCHI GHANI 2 LTR 10 PCS,100,31047.00,SAP_ORDR_RDR1,Y
1726076804,2026-07-27,2026-07-28,CHARAN DASS BANARSI DASS,GT,FG0000011,MUSTARD KACCHI GHANI 5 LTR 4 PCS,200,155238.00,SAP_ORDR_RDR1,Y
1726076804,2026-07-27,2026-07-28,CHARAN DASS BANARSI DASS,GT,FG0000299,SOYABEAN OIL 700 GMS POUCH 12 PCS,2400,267408.00,SAP_ORDR_RDR1,Y
1726076809,2026-07-27,2026-07-27,MANGLA TRADING CO,GT,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,3000,465690.00,SAP_ORDR_RDR1,Y
1726076809,2026-07-27,2026-07-27,MANGLA TRADING CO,GT,FG0000038,MUSTARD KACCHI GHANI 2 LTR 10 PCS,400,124188.00,SAP_ORDR_RDR1,Y
1726076809,2026-07-27,2026-07-27,MANGLA TRADING CO,GT,FG0000011,MUSTARD KACCHI GHANI 5 LTR 4 PCS,100,77619.00,SAP_ORDR_RDR1,Y
1726076811,2026-07-27,2026-07-29,BRIJ LAL DURGA DASS,GT,FG0000031,MUSTARD PAKKI GHANI 1 LTR 20 PCS,1200,178284.00,SAP_ORDR_RDR1,Y
1726076811,2026-07-27,2026-07-29,BRIJ LAL DURGA DASS,GT,FG0000029,MUSTARD PAKKI GHANI 2 LTR 10 PCS,150,44571.44,SAP_ORDR_RDR1,Y
1726076818,2026-07-27,2026-07-27,HIMJYOTI TRADERS,GT,FG0000178,MUSTARD KACHI GHANI 15 KGS,200,504760.00,SAP_ORDR_RDR1,Y
1726076818,2026-07-27,2026-07-27,HIMJYOTI TRADERS,GT,FG0000011,MUSTARD KACCHI GHANI 5 LTR 4 PCS,120,92570.40,SAP_ORDR_RDR1,Y
1726076818,2026-07-27,2026-07-27,HIMJYOTI TRADERS,GT,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,5000,771400.00,SAP_ORDR_RDR1,Y
1726076818,2026-07-27,2026-07-27,HIMJYOTI TRADERS,GT,FG0000038,MUSTARD KACCHI GHANI 2 LTR 10 PCS,700,215999.00,SAP_ORDR_RDR1,Y
1726076830,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),1,5840.00,SAP_ORDR_RDR1,Y
1726076831,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),1,5840.00,SAP_ORDR_RDR1,Y
1726076832,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),3,17520.00,SAP_ORDR_RDR1,Y
1726076833,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),2,11680.00,SAP_ORDR_RDR1,Y
1726076834,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),1,5840.00,SAP_ORDR_RDR1,Y
1726076835,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),6,35040.00,SAP_ORDR_RDR1,Y
1726076836,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),5,29200.00,SAP_ORDR_RDR1,Y
1726076837,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),2,11680.00,SAP_ORDR_RDR1,Y
1726076838,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),4,23360.00,SAP_ORDR_RDR1,Y
1726076839,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),2,11680.00,SAP_ORDR_RDR1,Y
1726076840,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),1,5840.00,SAP_ORDR_RDR1,Y
1726076841,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),2,11680.00,SAP_ORDR_RDR1,Y
1726076842,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),1,5840.00,SAP_ORDR_RDR1,Y
1726076854,2026-07-28,2026-07-30,HIMJYOTI TRADERS,GT,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,352,65371.43,SAP_ORDR_RDR1,Y
1726076854,2026-07-28,2026-07-30,HIMJYOTI TRADERS,GT,FG0000004,COLD PRESS 5 LTR 4 PCS,4,0.04,SAP_ORDR_RDR1,Y
1726076855,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000397,JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD ),1,12269.76,SAP_ORDR_RDR1,Y
1726076855,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000394,JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD ),2,12068.48,SAP_ORDR_RDR1,Y
1726076857,2026-07-28,2026-07-26,INTERGLOBE AVIATION LIMITED,CORPORATE,FG0000381,EXTRA VIRGIN OLIVE OIL 10ML,1000,14250.00,SAP_ORDR_RDR1,Y
1726076858,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000397,JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD ),2,24539.52,SAP_ORDR_RDR1,Y
1726076858,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000394,JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD ),2,12068.48,SAP_ORDR_RDR1,Y
1726076863,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000394,JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD ),1,6034.24,SAP_ORDR_RDR1,Y
1726076866,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000394,JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD ),2,12068.48,SAP_ORDR_RDR1,Y
1726076867,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000397,JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD ),2,24539.52,SAP_ORDR_RDR1,Y
1726076868,2026-07-28,2026-07-22,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000397,JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD ),2,24539.52,SAP_ORDR_RDR1,Y
1726076870,2026-07-28,2026-07-30,SHIV SHAKTI ENTERPRISES TELANGANA,ROI,FG0000070,COLD PRESS 2 LTR 10 PCS HANDLE,50,19285.50,SAP_ORDR_RDR1,Y
1726076870,2026-07-28,2026-07-30,SHIV SHAKTI ENTERPRISES TELANGANA,ROI,FG0000023,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 3 PCS SHRINKED,45,49970.25,SAP_ORDR_RDR1,Y
1726076870,2026-07-28,2026-07-30,SHIV SHAKTI ENTERPRISES TELANGANA,ROI,PM0000077,TIN 5 LTR EXTRA LIGHT OLIVE PRINTED,20,0.00,SAP_ORDR_RDR1,Y
1726076870,2026-07-28,2026-07-30,SHIV SHAKTI ENTERPRISES TELANGANA,ROI,PM0000078,CAPS 5 LTR/15 LTR,20,0.00,SAP_ORDR_RDR1,Y
1726076876,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000400,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD),7,20853.00,SAP_ORDR_RDR1,Y
1726076876,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000399,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD ),2,5958.08,SAP_ORDR_RDR1,Y
1726076876,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000016,REFINED OIL 2 LTR,2,8643.60,SAP_ORDR_RDR1,Y
1726076876,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000104,EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD),2,0.00,SAP_ORDR_RDR1,Y
1726076876,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000020,REFINED OIL 5 LTR,1,4150.32,SAP_ORDR_RDR1,Y
1726076876,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000105,EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD),1,0.00,SAP_ORDR_RDR1,Y
1726076878,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000400,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD),16,47664.00,SAP_ORDR_RDR1,Y
1726076878,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000399,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD ),23,68517.92,SAP_ORDR_RDR1,Y
1726076878,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000013,REFINED OIL 1000 MLS,42,188706.00,SAP_ORDR_RDR1,Y
1726076878,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000154,MUSTARD OIL 100 MLS 20 PCS(CSD),42,0.00,SAP_ORDR_RDR1,Y
1726076878,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000016,REFINED OIL 2 LTR,56,242020.80,SAP_ORDR_RDR1,Y
1726076878,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000104,EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD),56,0.00,SAP_ORDR_RDR1,Y
1726076878,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000020,REFINED OIL 5 LTR,51,211666.32,SAP_ORDR_RDR1,Y
1726076878,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000105,EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD),51,0.00,SAP_ORDR_RDR1,Y
1726076878,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000398,JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD ),5,40899.20,SAP_ORDR_RDR1,Y
1726076880,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000400,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD),3,8937.00,SAP_ORDR_RDR1,Y
1726076880,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000399,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD ),9,26811.36,SAP_ORDR_RDR1,Y
1726076880,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000013,REFINED OIL 1000 MLS,2,8986.00,SAP_ORDR_RDR1,Y
1726076880,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000154,MUSTARD OIL 100 MLS 20 PCS(CSD),2,0.00,SAP_ORDR_RDR1,Y
1726076882,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000400,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD),1,2979.00,SAP_ORDR_RDR1,Y
1726076882,2026-07-29,2026-07-29,THE AREA MANAGER CANTEEN STORE DEPARTMENT,CSD,FG0000016,REFINED OIL 2 LTR,1,4321.80,SAP_ORDR_RDR1,Y
