date,warehouse,sap_onhand_l,invoiced_not_dispatched_l,at_gate_l,physical_l,ceiling_l,free_l,pct_full,invoiced_not_dispatched_intercompany_l,physical_incl_intercompany_l,stale_open_bills_l,basis
2025-02-11,BH-FG (overflow / secondary),396394,,0,396394,,,,,396394,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-11,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-12,BH-PF,75397,0,0,75397,377000,301603,20.0,0,75397,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-12,OIL-FG-TOTAL (BH-BT+BH-PF),75397,0,0,75397,377000,301603,20.0,0,75397,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-12,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-12,BH-FG (overflow / secondary),380705,,0,380705,,,,,380705,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-12,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-13,BH-PF,63267,0,0,63267,377000,313733,16.8,0,63267,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-13,OIL-FG-TOTAL (BH-BT+BH-PF),63267,0,0,63267,377000,313733,16.8,0,63267,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-13,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-13,BH-FG (overflow / secondary),436369,,0,436369,,,,,436369,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-13,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-14,BH-PF,63267,0,0,63267,377000,313733,16.8,0,63267,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-14,OIL-FG-TOTAL (BH-BT+BH-PF),63267,0,0,63267,377000,313733,16.8,0,63267,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-14,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-14,BH-FG (overflow / secondary),425913,,0,425913,,,,,425913,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-14,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-15,BH-PF,63267,0,0,63267,377000,313733,16.8,0,63267,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-15,OIL-FG-TOTAL (BH-BT+BH-PF),63267,0,0,63267,377000,313733,16.8,0,63267,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-15,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-15,BH-FG (overflow / secondary),396024,,0,396024,,,,,396024,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-15,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-16,BH-PF,63267,0,0,63267,377000,313733,16.8,0,63267,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-16,OIL-FG-TOTAL (BH-BT+BH-PF),63267,0,0,63267,377000,313733,16.8,0,63267,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-16,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-16,BH-FG (overflow / secondary),396024,,0,396024,,,,,396024,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-16,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-17,BH-PF,57834,0,0,57834,377000,319166,15.3,0,57834,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-17,OIL-FG-TOTAL (BH-BT+BH-PF),57834,0,0,57834,377000,319166,15.3,0,57834,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-17,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-17,BH-FG (overflow / secondary),425502,,0,425502,,,,,425502,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-17,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-18,BH-PF,61107,0,0,61107,377000,315893,16.2,0,61107,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-18,OIL-FG-TOTAL (BH-BT+BH-PF),61107,0,0,61107,377000,315893,16.2,0,61107,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-18,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-18,BH-FG (overflow / secondary),423844,,0,423844,,,,,423844,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-18,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-19,BH-PF,61107,0,0,61107,377000,315893,16.2,0,61107,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-19,OIL-FG-TOTAL (BH-BT+BH-PF),61107,0,0,61107,377000,315893,16.2,0,61107,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-19,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-19,BH-FG (overflow / secondary),471872,,0,471872,,,,,471872,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-19,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-20,BH-PF,153359,0,0,153359,377000,223641,40.7,0,153359,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-20,OIL-FG-TOTAL (BH-BT+BH-PF),153359,0,0,153359,377000,223641,40.7,0,153359,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-20,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-20,BH-FG (overflow / secondary),435632,,0,435632,,,,,435632,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-20,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-21,BH-PF,152799,0,0,152799,377000,224201,40.5,0,152799,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-21,OIL-FG-TOTAL (BH-BT+BH-PF),152799,0,0,152799,377000,224201,40.5,0,152799,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-21,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-21,BH-FG (overflow / secondary),529856,,0,529856,,,,,529856,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-21,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-22,BH-PF,157131,0,0,157131,377000,219869,41.7,0,157131,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-22,OIL-FG-TOTAL (BH-BT+BH-PF),157131,0,0,157131,377000,219869,41.7,0,157131,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-22,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-22,BH-FG (overflow / secondary),570079,,0,570079,,,,,570079,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-22,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-23,BH-PF,158071,0,0,158071,377000,218929,41.9,0,158071,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-23,OIL-FG-TOTAL (BH-BT+BH-PF),158071,0,0,158071,377000,218929,41.9,0,158071,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-23,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-23,BH-FG (overflow / secondary),588599,,0,588599,,,,,588599,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-23,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-24,BH-PF,110175,0,0,110175,377000,266825,29.2,0,110175,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-24,OIL-FG-TOTAL (BH-BT+BH-PF),110175,0,0,110175,377000,266825,29.2,0,110175,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-24,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-24,BH-FG (overflow / secondary),589573,,0,589573,,,,,589573,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-24,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-25,BH-PF,123999,0,0,123999,377000,253001,32.9,0,123999,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-25,OIL-FG-TOTAL (BH-BT+BH-PF),123999,0,0,123999,377000,253001,32.9,0,123999,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-25,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-25,BH-FG (overflow / secondary),591039,,0,591039,,,,,591039,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-25,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-26,BH-PF,156543,0,0,156543,377000,220457,41.5,0,156543,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-26,OIL-FG-TOTAL (BH-BT+BH-PF),156543,0,0,156543,377000,220457,41.5,0,156543,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-26,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-26,BH-FG (overflow / secondary),489061,,0,489061,,,,,489061,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-26,BH-SC (overflow / secondary),501,,0,501,,,,,501,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-27,BH-PF,94543,0,0,94543,377000,282457,25.1,0,94543,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-27,OIL-FG-TOTAL (BH-BT+BH-PF),94543,0,0,94543,377000,282457,25.1,0,94543,0,SAP OnHand ONLY — no physical dispatch record exists this far back
2025-02-27,GP-FG (overflow / secondary),0,,0,0,,,,,0,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
2025-02-27,BH-FG (overflow / secondary),530666,,0,530666,,,,,530666,,SAP OnHand only — no ceiling on file for this godown; no dispatch-lag correction applied
