code,name,kind,uom,need,onhand,onorder,short_vs_stock,short_net,fastest_days,fastest_vendor,slowest_days,slowest_vendor
PM0000886,LABEL 869 GM CP MUSTARD OIL BACK,LABEL,PCS,37476.00,34240.00,0.00,3236.00,3236.00,4.7,ROYAL PRIME LABELS,4.7,ROYAL PRIME LABELS
PM0000885,LABEL 869 GM CP MUSTARD OIL FRONT,LABEL,PCS,37476.00,34240.00,0.00,3236.00,3236.00,4.7,ROYAL PRIME LABELS,4.7,ROYAL PRIME LABELS
RM0000040,SO OLIVE OIL,BLENDED,LTR,33493.45,9035.00,0.00,24458.45,24458.45,,,,
PM0000094,SHRINKS 5 LTR 340X415 5 LTR SINGAL PCS,SHRINK,PCS,33082.80,74798.35,24480.00,-41715.55,-66195.55,9.1,MULTILAYER INDUSTRIES,9.1,MULTILAYER INDUSTRIES
PM0000411,CARTON 1 LTR 20 PCS PET 26GM,CARTON,PCS,30234.44,18357.60,31002.00,11876.84,-19125.16,10.5,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),29.2,SSY CONTAINERS PVT LTD
PM0000251,PET BOTTLE 2 LTR 80 GMS YELLOW HANDLE,PET BOTTLES,PCS,29901.20,16684.00,39668.00,13217.20,-26450.80,35.0,TPAC PACKAGING INDIA PVT LTD II,35.0,TPAC PACKAGING INDIA PVT LTD II
PM0000408,CAPS 1 & 2 LTR WHITE AND GREEN PLAIN,CAPS,PCS,29226.80,139266.00,68308.00,-110039.20,-178347.20,4.0,MAHESHWARI CAPS PVT LTD,16.4,BABAJI UDYOG PVT. LTD.
PM0000047,LABEL 5 LTR KACHCHI GHANI BACK,LABEL,PCS,27692.65,80501.00,5000.00,-52808.35,-57808.35,12.3,ROYAL PRIME LABELS,12.3,ROYAL PRIME LABELS
PM0000048,LABEL 5 LTR KACHCHI GHANI FRONT,LABEL,PCS,27692.65,78388.00,5000.00,-50695.35,-55695.35,12.3,ROYAL PRIME LABELS,12.3,ROYAL PRIME LABELS
RM0000007,RICE BRAN REFINED OIL,RICE BRAN,LTR,26757.75,104814.67,29769.23,-78056.92,-107826.15,3.5,MODI OIL TRADERS,18.4,AWL AGRI BUSINESS LIMITED
PM0000468,CAPS 5 LTR GREEN,CAPS,PCS,24685.25,56422.00,257796.00,-31736.75,-289532.75,9.0,AG POLY PACKS PVT LTD,30.0,A A ENTERPRISES
PM0000900,LABEL 200 ML CP KACHI GHANI FRONT,LABEL,PCS,22480.00,74460.00,0.00,-51980.00,-51980.00,6.0,ROYAL PRIME LABELS,6.0,ROYAL PRIME LABELS
PM0000901,LABEL 200 ML CP KACHI GHANI BACK,LABEL,PCS,22480.00,74460.00,0.00,-51980.00,-51980.00,6.0,ROYAL PRIME LABELS,6.0,ROYAL PRIME LABELS
PM0000003,CARTON 1 LTR POMACE 16 PCS,CARTON,PCS,22312.78,15725.09,35171.44,6587.68,-28583.76,17.3,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,37.1,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B)
PM0000308,LABEL 1 LTR PRESSED YELLOW MUSTARD OIL FRONT,LABEL,PCS,19919.10,52909.00,7200.00,-32989.90,-40189.90,15.0,ROYAL PRIME LABELS,15.0,ROYAL PRIME LABELS
PM0000307,LABEL 1 LTR PRESSED YELLOW MUSTARD OIL BACK,LABEL,PCS,19919.10,52968.00,7200.00,-33048.90,-40248.90,15.0,ROYAL PRIME LABELS,15.0,ROYAL PRIME LABELS
PM0000727,CAPS 1 & 2 LTR WHITE AND RED-ORANGE WITH LOGO YMO,CAPS,PCS,19919.10,33681.00,3000.00,-13761.90,-16761.90,22.4,MAHESHWARI CAPS PVT LTD,22.4,MAHESHWARI CAPS PVT LTD
RM0000054,SEASAME OIL,SESAME,LTR,19786.45,12157.67,0.00,7628.78,7628.78,5.7,TIRUPATI AGRO INDUSTRIES,5.7,TIRUPATI AGRO INDUSTRIES
PM0000691,LABEL 1 LTR PRESSED SESAME OIL BACK,LABEL,PCS,19786.45,8542.00,36000.00,11244.45,-24755.55,12.6,ROYAL PRIME LABELS,12.6,ROYAL PRIME LABELS
PM0000726,CAPS 1 & 2 LTR WHITE AND MINT-GREEN WITH LOGO SO,CAPS,PCS,19786.45,26631.50,15000.00,-6845.05,-21845.05,32.7,MAHESHWARI CAPS PVT LTD,32.7,MAHESHWARI CAPS PVT LTD
PM0000690,LABEL 1 LTR PRESSED SESAME OIL FRONT,LABEL,PCS,19786.45,8395.00,36000.00,11391.45,-24608.55,12.6,ROYAL PRIME LABELS,12.6,ROYAL PRIME LABELS
PM0000013,CARTON 5 LTR 4 PCS,CARTON,PCS,19552.66,9851.00,51502.00,9701.66,-41800.34,11.2,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),46.3,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000046,LABEL 5 LTR COLD PRESS FRONT,LABEL,PCS,19331.10,130819.00,24980.00,-111487.90,-136467.90,6.9,ROYAL PRIME LABELS,6.9,ROYAL PRIME LABELS
PM0000567,CAPS 1 LTR WHITE AND ORANGE (SMALL) PLAIN,CAPS,PCS,18580.35,269308.00,3000.00,-250727.65,-253727.65,,,,
PM0000023,LABEL 1 LTR PAKKI GHANI FRONT,LABEL,PCS,18580.35,108389.00,3000.00,-89808.65,-92808.65,11.5,ROYAL PRIME LABELS,11.5,ROYAL PRIME LABELS
PM0000022,LABEL 1 LTR PAKKI GHANI BACK,LABEL,PCS,18580.35,106039.00,3000.00,-87458.65,-90458.65,11.5,ROYAL PRIME LABELS,11.5,ROYAL PRIME LABELS
PM0000535,LABEL 5 LTR COLD PRESS BACK 994,LABEL,PCS,18202.10,63957.00,23480.00,-45754.90,-69234.90,7.5,ROYAL PRIME LABELS,7.5,ROYAL PRIME LABELS
PM0000125,PET BOTTLE 500 MLS 34 GMS,PET BOTTLES,PCS,17312.00,97753.00,125560.00,-80441.00,-206001.00,9.0,TPAC PACKAGING INDIA PVT LTD II,11.7,TPAC PACKAGING INDIA PVT LTD
PM0000080,TIN 5 LTR POMACE OLIVE PRINTED,TIN,PCS,16972.05,14150.00,23292.00,2822.05,-20469.95,30.9,NATIONAL TIN INDUSTRIES,30.9,NATIONAL TIN INDUSTRIES
PM0000784,LABEL 1 LTR SO OLIVE BLENDED OLIVE OIL BACK,LABEL,PCS,16732.45,42776.00,0.00,-26043.55,-26043.55,5.0,ROYAL PRIME LABELS,5.0,ROYAL PRIME LABELS
PM0000785,LABEL 1 LTR SO OLIVE BLENDED OLIVE OIL FRONT,LABEL,PCS,16732.45,42776.00,0.00,-26043.55,-26043.55,5.0,ROYAL PRIME LABELS,5.0,ROYAL PRIME LABELS
PM0000159,LABEL 1 LTR EXTRA VIRGIN BACK,LABEL,PCS,15885.50,57353.00,0.00,-41467.50,-41467.50,16.0,ROYAL PRIME LABELS,16.0,ROYAL PRIME LABELS
PM0000195,PET BOTTLE 1 LTR 52 GMS GREEN,PET BOTTLES,PCS,15885.50,14570.00,40424.00,1315.50,-39108.50,2.5,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),8.4,BR AGROTECH LTD
PM0000158,LABEL 1 LTR EXTRA VIRGIN FRONT,LABEL,PCS,15885.50,57265.00,0.00,-41379.50,-41379.50,16.0,ROYAL PRIME LABELS,16.0,ROYAL PRIME LABELS
PM0000864,LABEL 1 LTR CANOLA FRONT (NIRMAL RISHI),LABEL,PCS,15570.10,61991.00,100000.00,-46420.90,-146420.90,4.3,ROYAL PRIME LABELS,42.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,CARTON,PCS,15536.54,18401.10,22700.00,-2864.56,-25564.56,21.3,SSY CONTAINERS PVT LTD,31.9,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B)
PM0000287,LABEL 1 LTR SOYABEAN BACK,LABEL,PCS,15055.60,14978.00,0.00,77.60,77.60,4.0,ZENBI INTERNATIONAL PRIVATE LIMITED,4.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000286,LABEL 1 LTR SOYABEAN FRONT,LABEL,PCS,15055.60,13862.00,0.00,1193.60,1193.60,4.0,ZENBI INTERNATIONAL PRIVATE LIMITED,4.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000427,LABEL 5 LTR GROUNDNUT FRONT,LABEL,PCS,13679.25,24196.00,6100.00,-10516.75,-16616.75,6.5,ROYAL PRIME LABELS,27.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000428,LABEL 5 LTR GROUNDNUT BACK,LABEL,PCS,13679.25,24200.00,6100.00,-10520.75,-16620.75,6.5,ROYAL PRIME LABELS,27.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000522,LABEL 1 LTR RICE BRAN OIL FRONT,LABEL,PCS,12966.50,14212.00,92250.00,-1245.50,-93495.50,8.0,CORE PACKAGING,20.3,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000523,LABEL 1 LTR RICE BRAN OIL BACK,LABEL,PCS,12966.50,14712.00,92250.00,-1745.50,-93995.50,8.0,CORE PACKAGING,20.3,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000018,LABEL 1 LTR EXTRA LIGHT FRONT,LABEL,PCS,12757.60,260375.00,26040.00,-247617.40,-273657.40,8.0,ROYAL PRIME LABELS,15.9,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000017,LABEL 1 LTR EXTRA LIGHT BACK,LABEL,PCS,12757.60,258875.00,26000.00,-246117.40,-272117.40,8.0,ROYAL PRIME LABELS,15.9,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000127,LABEL 500 MLS COLD PRESS BACK,LABEL,PCS,12376.00,22615.00,0.00,-10239.00,-10239.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000126,LABEL 500 MLS COLD PRESS FRONT,LABEL,PCS,12376.00,26816.00,0.00,-14440.00,-14440.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000091,LABEL 2 LTR EXTRA LIGHT HANDLE BOTTLE FRONT,LABEL,PCS,11618.80,43374.00,6000.00,-31755.20,-37755.20,8.4,ROYAL PRIME LABELS,8.4,ROYAL PRIME LABELS
PM0000090,LABEL 2 LTR EXTRA LIGHT HANDLE BOTTLE BACK,LABEL,PCS,11618.80,43524.00,6000.00,-31905.20,-37905.20,8.4,ROYAL PRIME LABELS,8.4,ROYAL PRIME LABELS
PM0000629,CARTON TIN TOP,CARTON,PCS,11412.45,20896.00,6550.00,-9483.55,-16033.55,28.5,SSY CONTAINERS PVT LTD,28.5,SSY CONTAINERS PVT LTD
PM0000881,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE FRONT,GROUNDNUT,PCS,10899.50,36380.00,0.00,-25480.50,-25480.50,4.0,PACKGEN INTERNATIONAL PVT LTD,10.7,ROYAL PRIME LABELS
PM0000880,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE BACK,GROUNDNUT,PCS,10899.50,36380.00,0.00,-25480.50,-25480.50,4.0,PACKGEN INTERNATIONAL PVT LTD,10.7,ROYAL PRIME LABELS
PM0000386,LABEL 1 LTR POMACE FRONT SANO,LABEL,PCS,10598.55,94041.00,60740.00,-83442.45,-144182.45,8.4,ROYAL PRIME LABELS,8.4,ROYAL PRIME LABELS
PM0000385,LABEL 1 LTR POMACE BACK SANO,LABEL,PCS,10598.55,94177.00,60740.00,-83578.45,-144318.45,8.4,ROYAL PRIME LABELS,8.4,ROYAL PRIME LABELS
PM0000074,TAPE CELLO,TAPE,MTR,9552.08,731710.36,23275.00,-722158.28,-745433.28,3.4,BAKSHI PLASTIC BHANDAR,8.0,SHRI PATA ENTERPRISES
PM0000232,LABEL 5 LTR SUNFLOWER BACK,LABEL,PCS,8576.10,40001.00,8074.00,-31424.90,-39498.90,10.0,ROYAL PRIME LABELS,10.0,ROYAL PRIME LABELS
PM0000470,CAPS 5 LTR ORANGE,CAPS,PCS,8576.10,34476.00,57260.00,-25899.90,-83159.90,11.5,A A ENTERPRISES,39.3,ECHO PLAST INDIA
PM0000233,LABEL 5 LTR SUNFLOWER FRONT,LABEL,PCS,8576.10,39396.00,8534.00,-30819.90,-39353.90,10.0,ROYAL PRIME LABELS,10.0,ROYAL PRIME LABELS
PM0000861,LABEL 1 LTR GOLD FULL,LABEL,PCS,7683.35,64174.00,44150.00,-56490.65,-100640.65,7.0,ZENBI INTERNATIONAL PRIVATE LIMITED,12.3,CORE PACKAGING
PM0000076,TIN 15 LTR,TIN,PCS,7140.85,33569.00,22336.00,-26428.15,-48764.15,25.9,NATIONAL TIN INDUSTRIES,38.8,BOXMASTERS INDIA
PM0000060,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO,CAPS,PCS,7090.40,220542.00,34000.00,-213451.60,-247451.60,11.0,MAHESHWARI CAPS PVT LTD,18.3,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q)
PM0000893,LABEL 1 LTR PRESSED SUNFLOWER OIL BACK,LABEL,PCS,6820.35,5299.00,504.00,1521.35,1017.35,5.5,ROYAL PRIME LABELS,5.5,ROYAL PRIME LABELS
PM0000892,LABEL 1 LTR PRESSED SUNFLOWER OIL FRONT,LABEL,PCS,6820.35,5299.00,504.00,1521.35,1017.35,5.5,ROYAL PRIME LABELS,5.5,ROYAL PRIME LABELS
PM0000082,CARTON 5 LTR OLIVE 4 PCS,CARTON,PCS,5833.93,6505.50,15938.00,-671.57,-16609.58,11.6,SSY CONTAINERS PVT LTD,50.8,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000005,CARTON 1 LTR 12 POUCHES,CARTON,PCS,5647.24,36557.11,19207.67,-30909.87,-50117.54,17.5,SSY CONTAINERS PVT LTD,32.5,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
RM0000037,COCONUT EXTRA VIRGIN OIL,COCONUT,LTR,5488.20,5608.62,977.00,-120.42,-1097.43,13.0,APEX COCO AND SOLAR ENERGY LIMITED,19.5,SAMSON GLOBAL PRIVATE LIMITED
PM0000345,LABEL 1 LTR EXTRA VIRGIN COCONUT BACK,LABEL,PCS,5488.20,43890.00,1600.00,-38401.80,-40001.80,16.0,ROYAL PRIME LABELS,16.0,ROYAL PRIME LABELS
PM0000344,LABEL 1 LTR EXTRA VIRGIN COCONUT FRONT,LABEL,PCS,5488.20,43890.00,1600.00,-38401.80,-40001.80,16.0,ROYAL PRIME LABELS,16.0,ROYAL PRIME LABELS
PM0000359,LABEL 5 LTR GOLD FRONT NEW,LABEL,PCS,5200.55,41216.00,14800.00,-36015.45,-50815.45,11.0,ZENBI INTERNATIONAL PRIVATE LIMITED,36.0,CORE PACKAGING
PM0000360,LABEL 5 LTR GOLD BACK NEW,LABEL,PCS,5200.55,40469.00,14800.00,-35268.45,-50068.45,11.0,ZENBI INTERNATIONAL PRIVATE LIMITED,36.0,CORE PACKAGING
PM0000358,HDPE BOTTLE 5 LTR GOLD,HDPE BOTTLES,PCS,5200.55,7293.00,71425.00,-2092.45,-73517.45,10.6,ECHO PLAST INDIA,26.4,RAJ TECHNOPACK PVT LTD
PM0000350,LABEL 2 LTR POMACE HANDLE BOTTLE BACK,LABEL,PCS,5151.90,11153.00,904.00,-6001.10,-6905.10,7.0,ROYAL PRIME LABELS,7.0,ROYAL PRIME LABELS
PM0000349,LABEL 2 LTR POMACE HANDLE BOTTLE FRONT,LABEL,PCS,5151.90,11153.00,904.00,-6001.10,-6905.10,7.0,ROYAL PRIME LABELS,7.0,ROYAL PRIME LABELS
PM0000908,LABEL 500 ML CP GROUNDNUT FRONT,LABEL,PCS,4936.00,8272.00,0.00,-3336.00,-3336.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000909,LABEL 500 ML CP GROUNDNUT BACK,LABEL,PCS,4936.00,8272.00,0.00,-3336.00,-3336.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000718,LABEL 1 LTR PRESSED MUSTARD OIL FRONT,LABEL,PCS,4905.00,2244.00,5000.00,2661.00,-2339.00,,,,
PM0000719,LABEL 1 LTR PRESSED MUSTARD OIL BACK,LABEL,PCS,4905.00,1399.00,5000.00,3506.00,-1494.00,,,,
PM0000835,TIN 5 LTR FP YELLOW MUSTARD OIL PRINTED,TIN,PCS,4502.80,28.00,10010.00,4474.80,-5535.20,21.0,NATIONAL TIN INDUSTRIES,21.0,NATIONAL TIN INDUSTRIES
PM0000071,SHRINKS 1 LTR 235X310,SHRINK,PCS,3968.30,86663.00,22000.00,-82694.70,-104694.70,12.1,MULTILAYER INDUSTRIES,12.1,MULTILAYER INDUSTRIES
RM0000034,LOOSE OIL RICE BRAN & OLIVE,BLENDED,LTR,3818.00,16106.00,0.00,-12288.00,-12288.00,,,,
PM0000466,LABEL 13 KGS REFINED SOYBEAN OIL,LABEL,PCS,3728.85,28704.00,10000.00,-24975.15,-34975.15,12.0,ZENBI INTERNATIONAL PRIVATE LIMITED,16.5,PEARL INDUSTRIES
PM0000890,LABEL 12 KG REFINED SOYABEAN OIL,LABEL,PCS,3356.00,614.00,0.00,2742.00,2742.00,4.3,PACKGEN INTERNATIONAL PVT LTD,4.3,PACKGEN INTERNATIONAL PVT LTD
PM0000260,TIN 5 LTR SO OLIVE PRINTED,TIN,PCS,3352.20,343.00,0.00,3009.20,3009.20,21.5,NATIONAL TIN INDUSTRIES,21.5,NATIONAL TIN INDUSTRIES
PM0000609,LABEL 15 KGS REFINED SOYBEAN OIL PCS,LABEL,PCS,3155.50,37970.00,0.00,-34814.50,-34814.50,7.0,PEARL INDUSTRIES,19.3,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000825,CARTON 1 LTR 20 PCS NEW,CARTON,PCS,3127.78,5690.60,16314.00,-2562.82,-18876.82,11.1,SSY CONTAINERS PVT LTD,11.1,SSY CONTAINERS PVT LTD
RM0000030,REFINED COTTON OIL,COTTON SEED,LTR,3021.40,179.08,0.00,2842.32,2842.32,4.0,NATIONAL AGRO FOODS,9.0,AWL AGRI BUSINESS LIMITED
PM0000254,CARTON 2 LTR 10 PCS HANDLE BOTTLE,CARTON,PCS,2827.12,4854.05,3322.00,-2026.93,-5348.93,2.7,SSY CONTAINERS PVT LTD,100.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000057,PET BOTTLE 2 LTR 66 GMS,PET BOTTLES,PCS,2769.60,30170.00,16800.00,-27400.40,-44200.40,62.0,TPAC PACKAGING INDIA PVT LTD II,62.0,TPAC PACKAGING INDIA PVT LTD II
PM0000506,CAPS 1 & 2 LTR FULL GREEN PLAIN,CAPS,PCS,2762.75,83200.00,3000.00,-80437.25,-83437.25,2.0,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),26.0,BABAJI UDYOG PVT. LTD.
PM0000524,LABEL 5 LTR RICE BRAN OIL FRONT,LABEL,PCS,2758.25,28748.00,5000.00,-25989.75,-30989.75,11.0,ZENBI INTERNATIONAL PRIVATE LIMITED,19.0,CORE PACKAGING
PM0000525,LABEL 5 LTR RICE BRAN OIL BACK,LABEL,PCS,2758.25,29573.00,5000.00,-26814.75,-31814.75,11.0,ZENBI INTERNATIONAL PRIVATE LIMITED,19.0,CORE PACKAGING
PM0000634,CARTON 1 LTR 20 PCS SANO,CARTON,PCS,2708.37,8001.80,2418.00,-5293.43,-7711.43,10.0,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),12.3,SSY CONTAINERS PVT LTD
PM0000055,PET BOTTLE 1 LTR 52 GMS,PET BOTTLES,PCS,2599.00,20375.00,3000.00,-17776.00,-20776.00,3.0,ECHO PLAST INDIA,3.0,ECHO PLAST INDIA
PM0000496,LABEL 1 LTR TIKKI B.B,LABEL,PCS,2599.00,16874.00,3000.00,-14275.00,-17275.00,12.0,ROYAL PRIME LABELS,12.0,ROYAL PRIME LABELS
PM0000245,CARTON 5 LTR 4 PCS PET,CARTON,PCS,2585.26,2218.96,0.00,366.29,366.29,2.0,SSY CONTAINERS PVT LTD,2.0,SSY CONTAINERS PVT LTD
PM0000722,CARTON 1 LTR 20 PCS PET 75 GM,CARTON,PCS,2571.55,1782.47,309.00,789.07,480.07,9.0,SSY CONTAINERS PVT LTD,9.0,SSY CONTAINERS PVT LTD
PM0000395,TIN 5 LTR POMACE OLIVE SANO,TIN,PCS,2522.10,9471.00,19816.00,-6948.90,-26764.90,43.9,NATIONAL TIN INDUSTRIES,43.9,NATIONAL TIN INDUSTRIES
SF0000002,SOYABEAN OIL 15 KGS TIN IMP,SOYABEAN,PCS,2455.50,12304.00,0.00,-9848.50,-9848.50,4.0,SHIVAY EDIBLES PVT LTD,23.1,ILAHI CO
PM0000038,LABEL 2 LTR PAKKI GHANI BACK,LABEL,PCS,2307.50,20579.00,0.00,-18271.50,-18271.50,21.0,ROYAL PRIME LABELS,21.0,ROYAL PRIME LABELS
PM0000059,CAPS 1 & 2 LTR WHITE AND ORANGE WITH LOGO,CAPS,PCS,2307.50,187551.00,0.00,-185243.50,-185243.50,,,,
PM0000039,LABEL 2 LTR PAKKI GHANI FRONT,LABEL,PCS,2307.50,25529.00,0.00,-23221.50,-23221.50,21.0,ROYAL PRIME LABELS,21.0,ROYAL PRIME LABELS
SF0000001,SOYABEAN OIL 13 KGS TIN IMP,SOYABEAN,PCS,2266.10,201.00,0.00,2065.10,2065.10,3.0,MAA JAWALA OVERSEAS,34.0,ILAHI CO
PM0000842,LABEL 2 LTR CP CANOLA OIL HANDLE BOTTLE FRONT LA RASOI,LABEL,PCS,1970.00,2970.00,1000.00,-1000.00,-2000.00,4.0,ROYAL PRIME LABELS,4.0,ROYAL PRIME LABELS
PM0000841,LABEL 2 LTR CP CANOLA OIL HANDLE BOTTLE BACK LA RASOI,LABEL,PCS,1970.00,2970.00,1000.00,-1000.00,-2000.00,4.0,ROYAL PRIME LABELS,4.0,ROYAL PRIME LABELS
PM0000830,TIN 3 LTR POMACE OLIVE PRINTED,TIN,PCS,1968.00,1016.00,3200.00,952.00,-2248.00,15.3,NATIONAL TIN INDUSTRIES,15.3,NATIONAL TIN INDUSTRIES
PM0000402,TIKKI 1 LTR POMACE OLIVE FREE,TIKKI,PCS,1939.35,36260.00,5075.00,-34320.65,-39395.65,6.5,THE LABEL STORE AFOPC8295E,6.5,THE LABEL STORE AFOPC8295E
PM0000503,LABEL 1 LTR POMACE FRONT ZANO,LABEL,PCS,1895.80,6251.00,0.00,-4355.20,-4355.20,5.4,ROYAL PRIME LABELS,5.4,ROYAL PRIME LABELS
PM0000504,LABEL 1 LTR POMACE BACK ZANO,LABEL,PCS,1895.80,6244.00,0.00,-4348.20,-4348.20,5.4,ROYAL PRIME LABELS,5.4,ROYAL PRIME LABELS
PM0000193,TIKKI 1 LTR EXTRA LIGHT FREE,TIKKI,PCS,1776.80,56335.00,19186.00,-54558.20,-73744.20,6.3,THE LABEL STORE AFOPC8295E,6.3,THE LABEL STORE AFOPC8295E
PM0000471,CAPS 5 LTR BLUE,CAPS,PCS,1737.75,10081.00,16855.00,-8343.25,-25198.25,1.0,A A ENTERPRISES,39.0,ECHO PLAST INDIA
PM0000863,LABEL 5 LTR CANOLA FRONT (NIRMAL RISHI),LABEL,PCS,1640.05,24080.00,0.00,-22439.95,-22439.95,5.5,ROYAL PRIME LABELS,42.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000288,LABEL 5 LTR SOYABEAN BACK,LABEL,PCS,1623.90,12011.00,5000.00,-10387.10,-15387.10,17.9,ROYAL PRIME LABELS,17.9,ROYAL PRIME LABELS
PM0000289,LABEL 5 LTR SOYABEAN FRONT,LABEL,PCS,1623.90,12293.00,5000.00,-10669.10,-15669.10,17.9,ROYAL PRIME LABELS,17.9,ROYAL PRIME LABELS
PM0000186,HDPE BOTTLE 5 LTR OLIVE GREEN,HDPE BOTTLES,PCS,1615.15,4713.00,20955.00,-3097.85,-24052.85,25.8,RAJ TECHNOPACK PVT LTD,32.5,ECHO PLAST INDIA
PM0000228,HDPE BOTTLE 4 LTR,HDPE BOTTLES,PCS,1601.90,10037.00,78400.00,-8435.10,-86835.10,15.4,ECHO PLAST INDIA,21.4,RAJ TECHNOPACK PVT LTD
PM0000226,LABEL 4 LTR COLD PRESS BACK,LABEL,PCS,1601.90,67812.00,5000.00,-66210.10,-71210.10,9.2,ROYAL PRIME LABELS,9.2,ROYAL PRIME LABELS
PM0000491,LABEL 1 LTR COLD PRESS BACK B.B,LABEL,PCS,1581.00,18189.00,100.00,-16608.00,-16708.00,6.5,ROYAL PRIME LABELS,6.5,ROYAL PRIME LABELS
PM0000490,LABEL 1 LTR COLD PRESS FRONT B.B,LABEL,PCS,1581.00,13109.00,100.00,-11528.00,-11628.00,6.5,ROYAL PRIME LABELS,6.5,ROYAL PRIME LABELS
PM0000276,CARTON CHOCO 375 GMS CHOCO 4 PCS,CARTON,PCS,1448.22,542.45,0.00,905.77,905.77,,,,
PM0000854,LABEL 10 ML EXTRA VIRGIN OLIVE OIL,LABEL,PCS,1330.00,5565.00,14000.00,-4235.00,-18235.00,5.7,ROYAL PRIME LABELS,5.7,ROYAL PRIME LABELS
PM0000855,PET BOTTLE 10 ML,PET BOTTLES,PCS,1330.00,5610.00,14000.00,-4280.00,-18280.00,15.5,MAHESHWARI CAPS PVT LTD,15.5,MAHESHWARI CAPS PVT LTD
PM0000862,CAP 10 ML,CAPS,PCS,1330.00,5153.00,14000.00,-3823.00,-17823.00,15.5,MAHESHWARI CAPS PVT LTD,15.5,MAHESHWARI CAPS PVT LTD
PM0000077,TIN 5 LTR EXTRA LIGHT OLIVE PRINTED,TIN,PCS,1293.70,6068.00,4010.00,-4774.30,-8784.30,55.8,NATIONAL TIN INDUSTRIES,55.8,NATIONAL TIN INDUSTRIES
PM0000027,LABEL 1 LTR REFINED TOP,LABEL,PCS,1190.00,12838.00,4000.00,-11648.00,-15648.00,0.0,GRAPHICS ELITE,1.0,MEDIA GRAPHIC PRINTS VEND
PM0000045,LABEL 5 LTR COLD PRESS BACK 365,LABEL,PCS,1178.00,170783.00,3000.00,-169605.00,-172605.00,10.0,ROYAL PRIME LABELS,42.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000488,LABEL 1 LTR RICE BRAN & OLIVE OIL FRONT B.B,LABEL,PCS,1018.00,10294.00,3000.00,-9276.00,-12276.00,20.0,ROYAL PRIME LABELS,20.0,ROYAL PRIME LABELS
PM0000489,LABEL 1 LTR RICE BRAN & OLIVE OIL BACK B.B,LABEL,PCS,1018.00,10333.00,3000.00,-9315.00,-12315.00,20.0,ROYAL PRIME LABELS,20.0,ROYAL PRIME LABELS
PM0000062,CAPS 5 LTR,CAPS,PCS,1008.00,27039.00,0.00,-26031.00,-26031.00,17.7,RAJ TECHNOPACK PVT LTD,17.7,RAJ TECHNOPACK PVT LTD
PM0000729,CAPS INNER PET BOTTLE 250 MLS,CAPS,PCS,951.40,40879.00,2600.00,-39927.60,-42527.60,1.8,PYARA LAL KAPUR AND SONS,4.0,SHIVAM SALES
PM0000394,CAP 100MLS/250MLS PET BOTTLE 1810 LONG NECK,PET JAR,PCS,951.40,26993.00,5000.00,-26041.60,-31041.60,7.5,AMD INDUSTRIES LTD,7.5,AMD INDUSTRIES LTD
PM0000187,SHRINKS 3 LTR/4 LTR,SHRINK,PCS,939.05,32763.00,32186.00,-31823.95,-64009.95,14.8,MULTILAYER INDUSTRIES,14.8,MULTILAYER INDUSTRIES
PM0000118,LABEL 3 LTR COLD PRESS FRONT,LABEL,PCS,936.25,29440.00,20186.00,-28503.75,-48689.75,8.7,ROYAL PRIME LABELS,8.7,ROYAL PRIME LABELS
