code,name,kind,open_qty_aug01,uom,vendor,ordered_on,due_on,at_gate_qty,lead_median_d,lead_p90_d,orders_sampled,typical_order_qty,row_type,credibility,po_num,po_age_days_at_aug01,lead_median_full_d,lead_source,min_order_qty_seen,canonical_code,warehouse,note
RM0000061,ROASTED KAJU,RAW_OTHER,720.0,KGS,MEWA MISHRI ENTERPRISES PRIVATE LIMITED,2025-09-23,2025-09-29,0,13,13,1,720.0,OPEN_PO,STALE_DEAD,925226661,312,13,ITEM,720.0,RM0000061,BH-PP,
PM0000228,HDPE BOTTLE 4 LTR,BOTTLE,710.0,PCS,ECHO PLAST INDIA,2025-09-25,2025-09-25,0,2,8,15,8000.0,OPEN_PO,STALE_DEAD,925226629,310,8,ITEM,312.0,PM0000228,BH-PM,
PM0000234,CARTON 1 LTR OLIVE 3 PCS,CARTON,709.0,PCS,CVS PACKAGING PRIVATE LIMITED,2025-01-20,2025-01-20,0,3.0,21,0,,OPEN_PO,STALE_DEAD,125226569,558,,CLASS_FALLBACK,,PM0000234,BH-PM,
CG0000049,TIN SHED-NEW LAND WIP,CONSUMABLE,705.0,NULL,GREEN METAL INFRA,2026-01-13,2026-01-30,0,7,26,83,16.0,OPEN_PO,STALE_DEAD,126226559,200,7,ITEM,0.69,CG0000049,BH-FA,
PM0000031,LABEL 15 LTR REFINED FRONT,LABEL,700.0,PCS,MEDIA GRAPHIC PRINTS VEND,2024-10-15,2024-10-15,0,3.5,16,4,1150.0,OPEN_PO,STALE_DEAD,1024226591,655,3.5,ITEM,700.0,PM0000031,BH-PM,
FG0000233,SPICES CLOVES 100 GMS,FINISHED,700.0,PCS,RTC FOODS AAYFR3897E,2024-10-21,2024-10-21,0,4.0,11,0,,OPEN_PO,STALE_DEAD,1024226628,649,,CLASS_FALLBACK,,FG0000233,BH-FG,
FG0000233,SPICES CLOVES 100 GMS,FINISHED,700.0,PCS,RTC FOODS AAYFR3897E,2024-10-21,2024-10-21,0,4.0,11,0,,OPEN_PO,STALE_DEAD,1024226638,649,,CLASS_FALLBACK,,FG0000233,BH-FG,
PM0000497,CARTON 5 LTR HDPE 1 PCS THERMO,CARTON,700.0,PCS,CVS PACKAGING PRIVATE LIMITED,2024-10-24,2024-10-24,0,3.0,21,0,,OPEN_PO,STALE_DEAD,1024226707,646,,CLASS_FALLBACK,,PM0000497,DL-EC,
PM0000609,LABEL 15 KGS REFINED SOYBEAN OIL PCS,LABEL,700.0,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,2025-01-16,2025-01-16,0,8.0,13,4,15800.0,OPEN_PO,STALE_DEAD,125226595,562,8.5,ITEM,7000.0,PM0000609,BH-PM,
PM0000007,CARTON 1 LTR 6 PCS,CARTON,700.0,PCS,CVS PACKAGING PRIVATE LIMITED,2025-02-11,2025-02-11,0,3.0,21,0,,OPEN_PO,STALE_DEAD,225226539,536,,CLASS_FALLBACK,,PM0000007,DL-EC,
PM0000234,CARTON 1 LTR OLIVE 3 PCS,CARTON,700.0,PCS,CVS PACKAGING PRIVATE LIMITED,2025-02-11,2025-02-11,0,3.0,21,0,,OPEN_PO,STALE_DEAD,225226539,536,,CLASS_FALLBACK,,PM0000234,DL-EC,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,686.81,LTR,AWL AGRI BUSINESS LIMITED,2026-06-26,2026-06-26,0,13,22,137,45505.4,OPEN_PO,LIVE,220626178,36,13,ITEM,656.04,RM0000025,BH-GJ,
PM0000853,POUCH 250 GM JIVO PREMIUM TEA,POUCH,650.0,GMS,M.M INDUSTRIES,2026-02-01,2026-02-01,0,41.0,49,2,120940.0,OPEN_PO,STALE_DEAD,226226505,181,41.0,ITEM,124.23,PM0000853,BH-FG,
RM0000011,GROUNDNUT LOOSE OIL,OIL,648.35,LTR,DHANLAXMI EDIBLES PRIVATE LIMITED,2026-03-23,2026-03-23,0,8.5,25,16,45098.9,OPEN_PO,STALE_DEAD,326226585,131,8.5,ITEM,32999.97,RM0000011,BH-GJ,
PM0000008,CARTON 15 LTR 1 PCS,CARTON,642.0,PCS,BALAJI INC.,2026-06-01,2026-06-01,0,10,39,5,3000.0,OPEN_PO,LIVE,220626002,61,13,ITEM,3000.0,PM0000008,BH-PM,
PM0000056,PET BOTTLE 100 MLS BOTTLES,BOTTLE,640.0,PCS,ECHO PLAST INDIA,2026-04-11,2026-04-11,0,7.5,58,4,20000.0,OPEN_PO,STALE_DEAD,220426040,112,70.0,ITEM,900.0,PM0000056,BH-PM,
RM0000016,CRUDE DEGUMMED RAPESEED OIL NEW,OIL,637.36,LTR,AL GHURAIR RESOURCES OILS & PROTIENS L L C,2025-10-01,2025-10-01,0,20,29,19,322137.0,OPEN_PO,STALE_DEAD,1025226614,304,20,ITEM,24175.8,RM0000016,BH-CRUDE,
PM0000013,CARTON 5 LTR 4 PCS,CARTON,630.0,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2026-01-10,2026-01-10,0,3,11,21,10000.0,OPEN_PO,STALE_DEAD,126226536,203,22,ITEM,2834.0,PM0000013,BH-PM,
RM0000003,MUSTARD OIL KACHI GHANI,OIL,626.37,LTR,VAISHNODEVI OIL SEEDS  PROCESSING INDUSTRIES,2025-04-24,2025-04-24,0,11,33,57,44417.5,OPEN_PO,STALE_DEAD,425226622,464,13,ITEM,4390.11,RM0000003,BH-GJ,
RM0000003,MUSTARD OIL KACHI GHANI,OIL,626.37,LTR,VAISHNODEVI OIL SEEDS  PROCESSING INDUSTRIES,2025-05-20,2025-05-20,0,11,33,57,44417.5,OPEN_PO,STALE_DEAD,525226594,438,13,ITEM,4390.11,RM0000003,BH-GJ,
RM0000003,MUSTARD OIL KACHI GHANI,OIL,615.38,LTR,VAISHNODEVI OIL SEEDS  PROCESSING INDUSTRIES,2025-05-03,2025-05-03,0,11,33,57,44417.5,OPEN_PO,STALE_DEAD,525226507,455,13,ITEM,4390.11,RM0000003,BH-GJ,
PM0000003,CARTON 1 LTR POMACE 16 PCS,CARTON,614.0,PCS,SSY CONTAINERS PVT LTD,2025-08-28,2025-08-28,0,5.5,16,22,8000.0,OPEN_PO,STALE_DEAD,825226644,338,21.0,ITEM,409.0,PM0000003,BH-PM,
PM0000469,CAPS 5 LTR BROWN,CAP,614.0,PCS,RAJ TECHNOPACK PVT LTD,2025-11-05,2025-11-05,0,5.5,24,28,10000.0,OPEN_PO,STALE_DEAD,1125226533,269,23.5,ITEM,1085.0,PM0000469,BH-PM,
PM0000195,PET BOTTLE 1 LTR 52 GMS GREEN,BOTTLE,608.0,PCS,BR AGROTECH LTD,2024-11-18,2024-11-18,0,4.0,9,10,15174.0,OPEN_PO,STALE_DEAD,1124226565,621,4.0,ITEM,2772.0,PM0000195,BH-PM,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,604.39,LTR,DIL EXIM COMMODITIES PRIVATE LIMITED,2025-01-29,2025-01-29,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,125226642,549,13,ITEM,656.04,RM0000025,BH-GJ,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,604.39,LTR,VAISHNODEVI AGRO RESOURCES PRIVATE LIMITED,2025-06-27,2025-06-27,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,625226630,400,13,ITEM,656.04,RM0000025,BH-GJ,
CG0000015,REFRESHMENT,CONSUMABLE,600.0,NULL,BANSAL PROVISION STORE,2024-10-05,2024-11-07,0,7.0,19,1142,5.0,OPEN_PO,STALE_DEAD,1024226724,665,7.0,ITEM,0.1,CG0000015,BH-FA,
PM0000081,CARTON 5 LTR TIN OLIVE 1 PCS,CARTON,600.0,PCS,CVS PACKAGING PRIVATE LIMITED,2024-10-24,2024-10-24,0,3.0,21,0,,OPEN_PO,STALE_DEAD,1024226707,646,,CLASS_FALLBACK,,PM0000081,DL-EC,
PM0000466,LABEL 13 KGS REFINED SOYBEAN OIL,LABEL,600.0,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,2024-11-11,2024-11-11,0,9,15,7,17500.0,OPEN_PO,STALE_DEAD,1124226545,628,15,ITEM,3000.0,PM0000466,BH-FG,
PM0000434,LABEL DESI GHEE 1000 LTR,LABEL,600.0,PCS,PACKGEN INTERNATIONAL PVT LTD,2024-11-29,2024-11-29,0,8.0,19,0,,OPEN_PO,STALE_DEAD,1124226653,610,,CLASS_FALLBACK,,PM0000434,BH-PM,
CG0000005,HOUSEKEEPING,CONSUMABLE,600.0,NULL,KAMALPREET SINGH BHATIA FACTORY ( IMPREST 3L ),2025-05-01,2025-06-06,0,6,15,441,4.0,OPEN_PO,STALE_DEAD,525226680,457,6,ITEM,1.0,CG0000005,BH-FA,
PM0000686,LABEL 50 GMS COFFEE PCS,LABEL,600.0,PCS,MEDIA GRAPHIC PRINTS VEND,2025-06-24,2025-06-24,0,8.0,19,0,,OPEN_PO,STALE_DEAD,625226597,403,,CLASS_FALLBACK,,PM0000686,BH-PM,
PM0000682,LABEL DESI GHEE 1000 LTR (KIRPA),LABEL,600.0,PCS,PACKGEN INTERNATIONAL PVT LTD,2025-09-23,2025-09-23,0,17,17,1,10000.0,OPEN_PO,STALE_DEAD,925226606,312,17,ITEM,10000.0,PM0000682,BH-PM,
PM0000428,LABEL 5 LTR GROUNDNUT BACK,LABEL,600.0,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,2025-10-07,2025-10-07,0,15.5,32,4,35750.0,OPEN_PO,STALE_DEAD,1025226512,298,15.5,ITEM,21800.0,PM0000428,BH-PM,
PM0000427,LABEL 5 LTR GROUNDNUT FRONT,LABEL,600.0,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,2025-10-07,2025-10-07,0,15.5,32,4,35750.0,OPEN_PO,STALE_DEAD,1025226512,298,15.5,ITEM,21800.0,PM0000427,BH-PM,
PM0000003,CARTON 1 LTR POMACE 16 PCS,CARTON,599.0,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2026-02-11,2026-02-11,0,5.5,16,22,8000.0,OPEN_PO,STALE_DEAD,226226553,171,21.0,ITEM,409.0,PM0000003,BH-PM,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,593.41,LTR,DIL EXIM COMMODITIES PRIVATE LIMITED,2024-11-08,2024-11-08,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,1124226519,631,13,ITEM,656.04,RM0000025,BH-FG,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,593.41,LTR,NETAJI OIL DEPOT PVT LTD,2025-07-16,2025-07-16,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,725226574,381,13,ITEM,656.04,RM0000025,BH-GJ,
SC0000069,STAINLESS STEEL TOPWARE TESO LUNCHBOX WITH BOTTLE  1000 MLS,TRADING,592.0,PCS,VISHAL VASTU BHANDAR AADFV0624J,2025-02-01,2025-02-01,0,2,2,0,,OPEN_PO,STALE_DEAD,225226690,546,,CLASS_FALLBACK,,SC0000069,DL-FG,
PM0000259,TIN 5 LTR EXTRA VIRGIN OLIVE PRINTED IMPORTED,TIN,584.0,PCS,THE TIN FACTORY,2024-12-03,2024-12-03,0,121,121,1,,OPEN_PO,STALE_DEAD,1224226509,606,126,ITEM,,PM0000259,BH-PM,
RM0000003,MUSTARD OIL KACHI GHANI,OIL,582.42,LTR,VAISHNODEVI OIL SEEDS  PROCESSING INDUSTRIES,2025-01-23,2025-01-23,0,11,33,57,44417.5,OPEN_PO,STALE_DEAD,125226602,555,13,ITEM,4390.11,RM0000003,BH-GJ,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,571.43,LTR,PALAK INTERNATIONAL,2024-10-31,2024-10-31,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,1024226696,639,13,ITEM,656.04,RM0000025,BH-GJ,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,560.44,LTR,VAISHNODEVI AGRO RESOURCES PRIVATE LIMITED,2025-08-21,2025-08-21,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,825226588,345,13,ITEM,656.04,RM0000025,BH-GJ,
PM0000492,LABEL 5 LTR RICE BRAN & OLIVE OIL FRONT B.B,LABEL,550.0,PCS,ROYAL PRIME LABELS,2025-01-20,2025-01-20,0,8.0,19,0,,OPEN_PO,STALE_DEAD,125226571,558,,CLASS_FALLBACK,,PM0000492,BH-PM,
PM0000493,LABEL 5 LTR RICE BRAN & OLIVE OIL BACK B.B,LABEL,550.0,PCS,ROYAL PRIME LABELS,2025-01-20,2025-01-20,0,8.0,19,0,,OPEN_PO,STALE_DEAD,125226571,558,,CLASS_FALLBACK,,PM0000493,BH-PM,
PM0000055,PET BOTTLE 1 LTR 52 GMS,BOTTLE,550.0,PCS,ECHO PLAST INDIA,2025-02-15,2025-02-15,0,3,3,1,10000.0,OPEN_PO,STALE_DEAD,225226573,532,3,ITEM,5000.0,PM0000055,BH-PM,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,549.45,LTR,DIL EXIM COMMODITIES PRIVATE LIMITED,2024-11-08,2024-11-08,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,1124226519,631,13,ITEM,656.04,RM0000025,BH-GJ,
RM0000016,CRUDE DEGUMMED RAPESEED OIL NEW,OIL,549.45,LTR,GRAINCORP OILSEEDS PTY LTD,2024-11-21,2024-11-21,0,20,29,19,322137.0,OPEN_PO,STALE_DEAD,1124226704,618,20,ITEM,24175.8,RM0000016,BH-CRUDE,
RM0000001,LOOSE REFINED OLIVE OIL,OIL,549.45,LTR,VEE KAY ENTERPRISES,2025-06-04,2025-06-04,0,2.0,10,46,45802.2,OPEN_PO,STALE_DEAD,625226508,423,2.0,ITEM,12890.1,RM0000001,BH-GJ,
RM0000003,MUSTARD LOOSE OIL,OIL,539.56,LTR,AWL AGRI BUSINESS LIMITED,2026-04-24,2026-04-24,0,11,33,57,44417.5,OPEN_PO,STALE_DEAD,220426102,99,13,ITEM,4390.11,RM0000003,BH-GJ,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,538.46,LTR,DIL EXIM COMMODITIES PRIVATE LIMITED,2026-06-23,2026-06-23,0,13,22,137,45505.4,OPEN_PO,LIVE,220626135,39,13,ITEM,656.04,RM0000025,BH-GJ,
RM0000011,GROUNDNUT LOOSE OIL,OIL,516.48,LTR,VEE KAY ENTERPRISES,2025-04-03,2025-04-03,0,8.5,25,16,45098.9,OPEN_PO,STALE_DEAD,425226516,485,8.5,ITEM,32999.97,RM0000011,BH-GJ,
RM0000003,MUSTARD OIL KACHI GHANI,OIL,516.48,LTR,VAISHNODEVI OIL SEEDS  PROCESSING INDUSTRIES,2025-06-19,2025-06-19,0,11,33,57,44417.5,OPEN_PO,STALE_DEAD,625226553,408,13,ITEM,4390.11,RM0000003,BH-GJ,
PM0000113,HDPE BOTTLE 3 LTR,BOTTLE,511.0,PCS,ECHO PLAST INDIA,2025-08-25,2025-08-25,0,4,21,13,10000.0,OPEN_PO,STALE_DEAD,825226646,341,8,ITEM,1085.0,PM0000113,BH-PM,
PM0000062,CAPS 5 LTR,CAP,504.0,PCS,RAJ TECHNOPACK PVT LTD,2025-05-13,2025-05-13,0,12,19,9,2570.0,OPEN_PO,STALE_DEAD,525226562,445,12,ITEM,860.0,PM0000062,BH-PM,
PM0000893,LABEL 1 LTR PRESSED SUNFLOWER OIL BACK,LABEL,504.0,PCS,MEDIA GRAPHIC PRINTS VEND,2026-06-01,2026-06-01,0,4,4,1,3002.0,OPEN_PO,LIVE,220626092,61,4,ITEM,504.0,PM0000893,BH-PM,
PM0000892,LABEL 1 LTR PRESSED SUNFLOWER OIL FRONT,LABEL,504.0,PCS,MEDIA GRAPHIC PRINTS VEND,2026-06-01,2026-06-01,0,4,4,1,3002.0,OPEN_PO,LIVE,220626092,61,4,ITEM,504.0,PM0000892,BH-PM,
PM0000610,PET BOTTLE 250 MLS CAPSULE,CAP,500.0,PCS,BLISS LIFESCIENCES LLP,2024-10-17,2024-10-17,0,6.0,25,0,,OPEN_PO,STALE_DEAD,1024226603,653,,CLASS_FALLBACK,,PM0000610,BH-SC,
PM0000611,CAP 250 MLS FLIPTOP 44 MM,CAP,500.0,PCS,BLISS LIFESCIENCES LLP,2024-10-17,2024-10-17,0,6.0,25,0,,OPEN_PO,STALE_DEAD,1024226603,653,,CLASS_FALLBACK,,PM0000611,BH-SC,
PM0000610,PET BOTTLE 250 MLS CAPSULE,CAP,500.0,PCS,BLISS LIFESCIENCES LLP,2024-10-17,2024-10-17,0,6.0,25,0,,OPEN_PO,STALE_DEAD,1024226688,653,,CLASS_FALLBACK,,PM0000610,BH-SC,
PM0000611,CAP 250 MLS FLIPTOP 44 MM,CAP,500.0,PCS,BLISS LIFESCIENCES LLP,2024-10-17,2024-10-17,0,6.0,25,0,,OPEN_PO,STALE_DEAD,1024226688,653,,CLASS_FALLBACK,,PM0000611,BH-SC,
PM0000622,POUCH 889 GMS RICE BRAN ROLLS KGS,POUCH,500.0,KGS,UNIQUE PACKTECH,2024-11-12,2024-11-12,0,15,38,0,,OPEN_PO,STALE_DEAD,1124226547,627,,CLASS_FALLBACK,,PM0000622,BH-PM,
PM0000630,CARTON 12 PCS POUCHES SANO,CARTON,500.0,PCS,ZIYAUL HAQUE IMPREST JWPL0042,2024-11-26,2024-11-26,0,3.0,21,0,10000.0,OPEN_PO,STALE_DEAD,1124226623,613,,CLASS_FALLBACK,10000.0,PM0000630,BH-OT,
PM0000248,THERMOCOL SET 5 LTR TIN HALF,TIN,500.0,PCS,RR PLASTRON,2025-01-13,2025-01-13,0,11.0,31,0,,OPEN_PO,STALE_DEAD,125226531,565,,CLASS_FALLBACK,,PM0000248,DL-EC,
PM0000248,THERMOCOL SET 5 LTR TIN HALF,TIN,500.0,PCS,RR PLASTRON,2025-01-13,2025-01-13,0,11.0,31,0,,OPEN_PO,STALE_DEAD,125226532,565,,CLASS_FALLBACK,,PM0000248,DL-EC,
PM0000002,CARTON 1 LTR 2 PCS,CARTON,500.0,PCS,CVS PACKAGING PRIVATE LIMITED,2025-01-20,2025-01-20,0,3.0,21,0,,OPEN_PO,STALE_DEAD,125226569,558,,CLASS_FALLBACK,,PM0000002,BH-PM,
PM0000628,LABEL 15 LTR SUNFLOWER OIL,LABEL,500.0,PCS,MEDIA GRAPHIC PRINTS VEND,2025-01-27,2025-01-27,0,8.0,19,0,10750.0,OPEN_PO,STALE_DEAD,125226630,551,,CLASS_FALLBACK,1500.0,PM0000628,BH-PM,
PM0000087,CARTON 5 LTR + 1 LTR 1 PCS,CARTON,500.0,PCS,CVS PACKAGING PRIVATE LIMITED,2025-02-11,2025-02-11,0,3.0,21,0,,OPEN_PO,STALE_DEAD,225226539,536,,CLASS_FALLBACK,,PM0000087,DL-EC,
PM0000497,CARTON 5 LTR HDPE 1 PCS THERMO,CARTON,500.0,PCS,CVS PACKAGING PRIVATE LIMITED,2025-02-11,2025-02-11,0,3.0,21,0,,OPEN_PO,STALE_DEAD,225226539,536,,CLASS_FALLBACK,,PM0000497,DL-EC,
PM0000248,THERMOCOL SET 5 LTR TIN HALF,TIN,500.0,PCS,RR PLASTRON,2025-02-17,2025-02-17,0,11.0,31,0,,OPEN_PO,STALE_DEAD,225226581,530,,CLASS_FALLBACK,,PM0000248,DL-EC,
PM0000464,LABEL 15 KGS REFINED COTTON SEED OIL,LABEL,500.0,PCS,MEDIA GRAPHIC PRINTS VEND,2025-03-25,2025-03-25,0,8.0,19,0,,OPEN_PO,STALE_DEAD,325226667,494,,CLASS_FALLBACK,,PM0000464,BH-PM,
PM0000281,LABEL 1 LTR A2 DESI GHEE ORGANIC,LABEL,500.0,PCS,MEDIA GRAPHIC PRINTS VEND,2025-04-02,2025-04-02,0,1,1,1,300.0,OPEN_PO,STALE_DEAD,425226515,486,1,ITEM,300.0,PM0000281,BH-PM,
PM0000505,LABEL 15 KGS COLD PRESS KACHI GHANI MUSTARD OIL,LABEL,500.0,PCS,MEDIA GRAPHIC PRINTS VEND,2025-05-08,2025-05-08,0,13,13,1,,OPEN_PO,STALE_DEAD,525226552,450,13,ITEM,,PM0000505,BH-PM,
PM0000029,LABEL 15 LTR COLD PRESS KACHCHI GHANI,LABEL,500.0,PCS,MEDIA GRAPHIC PRINTS VEND,2025-05-09,2025-05-09,0,5,5,1,800.0,OPEN_PO,STALE_DEAD,525226631,449,5,ITEM,800.0,PM0000029,BH-PM,
PM0000738,PET BOTTLE 2 LTRS 66 GMS  VEDAKA,BOTTLE,500.0,PCS,TPAC PACKAGING INDIA PVT LTD,2025-09-01,2025-09-01,0,1,1,1,377.5,OPEN_PO,STALE_DEAD,925226594,334,1,ITEM,255.0,PM0000738,BH-PM,
CG0000015,REFRESHMENT,CONSUMABLE,500.0,NULL,ARSHDEEP SINGH SO GT DL 15000 IMPREST JWPL0007,2026-03-01,2026-05-01,0,7.0,19,1142,5.0,OPEN_PO,STALE_DEAD,326226645,153,7.0,ITEM,0.1,CG0000015,DL-FA,
PM0000270,LABEL 15 LTR COLD PRESS SUNFLOWER OIL,LABEL,500.0,PCS,MEDIA GRAPHIC PRINTS VEND,2026-03-07,2026-03-07,0,6.0,11,4,1500.0,OPEN_PO,STALE_DEAD,326226535,147,6.0,ITEM,500.0,PM0000270,BH-PM,
PM0000270,LABEL 15 LTR COLD PRESS SUNFLOWER OIL,LABEL,500.0,PCS,PACKGEN INTERNATIONAL PVT LTD,2026-04-22,2026-04-22,0,6.0,11,4,1500.0,OPEN_PO,STALE_DEAD,220426104,101,6.0,ITEM,500.0,PM0000270,BH-PM,
PM0000897,TIN 500 ML PREMIUM OLIVE OIL,TIN,500.0,PCS,NATIONAL TIN INDUSTRIES,2026-07-02,2026-07-02,0,11.0,31,0,500.0,OPEN_PO,LIVE,220726005,30,,CLASS_FALLBACK,500.0,PM0000897,BH-PM,
RM0000003,MUSTARD OIL KACHI GHANI,OIL,496.48,LTR,VAISHNODEVI OIL SEEDS  PROCESSING INDUSTRIES,2025-07-08,2025-07-08,0,11,33,57,44417.5,OPEN_PO,STALE_DEAD,725226536,389,13,ITEM,4390.11,RM0000003,BH-GJ,
PM0000613,POUCH 1 LTR PLAIN ROLLS KGS,POUCH,488.3,KGS,S.N. INDUSTRIES,2025-08-01,2025-08-01,0,3,3,1,488.3,OPEN_PO,STALE_DEAD,825226638,365,3,ITEM,488.3,PM0000613,BH-PM,
PM0000411,CARTON 1 LTR 20 PCS PET 26GM,CARTON,484.0,PCS,SSY CONTAINERS PVT LTD,2026-03-24,2026-03-24,0,4,13,13,8000.0,OPEN_PO,STALE_DEAD,326226588,130,31,ITEM,3000.0,PM0000411,BH-PM,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,483.52,LTR,PALAK ENTERPRISES,2024-10-03,2024-10-03,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,1024226502,667,13,ITEM,656.04,RM0000025,BH-GJ,
RM0000003,MUSTARD OIL KACHI GHANI,OIL,483.52,LTR,VAISHNODEVI OIL SEEDS  PROCESSING INDUSTRIES,2025-06-10,2025-06-10,0,11,33,57,44417.5,OPEN_PO,STALE_DEAD,625226523,417,13,ITEM,4390.11,RM0000003,BH-GJ,
PM0000735,SAFFRON JAR,JAR,480.0,PCS,INDIAN HARNESS,2025-08-06,2025-08-06,0,62,62,1,3040.0,OPEN_PO,STALE_DEAD,825226515,360,62,ITEM,3040.0,PM0000735,BH-PM,
PM0000053,HDPE BOTTLE 5 LTR,BOTTLE,480.0,PCS,RAJ TECHNOPACK PVT LTD,2025-12-02,2025-12-02,0,2.0,9,30,30000.0,OPEN_PO,STALE_DEAD,1225226500,242,23.5,ITEM,1050.0,PM0000053,BH-PM,
PM0000234,CARTON 1 LTR OLIVE 3 PCS,CARTON,473.0,PCS,CVS PACKAGING PRIVATE LIMITED,2024-10-24,2024-10-24,0,3.0,21,0,,OPEN_PO,STALE_DEAD,1024226707,646,,CLASS_FALLBACK,,PM0000234,DL-EC,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,461.54,LTR,VAISHNODEVI AGRO RESOURCES PRIVATE LIMITED,2025-07-23,2025-07-23,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,725226601,374,13,ITEM,656.04,RM0000025,BH-GJ,
RM0000030,REFINED COTTON OIL,OIL,450.55,LTR,PALAK ENTERPRISES,2024-12-19,2024-12-19,0,5,9,3,32824.1,OPEN_PO,STALE_DEAD,1224226604,590,5,ITEM,32813.15,RM0000030,BH-GJ,
PM0000792,PET BOTTLE 1 LTR 75 GMS GREEN,BOTTLE,450.0,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2025-10-04,2025-10-04,0,12,12,1,5000.0,OPEN_PO,STALE_DEAD,1025226558,301,12,ITEM,5000.0,PM0000792,BH-PM,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,439.56,LTR,VAISHNODEVI AGRO RESOURCES PRIVATE LIMITED,2025-07-07,2025-07-07,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,725226522,390,13,ITEM,656.04,RM0000025,BH-GJ,
PM0000087,CARTON 5 LTR+ 1 LTR 1 PCS,CARTON,436.0,PCS,CVS PACKAGING PRIVATE LIMITED,2024-11-01,2024-11-01,0,3.0,21,0,,OPEN_PO,STALE_DEAD,1124226504,638,,CLASS_FALLBACK,,PM0000087,DL-EC,
RM0000003,MUSTARD OIL KACHI GHANI,OIL,428.57,LTR,VAISHNODEVI OIL SEEDS  PROCESSING INDUSTRIES,2025-03-24,2025-03-24,0,11,33,57,44417.5,OPEN_PO,STALE_DEAD,325226646,495,13,ITEM,4390.11,RM0000003,BH-GJ,
RM0000016,CRUDE DEGUMMED RAPESEED OIL NEW,OIL,428.57,LTR,ALBA EDIBLE OILS PTY LTD,2025-12-01,2025-12-01,0,20,29,19,322137.0,OPEN_PO,STALE_DEAD,1225226607,243,20,ITEM,24175.8,RM0000016,BH-CRUDE,
CG0000026,HARDWARE FOR WIP/SANITARY - WIP DOCK AND 1ST FLOOR EXTENSION (1212010),CONSUMABLE,425.0,PCS,GREEN METAL INFRA,2025-03-17,2025-03-25,0,5,30,23,7.0,OPEN_PO,STALE_DEAD,325226598,502,5,ITEM,1.0,CG0000026,BH-FA,
PM0000012,CARTON 5 LTR 3 PCS,CARTON,420.0,PCS,SSY CONTAINERS PVT LTD,2024-10-14,2024-10-14,0,2,4,5,3106.0,OPEN_PO,STALE_DEAD,1024226585,656,2,ITEM,1280.0,PM0000012,BH-PM,
PM0000497,CARTON 5 LTR HDPE 1 PCS THERMO,CARTON,420.0,PCS,CVS PACKAGING PRIVATE LIMITED,2025-01-10,2025-01-10,0,3.0,21,0,,OPEN_PO,STALE_DEAD,125226525,568,,CLASS_FALLBACK,,PM0000497,DL-EC,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,417.58,LTR,DEEN DAYAL AGRO INDUSTRIES,2025-02-26,2025-02-26,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,225226669,521,13,ITEM,656.04,RM0000025,BH-GJ,
PM0000082,CARTON 5 LTR OLIVE 4 PCS,CARTON,415.0,PCS,SSY CONTAINERS PVT LTD,2024-11-30,2024-11-30,0,3.0,37,10,6700.0,OPEN_PO,STALE_DEAD,1124226658,609,54.0,ITEM,940.0,PM0000082,BH-PM,
PM0000003,CARTON 1 LTR POMACE 16 PCS,CARTON,409.0,PCS,SSY CONTAINERS PVT LTD,2026-03-05,2026-03-05,0,5.5,16,22,8000.0,OPEN_PO,STALE_DEAD,326226515,149,21.0,ITEM,409.0,PM0000003,BH-PM,
