code,name,kind,open_qty_aug01,uom,vendor,ordered_on,due_on,at_gate_qty,lead_median_d,lead_p90_d,orders_sampled,typical_order_qty,row_type,credibility,po_num,po_age_days_at_aug01,lead_median_full_d,lead_source,min_order_qty_seen,canonical_code,warehouse,note
PM0000076,TIN 15 LTR,TIN,7190.0,PCS,HARYANA GENERAL INDUSTRIES,2026-01-09,2026-01-09,0,6,29,17,9500.0,OPEN_PO,STALE_DEAD,126226553,204,35,ITEM,6000.0,PM0000076,BH-PM,
PM0000634,CARTON 1 LTR 20 PCS SANO,CARTON,7098.0,PCS,SSY CONTAINERS PVT LTD,2025-08-04,2025-08-04,0,8.0,14,4,5000.0,OPEN_PO,STALE_DEAD,825226508,362,12.0,ITEM,5000.0,PM0000634,BH-PM,
PM0000357,HDPE BOTTLE 5 LTR DARK GREEN,BOTTLE,7020.0,PCS,RAJ TECHNOPACK PVT LTD,2025-05-13,2025-05-13,0,43,43,1,10000.0,OPEN_PO,STALE_DEAD,525226562,445,45,ITEM,6000.0,PM0000357,BH-PM,
CG0000032,MS PIPE/ANGLE- WIP -TERRACE-TIN SHED (STORAGE),CONSUMABLE,7000.0,PCS,H.R TRADERS,2024-12-25,2024-12-30,0,6,21,0,,OPEN_PO,STALE_DEAD,1224226662,584,,CLASS_FALLBACK,,CG0000032,BH-FA,
PM0000094,SHRINKS 5 LTR 340X415 5 LTR SINGAL PCS,SHRINK,7000.0,PCS,MULTILAYER INDUSTRIES,2025-04-03,2025-04-03,0,8,16,13,21500.0,OPEN_PO,STALE_DEAD,425226519,485,8,ITEM,1000.0,PM0000094,BH-PM,
PM0000609,LABEL 15 KGS REFINED SOYBEAN OIL PCS,LABEL,7000.0,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,2025-12-03,2025-12-03,0,8.0,13,4,15800.0,OPEN_PO,STALE_DEAD,1225226504,241,8.5,ITEM,7000.0,PM0000609,BH-PM,
PM0000346,LABEL 15 LTR SOYBEAN OIL,LABEL,7000.0,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,2026-02-11,2026-02-11,0,8.0,19,0,7000.0,OPEN_PO,STALE_DEAD,226226541,171,,CLASS_FALLBACK,7000.0,PM0000346,BH-PM,
PM0000079,CAPS 1 & 2 LTR FULL GREEN WITH LOGO,CAP,7000.0,PCS,BABAJI UDYOG PVT. LTD.,2026-05-08,2026-05-08,0,9.5,25,12,150000.0,OPEN_PO,LIVE,220526029,85,21.0,ITEM,53000.0,PM0000079,BH-PM,
PM0000468,CAPS 5 LTR GREEN,CAP,6960.0,PCS,RAJ TECHNOPACK PVT LTD,2026-02-05,2026-02-05,0,4.5,12,38,15000.0,OPEN_PO,STALE_DEAD,226226513,177,29.5,ITEM,312.0,PM0000468,BH-PM,
PM0000468,CAPS 5 LTR GREEN,CAP,6920.0,PCS,RAJ TECHNOPACK PVT LTD,2025-05-10,2025-05-10,0,4.5,12,38,15000.0,OPEN_PO,STALE_DEAD,525226554,448,29.5,ITEM,312.0,PM0000468,BH-PM,
PM0000228,HDPE BOTTLE 4 LTR,BOTTLE,6908.0,PCS,RAJ TECHNOPACK PVT LTD,2026-01-07,2026-01-07,0,2,8,15,8000.0,OPEN_PO,STALE_DEAD,126226522,206,8,ITEM,312.0,PM0000228,BH-PM,
PM0000411,CARTON 1 LTR 20 PCS PET 26GM,CARTON,6900.0,PCS,SSY CONTAINERS PVT LTD,2026-03-20,2026-03-20,0,4,13,13,8000.0,OPEN_PO,STALE_DEAD,326226565,134,31,ITEM,3000.0,PM0000411,BH-PM,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,6890.1,LTR,DIL EXIM COMMODITIES PRIVATE LIMITED,2025-08-05,2025-08-05,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,825226512,361,13,ITEM,656.04,RM0000025,BH-GJ,
PM0000411,CARTON 1 LTR 20 PCS PET 26GM,CARTON,6870.0,PCS,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2025-08-11,2025-08-11,0,4,13,13,8000.0,OPEN_PO,STALE_DEAD,825226536,355,31,ITEM,3000.0,PM0000411,BH-PM,
PM0000194,PET BOTTLE 1 LTR 40 GMS,BOTTLE,6794.0,PCS,TPAC PACKAGING INDIA PVT LTD,2026-01-28,2026-01-28,0,4,36,21,100000.0,OPEN_PO,STALE_DEAD,126226688,185,9,ITEM,5200.0,PM0000194,BH-PM,
CG0000058,TIN SHED 50 KL TANK,CONSUMABLE,6750.0,NULL,BISMILAH WELDERS,2026-06-01,2026-06-15,0,6,21,0,1423.0,OPEN_PO,LIVE,220626001,61,,CLASS_FALLBACK,148.0,CG0000058,BH-FA,
PM0000288,LABEL 5 LTR SOYABEAN BACK,LABEL,6700.0,PCS,ROYAL PRIME LABELS,2026-07-01,2026-07-01,0,11.5,23,6,6000.0,OPEN_PO,LIVE,220726001,31,11.5,ITEM,3500.0,PM0000288,BH-PM,
PM0000289,LABEL 5 LTR SOYABEAN FRONT,LABEL,6700.0,PCS,ROYAL PRIME LABELS,2026-07-01,2026-07-01,0,11.5,23,6,6000.0,OPEN_PO,LIVE,220726001,31,11.5,ITEM,3500.0,PM0000289,BH-PM,
PM0000195,PET BOTTLE 1 LTR 52 GMS GREEN,BOTTLE,6648.0,PCS,BR AGROTECH LTD,2025-02-20,2025-02-20,0,4.0,9,10,15174.0,OPEN_PO,STALE_DEAD,225226645,527,4.0,ITEM,2772.0,PM0000195,BH-PM,
PM0000411,CARTON 1 LTR 20 PCS PET 26GM,CARTON,6490.0,PCS,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2025-10-04,2025-10-04,0,4,13,13,8000.0,OPEN_PO,STALE_DEAD,1025226503,301,31,ITEM,3000.0,PM0000411,BH-PM,
PM0000634,CARTON 1 LTR 20 PCS SANO,CARTON,6430.0,PCS,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2025-08-11,2025-08-11,0,8.0,14,4,5000.0,OPEN_PO,STALE_DEAD,825226536,355,12.0,ITEM,5000.0,PM0000634,BH-PM,
PM0000077,TIN 5 LTR EXTRA LIGHT OLIVE PRINTED,TIN,6374.0,PCS,NATIONAL TIN INDUSTRIES,2025-10-03,2025-10-03,0,31,67,5,10000.0,OPEN_PO,STALE_DEAD,1025226502,302,44,ITEM,171.0,PM0000077,BH-PM,
PM0000055,PET BOTTLE 1 LTR 52 GMS,BOTTLE,6308.0,PCS,ECHO PLAST INDIA,2024-10-01,2024-10-01,0,3,3,1,10000.0,OPEN_PO,STALE_DEAD,1024226512,669,3,ITEM,5000.0,PM0000055,BH-PM,
PM0000470,CAPS 5 LTR ORANGE,CAP,6282.0,PCS,RAJ TECHNOPACK PVT LTD,2026-02-01,2026-02-01,0,8.0,22,20,10000.0,OPEN_PO,STALE_DEAD,226226574,181,20.5,ITEM,3045.0,PM0000470,BH-PM,
PM0000468,CAPS 5 LTR GREEN,CAP,6220.0,PCS,RAJ TECHNOPACK PVT LTD,2025-03-18,2025-03-18,0,4.5,12,38,15000.0,OPEN_PO,STALE_DEAD,325226636,501,29.5,ITEM,312.0,PM0000468,BH-PM,
PM0000076,TIN 15 LTR,TIN,6030.0,PCS,M/S SHIVA TIN,2025-07-24,2025-07-24,0,6,29,17,9500.0,OPEN_PO,STALE_DEAD,725226621,373,35,ITEM,6000.0,PM0000076,BH-PM,
CG0000026,HARDWARE FOR WIP/SANITARY - WIP DOCK AND 1ST FLOOR EXTENSION,CONSUMABLE,6000.0,PCS,S.R. ENTERPRISES,2024-12-26,2025-01-10,0,5,30,23,7.0,OPEN_PO,STALE_DEAD,1224226625,583,5,ITEM,1.0,CG0000026,BH-FA,
PM0000121,PET BOTTLE 1 LTR 52 GMS POMACE,BOTTLE,6000.0,PCS,PARAMBA POLYMER,2025-07-22,2025-07-22,0,3,27,19,100000.0,OPEN_PO,STALE_DEAD,725226615,375,37,ITEM,5012.0,PM0000121,BH-PM,
PM0000060,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO,CAP,6000.0,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2025-11-25,2025-11-25,0,12,13,5,100000.0,OPEN_PO,STALE_DEAD,1125226602,249,20,ITEM,24000.0,PM0000060,BH-PM,
PM0000519,LABEL 1 LTR SO OLIVE BACK,LABEL,6000.0,PCS,ROYAL PRIME LABELS,2025-12-03,2025-12-03,0,14,14,1,6000.0,OPEN_PO,STALE_DEAD,1225226503,241,14,ITEM,6000.0,PM0000519,BH-PM,
PM0000518,LABEL 1 LTR SO OLIVE FRONT,LABEL,6000.0,PCS,ROYAL PRIME LABELS,2025-12-03,2025-12-03,0,14,14,1,6000.0,OPEN_PO,STALE_DEAD,1225226503,241,14,ITEM,6000.0,PM0000518,BH-PM,
PM0000357,HDPE BOTTLE 5 LTR DARK GREEN,BOTTLE,6000.0,PCS,RAJ TECHNOPACK PVT LTD,2025-12-05,2025-12-05,0,43,43,1,10000.0,OPEN_PO,STALE_DEAD,1225226517,239,45,ITEM,6000.0,PM0000357,BH-PM,
PM0000784,LABEL 1 LTR SO OLIVE BLENDED OLIVE OIL BACK,LABEL,6000.0,PCS,ROYAL PRIME LABELS,2026-01-11,2026-01-11,0,4.5,6,2,6000.0,OPEN_PO,STALE_DEAD,126226579,202,4.5,ITEM,6000.0,PM0000784,BH-PM,
PM0000785,LABEL 1 LTR SO OLIVE BLENDED OLIVE OIL FRONT,LABEL,6000.0,PCS,ROYAL PRIME LABELS,2026-01-11,2026-01-11,0,4.5,6,2,6000.0,OPEN_PO,STALE_DEAD,126226579,202,4.5,ITEM,6000.0,PM0000785,BH-PM,
PM0000784,LABEL 1 LTR SO OLIVE BLENDED OLIVE OIL BACK,LABEL,6000.0,PCS,ROYAL PRIME LABELS,2026-01-11,2026-01-11,0,4.5,6,2,6000.0,OPEN_PO,STALE_DEAD,126226581,202,4.5,ITEM,6000.0,PM0000784,BH-PM,
PM0000785,LABEL 1 LTR SO OLIVE BLENDED OLIVE OIL FRONT,LABEL,6000.0,PCS,ROYAL PRIME LABELS,2026-01-11,2026-01-11,0,4.5,6,2,6000.0,OPEN_PO,STALE_DEAD,126226581,202,4.5,ITEM,6000.0,PM0000785,BH-PM,
PM0000519,LABEL 1 LTR SO OLIVE BACK,LABEL,6000.0,PCS,ROYAL PRIME LABELS,2026-02-03,2026-02-03,0,14,14,1,6000.0,OPEN_PO,STALE_DEAD,226226514,179,14,ITEM,6000.0,PM0000519,BH-PM,
PM0000518,LABEL 1 LTR SO OLIVE FRONT,LABEL,6000.0,PCS,ROYAL PRIME LABELS,2026-02-03,2026-02-03,0,14,14,1,6000.0,OPEN_PO,STALE_DEAD,226226514,179,14,ITEM,6000.0,PM0000518,BH-PM,
PM0000078,CAPS 5 LTR/15 LTR,CAP,6000.0,PCS,BABAJI UDYOG PVT. LTD.,2026-04-24,2026-04-24,0,12.0,25,6,50500.0,OPEN_PO,STALE_DEAD,220426096,99,15.5,ITEM,2000.0,PM0000078,BH-PM,
PM0000825,CARTON 1 LTR 20 PCS NEW,CARTON,5955.0,PCS,SSY CONTAINERS PVT LTD,2026-07-28,2026-07-28,0,2,5,11,5000.0,OPEN_PO,LIVE,220726123,4,5,ITEM,283.0,PM0000825,BH-PM,
PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,CARTON,5936.0,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2026-01-10,2026-01-10,0,3.0,67,18,8279.0,OPEN_PO,STALE_DEAD,126226536,203,10.5,ITEM,707.0,PM0000006,BH-PM,
PM0000395,TIN 5 LTR POMACE OLIVE SANO,TIN,5912.0,PCS,NATIONAL TIN INDUSTRIES,2025-10-03,2025-10-03,0,12,31,9,15000.0,OPEN_PO,STALE_DEAD,1025226502,302,70,ITEM,3716.0,PM0000395,BH-PM,
PM0000469,CAPS 5 LTR BROWN,CAP,5800.0,PCS,ECHO PLAST INDIA,2026-05-01,2026-05-01,0,5.5,24,28,10000.0,OPEN_PO,STALE_DEAD,220526059,92,23.5,ITEM,1085.0,PM0000469,BH-PM,
PM0000471,CAPS 5 LTR BLUE,CAP,5680.0,PCS,ECHO PLAST INDIA,2024-10-11,2024-10-11,0,2,5,3,5000.0,OPEN_PO,STALE_DEAD,1024226559,659,2,ITEM,700.0,PM0000471,BH-PM,
PM0000113,HDPE BOTTLE 3 LTR,BOTTLE,5660.0,PCS,RAJ TECHNOPACK PVT LTD,2026-02-05,2026-02-05,0,4,21,13,10000.0,OPEN_PO,STALE_DEAD,226226513,177,8,ITEM,1085.0,PM0000113,BH-PM,
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,5648.35,LTR,DIL EXIM COMMODITIES PRIVATE LIMITED,2025-08-08,2025-08-08,0,13,22,137,45505.4,OPEN_PO,STALE_DEAD,825226527,358,13,ITEM,656.04,RM0000025,BH-GJ,
PM0000013,CARTON 5 LTR 4 PCS,CARTON,5638.0,PCS,SSY CONTAINERS PVT LTD,2025-11-05,2025-11-05,0,3,11,21,10000.0,OPEN_PO,STALE_DEAD,1125226531,269,22,ITEM,2834.0,PM0000013,BH-PM,
PM0000113,HDPE BOTTLE 3 LTR,BOTTLE,5515.0,PCS,RAJ TECHNOPACK PVT LTD,2026-04-28,2026-04-28,0,4,21,13,10000.0,OPEN_PO,STALE_DEAD,220426122,95,8,ITEM,1085.0,PM0000113,BH-PM,
PM0000468,CAPS 5 LTR GREEN,CAP,5515.0,PCS,RAJ TECHNOPACK PVT LTD,2026-04-28,2026-04-28,0,4.5,12,38,15000.0,OPEN_PO,STALE_DEAD,220426122,95,29.5,ITEM,312.0,PM0000468,BH-PM,
PM0000072,SHRINKS 5 LTR 400X415 5+1 PCS,SHRINK,5500.0,PCS,MULTILAYER INDUSTRIES,2025-04-03,2025-04-03,0,8,16,5,10000.0,OPEN_PO,STALE_DEAD,425226520,485,8,ITEM,1000.0,PM0000072,BH-PM,
PM0000051,LABEL 5 LTR REFINED BACK,LABEL,5500.0,PCS,ROYAL PRIME LABELS,2025-08-13,2025-08-13,0,17.5,21,2,5500.0,OPEN_PO,STALE_DEAD,825226549,353,17.5,ITEM,5000.0,PM0000051,BH-FG,
PM0000052,LABEL 5 LTR REFINED FRONT,LABEL,5500.0,PCS,ROYAL PRIME LABELS,2025-08-13,2025-08-13,0,17.5,21,2,5500.0,OPEN_PO,STALE_DEAD,825226549,353,17.5,ITEM,5000.0,PM0000052,BH-FG,
PM0000587,PET BOTTLE 250 ML BOTTLES,BOTTLE,5485.0,PCS,ECHO PLAST INDIA,2024-11-11,2024-11-11,0,5,17,3,7854.5,OPEN_PO,STALE_DEAD,1124226608,628,26,ITEM,4261.0,PM0000587,BH-PM,
PM0000470,CAPS 5 LTR ORANGE,CAP,5270.0,PCS,RAJ TECHNOPACK PVT LTD,2026-04-01,2026-04-01,0,8.0,22,20,10000.0,OPEN_PO,STALE_DEAD,220426020,122,20.5,ITEM,3045.0,PM0000470,BH-PM,
PM0000006,CARTON 1 LTR 20 PCS,CARTON,5269.0,PCS,SSY CONTAINERS PVT LTD,2025-05-10,2025-05-10,0,3.0,67,18,8279.0,OPEN_PO,STALE_DEAD,525226551,448,10.5,ITEM,707.0,PM0000006,BH-PM,
PM0000470,CAPS 5 LTR ORANGE,CAP,5256.0,PCS,ECHO PLAST INDIA,2024-10-22,2024-10-22,0,8.0,22,20,10000.0,OPEN_PO,STALE_DEAD,1024226637,648,20.5,ITEM,3045.0,PM0000470,BH-FG,
RM0000003,MUSTARD LOOSE OIL,OIL,5241.75,LTR,M/S ARORA AGRI BUSINESS VENTURES,2026-05-14,2026-05-14,0,11,33,57,44417.5,OPEN_PO,LIVE,220526086,79,13,ITEM,4390.11,RM0000003,BH-GJ,
PM0000468,CAPS 5 LTR GREEN,CAP,5233.0,PCS,ECHO PLAST INDIA,2026-04-24,2026-04-24,0,4.5,12,38,15000.0,OPEN_PO,STALE_DEAD,220426106,99,29.5,ITEM,312.0,PM0000468,BH-PM,
PM0000469,CAPS 5 LTR BROWN,CAP,5203.0,PCS,ECHO PLAST INDIA,2024-10-11,2024-10-11,0,5.5,24,28,10000.0,OPEN_PO,STALE_DEAD,1024226559,659,23.5,ITEM,1085.0,PM0000469,BH-PM,
PM0000251,PET BOTTLE 2 LTR 80 GMS YELLOW HANDLE,BOTTLE,5176.0,PCS,TPAC PACKAGING INDIA PVT LTD II,2026-04-24,2026-04-24,0,7,26,7,22500.0,OPEN_PO,STALE_DEAD,220426115,99,26,ITEM,1250.0,PM0000251,BH-PM,
PM0000357,HDPE BOTTLE 5 LTR GREEN,BOTTLE,5050.0,PCS,ECHO PLAST INDIA,2024-10-01,2024-10-01,0,43,43,1,10000.0,OPEN_PO,STALE_DEAD,1024226512,669,45,ITEM,6000.0,PM0000357,BH-PM,
PM0000468,CAPS 5 LTR GREEN,CAP,5025.0,PCS,ECHO PLAST INDIA,2026-05-04,2026-05-04,0,4.5,12,38,15000.0,OPEN_PO,LIVE,220526162,89,29.5,ITEM,312.0,PM0000468,BH-PM,
PM0000254,CARTON 2 LTR 10 PCS HANDLE BOTTLE,CARTON,5006.0,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2025-12-16,2025-12-16,0,4,100,3,5000.0,OPEN_PO,STALE_DEAD,1225226561,228,4,ITEM,3200.0,PM0000254,BH-PM,
PM0000229,CARTON 4 LTR 5 PCS,CARTON,5000.0,PCS,SSY CONTAINERS PVT LTD,2024-10-01,2024-10-01,0,2,9,7,3470.0,OPEN_PO,STALE_DEAD,1024226521,669,9,ITEM,2000.0,PM0000229,BH-FG,
RM0000006,DESI GHEE,RAW_OTHER,5000.0,PCS,BHARAT ORGANICS & DAIRY PRODUCTS,2024-10-21,2024-10-21,0,21.0,40,2,2250.0,OPEN_PO,STALE_DEAD,1024226620,649,29.5,ITEM,2250.0,RM0000006,BH-PM,
PM0000622,POUCH 889 GMS RICE BRAN ROLLS KGS,POUCH,5000.0,KGS,UNIQUE PACKTECH,2024-11-11,2024-11-11,0,15,38,0,,OPEN_PO,STALE_DEAD,1124226546,628,,CLASS_FALLBACK,,PM0000622,BH-PM,
FG0000223,JIVO DESI GHEE 1 LTR 1 PCS,FINISHED,5000.0,PCS,ZOMATO HYPERPURE PVT LTD,2024-12-11,2024-12-11,0,4.0,11,0,,OPEN_PO,STALE_DEAD,1224226560,598,,CLASS_FALLBACK,,FG0000223,BH-FG,
FG0000223,JIVO DESI GHEE 1 LTR 1 PCS,FINISHED,5000.0,PCS,ZOMATO HYPERPURE PVT LTD,2024-12-12,2024-12-12,0,4.0,11,0,,OPEN_PO,STALE_DEAD,1224226564,597,,CLASS_FALLBACK,,FG0000223,BH-FG,
CG0000032,MS PIPE/ANGLE- WIP -TERRACE-TIN SHED (STORAGE),CONSUMABLE,5000.0,PCS,H.R TRADERS,2024-12-25,2024-12-30,0,6,21,0,,OPEN_PO,STALE_DEAD,1224226662,584,,CLASS_FALLBACK,,CG0000032,BH-FA,
PM0000498,PET BOTTLE 500 MLS 34 GMS GREEN,BOTTLE,5000.0,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2025-01-25,2025-01-25,0,8,8,1,15000.0,OPEN_PO,STALE_DEAD,125226622,553,8,ITEM,15000.0,PM0000498,BH-FG,
PM0000125,PET BOTTLE 500 MLS 34 GMS,BOTTLE,5000.0,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2025-01-25,2025-01-25,0,8.0,9,2,100000.0,OPEN_PO,STALE_DEAD,125226622,553,14.0,ITEM,100000.0,PM0000125,BH-FG,
PM0000058,PET BOTTLE 200 MLS OLIVE OIL,BOTTLE,5000.0,PCS,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2025-01-25,2025-01-25,0,4,15,3,100000.0,OPEN_PO,STALE_DEAD,125226622,553,15,ITEM,30000.0,PM0000058,BH-FG,
PM0000076,TIN 15 LTR,TIN,5000.0,PCS,JAGDAMBA SALES CORPORATION,2025-02-03,2025-02-03,0,6,29,17,9500.0,OPEN_PO,STALE_DEAD,225226518,544,35,ITEM,6000.0,PM0000076,BH-PM,
CG0000041,PAMPHLET OLIVE GULFOOD,CONSUMABLE,5000.0,PCS,ATLAS PRINTING PRESS,2025-03-13,2025-03-13,0,6,21,0,,OPEN_PO,STALE_DEAD,325226742,506,,CLASS_FALLBACK,,CG0000041,DL-FA,
PM0000471,CAPS 5 LTR BLUE,CAP,5000.0,PCS,RAJ TECHNOPACK PVT LTD,2025-05-10,2025-05-10,0,2,5,3,5000.0,OPEN_PO,STALE_DEAD,525226554,448,2,ITEM,700.0,PM0000471,BH-PM,
PM0000560,PET BOTTLE 2 LTR 80 GRM (GREEN HANDLE),BOTTLE,5000.0,PCS,TPAC PACKAGING INDIA PVT LTD II,2025-06-30,2025-06-30,0,4,27,0,,OPEN_PO,STALE_DEAD,625226654,397,,CLASS_FALLBACK,,PM0000560,BH-PM,
PM0000155,SHRINKS NECK 500 MLS PRINTED EXTRA VIRGIN OLIVE,SHRINK,5000.0,PCS,POLYLAM PRINTERS PRIVATE LIMITED,2025-07-01,2025-07-15,0,11,11,1,35000.0,OPEN_PO,STALE_DEAD,725226549,396,11,ITEM,35000.0,PM0000155,BH-PM,
PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,CARTON,5000.0,PCS,SSY CONTAINERS PVT LTD,2025-08-22,2025-08-22,0,3.0,67,18,8279.0,OPEN_PO,STALE_DEAD,825226615,344,10.5,ITEM,707.0,PM0000006,BH-PM,
PM0000360,LABEL 5 LTR GOLD BACK NEW,LABEL,5000.0,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,2025-11-28,2025-11-28,0,11,11,1,25000.0,OPEN_PO,STALE_DEAD,1125226616,246,11,ITEM,20000.0,PM0000360,BH-PM,
PM0000359,LABEL 5 LTR GOLD FRONT NEW,LABEL,5000.0,PCS,ZENBI INTERNATIONAL PRIVATE LIMITED,2025-11-28,2025-11-28,0,11,11,1,25000.0,OPEN_PO,STALE_DEAD,1125226616,246,11,ITEM,20000.0,PM0000359,BH-PM,
PM0000471,CAPS 5 LTR BLUE,CAP,5000.0,PCS,RAJ TECHNOPACK PVT LTD,2025-12-05,2025-12-05,0,2,5,3,5000.0,OPEN_PO,STALE_DEAD,1225226517,239,2,ITEM,700.0,PM0000471,BH-PM,
PM0000009,CARTON 2 LTR 10 PCS,CARTON,5000.0,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2025-12-16,2025-12-16,0,5.0,17,4,3600.0,OPEN_PO,STALE_DEAD,1225226561,228,12.5,ITEM,734.0,PM0000009,BH-PM,
PM0000469,CAPS 5 LTR BROWN,CAP,5000.0,PCS,RAJ TECHNOPACK PVT LTD,2026-01-06,2026-01-06,0,5.5,24,28,10000.0,OPEN_PO,STALE_DEAD,126226639,207,23.5,ITEM,1085.0,PM0000469,BH-PM,
PM0000730,CAPS INNER GLASS BOTTLE 250 MLS,CAP,5000.0,PCS,PYARA LAL KAPUR AND SONS,2026-02-01,2026-02-01,0,4,4,1,5000.0,OPEN_PO,STALE_DEAD,226226521,181,4,ITEM,5000.0,PM0000730,BH-PM,
PM0000085,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO,CAP,5000.0,PCS,BABAJI UDYOG PVT. LTD.,2026-03-02,2026-03-02,0,6.0,23,14,137500.0,OPEN_PO,STALE_DEAD,326226510,152,15.5,ITEM,2000.0,PM0000085,BH-PM,
PM0000471,CAPS 5 LTR BLUE,CAP,5000.0,PCS,ECHO PLAST INDIA,2026-03-19,2026-03-19,0,2,5,3,5000.0,OPEN_PO,STALE_DEAD,326226558,135,2,ITEM,700.0,PM0000471,BH-PM,
PM0000053,HDPE BOTTLE 5 LTR,BOTTLE,5000.0,PCS,RAJ TECHNOPACK PVT LTD,2026-03-19,2026-03-19,0,2.0,9,30,30000.0,OPEN_PO,STALE_DEAD,326226559,135,23.5,ITEM,1050.0,PM0000053,BH-PM,
PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,CARTON,5000.0,PCS,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2026-03-20,2026-03-20,0,3.0,67,18,8279.0,OPEN_PO,STALE_DEAD,326226564,134,10.5,ITEM,707.0,PM0000006,BH-PM,
PM0000634,CARTON 1 LTR 20 PCS SANO,CARTON,5000.0,PCS,SSY CONTAINERS PVT LTD,2026-03-20,2026-03-20,0,8.0,14,4,5000.0,OPEN_PO,STALE_DEAD,326226565,134,12.0,ITEM,5000.0,PM0000634,BH-PM,
PM0000634,CARTON 1 LTR 20 PCS SANO,CARTON,5000.0,PCS,SSY CONTAINERS PVT LTD,2026-03-24,2026-03-24,0,8.0,14,4,5000.0,OPEN_PO,STALE_DEAD,326226588,130,12.0,ITEM,5000.0,PM0000634,BH-PM,
PM0000469,CAPS 5 LTR BROWN,CAP,5000.0,PCS,ECHO PLAST INDIA,2026-05-23,2026-05-23,0,5.5,24,28,10000.0,OPEN_PO,LIVE,220526114,70,23.5,ITEM,1085.0,PM0000469,BH-PM,
PM0000469,CAPS 5 LTR BROWN,CAP,5000.0,PCS,RAJ TECHNOPACK PVT LTD,2026-05-28,2026-05-28,0,5.5,24,28,10000.0,OPEN_PO,LIVE,220526146,65,23.5,ITEM,1085.0,PM0000469,BH-PM,
PM0000469,CAPS 5 LTR BROWN,CAP,5000.0,PCS,RAJ TECHNOPACK PVT LTD,2026-06-05,2026-06-05,0,5.5,24,28,10000.0,OPEN_PO,LIVE,220626024,57,23.5,ITEM,1085.0,PM0000469,BH-PM,
PM0000469,CAPS 5 LTR BROWN,CAP,5000.0,PCS,ECHO PLAST INDIA,2026-06-06,2026-06-06,0,5.5,24,28,10000.0,OPEN_PO,LIVE,220626035,56,23.5,ITEM,1085.0,PM0000469,BH-PM,
PM0000470,CAPS 5 LTR ORANGE,CAP,5000.0,PCS,ECHO PLAST INDIA,2026-06-06,2026-06-06,0,8.0,22,20,10000.0,OPEN_PO,LIVE,220626035,56,20.5,ITEM,3045.0,PM0000470,BH-PM,
PM0000471,CAPS 5 LTR BLUE,CAP,5000.0,PCS,ECHO PLAST INDIA,2026-06-11,2026-06-11,0,2,5,3,5000.0,OPEN_PO,LIVE,220626069,51,2,ITEM,700.0,PM0000471,BH-PM,
PM0000113,HDPE BOTTLE 3 LTR,BOTTLE,5000.0,PCS,ECHO PLAST INDIA,2026-07-07,2026-07-07,0,4,21,13,10000.0,OPEN_PO,LIVE,220726072,25,8,ITEM,1085.0,PM0000113,BH-PM,
PM0000053,HDPE BOTTLE 5 LTR,BOTTLE,5000.0,PCS,BAL KRISHNA INDUSTRIES,2026-07-25,2026-07-25,0,2.0,9,30,30000.0,OPEN_PO,LIVE,220726117,7,23.5,ITEM,1050.0,PM0000053,BH-PM,
PM0000626,PET JAR DESI GHEE 1000 MLS (70 GMS),JAR,4969.0,PCS,ECHO PLAST INDIA,2025-01-29,2025-01-29,0,2,2,1,7500.0,OPEN_PO,STALE_DEAD,125226647,549,2,ITEM,5000.0,PM0000626,BH-PM,
PM0000470,CAPS 5 LTR ORANGE,CAP,4940.0,PCS,RAJ TECHNOPACK PVT LTD,2025-05-10,2025-05-10,0,8.0,22,20,10000.0,OPEN_PO,STALE_DEAD,525226554,448,20.5,ITEM,3045.0,PM0000470,BH-PM,
PM0000077,TIN 5 LTR EXTRA LIGHT OLIVE PRINTED,TIN,4935.0,PCS,NATIONAL TIN INDUSTRIES,2025-07-13,2025-07-13,0,31,67,5,10000.0,OPEN_PO,STALE_DEAD,725226595,384,44,ITEM,171.0,PM0000077,BH-PM,
