SCOPE	GRP_KEY	GRP_LABEL	SORT_KEY	GRPO_DOCS	GRPO_LINES	GRPO_NET	GRPO_GST	GRPO_GROSS	UNBILLED_DOCS	UNBILLED_LINES	UNBILLED_NET	UNBILLED_GST	UNBILLED_GROSS	UB_0_30	UB_31_60	UB_61_90	UB_91_180	UB_181_365	UB_365PLUS	UB_90PLUS_DOCS	UB_90PLUS_GROSS	UB_ZEROQTY_LINES	UB_ZEROQTY_GROSS	OLDEST_UB_DATE	OLDEST_UB_DAYS	CLOSED_NOBILL_DOCS	CLOSED_NOBILL_LINES	CLOSED_NOBILL_GROSS	RETURNED_DOCS	RETURNED_LINES	RETURNED_GROSS	INVOICED_DOCS	NOINV_DOCS	NOINV_GROSS	INV_PAIR_DOCS	INV_SAMEDAY_DOCS	INV_SAMEDAY_PCT	INV_LAG_AVG_DAYS	INV_LAG_MED_DAYS	EXT_GRPO_DOCS	EXT_GRPO_GROSS	EXT_UNBILLED_DOCS	EXT_UNBILLED_GROSS	EXT_UB_90PLUS_DOCS	EXT_UB_90PLUS_GROSS
VENDOR	VENDA000936	SSY CONTAINERS PVT LTD [EXTERNAL]	5	220	541	40630149.47	3471979.37	44102128.84	6	14	1381833.33	69091.67	1450925	1450925	0	0	0	0	0	0	0	0	0	2026-08-06	16	0	0	0	0	0	0	214	6	1450925	214	201	93.93	0.36	0	220	44102128.84	6	1450925	0	0
VENDOR	VENDA000515	ECHO PLAST INDIA [EXTERNAL]	5	284	910	36370307.28	6546655.5	42916962.78	3	7	354284.1	63771.33	418055.43	418055.43	0	0	0	0	0	0	0	0	0	2026-08-07	15	1	1	0	0	0	0	281	3	418055.43	281	267	95.02	1.04	0	284	42916962.78	3	418055.43	0	0
VENDOR	VENDA000256	MAHALAXMI ENTERPRISES [EXTERNAL]	5	10	10	38438150	1921907.5	40360057.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	10	0	0	10	8	80	0.2	0	10	40360057.5	0	0	0	0
VENDOR	VENDA001375	MODI OIL TRADERS [EXTERNAL]	5	7	7	35442527	1772126.35	37214653.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	7	0	0	7	7	100	0	0	7	37214653.35	0	0	0	0
VENDOR	VENDA000942	PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q) [EXTERNAL]	5	127	283	30088582.54	5415929.23	35504511.76	1	2	792573.12	142661.07	935234.19	935234.19	0	0	0	0	0	0	0	0	0	2026-08-20	2	0	0	0	0	0	0	126	1	935234.19	126	117	92.86	1.02	0	127	35504511.76	1	935234.19	0	0
VENDOR	VENDA001031	BR AGROTECH LTD [EXTERNAL]	5	107	178	28207450.14	5077341.03	33284791.17	8	15	2022694.56	364085.02	2386779.58	2386779.58	0	0	0	0	0	0	0	0	0	2026-08-10	12	0	0	0	1	1	125351.12	99	8	2386779.58	99	91	91.92	2.74	0	107	33284791.17	8	2386779.58	0	0
VENDOR	VENDA000004	JIVO WELLNESS PVT LTD - DL [BRANCH]	5	44	361	26920228.61	1596777	28517005.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	44	0	0	44	25	56.82	7.68	0	0	0	0	0	0	0
VENDOR	VENDA000601	FRYSTAL PET PRIVATE LIMITED [EXTERNAL]	5	33	51	22268835.5	4008396.61	26277232.12	7	8	4514580	812624.4	5327204.4	5327204.4	0	0	0	0	0	0	0	0	0	2026-08-07	15	0	0	0	0	0	0	26	7	5327204.4	26	24	92.31	0.69	0	33	26277232.12	7	5327204.4	0	0
VENDOR	VENDA000939	TPAC PACKAGING INDIA PVT LTD II [EXTERNAL]	5	146	171	19300148.83	3474026.91	22774175.74	5	5	662510	119251.8	781761.8	781460.9	0	0	0	300.9	0	1	300.9	0	0	2025-11-30	265	0	0	0	0	0	0	141	5	781761.8	141	135	95.74	0.27	0	146	22774175.74	5	781761.8	1	300.9
VENDOR	VENDA001450	NETAJI OIL DEPOT PVT LTD [EXTERNAL]	5	4	4	20602295	1030114.75	21632409.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	4	0	0	4	4	100	0	0	4	21632409.75	0	0	0	0
VENDOR	VENDA001176	SPEAR AGRO INDUSTRIES PRIVATE LIMITED [EXTERNAL]	5	18	18	17902823.86	1863339.44	19766163.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	18	0	0	18	15	83.33	3.39	0	18	19766163.3	0	0	0	0
VENDOR	VENDA000399	PALAK INTERNATIONAL [EXTERNAL]	5	4	4	18818021.25	940901.07	19758922.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	4	0	0	4	4	100	0	0	4	19758922.32	0	0	0	0
VENDOR	VENDA000937	TPAC PACKAGING INDIA PVT LTD [EXTERNAL]	5	102	112	16511349.54	2972042.92	19483392.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	102	0	0	102	101	99.02	0.04	0	102	19483392.46	0	0	0	0
VENDOR	VENDA001358	MAA JAWALA OVERSEAS [EXTERNAL]	5	5	5	18164332.92	908216.65	19072549.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	5	0	0	5	4	80	0.8	0	5	19072549.57	0	0	0	0
VENDOR	VENDA001138	KAITHAL SOLVENT PRIVATE LIMITED [EXTERNAL]	5	3	3	17370140	868507	18238647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	3	0	0	3	3	100	0	0	3	18238647	0	0	0	0
VENDOR	VENDA001326	VINOD AGRO INDUSTRIES PRIVATE LIMITED [EXTERNAL]	5	3	3	16314740	815737	17130477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	3	0	0	3	3	100	0	0	3	17130477	0	0	0	0
VENDOR	VENDA001339	GOYAL OIL MILLS [EXTERNAL]	5	3	3	15976260	798813	16775073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	3	0	0	3	3	100	0	0	3	16775073	0	0	0	0
VENDOR	VENDA000002	JIVO WELLNESS PVT LTD - PB [BRANCH]	5	147	251	15898476.6	802729.13	16701205.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	147	0	0	147	102	69.39	0.67	0	0	0	0	0	0	0
VENDOR	VENDA000517	ROYAL PRIME LABELS [EXTERNAL]	5	183	648	12676886	2281839.48	14958725.48	11	41	1418406	255313.08	1673719.08	1673719.08	0	0	0	0	0	0	0	0	0	2026-08-10	12	0	0	0	0	0	0	172	11	1673719.08	172	161	93.6	0.36	0	183	14958725.48	11	1673719.08	0	0
VENDOR	VENDA000558	INTERNATIONAL COMPANY FOR OILS AND AGRI FOOD [EXTERNAL]	5	6	6	14655595.5	-74.63	14655520.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	6	0	0	6	6	100	0	0	6	14655520.87	0	0	0	0
VENDOR	VENDA001373	NATIONAL AGRO FOODS [EXTERNAL]	5	3	3	13498514	674925.7	14173439.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	3	0	0	3	2	66.67	0.33	0	3	14173439.7	0	0	0	0
VENDOR	VENDA000636	DELHI PUNJAB TRANSPORT CO [EXTERNAL]	5	867	1450	13137658.34	655166.17	13792824.5	26	43	399292.5	19964.62	419257.12	100403.1	285945.97	8925	23983.05	0	0	1	23983.05	43	419257.12	2026-04-21	123	9	13	38885.7	0	0	0	839	28	440786.85	839	21	2.5	29.59	28	867	13792824.5	26	419257.12	1	23983.05
VENDOR	VENDA001199	AB INTERNATIONAL [EXTERNAL]	5	1	1	12866040	643302	13509342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	1	0	0	1	1	100	0	0	1	13509342	0	0	0	0
VENDOR	VENDA001034	HARYANA INDUSTRIAL COMPANY [EXTERNAL]	5	42	47	10909460	1963702.8	12873162.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	42	0	0	42	42	100	0	0	42	12873162.8	0	0	0	0
VENDOR	VENDA001174	CHANDRA INDUSTRIES [EXTERNAL]	5	2	2	11294957.5	564747.87	11859705.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	2	0	0	2	2	100	0	0	2	11859705.37	0	0	0	0
VENDOR	VENDA001170	SHAKAMBARI AGRO TECH PRIVATE LIMITED [EXTERNAL]	5	2	2	11177685	558884.25	11736569.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	2	0	0	2	2	100	0	0	2	11736569.25	0	0	0	0
VENDOR	VENDA001175	SHREE GANESH EDIBLES PRIVATE LIMITED [EXTERNAL]	5	2	2	10995625	549781.25	11545406.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	2	0	0	2	2	100	0	0	2	11545406.25	0	0	0	0
VENDOR	VENDA000616	SHIVAY EDIBLES PVT LTD [EXTERNAL]	5	4	4	9739385.72	486969.28	10226355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	4	0	0	4	4	100	0	0	4	10226355	0	0	0	0
VENDOR	VENDA001072	SHIVALIK CONTAINERS PVT.LTD (AAECS1496B) [EXTERNAL]	5	57	79	8513644.9	828709.45	9342354.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	57	0	0	57	54	94.74	0.35	0	57	9342354.35	0	0	0	0
VENDOR	VENDA001598	VEE KAY TRADERS [EXTERNAL]	5	2	2	8684257.14	434212.86	9118470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	2	0	0	2	2	100	0	0	2	9118470	0	0	0	0
VENDOR	VENDA001180	HARYANA GENERAL INDUSTRIES [EXTERNAL]	5	30	32	7367812	1326206.16	8694018.16	1	1	341682	61502.76	403184.76	403184.76	0	0	0	0	0	0	0	0	0	2026-08-10	12	0	0	0	0	0	0	29	1	403184.76	29	26	89.66	0.28	0	30	8694018.16	1	403184.76	0	0
VENDOR_UNBILLED	VENDA000224	AWL AGRI BUSINESS LIMITED [EXTERNAL]	6	100	100	526075825	26303791.23	552379616.23	3	3	15911710	795585.5	16707295.5	16707295.5	0	0	0	0	0	0	0	0	0	2026-08-19	3	0	0	0	0	0	0	97	3	16707295.5	97	97	100	0	0	100	552379616.23	3	16707295.5	0	0
VENDOR_UNBILLED	VENDA000614	DHANLAXMI EDIBLES PRIVATE LIMITED [EXTERNAL]	6	32	32	203299618	10164980.93	213464598.93	1	1	6963600	348180	7311780	7311780	0	0	0	0	0	0	0	0	0	2026-08-20	2	0	0	0	0	0	0	31	1	7311780	31	31	100	0	0	32	213464598.93	1	7311780	0	0
VENDOR_UNBILLED	VENDA001607	VAISHNODEVI REFOILS & SOLVEX PRIVATE LIMITED [EXTERNAL]	6	7	7	43392820	2169641	45562461	1	1	6430930	321546.5	6752476.5	6752476.5	0	0	0	0	0	0	0	0	0	2026-08-21	1	0	0	0	0	0	0	6	1	6752476.5	6	6	100	0	0	7	45562461	1	6752476.5	0	0
VENDOR_UNBILLED	VENDA001695	M/S ARORA AGRI BUSINESS VENTURES [EXTERNAL]	6	25	25	140908565	7045428.25	147953993.25	1	1	5826640	291332	6117972	6117972	0	0	0	0	0	0	0	0	0	2026-08-21	1	0	0	0	0	0	0	24	1	6117972	24	24	100	0	0	25	147953993.25	1	6117972	0	0
VENDOR_UNBILLED	VENDA000601	FRYSTAL PET PRIVATE LIMITED [EXTERNAL]	6	33	51	22268835.5	4008396.61	26277232.12	7	8	4514580	812624.4	5327204.4	5327204.4	0	0	0	0	0	0	0	0	0	2026-08-07	15	0	0	0	0	0	0	26	7	5327204.4	26	24	92.31	0.69	0	33	26277232.12	7	5327204.4	0	0
VENDOR_UNBILLED	VENDA001443	WILLUS INFRASTRUCTURE PRIVATE LIMITED [EXTERNAL]	6	3	3	4555555.02	0	4555555.02	2	2	4347120	0	4347120	4347120	0	0	0	0	0	0	0	0	0	2026-08-13	9	0	0	0	0	0	0	1	2	4347120	1	1	100	0	0	3	4555555.02	2	4347120	0	0
VENDOR_UNBILLED	VENDA001031	BR AGROTECH LTD [EXTERNAL]	6	107	178	28207450.14	5077341.03	33284791.17	8	15	2022694.56	364085.02	2386779.58	2386779.58	0	0	0	0	0	0	0	0	0	2026-08-10	12	0	0	0	1	1	125351.12	99	8	2386779.58	99	91	91.92	2.74	0	107	33284791.17	8	2386779.58	0	0
VENDOR_UNBILLED	VENDA000933	RAJ TECHNOPACK PVT LTD [EXTERNAL]	6	431	952	51803061.95	9324551.15	61127613.1	12	27	1921845.5	345932.19	2267777.69	2267777.69	0	0	0	0	0	0	0	0	0	2026-08-07	15	0	0	0	0	0	0	419	12	2267777.69	419	409	97.61	0.74	0	431	61127613.1	12	2267777.69	0	0
VENDOR_UNBILLED	VENDA000517	ROYAL PRIME LABELS [EXTERNAL]	6	183	648	12676886	2281839.48	14958725.48	11	41	1418406	255313.08	1673719.08	1673719.08	0	0	0	0	0	0	0	0	0	2026-08-10	12	0	0	0	0	0	0	172	11	1673719.08	172	161	93.6	0.36	0	183	14958725.48	11	1673719.08	0	0
VENDOR_UNBILLED	VENDA000936	SSY CONTAINERS PVT LTD [EXTERNAL]	6	220	541	40630149.47	3471979.37	44102128.84	6	14	1381833.33	69091.67	1450925	1450925	0	0	0	0	0	0	0	0	0	2026-08-06	16	0	0	0	0	0	0	214	6	1450925	214	201	93.93	0.36	0	220	44102128.84	6	1450925	0	0
VENDOR_UNBILLED	VENDA001595	BABAJI UDYOG PVT. LTD. [EXTERNAL]	6	38	71	6001490	1080268.2	7081758.2	6	11	954870	171876.6	1126746.6	1126746.6	0	0	0	0	0	0	0	0	0	2026-08-05	17	0	0	0	0	0	0	32	6	1126746.6	32	31	96.88	0.03	0	38	7081758.2	6	1126746.6	0	0
VENDOR_UNBILLED	VENDA000942	PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q) [EXTERNAL]	6	127	283	30088582.54	5415929.23	35504511.76	1	2	792573.12	142661.07	935234.19	935234.19	0	0	0	0	0	0	0	0	0	2026-08-20	2	0	0	0	0	0	0	126	1	935234.19	126	117	92.86	1.02	0	127	35504511.76	1	935234.19	0	0
VENDOR_UNBILLED	VENDA000031	AG POLY PACKS PVT LTD [EXTERNAL]	6	6	12	1064019.6	191523.53	1255543.13	3	6	776970	139854.6	916824.6	916824.6	0	0	0	0	0	0	0	0	0	2026-08-07	15	0	0	0	0	0	0	3	3	916824.6	3	3	100	0	0	6	1255543.13	3	916824.6	0	0
VENDOR_UNBILLED	VENDA000335	KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0 [EXTERNAL]	6	33	56	6360134.97	336845.01	6696979.98	3	4	753091.72	37654.59	790746.31	790746.31	0	0	0	0	0	0	0	0	0	2026-08-08	14	0	0	0	0	0	0	30	3	790746.31	30	29	96.67	1.53	0	33	6696979.98	3	790746.31	0	0
VENDOR_UNBILLED	VENDA000939	TPAC PACKAGING INDIA PVT LTD II [EXTERNAL]	6	146	171	19300148.83	3474026.91	22774175.74	5	5	662510	119251.8	781761.8	781460.9	0	0	0	300.9	0	1	300.9	0	0	2025-11-30	265	0	0	0	0	0	0	141	5	781761.8	141	135	95.74	0.27	0	146	22774175.74	5	781761.8	1	300.9
VENDOR_UNBILLED	VENDA001740	L B ENTERPRISE [EXTERNAL]	6	1	1	415637	74814.66	490451.66	1	1	415637	74814.66	490451.66	0	490451.66	0	0	0	0	0	0	0	0	2026-07-21	32	0	0	0	0	0	0	0	1	490451.66	0	0	NULL	NULL	NULL	1	490451.66	1	490451.66	0	0
VENDOR_UNBILLED	VENDA000800	SHREE RAM RMC [EXTERNAL]	6	131	131	4654803	41202	4696005	14	14	442308.75	0	442308.75	397232.75	45076	0	0	0	0	0	0	0	0	2026-07-11	42	1	1	29117	0	0	0	116	15	471425.75	116	85	73.28	1.66	0	131	4696005	14	442308.75	0	0
VENDOR_UNBILLED	VENDA000636	DELHI PUNJAB TRANSPORT CO [EXTERNAL]	6	867	1450	13137658.34	655166.17	13792824.5	26	43	399292.5	19964.62	419257.12	100403.1	285945.97	8925	23983.05	0	0	1	23983.05	43	419257.12	2026-04-21	123	9	13	38885.7	0	0	0	839	28	440786.85	839	21	2.5	29.59	28	867	13792824.5	26	419257.12	1	23983.05
VENDOR_UNBILLED	VENDA000515	ECHO PLAST INDIA [EXTERNAL]	6	284	910	36370307.28	6546655.5	42916962.78	3	7	354284.1	63771.33	418055.43	418055.43	0	0	0	0	0	0	0	0	0	2026-08-07	15	1	1	0	0	0	0	281	3	418055.43	281	267	95.02	1.04	0	284	42916962.78	3	418055.43	0	0
VENDOR_UNBILLED	VENDA001180	HARYANA GENERAL INDUSTRIES [EXTERNAL]	6	30	32	7367812	1326206.16	8694018.16	1	1	341682	61502.76	403184.76	403184.76	0	0	0	0	0	0	0	0	0	2026-08-10	12	0	0	0	0	0	0	29	1	403184.76	29	26	89.66	0.28	0	30	8694018.16	1	403184.76	0	0
VENDOR_UNBILLED	VENDA000512	NATIONAL TIN INDUSTRIES [EXTERNAL]	6	102	213	50606046.5	9109088.37	59715134.87	1	1	328662	59159.16	387821.16	387821.16	0	0	0	0	0	0	0	0	0	2026-08-08	14	0	0	0	1	1	460200	100	2	848021.16	100	96	96	0.1	0	102	59715134.87	1	387821.16	0	0
VENDOR_UNBILLED	VENDA000945	MULTILAYER INDUSTRIES [EXTERNAL]	6	51	111	3397679.5	611582.31	4009261.81	2	3	250997	45179.46	296176.46	296176.46	0	0	0	0	0	0	0	0	0	2026-08-11	11	0	0	0	0	0	0	49	2	296176.46	49	46	93.88	1.08	0	51	4009261.81	2	296176.46	0	0
VENDOR_UNBILLED	VENDA001676	ABHIMAN EXPRESS [EXTERNAL]	6	50	92	2644516.01	132225.8	2776741.81	5	9	280682	14034.1	294716.1	134297.1	0	160419	0	0	0	0	0	9	294716.1	2026-06-05	78	0	0	0	0	0	0	45	5	294716.1	45	0	0	15.84	14	50	2776741.81	5	294716.1	0	0
VENDOR_UNBILLED	VENDA000972	BOMBAY SRINAGAR TRANSPORT REGD [EXTERNAL]	6	46	113	3445746	172287.3	3618033.3	3	5	216120	10806	226926	112266	96810	0	17850	0	0	1	17850	5	226926	2026-03-27	148	0	0	0	0	0	0	43	3	226926	43	0	0	24.49	17	46	3618033.3	3	226926	1	17850
VENDOR_UNBILLED	VENDA000634	UFLEX LIMITED NEW [EXTERNAL]	6	16	19	5562411.24	1001234.02	6563645.26	1	1	172487.1	31047.68	203534.78	203534.78	0	0	0	0	0	0	0	0	0	2026-08-04	18	0	0	0	0	0	0	15	1	203534.78	15	14	93.33	4.07	0	16	6563645.26	1	203534.78	0	0
VENDOR_UNBILLED	VENDA001661	PICK & SHIP LOGISTICS PRIVATE LIMITED [EXTERNAL]	6	135	205	1419236.24	245086.51	1664322.75	10	20	176646.66	24510.68	201157.34	124230.48	66126.02	7650.84	3150	0	0	1	3150	20	201157.34	2026-04-02	142	0	0	0	0	0	0	125	10	201157.34	125	3	2.4	19.84	20	135	1664322.75	10	201157.34	1	3150
VENDOR_UNBILLED	VENDA000781	BAKSHI PLASTIC BHANDAR [EXTERNAL]	6	29	38	1671735.27	300943.97	1972679.24	1	1	124200	22366.35	146566.35	0	0	146566.35	0	0	0	0	0	0	0	2026-06-17	66	0	0	0	0	0	0	28	1	146566.35	28	26	92.86	2.64	0	29	1972679.24	1	146566.35	0	0
VENDOR_UNBILLED	VENDA000119	SHRI PATA ENTERPRISES [EXTERNAL]	6	4	5	247676	44581.68	292257.68	1	2	117952	21231.36	139183.36	139183.36	0	0	0	0	0	0	0	0	0	2026-08-13	9	0	0	0	0	0	0	3	1	139183.36	3	3	100	0	0	4	292257.68	1	139183.36	0	0
VENDOR_UNBILLED	VENDA001465	A A ENTERPRISES [EXTERNAL]	6	15	30	1280080	230414.4	1510494.4	1	2	108480	19526.4	128006.4	128006.4	0	0	0	0	0	0	0	0	0	2026-08-18	4	0	0	0	0	0	0	14	1	128006.4	14	14	100	0	0	15	1510494.4	1	128006.4	0	0
VENDOR_UNBILLED	VENDA001737	NATIONAL AIRCON ENGINEERS [EXTERNAL]	6	2	5	101880	18338.4	120218.4	2	5	101880	18338.4	120218.4	55766.8	64451.6	0	0	0	0	0	0	0	0	2026-07-20	33	0	0	0	0	0	0	0	2	120218.4	0	0	NULL	NULL	NULL	2	120218.4	2	120218.4	0	0
VENDOR_UNBILLED	VENDA001320	BALAJI INC. [EXTERNAL]	6	4	5	235589	11779.45	247368.45	2	3	112355	5617.75	117972.75	117972.75	0	0	0	0	0	0	0	0	0	2026-08-14	8	0	0	0	0	0	0	2	2	117972.75	2	2	100	0	0	4	247368.45	2	117972.75	0	0
VENDOR_UNBILLED	VENDA000956	ARNAV TRANSPORT SERVICE [EXTERNAL]	6	798	1211	5318059.08	266744.15	5584803.24	16	39	111665	5583.25	117248.25	84908.25	0	30975	1365	0	0	1	1365	39	117248.25	2026-05-15	99	5	5	11637.15	0	0	0	781	17	128546.25	781	1	0.13	13.99	10	798	5584803.24	16	117248.25	1	1365
VENDOR_UNBILLED	VENDA001571	BHARGAVE ROAD CARRIER [EXTERNAL]	6	62	131	938911.91	46945.6	985857.5	3	10	108618	5430.9	114048.9	114048.9	0	0	0	0	0	0	0	10	114048.9	2026-07-27	26	0	0	0	0	0	0	59	3	114048.9	59	0	0	15.31	12	62	985857.5	3	114048.9	0	0
VENDOR_UNBILLED	VENDA001524	EMAAR GLASS INDUSTRIES [EXTERNAL]	6	3	4	344736	62052.48	406788.48	1	2	86400	15552	101952	101952	0	0	0	0	0	0	0	0	0	2026-08-06	16	0	0	0	0	0	0	2	1	101952	2	2	100	0	0	3	406788.48	1	101952	0	0
VENDOR_UNBILLED	VENDA001688	CORE PACKAGING [EXTERNAL]	6	5	9	226920.5	40845.69	267766.19	2	4	81288.5	14631.93	95920.43	95920.43	0	0	0	0	0	0	0	0	0	2026-08-07	15	0	0	0	0	0	0	3	2	95920.43	3	3	100	0	0	5	267766.19	2	95920.43	0	0
VENDOR_UNBILLED	VENDA000398	PUNJAB HIMACHAL ROAD SERVICE [EXTERNAL]	6	35	60	668831	33391.55	702222.55	5	11	86000	4300	90300	0	0	90300	0	0	0	0	0	11	90300	2026-06-02	81	1	1	1000	0	0	0	30	5	90300	30	2	6.67	36.53	25	35	702222.55	5	90300	0	0
VENDOR_UNBILLED	VENDA001340	HARI OM BHATTA CO. [EXTERNAL]	6	18	18	624400	0	624400	2	2	89600	0	89600	0	45920	0	0	43680	0	1	43680	0	0	2025-12-26	239	0	0	0	0	0	0	16	2	89600	16	14	87.5	1.94	0	18	624400	2	89600	1	43680
VENDOR_UNBILLED	VENDA001367	OM LOGISTICS SUPPLY CHAIN PRIVATE LIMITED [EXTERNAL]	6	415	490	6094789.44	1097129.91	7191919.35	17	19	74640.68	13435.32	88076	0	47321.52	0	2777.43	29153.09	8823.97	8	40754.49	19	88076	2025-07-31	387	14	14	203961.51	0	0	0	384	31	292037.52	384	2	0.52	62.38	52	415	7191919.35	17	88076	8	40754.49
VENDOR_UNBILLED	ORGV000465	ARVINDER SINGH IMPREST JWPL0115 FACTORY IMPREST 5 LAKH [EXTERNAL]	6	86	113	151641.4	0.02	151641.42	44	50	81615.24	0	81615.24	55200.22	26415.01	0	0	0	0	0	0	0	0	2026-07-06	47	0	0	0	0	0	0	42	44	81615.24	42	15	35.71	4.98	2.5	86	151641.42	44	81615.24	0	0
VENDOR_UNBILLED	VENDA000027	INDIYUM FOODS PRIVATE LIMITED [EXTERNAL]	6	17	26	1384411.54	69220.58	1453632.12	1	1	67320	3366	70686	0	0	0	0	70686	0	1	70686	0	0	2025-10-13	313	0	0	0	0	0	0	16	1	70686	16	6	37.5	7.81	2	17	1453632.12	1	70686	1	70686
VENDOR_UNBILLED	VENDA001753	BAL KRISHNA INDUSTRIES [EXTERNAL]	6	1	1	37531.3	6755.63	44286.93	1	1	37531.3	6755.63	44286.93	44286.93	0	0	0	0	0	0	0	0	0	2026-08-22	0	0	0	0	0	0	0	0	1	44286.93	0	0	NULL	NULL	NULL	1	44286.93	1	44286.93	0	0
VENDOR_UNBILLED	VENDA000400	AIR TRANS [EXTERNAL]	6	51	103	1799862.39	89658.42	1889520.81	3	7	41793.7	2089.64	43883.34	0	0	43882.34	0	0	1	1	1	7	43883.34	2025-04-23	486	1	1	0	0	0	0	49	2	43882.34	49	3	6.12	49.9	32	51	1889520.81	3	43883.34	1	1
VENDOR_UNBILLED	VENDA000268	HINDUSTAN BOTTLING AND ENGINEERS ASLPR2171A [EXTERNAL]	6	2	9	65388	11769.84	77157.84	1	5	35388	6369.84	41757.84	41757.84	0	0	0	0	0	0	0	0	0	2026-08-05	17	0	0	0	0	0	0	1	1	41757.84	1	1	100	0	0	2	77157.84	1	41757.84	0	0
VENDOR_UNBILLED	VENDA000808	RAM BHAJ SURESH KUMAR [EXTERNAL]	6	181	564	1201760.01	84168	1285928.01	6	28	28222.4	3767.4	31989.8	29157.8	0	0	0	0	2832	1	2832	0	0	2025-05-07	472	0	0	0	0	0	0	175	6	31989.8	175	156	89.14	3.92	0	181	1285928.01	6	31989.8	1	2832
VENDOR_UNBILLED	VENDA001226	ALOK INTERNATIONAL [EXTERNAL]	6	4	5	58450	10521	68971	2	2	26250	4725	30975	30975	0	0	0	0	0	0	0	0	0	2026-08-04	18	0	0	0	0	0	0	2	2	30975	2	2	100	0	0	4	68971	2	30975	0	0
VENDOR_UNBILLED	ORGV000389	GURNAM SINGH 25K_NEW IMPREST JWPL0001 [EXTERNAL]	6	10	200	118440.91	0	118440.91	3	44	29204	0	29204	29204	0	0	0	0	0	0	0	0	0	2026-08-08	14	0	0	0	0	0	0	7	3	29204	7	6	85.71	0.14	0	10	118440.91	3	29204	0	0
VENDOR_UNBILLED	VENDA000522	BHAGWATI INDUSTRIES [EXTERNAL]	6	37	59	503123.4	90562.21	593685.61	3	3	23904	4302.72	28206.72	22202.88	0	0	6003.84	0	0	1	6003.84	0	0	2026-03-17	158	0	0	0	0	0	0	34	3	28206.72	34	30	88.24	3.97	0	37	593685.61	3	28206.72	1	6003.84
VENDOR_UNBILLED	VENDA000798	SIDEL INDIA PVT LTD [EXTERNAL]	6	1	6	22428.08	4037.05	26465.13	1	6	22428.08	4037.05	26465.13	26465.13	0	0	0	0	0	0	0	0	0	2026-08-20	2	0	0	0	0	0	0	0	1	26465.13	0	0	NULL	NULL	NULL	1	26465.13	1	26465.13	0	0
VENDOR_UNBILLED	VENDA000532	MOK & DEK INDIA [EXTERNAL]	6	6	53	112726.41	2843.36	115569.77	2	22	23005.67	1837.15	24842.82	24842.82	0	0	0	0	0	0	0	0	0	2026-08-01	21	0	0	0	0	0	0	4	2	24842.82	4	4	100	0	0	6	115569.77	2	24842.82	0	0
VENDOR_UNBILLED	VENDA001754	GRAPHICS ELITE [EXTERNAL]	6	5	14	20849.12	3752.84	24601.96	5	14	20849.12	3752.84	24601.96	24601.96	0	0	0	0	0	0	0	0	0	2026-07-29	24	0	0	0	0	0	0	0	5	24601.96	0	0	NULL	NULL	NULL	5	24601.96	5	24601.96	0	0
