FAM_KEY	TN_SAMPLE	YM	DISP_DOCS	DISP_VAL_L	EXT_DISP_VAL_L	LR_PCT	VEH_PCT	VARIANTS	VENDOR_NAME	FRT_DOCS	FRT_SPEND_L	FRT_PCT_OF_DISP
BOMBEYSRINAGAR	Bombey Sri Nagar	2025-08	8	96.47	86.5	100	100	1	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2025-09	19	127.66	69.84	100	100	2	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2025-10	6	52.45	52.45	100	100	1	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2025-12	10	102.82	35.88	100	100	1	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2026-01	23	195.55	106.18	100	100	1	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2026-02	35	179.6	88.86	100	100	1	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2026-03	13	129.03	67.44	100	100	1	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2026-04	5	79.25	79.25	100	100	2	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2026-05	7	51.21	51.21	100	100	1	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2026-06	2	9.59	9.59	100	100	2	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2026-07	23	201.04	201.04	100	100	2	NULL	NULL	NULL	NULL
BOMBEYSRINAGAR	Bombey Sri Nagar	2026-08	4	27.37	27.37	100	100	2	NULL	NULL	NULL	NULL
BABAMIRCHINATHTRANSPORTCO	BABA MIRCHI NATH TRANSPORT CO	2024-10	49	493.13	290.55	100	55.1	1	BABA MIRCHI NATH TRANSPORT CO	NULL	NULL	NULL
