ROW_KIND	DOC_ENTRY	DOC_NUM	DOC_DATE	DOC_MONTH	DAYS_OPEN	AGE_BUCKET	DOC_STATUS	CARD_CODE	CARD_NAME	VENDOR_GROUP	PARTY_CLASS	BRANCH_ID	BRANCH_NAME	WAREHOUSES	VENDOR_REF	PO_DOCNUMS	NUM_LINES	NUM_UNBILLED_LINES	NUM_ZEROQTY_UNBILLED_LINES	DOC_NET	DOC_GST	DOC_GROSS	OPEN_NET	OPEN_GST	OPEN_GROSS	HAS_AP_INVOICE	AP_INVOICE_COUNT	AP_INVOICE_DOCNUMS	AP_LAG_DAYS
UNBILLED	9733	2026078353	2026-07-27	2026-07	26	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7241	NULL	1	1	1	7613	0	7613	7613	380.65	7993.65	N	0	NULL	NULL
UNBILLED	9746	2026078360	2026-07-28	2026-07	25	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7248	NULL	1	1	1	7603	0	7603	7603	380.15	7983.15	N	0	NULL	NULL
UNBILLED	9765	2026078371	2026-07-30	2026-07	23	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7261	NULL	1	1	1	7603	0	7603	7603	380.15	7983.15	N	0	NULL	NULL
UNBILLED	9779	2026078378	2026-07-23	2026-07	30	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7218	NULL	1	1	1	7596	0	7596	7596	379.8	7975.8	N	0	NULL	NULL
UNBILLED	9909	2026088073	2026-08-04	2026-08	18	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7283	NULL	1	1	1	7400	0	7400	7400	370	7770	N	0	NULL	NULL
UNBILLED	9764	2026078370	2026-07-30	2026-07	23	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7260	NULL	1	1	1	7335	0	7335	7335	366.75	7701.75	N	0	NULL	NULL
UNBILLED	9917	2026088079	2026-08-05	2026-08	17	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7289	NULL	1	1	1	7325	0	7325	7325	366.25	7691.25	N	0	NULL	NULL
UNBILLED	2585	2025048286	2025-04-17	2025-04	492	365+	O	VENDA001098	JINDOO RAM AND SONS	SERVICE	EXTERNAL	2	FACTORY	BH-FA	1712	425228092	1	1	0	6500	1170	7670	6500	1170	7670	N	0	NULL	NULL
UNBILLED	9594	2026078294	2026-07-24	2026-07	29	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7221	NULL	1	1	1	7070	0	7070	7070	353.5	7423.5	N	0	NULL	NULL
UNBILLED	9923	2026088085	2026-08-06	2026-08	16	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7299	NULL	1	1	1	6547	0	6547	6547	327.35	6874.35	N	0	NULL	NULL
