SCOPE	GRP_KEY	GRP_LABEL	SORT_KEY	GRPO_DOCS	GRPO_LINES	GRPO_NET	GRPO_GST	GRPO_GROSS	UNBILLED_DOCS	UNBILLED_LINES	UNBILLED_NET	UNBILLED_GST	UNBILLED_GROSS	UB_0_30	UB_31_60	UB_61_90	UB_91_180	UB_181_365	UB_365PLUS	UB_90PLUS_DOCS	UB_90PLUS_GROSS	UB_ZEROQTY_LINES	UB_ZEROQTY_GROSS	OLDEST_UB_DATE	OLDEST_UB_DAYS	CLOSED_NOBILL_DOCS	CLOSED_NOBILL_LINES	CLOSED_NOBILL_GROSS	RETURNED_DOCS	RETURNED_LINES	RETURNED_GROSS	INVOICED_DOCS	NOINV_DOCS	NOINV_GROSS	INV_PAIR_DOCS	INV_SAMEDAY_DOCS	INV_SAMEDAY_PCT	INV_LAG_AVG_DAYS	INV_LAG_MED_DAYS	EXT_GRPO_DOCS	EXT_GRPO_GROSS	EXT_UNBILLED_DOCS	EXT_UNBILLED_GROSS	EXT_UB_90PLUS_DOCS	EXT_UB_90PLUS_GROSS
TOTAL	ALL	All GRPOs	1	4566	6780	210555968.45	34111228.46	244667196.91	234	313	37530488.57	6577090.59	44107579.16	39001634.16	129918.52	1426700.6	461385.14	2968191.75	119748.99	26	3549325.88	206	1234737.92	2024-10-04	687	51	115	3503177.4	0	0	0	4282	284	47610755.56	4282	909	21.23	13.03	8	4495	209725071.14	227	15644977.48	22	3536783.09
CLASS	EXTERNAL	EXTERNAL	2	4495	6462	180901387.55	28823683.59	209725071.14	227	269	13405957.08	2239020.4	15644977.48	10551575.27	129918.52	1426700.6	459766.04	2968191.75	108825.3	22	3536783.09	206	1234737.92	2024-10-04	687	39	75	668136.35	0	0	0	4230	265	16313112.83	4230	876	20.71	13.14	8	4495	209725071.14	227	15644977.48	22	3536783.09
CLASS	INTERNAL_ADJ	INTERNAL_ADJ	2	16	79	26540017.87	4746701.17	31286719.04	4	39	24114826.43	4336851.56	28451678	28450058.9	0	0	1619.1	0	0	1	1619.1	0	0	2026-03-27	148	12	40	2835041.05	0	0	0	0	16	31286719.04	0	0	NULL	NULL	NULL	0	0	0	0	0	0
CLASS	BRANCH	BRANCH	2	55	239	3114563.03	540843.7	3655406.73	3	5	9705.06	1218.63	10923.69	0	0	0	0	0	10923.69	3	10923.69	0	0	2024-12-06	624	0	0	0	0	0	0	52	3	10923.69	52	33	63.46	4.63	0	0	0	0	0	0	0
MONTH	2024-09	2024-09	3	1	1	7969.5	1434.51	9404.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	1	0	0	1	0	0	61	61	1	9404.01	0	0	0	0
MONTH	2024-10	2024-10	3	42	95	3297204.98	563407.46	3860612.44	1	1	3600	648	4248	0	0	0	0	0	4248	1	4248	0	0	2024-10-04	687	3	20	177942.23	0	0	0	38	4	182190.23	38	24	63.16	12.53	0	39	3751126.14	1	4248	1	4248
MONTH	2024-11	2024-11	3	156	221	4719143.24	691992.71	5411135.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	156	0	0	156	33	21.15	34.55	30	154	5308015.77	0	0	0	0
MONTH	2024-12	2024-12	3	102	158	4133699.36	668986.93	4802686.29	1	1	901.02	162.18	1063.2	0	0	0	0	0	1063.2	1	1063.2	0	0	2024-12-06	624	1	1	3735.2	0	0	0	100	2	4798.4	100	32	32	8.14	8	96	4414359.88	0	0	0	0
MONTH	2025-01	2025-01	3	155	292	5501974	923319.06	6425293.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	155	0	0	155	65	41.94	7.21	4	151	6153250.23	0	0	0	0
MONTH	2025-02	2025-02	3	129	225	8076606.85	1403517.74	9480124.59	1	1	4500	810	5310	0	0	0	0	0	5310	1	5310	0	0	2025-02-07	561	4	10	98154.77	0	0	0	124	5	103464.77	124	53	42.74	8.15	3.5	122	8504833.31	1	5310	1	5310
MONTH	2025-03	2025-03	3	191	429	10013295.14	1642149.28	11655444.42	1	2	70685	12723.3	83408.3	0	0	0	0	0	83408.3	1	83408.3	0	0	2025-03-05	535	1	2	7587.15	0	0	0	189	2	90995.45	189	80	42.33	15.03	3	181	10646253.26	1	83408.3	1	83408.3
MONTH	2025-04	2025-04	3	206	320	8271626.38	1308534.19	9580160.57	1	1	6500	1170	7670	0	0	0	0	0	7670	1	7670	0	0	2025-04-17	492	6	6	32425	0	0	0	200	6	40094	200	51	25.5	20.85	11	205	9566203.51	1	7670	1	7670
MONTH	2025-05	2025-05	3	244	382	10940232.42	1625307.85	12565540.27	4	6	16093.04	1056.45	17149.49	0	0	0	0	0	17149.49	4	17149.49	0	0	2025-05-15	464	6	6	141517.94	0	0	0	234	10	158667.43	234	58	24.79	18.55	13	239	12524067.3	2	7289	2	7289
MONTH	2025-06	2025-06	3	271	395	8846684.03	1285173.62	10131857.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	1	1	5533.5	0	0	0	270	1	5533.5	270	63	23.33	11.95	7	268	10070518.29	0	0	0	0
MONTH	2025-07	2025-07	3	261	351	10111761.2	1571286.06	11683047.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	3	3	31185	0	0	0	258	3	31185	258	55	21.32	10.91	8	260	11656072.23	0	0	0	0
MONTH	2025-08	2025-08	3	217	283	7608252.41	1189614.16	8797866.57	1	1	900	0	900	0	0	0	0	0	900	1	900	0	0	2025-08-06	381	2	3	98432.7	0	0	0	214	3	99332.7	214	40	18.69	14.14	10	215	8648826.42	1	900	1	900
MONTH	2025-09	2025-09	3	202	298	9963012	1615651.39	11578663.38	2	2	11412.5	2054.25	13466.75	0	0	0	0	13466.75	0	2	13466.75	1	5206.75	2025-09-13	343	2	2	8135.92	0	0	0	198	4	21602.67	198	27	13.64	12.46	7	202	11578663.38	2	13466.75	2	13466.75
MONTH	2025-10	2025-10	3	259	384	8579731.65	1232982.92	9812714.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	259	0	0	259	68	26.25	19.25	13	252	9583587.16	0	0	0	0
MONTH	2025-11	2025-11	3	189	253	5450315.89	817573.25	6267889.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	2	2	9450	0	0	0	187	2	9450	187	27	14.44	11.74	9	186	5994099.23	0	0	0	0
MONTH	2025-12	2025-12	3	147	246	11138860.57	1928305.82	13067166.4	1	1	2500000	450000	2950000	0	0	0	0	2950000	0	1	2950000	0	0	2025-12-08	257	0	0	0	0	0	0	146	1	2950000	146	35	23.97	7.9	6	146	13064919.72	1	2950000	1	2950000
MONTH	2026-01	2026-01	3	126	315	3966971.14	642985.27	4609956.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	6	15	44007	0	0	0	120	6	44007	120	20	16.67	12.83	9	126	4609956.41	0	0	0	0
MONTH	2026-02	2026-02	3	145	184	5150375.22	834024.06	5984399.28	1	1	4500	225	4725	0	0	0	0	4725	0	1	4725	1	4725	2026-02-10	193	1	3	10029.95	0	0	0	143	2	14754.95	143	21	14.69	10.84	9	145	5984399.28	1	4725	1	4725
MONTH	2026-03	2026-03	3	208	283	9840046.59	1589865.42	11429912	6	9	358585	60039.64	418624.64	0	0	0	418624.64	0	0	6	418624.64	5	36393	2026-03-11	164	0	0	0	0	0	0	202	6	418624.64	202	39	19.31	10.11	7	207	11428292.9	5	417005.54	5	417005.54
MONTH	2026-04	2026-04	3	230	299	8609551.14	1389767.36	9999318.5	3	7	28655	1962.5	30617.5	0	0	0	30617.5	0	0	3	30617.5	2	8400	2026-04-01	143	4	10	1934614.76	0	0	0	223	7	1965232.26	223	24	10.76	19.43	15	226	8064703.74	3	30617.5	3	30617.5
MONTH	2026-05	2026-05	3	285	354	9969535.02	1627452.66	11596987.67	3	4	11610	533	12143	0	0	0	12143	0	0	3	12143	3	11193	2026-05-12	102	5	20	468812.96	0	0	0	277	8	480955.96	277	30	10.83	6.67	6	281	11128174.71	3	12143	3	12143
MONTH	2026-06	2026-06	3	326	417	11816970.65	1917725.29	13734695.95	3	3	1209572	217128.6	1426700.6	0	0	1426700.6	0	0	0	0	0	2	4800.6	2026-06-02	81	2	9	149166.03	0	0	0	321	5	1575866.63	321	29	9.03	9.44	8	324	13585529.92	3	1426700.6	0	0
MONTH	2026-07	2026-07	3	374	470	35805773.5	6146779.96	41952553.45	106	149	24766599.43	4371186.18	29137785.62	29007867.1	129918.52	0	0	0	0	0	0	107	670680.22	2026-07-03	50	2	2	282447.3	0	0	0	266	108	29420232.92	266	35	13.16	5.17	5	369	13220047.26	103	687726.72	0	0
MONTH	2026-08	2026-08	3	100	125	8736375.58	1493391.49	10229767.07	99	124	8536375.58	1457391.49	9993767.07	9993767.07	0	0	0	0	0	0	0	85	493339.35	2026-08-01	21	0	0	0	0	0	0	1	99	9993767.07	1	0	0	-6	-6	100	10229767.07	99	9993767.07	0	0
BRANCH	2	FACTORY	4	4517	6596	208094940.24	33695259.62	241790199.86	231	308	37520783.51	6575871.97	44096655.47	39001634.16	129918.52	1426700.6	461385.14	2968191.75	108825.3	23	3538402.19	206	1234737.92	2024-10-04	687	50	114	3503177.4	0	0	0	4237	280	47599831.87	4237	878	20.72	13.12	8	4491	209608386.84	227	15644977.48	22	3536783.09
BRANCH	1	DELHI	4	32	118	1648232.37	306916.77	1955149.15	3	5	9705.06	1218.63	10923.69	0	0	0	0	0	10923.69	3	10923.69	0	0	2024-12-06	624	1	1	0	0	0	0	28	4	10923.69	28	17	60.71	7.29	0	4	116684.3	0	0	0	0
BRANCH	3	PUNJAB	4	17	66	812795.84	109052.07	921847.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	17	0	0	17	14	82.35	1.06	0	0	0	0	0	0	0
VENDOR	VENDA000601	FRYSTAL PET PRIVATE LIMITED [EXTERNAL]	5	57	68	34150774.75	6147014.1	40297788.86	1	1	973486.08	175246.85	1148732.93	1148732.93	0	0	0	0	0	0	0	0	0	2026-08-05	17	0	0	0	0	0	0	56	1	1148732.93	56	52	92.86	0.48	0	57	40297788.86	1	1148732.93	0	0
VENDOR	VENDA001306	STOCK GOODS RECEIPTS [INTERNAL_ADJ]	5	16	79	26540017.87	4746701.17	31286719.04	4	39	24114826.43	4336851.56	28451678	28450058.9	0	0	1619.1	0	0	1	1619.1	0	0	2026-03-27	148	12	40	2835041.05	0	0	0	0	16	31286719.04	0	0	NULL	NULL	NULL	0	0	0	0	0	0
VENDOR	VENDA000758	NATIONAL POLYPLAST INDIA PVT LTD [EXTERNAL]	5	20	24	21794388.2	3922888.03	25717276.23	1	1	1852200	333396	2185596	2185596	0	0	0	0	0	0	0	0	0	2026-08-17	5	0	0	0	0	0	0	19	1	2185596	19	17	89.47	1.05	0	20	25717276.23	1	2185596	0	0
VENDOR	VENDA000189	VFORM TECHNOPACKS  LIMITED [EXTERNAL]	5	24	31	11642030	2095565.4	13737595.4	1	1	990000	178200	1168200	1168200	0	0	0	0	0	0	0	0	0	2026-08-08	14	0	0	0	0	0	0	23	1	1168200	23	23	100	0	0	24	13737595.4	1	1168200	0	0
VENDOR	VENDA001056	S.N. INDUSTRIES [EXTERNAL]	5	29	54	10678178.1	1922364.69	12600542.79	4	8	1308178.7	235375.21	1543553.91	1543553.91	0	0	0	0	0	0	0	0	0	2026-08-03	19	0	0	0	0	0	0	25	4	1543553.91	25	24	96	-0.12	0	29	12600542.79	4	1543553.91	0	0
VENDOR	VENDA000948	ARNAV TRANSPORT SERVICE [EXTERNAL]	5	1942	2347	11509556.7	576383.09	12085939.78	97	114	709413	35470.65	744883.65	637094.85	87145.8	4725	15918	0	0	3	15918	114	744883.65	2026-03-11	164	8	9	64684.2	0	0	0	1837	105	809567.85	1837	2	0.11	13.4	10	1942	12085939.78	97	744883.65	3	15918
VENDOR	VENDA001209	TULA ENGINEERING PRIVATE LIMITED [EXTERNAL]	5	3	3	5500000	990000	6490000	1	1	2500000	450000	2950000	0	0	0	0	2950000	0	1	2950000	0	0	2025-12-08	257	0	0	0	0	0	0	2	1	2950000	2	1	50	27.5	27.5	3	6490000	1	2950000	1	2950000
VENDOR	VENDA000798	SIDEL INDIA PVT LTD [EXTERNAL]	5	38	272	5243659.85	943858.77	6187518.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	38	0	0	38	28	73.68	5.34	0	38	6187518.62	0	0	0	0
VENDOR	VENDA000681	AJANTA BOTTLE PVT LTD [EXTERNAL]	5	8	9	4996860.8	899434.94	5896295.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	8	0	0	8	7	87.5	-2.75	0	8	5896295.74	0	0	0	0
VENDOR	VENDA000946	MANSAROVAR POLYMERS [EXTERNAL]	5	40	54	4752164.5	855389.61	5607554.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	40	0	0	40	38	95	0.55	0	40	5607554.11	0	0	0	0
VENDOR	VENDA000878	TECHNOPLAST PACKAGING PRIVATE LIMITED [EXTERNAL]	5	5	5	4345252.8	782203.68	5127456.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	5	0	0	5	5	100	0	0	5	5127456.48	0	0	0	0
VENDOR	VENDA000937	KVD PLASTO POLYMERS PRIVATE LIMITED (AAGCK3830R) [EXTERNAL]	5	5	5	4316190.4	776876.64	5093067.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	5	0	0	5	5	100	0	0	5	5093067.04	0	0	0	0
VENDOR	VENDA001234	M D ENTERPRISES [EXTERNAL]	5	3	3	3280741.25	590511.11	3871252.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	3	0	0	3	3	100	0	0	3	3871252.36	0	0	0	0
VENDOR	VENDA001083	SBP (FOOD & HYGIENE) PVT LTD [EXTERNAL]	5	16	28	3218728.59	579523.13	3798251.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	16	0	0	16	14	87.5	0.13	0	16	3798251.72	0	0	0	0
VENDOR	VENDA000517	ROYAL PRIME LABELS [EXTERNAL]	5	27	157	2566694.95	460199.7	3026894.65	1	1	7000	1260	8260	0	0	0	0	8260	0	1	8260	0	0	2025-09-13	343	1	3	10029.95	0	0	0	25	2	18289.95	25	23	92	0.56	0	27	3026894.65	1	8260	1	8260
VENDOR	VENDA001259	BHARGAVE ROAD CARRIER [EXTERNAL]	5	550	553	2853937.76	142696.89	2996634.65	75	76	394174	19708.7	413882.7	413882.7	0	0	0	0	0	0	0	76	413882.7	2026-07-26	27	0	0	0	0	0	0	475	75	413882.7	475	11	2.32	7.42	7	550	2996634.65	75	413882.7	0	0
VENDOR	VENDA000221	MAHADEV TRADERS VEND [EXTERNAL]	5	26	26	2783374	139169	2922543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	26	0	0	26	24	92.31	0.46	0	26	2922543	0	0	0	0
VENDOR	VENDA000003	JIVO WELLNESS PVT LTD - HR [BRANCH]	5	43	176	2353339.16	397113.1	2750452.26	1	1	901.02	162.18	1063.2	0	0	0	0	0	1063.2	1	1063.2	0	0	2024-12-06	624	0	0	0	0	0	0	42	1	1063.2	42	29	69.05	5.02	0	0	0	0	0	0	0
VENDOR	VENDA001441	MD PACKAGING INDUSTRIES [EXTERNAL]	5	2	3	2225232	400541.76	2625773.76	2	3	2225232	400541.76	2625773.76	2625773.76	0	0	0	0	0	0	0	0	0	2026-08-11	11	0	0	0	0	0	0	0	2	2625773.76	0	0	NULL	NULL	NULL	2	2625773.76	2	2625773.76	0	0
VENDOR	VENDA001072	BALAJI INC. [EXTERNAL]	5	30	44	2376551.75	191773.87	2568325.62	1	3	131180	6559	137739	137739	0	0	0	0	0	0	0	0	0	2026-08-14	8	0	0	0	0	0	0	29	1	137739	29	28	96.55	0.1	0	30	2568325.62	1	137739	0	0
VENDOR	VENDA000933	MULTILAYER INDUSTRIES [EXTERNAL]	5	18	27	2151991.8	387358.52	2539350.32	1	2	70685	12723.3	83408.3	0	0	0	0	0	83408.3	1	83408.3	0	0	2025-03-05	535	0	0	0	0	0	0	17	1	83408.3	17	12	70.59	9.71	0	18	2539350.32	1	83408.3	1	83408.3
VENDOR	VENDA001155	SWASTIK INDUSTRIES INTERNATIONAL PRIVATE LIMITED [EXTERNAL]	5	4	4	2111500	380070	2491570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	4	0	0	4	4	100	0	0	4	2491570	0	0	0	0
VENDOR	VENDA000636	DELHI PUNJAB TRANSPORT CO [EXTERNAL]	5	139	193	2228698.83	111434.94	2340133.77	2	2	13855	692.75	14547.75	0	14472.15	75.6	0	0	0	0	0	2	14547.75	2026-06-04	79	1	1	21000	0	0	0	136	3	35547.75	136	1	0.74	32.51	30.5	139	2340133.77	2	14547.75	0	0
VENDOR	VENDA000269	MAHADEV TEMPO SERVICE [EXTERNAL]	5	153	196	1563671.3	78183.57	1641854.87	3	4	30160	1508	31668	0	0	0	31668	0	0	3	31668	4	31668	2026-03-20	155	6	6	56458.5	0	0	0	144	9	88126.5	144	1	0.69	31.37	17.5	153	1641854.87	3	31668	3	31668
VENDOR	VENDA000965	J. PEE ENGINEERS & PACKAGING PVT. LTD. [EXTERNAL]	5	3	3	1385000	249300	1634300	1	1	1205000	216900	1421900	0	0	1421900	0	0	0	0	0	0	0	2026-06-02	81	0	0	0	0	0	0	2	1	1421900	2	2	100	0	0	3	1634300	1	1421900	0	0
VENDOR	VENDA000116	DOMINO PRINTECH INDIA LLP [EXTERNAL]	5	17	39	1373409	247213.62	1620622.62	2	5	84972	15294.96	100266.96	100266.96	0	0	0	0	0	0	0	0	0	2026-08-05	17	0	0	0	0	0	0	15	2	100266.96	15	13	86.67	0.2	0	17	1620622.62	2	100266.96	0	0
VENDOR	VENDA000991	GLOBAL REFRIGERATION AND EQUIPMENTS [EXTERNAL]	5	3	5	1354045	243728.1	1597773.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	3	0	0	3	1	33.33	2	1	3	1597773.1	0	0	0	0
VENDOR	VENDA000345	PUNJAB FUSION PVT LTD [EXTERNAL]	5	17	17	1287880	231818.4	1519698.4	1	1	74000	13320	87320	87320	0	0	0	0	0	0	0	0	0	2026-08-12	10	1	1	87329.44	0	0	0	15	2	174649.44	15	13	86.67	1.53	0	17	1519698.4	1	87320	0	0
VENDOR	VENDA000947	NEPZPACK INDUSTRIES PRIVATE LIMITED (AAACN0911E) [EXTERNAL]	5	4	6	1107745.49	199523.32	1307268.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	4	0	0	4	4	100	0	0	4	1307268.82	0	0	0	0
VENDOR	VENDA001061	SHREE RADHE CLEARING AGENCY [EXTERNAL]	5	5	6	1187065	59353.25	1246418.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	5	0	0	5	3	60	3.4	0	5	1246418.25	0	0	0	0
VENDOR	VENDA000707	PACKSTER PACKAGING SOLUTIONS [EXTERNAL]	5	20	24	1027700.3	105020.3	1132720.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	20	0	0	20	19	95	0.85	0	20	1132720.6	0	0	0	0
VENDOR	VENDA000315	JN ENTERPRISES [EXTERNAL]	5	11	13	875127.5	157522.95	1032650.45	1	1	12000	2160	14160	14160	0	0	0	0	0	0	0	0	0	2026-08-19	3	1	1	87792	0	0	0	9	2	101952	9	5	55.56	8	0	11	1032650.45	1	14160	0	0
VENDOR	VENDA000168	AIRPOWER SYSTEMS [EXTERNAL]	5	6	27	833875.14	150097.53	983972.66	1	1	1624	292.32	1916.32	1916.32	0	0	0	0	0	0	0	0	0	2026-08-04	18	0	0	0	0	0	0	5	1	1916.32	5	2	40	5.2	1	6	983972.66	1	1916.32	0	0
VENDOR	VENDA000966	A.J.SHRINK WRAP PRIVATE LIMITED (AAHCA0195J) [EXTERNAL]	5	2	2	829647	149468.15	979115.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	2	0	0	2	2	100	0	0	2	979115.15	0	0	0	0
VENDOR	VENDA000935	ARIHANT TRADERS [EXTERNAL]	5	9	17	748587.5	130727.5	879315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	9	0	0	9	7	77.78	0.56	0	9	879315	0	0	0	0
VENDOR	VENDA000460	VEETA CONVEYORS ANOPV1426G [EXTERNAL]	5	8	15	739980	133196.4	873176.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	8	0	0	8	7	87.5	11.25	0	8	873176.4	0	0	0	0
VENDOR	VENDA001185	NILANCHAL POLY EXTRUSION PVT. LTD. [EXTERNAL]	5	4	4	725000	130500	855500	2	2	345000	62100	407100	407100	0	0	0	0	0	0	0	0	0	2026-08-05	17	0	0	0	0	0	0	2	2	407100	2	2	100	0	0	4	855500	2	407100	0	0
VENDOR	VENDA000406	PMT ENTERPRISES [EXTERNAL]	5	3	4	695926.92	125266.84	821193.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	1	2	77246.76	0	0	0	2	1	77246.76	2	1	50	25.5	25.5	3	821193.77	0	0	0	0
VENDOR	VENDA001364	PYRUM ENGINEERS [EXTERNAL]	5	1	1	632250	113805	746055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	1	0	0	1	1	100	0	0	1	746055	0	0	0	0
VENDOR	VENDA001313	TECHNOFLEX PACKAGING [EXTERNAL]	5	3	3	628992	113022	742014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	3	0	0	3	3	100	0	0	3	742014	0	0	0	0
VENDOR	VENDA000004	JIVO WELLNESS PVT LTD - DL [BRANCH]	5	9	49	616400.2	116585.92	732986.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	9	0	0	9	4	44.44	2.89	1	0	0	0	0	0	0
VENDOR	VENDA001043	CLEARPACK AUTOMATION PVT LTD [EXTERNAL]	5	12	81	561322.23	100631.28	661953.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	12	0	0	12	10	83.33	-0.08	0	12	661953.51	0	0	0	0
VENDOR	VENDA000863	ECOKRIN HYGIENE PVT LTD [EXTERNAL]	5	7	7	552500	99450	651950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	7	0	0	7	4	57.14	4.57	0	7	651950	0	0	0	0
VENDOR	VENDA000515	ECHO PLAST INDIA [EXTERNAL]	5	20	21	490194	88234.92	578428.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	20	0	0	20	17	85	2.4	0	20	578428.92	0	0	0	0
VENDOR	VENDA000997	XPLOR PAC [EXTERNAL]	5	1	1	475000	85500	560500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	1	0	0	1	1	100	0	0	1	560500	0	0	0	0
VENDOR	VENDA000612	OASIS DRINKS LLP [EXTERNAL]	5	14	21	473460	82962	556422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	14	0	0	14	14	100	0	0	14	556422	0	0	0	0
VENDOR	VENDA001214	MAHAVIR TRANSPORT [EXTERNAL]	5	106	112	502678.13	25133.91	527812.04	1	1	4500	225	4725	0	0	0	0	4725	0	1	4725	1	4725	2026-02-10	193	0	0	0	0	0	0	105	1	4725	105	4	3.81	38.62	31	106	527812.04	1	4725	1	4725
VENDOR	VENDA000016	AMOD KUMAR TRANSPORT [EXTERNAL]	5	114	116	501450	25072.5	526522.5	2	2	8000	400	8400	0	0	0	8400	0	0	2	8400	2	8400	2026-04-01	143	2	2	9450	0	0	0	110	4	17850	110	2	1.82	23.02	15	114	526522.5	2	8400	2	8400
VENDOR	VENDA000021	AMD INDUSTRIES LTD [EXTERNAL]	5	6	6	444288	79971.84	524259.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	6	0	0	6	5	83.33	5.5	0	6	524259.84	0	0	0	0
VENDOR	VENDA000972	LANXESS INDIA PRIVATE LIMITED [EXTERNAL]	5	4	4	408000	73440	481440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	4	0	0	4	3	75	12.25	0	4	481440	0	0	0	0
VENDOR	VENDA001159	HILDEN PACKAGING MACHINES PRIVATE LIMITED [EXTERNAL]	5	2	8	393173.6	70771.25	463944.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	2	0	0	2	2	100	0	0	2	463944.85	0	0	0	0
VENDOR	VENDA000792	M/S SIGMA ASSOCIATES [EXTERNAL]	5	5	6	390500	70290	460790	1	1	4500	810	5310	0	0	0	0	0	5310	1	5310	0	0	2025-02-07	561	0	0	0	0	0	0	4	1	5310	4	3	75	8.75	0	5	460790	1	5310	1	5310
