CO,CC3,CC4,ACCT,ANAME,GRP,MTH,NET,TXNS
OIL,NPD1,(blank),5630003,STAFF WELFARE,563,2026-07,7560,1
OIL,Sales,E-COM,5650015,FUEL - VEHICLES,565,2026-07,760,1
OIL,FACT_COM,(blank),5650002,REPAIR & MAINTENANCE VEHICLE,565,2026-07,100,1
OIL,BackOff,IT,5680008,FEES AND SUBSCRIPTION,568,2026-07,253089,4
OIL,BackOff,IT,5680012,PRINTING AND STATIONERY,568,2026-07,11483,1
OIL,BackOff,Accounts,5680012,PRINTING AND STATIONERY,568,2026-07,8575,3
OIL,BackOff,Legal,5690001,NATIONAL TOUR AND TRAVELLING,569,2026-07,2299,1
OIL,Sales,MT,5630005,TA AND DA,563,2026-07,3600,1
OIL,NPD2,(blank),5680025,LEGAL AND PROFESSIONAL,568,2026-07,200000,1
OIL,BackOff,Legal,5680030,DONATION EXPENSE,568,2026-07,250,1
OIL,BackOff,Legal,5690002,CONVEYANCE,569,2026-07,4488,1
OIL,BackOff,Legal,5630004,REFRESHMENT,563,2026-07,817,1
OIL,BackOff,Legal,5680023,POSTAGE & COURIER,568,2026-07,608,1
OIL,BackOff,Legal,5680025,LEGAL AND PROFESSIONAL,568,2026-07,444330,2
OIL,Sales,CSD,5690001,NATIONAL TOUR AND TRAVELLING,569,2026-07,22117,1
OIL,Interest,PVT LOAN,5690002,CONVEYANCE,569,2026-07,35000,1
OIL,Sales,CSD,5690002,CONVEYANCE,569,2026-04,56500,2
OIL,Factory,(blank),5660002,RENT,566,2026-04,420450,2
OIL,Factory,(blank),5650001,REPAIR & MAINTENANCE OFFICE & BUILDING,565,2026-04,45312,1
OIL,BackOff,IT,5680004,SOFTWARE AND TECHNOLOGY,568,2026-04,112167,7
OIL,Transprt,(blank),5630004,REFRESHMENT,563,2026-04,1265,2
OIL,Transprt,(blank),5690002,CONVEYANCE,569,2026-04,170,1
OIL,Sales,GT,5630002,INCENTIVE TO EMPLOYEES,563,2026-04,8000,1
OIL,BackOff,Legal,5690001,NATIONAL TOUR AND TRAVELLING,569,2026-04,28747,1
OIL,NPD2,(blank),5680025,LEGAL AND PROFESSIONAL,568,2026-04,200000,1
OIL,FACT_COM,(blank),5630003,STAFF WELFARE,563,2026-04,83,1
OIL,BackOff,Accounts,5680025,LEGAL AND PROFESSIONAL,568,2026-04,28000,3
OIL,FACT_COM,(blank),5680025,LEGAL AND PROFESSIONAL,568,2026-05,1500,1
OIL,Factory,(blank),5680022,COMPUTER AND HARDWARE,568,2026-04,2200,1
OIL,BackOff,Accounts,5690002,CONVEYANCE,569,2026-04,401,1
OIL,OTE,(blank),5640001,ADVERTISEMENT,564,2026-04,768,1
OIL,BackOff,Legal,5640004,SAMPLING EXPENSES,564,2026-05,3275,2
OIL,Factory,(blank),5680003,TELEPHONE MOBILE AND INTERNET,568,2026-05,1000,1
OIL,BackOff,IMPORT,5690003,FOREIGN TOUR AND TRAVELLING,569,2026-05,12890,1
OIL,BackOff,IMPORT,5680003,TELEPHONE MOBILE AND INTERNET,568,2026-05,1200,1
OIL,Sales,GT,5640001,ADVERTISEMENT,564,2026-05,49963,1
OIL,BackOff,IMPORT,5690002,CONVEYANCE,569,2026-06,350,1
OIL,BackOff,IMPORT,5680030,DONATION EXPENSE,568,2026-05,11000,1
OIL,Med MKT,POP,5680023,POSTAGE & COURIER,568,2026-05,55,1
OIL,Med MKT,POP,5690002,CONVEYANCE,569,2026-05,180,1
OIL,Med MKT,POP,5640002,BUSINESS PROMOTION,564,2026-05,400,1
OIL,BackOff,Admin,5640004,SAMPLING EXPENSES,564,2026-06,7000,1
OIL,FACT_COM,(blank),5680011,ELECTRICITY,568,2026-06,97001,2
OIL,FACT_COM,(blank),5680005,PENALTY CHARGES,568,2026-06,630,1
OIL,BackOff,Admin,5680005,PENALTY CHARGES,568,2026-06,-23320,2
OIL,Sales,CSD,5680021,LOSS ON EXPIRED DAMAGED THEFT GOODS,568,2026-06,456,1
OIL,Sales RE,E-COM,5640001,ADVERTISEMENT,564,2026-06,17627057,21
OIL,Factory,(blank),5640004,SAMPLING EXPENSES,564,2026-07,3041,1
OIL,Sales,GT,5690001,NATIONAL TOUR AND TRAVELLING,569,2026-07,149,1
OIL,NPD2,,5630001,SALARY EXPENSE,563,2026-05,780000,2
OIL,NPD2,,5630001,SALARY EXPENSE,563,2026-07,600000,2
OIL,BackOff,Legal,5680004,SOFTWARE AND TECHNOLOGY,568,2026-04,821,1
OIL,BackOff,Legal,5680008,FEES AND SUBSCRIPTION,568,2026-04,6086,8
OIL,Factory,,5680020,POLLUTION CONTROL,568,2026-04,2900,1
OIL,BackOff,IT,5680025,LEGAL AND PROFESSIONAL,568,2026-04,125,1
OIL,Factory,,5650016,REPAIR AND MAINTENANCE PLANT & MACHINERY,565,2026-04,10600,4
OIL,BackOff,IT,5680008,FEES AND SUBSCRIPTION,568,2026-04,37356,5
OIL,BackOff,Legal,5680017,AMC,568,2026-04,904,1
OIL,Sales,CSD,5610003,BANK CHARGES,561,2026-04,20213,3
OIL,BackOff,Admin,5680002,INSURANCE INDIRECT,568,2026-04,2065,3
OIL,BackOff,IMPORT,5610003,BANK CHARGES,561,2026-04,14680,1
OIL,Sales,EXPORT,5680025,LEGAL AND PROFESSIONAL,568,2026-04,822,1
OIL,Factory,,5680002,INSURANCE INDIRECT,568,2026-04,108995,4
OIL,Sales,E-COM,5680002,INSURANCE INDIRECT,568,2026-04,1577,1
OIL,BackOff,HR_DEPT,5680025,LEGAL AND PROFESSIONAL,568,2026-04,121473,6
OIL,Factory,,5680001,GENERATOR INDIRECT,568,2026-04,2071,1
OIL,Del Bkhp,,5660005,TOLL EXPENSE - VEHICLES,566,2026-04,13324,8
OIL,FACT_COM,,5680002,INSURANCE INDIRECT,568,2026-04,159579,4
OIL,Del Bkhp,,5680002,INSURANCE INDIRECT,568,2026-04,12044,3
OIL,FACT_COM,,5680017,AMC,568,2026-04,9589,2
OIL,FACT_COM,,5680001,GENERATOR INDIRECT,568,2026-04,-56213,2
OIL,Factory,,5680017,AMC,568,2026-04,11202,1
OIL,Factory,,5650001,REPAIR & MAINTENANCE OFFICE & BUILDING,565,2026-04,2522,1
OIL,Factory,,5680025,LEGAL AND PROFESSIONAL,568,2026-04,510,1
OIL,FACT_COM,,5680025,LEGAL AND PROFESSIONAL,568,2026-04,1788,3
OIL,Transprt,,5680002,INSURANCE INDIRECT,568,2026-04,9324,2
OIL,Sales,EXPORT,5680008,FEES AND SUBSCRIPTION,568,2026-04,7397,1
OIL,NPD1,,5680002,INSURANCE INDIRECT,568,2026-04,8603,12
OIL,Transprt,,5660005,TOLL EXPENSE - VEHICLES,566,2026-04,465,2
OIL,FACT_COM,,5660005,TOLL EXPENSE - VEHICLES,566,2026-04,-1170,4
OIL,FACT_COM,,5660005,TOLL EXPENSE - VEHICLES,566,2026-05,345,1
OIL,Transprt,,5660005,TOLL EXPENSE - VEHICLES,566,2026-05,180,2
OIL,BackOff,Legal,5680008,FEES AND SUBSCRIPTION,568,2026-05,6351,8
OIL,Factory,,5680020,POLLUTION CONTROL,568,2026-05,2997,1
OIL,BackOff,Legal,5680025,LEGAL AND PROFESSIONAL,568,2026-05,4356,5
OIL,BackOff,IT,5680025,LEGAL AND PROFESSIONAL,568,2026-05,129,1
OIL,Factory,,5650016,REPAIR AND MAINTENANCE PLANT & MACHINERY,565,2026-05,5821,5
OIL,BackOff,Legal,5680017,AMC,568,2026-05,934,1
OIL,Sales,CSD,5610003,BANK CHARGES,561,2026-05,20887,3
OIL,Transprt,,5680002,INSURANCE INDIRECT,568,2026-05,9635,2
OIL,BackOff,Admin,5680002,INSURANCE INDIRECT,568,2026-05,2134,3
OIL,BackOff,IMPORT,5610003,BANK CHARGES,561,2026-05,35007,1
OIL,Sales,EXPORT,5680025,LEGAL AND PROFESSIONAL,568,2026-05,849,1
OIL,Factory,,5680002,INSURANCE INDIRECT,568,2026-05,31506,3
OIL,Sales,EXPORT,5680008,FEES AND SUBSCRIPTION,568,2026-05,7198,2
OIL,Sales,E-COM,5680002,INSURANCE INDIRECT,568,2026-05,1630,1
OIL,NPD1,,5680002,INSURANCE INDIRECT,568,2026-05,8890,12
OIL,Factory,,5680001,GENERATOR INDIRECT,568,2026-05,2140,1
OIL,Del Bkhp,,5660005,TOLL EXPENSE - VEHICLES,566,2026-05,10568,10
OIL,FACT_COM,,5680002,INSURANCE INDIRECT,568,2026-05,164898,4
OIL,Del Bkhp,,5680002,INSURANCE INDIRECT,568,2026-05,11895,2
OIL,FACT_COM,,5680017,AMC,568,2026-05,9909,2
OIL,FACT_COM,,5680001,GENERATOR INDIRECT,568,2026-05,1868,1
OIL,Factory,,5680017,AMC,568,2026-05,11575,1
OIL,Factory,,5650001,REPAIR & MAINTENANCE OFFICE & BUILDING,565,2026-05,-74295,4
OIL,Factory,,5680025,LEGAL AND PROFESSIONAL,568,2026-05,527,1
OIL,FACT_COM,,5680025,LEGAL AND PROFESSIONAL,568,2026-05,3397,2
OIL,FACT_COM,,5680003,TELEPHONE MOBILE AND INTERNET,568,2026-05,14478,1
OIL,Factory,,5680011,ELECTRICITY,568,2026-04,235740,1
OIL,FACT_COM,,5680015,HOUSE KEEPING,568,2026-04,16200,2
OIL,FACT_COM,(blank),5680016,SECURITY EXPENSES,568,2026-04,129541,1
OIL,Del Bkhp,,5670002,UNLOADING/LOADING CHARGES-INDIRECT EXPENSE,567,2026-04,-9133,10
OIL,Sales RE,E-COM,5640001,ADVERTISEMENT,564,2026-04,1694915,1
OIL,NPD1,(blank),5630001,SALARY EXPENSE,563,2026-04,799996,3
OIL,NPD2,(blank),5630001,SALARY EXPENSE,563,2026-04,600000,1
OIL,Sal CF,,5630001,SALARY EXPENSE,563,2026-04,1485216,4
OIL,NPD2,,5630013,DIRECTOR REMUNERATION,563,2026-04,300000,1
OIL,NPD2,,5630013,DIRECTOR REMUNERATION,563,2026-05,300000,1
OIL,NPD1,(blank),5630001,SALARY EXPENSE,563,2026-05,90000,1
OIL,Sal CF,,5630001,SALARY EXPENSE,563,2026-05,1481184,4
OIL,Factory,,5680011,ELECTRICITY,568,2026-05,85541,2
OIL,NPD2,,5630001,SALARY EXPENSE,563,2026-06,780000,2
OIL,NPD2,,5630013,DIRECTOR REMUNERATION,563,2026-06,300000,1
OIL,NPD1,,5630001,SALARY EXPENSE,563,2026-06,631996,2
OIL,Sal CF,,5630001,SALARY EXPENSE,563,2026-06,1527126,4
OIL,NPD1,(blank),5630001,SALARY EXPENSE,563,2026-07,87097,1
OIL,Sal CF,,5630001,SALARY EXPENSE,563,2026-07,1347425,4
OIL,NPD2,,5630013,DIRECTOR REMUNERATION,563,2026-07,300000,1
OIL,Interest,BankChgs,5610003,BANK CHARGES,561,2026-04,1031212,209
OIL,Interest,BankChgs,5610003,BANK CHARGES,561,2026-06,258978,118
OIL,Interest,BankChgs,5610003,BANK CHARGES,561,2026-07,836256,98
OIL,Interest,BankChgs,5610003,BANK CHARGES,561,2026-05,40530,77
OIL,Interest,CC Limit,5610001,INTEREST ON BANK LOAN,561,2026-04,3370788,11
OIL,Interest,VHCLLOAN,5610001,INTEREST ON BANK LOAN,561,2026-04,13140,4
OIL,Interest,Trm Loan,5610001,INTEREST ON BANK LOAN,561,2026-04,476810,12
OIL,Interest,CC Limit,5610001,INTEREST ON BANK LOAN,561,2026-05,3153344,28
OIL,Interest,VHCLLOAN,5610001,INTEREST ON BANK LOAN,561,2026-05,12530,4
OIL,Interest,CC Limit,5610001,INTEREST ON BANK LOAN,561,2026-06,1735975,6
OIL,Interest,VHCLLOAN,5610001,INTEREST ON BANK LOAN,561,2026-06,11916,4
OIL,Interest,CC Limit,5610001,INTEREST ON BANK LOAN,561,2026-07,3234857,47
OIL,Interest,Trm Loan,5610001,INTEREST ON BANK LOAN,561,2026-06,1464941,10
OIL,Interest,VHCLLOAN,5610001,INTEREST ON BANK LOAN,561,2026-07,11390,4
OIL,Interest,Trm Loan,5610001,INTEREST ON BANK LOAN,561,2026-05,332336,7
OIL,BackOff,Accounts,5630018,EX GRATIA EXPENSE,563,2026-05,7451,1
OIL,Factory,,5680014,SHORT AND EXCESS,568,2026-04,174,1
OIL,BackOff,Accounts,5680014,SHORT AND EXCESS,568,2026-05,-1,1
OIL,BackOff,Accounts,5680014,SHORT AND EXCESS,568,2026-07,0,1
OIL,FACT_COM,,5680015,HOUSE KEEPING,568,2026-05,-35400,2
OIL,Del Bkhp,,5670002,UNLOADING/LOADING CHARGES-INDIRECT EXPENSE,567,2026-05,-53128,3
OIL,NPD1,,5680003,TELEPHONE MOBILE AND INTERNET,568,2026-04,-530,1
OIL,NPD1,,5680025,LEGAL AND PROFESSIONAL,568,2026-04,-150000,1
OIL,OTE,,5640006,EXHIBITION EXPENSES,564,2026-04,-16937,5
OIL,OTE,,5650001,REPAIR & MAINTENANCE OFFICE & BUILDING,565,2026-04,-6300,2
OIL,OTE,,5660004,SPACE ON RENT,566,2026-04,-1869120,1
OIL,NPD1,,5640001,ADVERTISEMENT,564,2026-05,-119920,3
OIL,Transprt,,5650015,FUEL - VEHICLES,565,2026-05,-3515,1
OIL,OTE,,5640006,EXHIBITION EXPENSES,564,2026-05,-5759,2
OIL,FACT_COM,,5680016,SECURITY EXPENSES,568,2026-05,-126806,1
OIL,Factory,,5680011,ELECTRICITY,568,2026-06,432192,4
OIL,NPD2,,5630001,SALARY EXPENSE,563,2026-04,180000,2
OIL,FACT_COM,,5650016,REPAIR AND MAINTENANCE PLANT & MACHINERY,565,2026-05,-6450,2
OIL,NPD2,(blank),5630001,SALARY EXPENSE,563,2026-07,180000,2
OIL,Sales,CSD,5630001,SALARY EXPENSE,563,2026-04,958522,5
OIL,Sales,GT,5630001,SALARY EXPENSE,563,2026-04,1769010,12
OIL,Sales,MT,5630001,SALARY EXPENSE,563,2026-04,426307,8
OIL,Sales,ROI,5630001,SALARY EXPENSE,563,2026-04,574488,6
OIL,Sales,CSD,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,2738,3
OIL,Sales,GT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,4493,4
OIL,Sales,MT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,375,3
OIL,Sales,ROI,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,1392,4
OIL,Sales,CSD,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,11805,3
OIL,Sales,GT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,19370,4
OIL,Sales,MT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,1617,3
OIL,Sales,ROI,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,6002,4
OIL,Sales,CSD,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,3494,1
OIL,Sales,GT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,47834,6
OIL,Sales,MT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,5774,3
OIL,Sales,ROI,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,19809,3
OIL,Sales,CSD,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,3494,1
OIL,Sales,GT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,47834,6
OIL,Sales,MT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,5774,3
OIL,Sales,ROI,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,19809,3
OIL,Sales,CSD,5630007,EPF ADMIN CHARGES,563,2026-04,291,1
OIL,Sales,GT,5630007,EPF ADMIN CHARGES,563,2026-04,3986,6
OIL,Sales,MT,5630007,EPF ADMIN CHARGES,563,2026-04,481,3
OIL,Sales,ROI,5630007,EPF ADMIN CHARGES,563,2026-04,1651,3
OIL,BackOff,Accounts,5630001,SALARY EXPENSE,563,2026-07,818083,2
OIL,BackOff,Admin,5630001,SALARY EXPENSE,563,2026-07,414398,4
OIL,Sales,CAL CNTR,5630001,SALARY EXPENSE,563,2026-07,74193,1
OIL,BackOff,HR_DEPT,5630001,SALARY EXPENSE,563,2026-07,192059,2
OIL,BackOff,IT,5630001,SALARY EXPENSE,563,2026-07,270497,2
OIL,BackOff,Legal,5630001,SALARY EXPENSE,563,2026-07,207223,2
OIL,Sales,MIS,5630001,SALARY EXPENSE,563,2026-07,108112,3
OIL,Del Bkhp,,5630001,SALARY EXPENSE,563,2026-07,72194,2
OIL,Sales,E-COM,5630001,SALARY EXPENSE,563,2026-07,197268,2
OIL,Factory,,5630001,SALARY EXPENSE,563,2026-07,1865646,7
OIL,Med MKT,DIGTAL M,5630001,SALARY EXPENSE,563,2026-07,144984,3
OIL,Sales,CSD,5630001,SALARY EXPENSE,563,2026-07,165006,3
OIL,Sales,GT,5630001,SALARY EXPENSE,563,2026-07,2156476,9
OIL,Sales,HORECA,5630001,SALARY EXPENSE,563,2026-07,118837,3
OIL,Sales,MT,5630001,SALARY EXPENSE,563,2026-07,642922,7
OIL,Sales,ROI,5630001,SALARY EXPENSE,563,2026-07,595321,7
OIL,BackOff,Accounts,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,1535,1
OIL,BackOff,Admin,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,1349,2
OIL,Sales,CAL CNTR,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,307,1
OIL,BackOff,IT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,133,1
OIL,BackOff,Legal,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,134,1
OIL,Sales,CSD,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,411,2
OIL,Sales,GT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,3394,3
OIL,Sales,MIS,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,72,1
OIL,Sales,MT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,3378,6
OIL,Sales,ROI,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,1791,5
OIL,BackOff,Accounts,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,6627,1
OIL,BackOff,Admin,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,5820,2
OIL,Sales,CAL CNTR,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,1319,1
OIL,BackOff,IT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,572,1
OIL,BackOff,Legal,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,579,1
OIL,Sales,CSD,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,1776,2
OIL,Sales,GT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,14632,3
OIL,Sales,MIS,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,310,1
OIL,Sales,MT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,14548,6
OIL,Sales,ROI,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,7725,5
OIL,BackOff,Accounts,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,3600,1
OIL,BackOff,HR_DEPT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,3600,1
OIL,Sales,GT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,11666,3
OIL,Sales,HORECA,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,1800,1
OIL,Sales,MT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,41058,5
OIL,Sales,ROI,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,22718,5
OIL,BackOff,Accounts,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,3600,1
OIL,BackOff,HR_DEPT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,3600,1
OIL,Sales,GT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,11666,3
OIL,Sales,HORECA,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,1800,1
OIL,Sales,MT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,41058,5
OIL,Sales,ROI,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,22718,5
OIL,BackOff,Accounts,5630007,EPF ADMIN CHARGES,563,2026-07,300,1
OIL,BackOff,HR_DEPT,5630007,EPF ADMIN CHARGES,563,2026-07,300,1
OIL,Sales,GT,5630007,EPF ADMIN CHARGES,563,2026-07,974,3
OIL,Sales,HORECA,5630007,EPF ADMIN CHARGES,563,2026-07,150,1
OIL,Sales,MT,5630007,EPF ADMIN CHARGES,563,2026-07,3422,5
OIL,Sales,ROI,5630007,EPF ADMIN CHARGES,563,2026-07,1600,4
OIL,Sales,MIS,5630007,EPF ADMIN CHARGES,563,2026-07,294,1
OIL,BackOff,Accounts,5630001,SALARY EXPENSE,563,2026-04,695852,2
OIL,BackOff,Admin,5630001,SALARY EXPENSE,563,2026-04,275794,3
OIL,BackOff,HR_DEPT,5630001,SALARY EXPENSE,563,2026-04,194794,2
OIL,BackOff,IT,5630001,SALARY EXPENSE,563,2026-04,308726,3
OIL,BackOff,Legal,5630001,SALARY EXPENSE,563,2026-04,290559,2
OIL,Sales,E-COM,5630001,SALARY EXPENSE,563,2026-04,239718,4
OIL,Med MKT,DIGTAL M,5630001,SALARY EXPENSE,563,2026-04,213717,2
OIL,Sales,CAL CNTR,5630001,SALARY EXPENSE,563,2026-04,97021,1
OIL,Sales,MIS,5630001,SALARY EXPENSE,563,2026-04,165732,2
OIL,BackOff,Accounts,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,1303,1
OIL,BackOff,Admin,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,807,1
OIL,BackOff,IT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,461,2
OIL,Sales,CAL CNTR,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,383,1
OIL,Sales,MIS,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,154,1
OIL,Sales,E-COM,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,103,1
OIL,BackOff,Accounts,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,5618,1
OIL,BackOff,Admin,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,3482,1
OIL,BackOff,IT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,1991,2
OIL,Sales,CAL CNTR,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,1651,1
OIL,Sales,MIS,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,663,1
OIL,Sales,E-COM,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,442,1
OIL,BackOff,Accounts,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,5400,1
OIL,BackOff,HR_DEPT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,3600,2
OIL,Sales,MIS,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,3600,2
OIL,BackOff,Accounts,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,5400,1
OIL,BackOff,HR_DEPT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,3600,2
OIL,Sales,MIS,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,3600,2
OIL,BackOff,Accounts,5630007,EPF ADMIN CHARGES,563,2026-04,450,1
OIL,BackOff,HR_DEPT,5630007,EPF ADMIN CHARGES,563,2026-04,300,2
OIL,Sales,MIS,5630007,EPF ADMIN CHARGES,563,2026-04,300,2
OIL,FACT_COM,,5630001,SALARY EXPENSE,563,2026-04,329230,3
OIL,Factory,,5630001,SALARY EXPENSE,563,2026-04,1512900,2
OIL,FACT_COM,,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,1010,1
OIL,FACT_COM,,5630001,SALARY EXPENSE,563,2026-05,408591,2
OIL,Factory,,5630001,SALARY EXPENSE,563,2026-05,1721082,4
OIL,Factory,CIVIL,5630001,SALARY EXPENSE,563,2026-05,165591,2
OIL,FACT_COM,,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,964,1
OIL,Factory,,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,5511,2
OIL,Factory,CIVIL,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,408,1
OIL,FACT_COM,,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,4148,1
OIL,Factory,,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,23764,2
OIL,Factory,CIVIL,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,1764,1
OIL,Factory,,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,13554,2
OIL,Factory,,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,13554,2
OIL,Factory,,5630007,EPF ADMIN CHARGES,563,2026-05,1120,2
OIL,FACT_COM,,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-05,368,1
OIL,Factory,,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-05,2201,2
OIL,Factory,CIVIL,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-05,105,1
OIL,FACT_COM,,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-05,736,1
OIL,Factory,,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-05,4402,2
OIL,Factory,CIVIL,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-05,210,1
OIL,FACT_COM,Accounts,5680014,SHORT AND EXCESS,568,2026-05,0,1
OIL,Sales,GT,5630001,SALARY EXPENSE,563,2026-05,2067027,12
OIL,Sales,MT,5630001,SALARY EXPENSE,563,2026-05,779568,7
OIL,Sales,ROI,5630001,SALARY EXPENSE,563,2026-05,664300,10
OIL,Sales,CSD,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,411,2
OIL,Sales,GT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,3338,3
OIL,Sales,MT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,3846,5
OIL,Sales,ROI,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,1450,5
OIL,Sales,CSD,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,1776,2
OIL,Sales,GT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,14386,3
OIL,Sales,MT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,16586,5
OIL,Sales,ROI,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,6256,5
OIL,Sales,GT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,13401,4
OIL,Sales,MT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,45700,5
OIL,Sales,ROI,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,20548,4
OIL,Sales,GT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,13401,4
OIL,Sales,MT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,45700,5
OIL,Sales,ROI,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,20548,4
