CO,CC3,CC4,ACCT,ANAME,GRP,MTH,NET,TXNS
OIL,Sales,GT,5630007,EPF ADMIN CHARGES,563,2026-05,1114,4
OIL,Sales,MT,5630007,EPF ADMIN CHARGES,563,2026-05,3806,5
OIL,Sales,ROI,5630007,EPF ADMIN CHARGES,563,2026-05,1716,4
OIL,Sales,CSD,5630001,SALARY EXPENSE,563,2026-05,160506,3
OIL,BackOff,Accounts,5630001,SALARY EXPENSE,563,2026-05,735980,4
OIL,BackOff,Admin,5630001,SALARY EXPENSE,563,2026-05,335278,3
OIL,BackOff,CIVIL,5630001,SALARY EXPENSE,563,2026-05,7742,1
OIL,BackOff,HR_DEPT,5630001,SALARY EXPENSE,563,2026-05,76250,1
OIL,BackOff,IT,5630001,SALARY EXPENSE,563,2026-05,443188,3
OIL,BackOff,Legal,5630001,SALARY EXPENSE,563,2026-05,368460,2
OIL,Med MKT,DIGTAL M,5630001,SALARY EXPENSE,563,2026-05,230771,4
OIL,Sales,CAL CNTR,5630001,SALARY EXPENSE,563,2026-05,84820,1
OIL,Sales,MIS,5630001,SALARY EXPENSE,563,2026-05,158230,2
OIL,BackOff,Accounts,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,1246,1
OIL,BackOff,Admin,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,1091,2
OIL,BackOff,IT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,354,1
OIL,BackOff,Legal,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,141,1
OIL,Med MKT,DIGTAL M,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,149,1
OIL,Sales,CAL CNTR,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,368,1
OIL,Sales,MIS,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-05,128,1
OIL,BackOff,Accounts,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,5375,1
OIL,BackOff,Admin,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,4705,2
OIL,BackOff,IT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,1525,1
OIL,BackOff,Legal,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,609,1
OIL,Med MKT,DIGTAL M,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,645,1
OIL,Sales,CAL CNTR,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,1580,1
OIL,Sales,MIS,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-05,552,1
OIL,BackOff,Accounts,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,5400,1
OIL,BackOff,HR_DEPT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,1800,1
OIL,Sales,MIS,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,3600,2
OIL,BackOff,Accounts,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,5400,1
OIL,BackOff,HR_DEPT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,1800,1
OIL,Sales,MIS,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,3600,2
OIL,BackOff,Accounts,5630007,EPF ADMIN CHARGES,563,2026-05,450,1
OIL,BackOff,HR_DEPT,5630007,EPF ADMIN CHARGES,563,2026-05,150,1
OIL,Sales,MIS,5630007,EPF ADMIN CHARGES,563,2026-05,300,2
OIL,BackOff,Accounts,5630001,SALARY EXPENSE,563,2026-06,723579,3
OIL,BackOff,Admin,5630001,SALARY EXPENSE,563,2026-06,362103,2
OIL,BackOff,CIVIL,5630001,SALARY EXPENSE,563,2026-06,30000,1
OIL,Del Mayp,(blank),5630001,SALARY EXPENSE,563,2026-06,30000,1
OIL,BackOff,HR_DEPT,5630001,SALARY EXPENSE,563,2026-06,125653,1
OIL,BackOff,IT,5630001,SALARY EXPENSE,563,2026-06,450605,3
OIL,BackOff,Legal,5630001,SALARY EXPENSE,563,2026-06,240907,2
OIL,Factory,,5630001,SALARY EXPENSE,563,2026-06,1897330,5
OIL,Med MKT,DIGTAL M,5630001,SALARY EXPENSE,563,2026-06,212000,3
OIL,Sales,CAL CNTR,5630001,SALARY EXPENSE,563,2026-06,100066,2
OIL,Sales,GT,5630001,SALARY EXPENSE,563,2026-06,2105586,20
OIL,Sales,MIS,5630001,SALARY EXPENSE,563,2026-06,159442,2
OIL,BackOff,Accounts,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,1136,1
OIL,BackOff,Admin,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,1326,1
OIL,BackOff,IT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,269,1
OIL,BackOff,Legal,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,141,1
OIL,Sales,CAL CNTR,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,367,1
OIL,Sales,MIS,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,125,1
OIL,BackOff,Accounts,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,4896,1
OIL,BackOff,Admin,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,5720,1
OIL,BackOff,IT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,1161,1
OIL,BackOff,Legal,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,609,1
OIL,Sales,CAL CNTR,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,1583,1
OIL,Sales,MIS,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,541,1
OIL,BackOff,Accounts,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-06,4278,1
OIL,BackOff,HR_DEPT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-06,3600,1
OIL,BackOff,Accounts,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-06,4278,1
OIL,BackOff,HR_DEPT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-06,3600,1
OIL,BackOff,Accounts,5630007,EPF ADMIN CHARGES,563,2026-06,356,1
OIL,BackOff,HR_DEPT,5630007,EPF ADMIN CHARGES,563,2026-06,300,1
OIL,BackOff,Accounts,5680014,SHORT AND EXCESS,568,2026-06,1,1
OIL,Sales,CSD,5630001,SALARY EXPENSE,563,2026-06,156973,4
OIL,Sales,MT,5630001,SALARY EXPENSE,563,2026-06,596672,4
OIL,Sales,ROI,5630001,SALARY EXPENSE,563,2026-06,630514,7
OIL,Sales,CSD,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,411,3
OIL,Sales,GT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,3157,3
OIL,Sales,MT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,3067,3
OIL,Sales,ROI,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,2079,5
OIL,Sales,CSD,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,1769,3
OIL,Sales,GT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,13596,3
OIL,Sales,MT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,13228,3
OIL,Sales,ROI,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,8972,5
OIL,Sales,GT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-06,15277,5
OIL,Sales,MT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-06,36523,3
OIL,Sales,ROI,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-06,27313,5
OIL,Sales,GT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-06,15277,5
OIL,Sales,MT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-06,36523,3
OIL,Sales,ROI,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-06,27313,5
OIL,Sales,GT,5630007,EPF ADMIN CHARGES,563,2026-06,1274,5
OIL,Sales,MT,5630007,EPF ADMIN CHARGES,563,2026-06,3045,3
OIL,Sales,ROI,5630007,EPF ADMIN CHARGES,563,2026-06,2274,5
OIL,Factory,CIVIL,5630001,SALARY EXPENSE,563,2026-06,164996,2
OIL,FACT_COM,,5630001,SALARY EXPENSE,563,2026-06,468293,2
OIL,Factory,CIVIL,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,426,1
OIL,FACT_COM,,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,1163,1
OIL,Factory,,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-06,6292,2
OIL,Factory,CIVIL,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,1841,1
OIL,FACT_COM,,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,5016,1
OIL,Factory,,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-06,27146,2
OIL,Factory,,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-06,14400,2
OIL,Factory,,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-06,14400,2
OIL,Factory,,5630007,EPF ADMIN CHARGES,563,2026-06,1200,2
OIL,Factory,CIVIL,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-06,105,1
OIL,FACT_COM,,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-06,426,1
OIL,Factory,,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-06,2405,2
OIL,Factory,CIVIL,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-06,210,1
OIL,FACT_COM,,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-06,852,1
OIL,Factory,,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-06,4810,2
OIL,Factory,(blank),5680014,SHORT AND EXCESS,568,2026-06,97,1
OIL,BackOff,Accounts,5680014,SHORT AND EXCESS,568,2026-04,57,1
OIL,Factory,,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-04,5078,1
OIL,FACT_COM,,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,4356,1
OIL,Factory,,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-04,21896,1
OIL,Factory,,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,11481,2
OIL,Factory,,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,11481,2
OIL,Factory,,5630007,EPF ADMIN CHARGES,563,2026-04,957,2
OIL,FACT_COM,,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-04,367,1
OIL,Factory,,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-04,2012,1
OIL,FACT_COM,,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-04,734,1
OIL,Factory,,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-04,4024,1
OIL,Del Bkhp,(blank),5630001,SALARY EXPENSE,563,2026-04,39000,1
OIL,Sales,HORECA,5630001,SALARY EXPENSE,563,2026-04,56450,1
OIL,Factory,CIVIL,5630001,SALARY EXPENSE,563,2026-04,85200,1
OIL,BackOff,Admin,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,1800,1
OIL,Med MKT,DIGTAL M,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-04,1800,1
OIL,BackOff,Admin,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,1800,1
OIL,Med MKT,DIGTAL M,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-04,1800,1
OIL,BackOff,Admin,5630007,EPF ADMIN CHARGES,563,2026-04,150,1
OIL,Med MKT,DIGTAL M,5630007,EPF ADMIN CHARGES,563,2026-04,150,1
OIL,Del Bkhp,,5630001,SALARY EXPENSE,563,2026-06,37500,1
OIL,Sales,E-COM,5630001,SALARY EXPENSE,563,2026-06,125300,2
OIL,Sales,HORECA,5630001,SALARY EXPENSE,563,2026-06,57000,1
OIL,BackOff,Admin,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-06,1800,1
OIL,Sales,MIS,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-06,1800,1
OIL,FACT_COM,,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-06,1800,1
OIL,BackOff,Admin,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-06,1800,1
OIL,Sales,MIS,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-06,1800,1
OIL,FACT_COM,,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-06,1800,1
OIL,BackOff,Admin,5630007,EPF ADMIN CHARGES,563,2026-06,150,1
OIL,Sales,MIS,5630007,EPF ADMIN CHARGES,563,2026-06,150,1
OIL,FACT_COM,,5630007,EPF ADMIN CHARGES,563,2026-06,150,1
OIL,Del Bkhp,,5650015,FUEL - VEHICLES,565,2026-06,9054,1
OIL,FACT_COM,,5650015,FUEL - VEHICLES,565,2026-06,11864,1
OIL,Factory,,5650015,FUEL - VEHICLES,565,2026-06,710,1
OIL,Factory,CIVIL,5630001,SALARY EXPENSE,563,2026-07,374130,2
OIL,FACT_COM,(blank),5630001,SALARY EXPENSE,563,2026-07,259950,1
OIL,BackOff,Admin,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,1800,1
OIL,BackOff,IT,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,1800,1
OIL,Factory,,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,12600,3
OIL,FACT_COM,,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,1800,1
OIL,BackOff,Admin,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,1800,1
OIL,BackOff,IT,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,1800,1
OIL,Factory,,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,12600,3
OIL,FACT_COM,,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,1800,1
OIL,BackOff,Admin,5630007,EPF ADMIN CHARGES,563,2026-07,150,1
OIL,BackOff,IT,5630007,EPF ADMIN CHARGES,563,2026-07,150,1
OIL,Factory,,5630007,EPF ADMIN CHARGES,563,2026-07,1050,3
OIL,FACT_COM,,5630007,EPF ADMIN CHARGES,563,2026-07,150,1
OIL,FACT_COM,,5630001,SALARY EXPENSE,563,2026-07,295319,1
OIL,Factory,CIVIL,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,663,1
OIL,FACT_COM,,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,1074,1
OIL,Factory,,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,6701,4
OIL,Factory,CIVIL,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,2756,1
OIL,FACT_COM,,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,4627,1
OIL,Factory,,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,28718,4
OIL,Factory,CIVIL,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-07,200,1
OIL,FACT_COM,,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-07,461,1
OIL,Factory,,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-07,2639,4
OIL,Factory,CIVIL,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-07,400,1
OIL,FACT_COM,,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-07,922,1
OIL,Factory,,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-07,5278,4
OIL,BackOff,IT,5680022,COMPUTER AND HARDWARE,568,2026-06,26447,1
OIL,BackOff,Accounts,5680008,FEES AND SUBSCRIPTION,568,2026-06,3943,1
OIL,BackOff,Admin,5640002,BUSINESS PROMOTION,564,2026-06,500,1
OIL,Transprt,,5650015,FUEL - VEHICLES,565,2026-06,1616,1
OIL,Factory,,5630004,REFRESHMENT,563,2026-06,43492,1
OIL,FACT_COM,,5650001,REPAIR & MAINTENANCE OFFICE & BUILDING,565,2026-06,7674,2
OIL,Factory,,5650016,REPAIR AND MAINTENANCE PLANT & MACHINERY,565,2026-06,1403602,6
OIL,FACT_COM,,5680016,SECURITY EXPENSES,568,2026-06,141594,1
OIL,Factory,,5630003,STAFF WELFARE,563,2026-06,3552,1
OIL,Del Bkhp,,5670002,UNLOADING/LOADING CHARGES-INDIRECT EXPENSE,567,2026-06,59916,1
OIL,BackOff,Accounts,5680002,INSURANCE INDIRECT,568,2026-06,40771,5
OIL,Factory,,5660002,RENT,566,2026-06,17864,1
OIL,FACT_COM,,5680012,PRINTING AND STATIONERY,568,2026-06,5820,1
OIL,FACT_COM,,5680003,TELEPHONE MOBILE AND INTERNET,568,2026-06,56511,2
OIL,Factory,,5680013,LAB AND TESTING,568,2026-06,63850,4
OIL,Factory,,5680001,GENERATOR INDIRECT,568,2026-06,2071,1
OIL,Factory,,5680002,INSURANCE INDIRECT,568,2026-06,109561,4
OIL,Del Bkhp,,5660005,TOLL EXPENSE - VEHICLES,566,2026-06,11085,8
OIL,FACT_COM,,5680002,INSURANCE INDIRECT,568,2026-06,159579,4
OIL,Del Bkhp,,5680002,INSURANCE INDIRECT,568,2026-06,11511,2
OIL,FACT_COM,,5680017,AMC,568,2026-06,9589,2
OIL,FACT_COM,,5680001,GENERATOR INDIRECT,568,2026-06,1808,1
OIL,Factory,,5680017,AMC,568,2026-06,11202,1
OIL,Factory,,5650001,REPAIR & MAINTENANCE OFFICE & BUILDING,565,2026-06,2522,1
OIL,Factory,,5680025,LEGAL AND PROFESSIONAL,568,2026-06,510,1
OIL,FACT_COM,,5680025,LEGAL AND PROFESSIONAL,568,2026-06,3288,2
OIL,NPD1,,5680002,INSURANCE INDIRECT,568,2026-06,8603,12
OIL,Transprt,,5680002,INSURANCE INDIRECT,568,2026-06,9324,2
OIL,Factory,,5680020,POLLUTION CONTROL,568,2026-06,2900,1
OIL,BackOff,IT,5680025,LEGAL AND PROFESSIONAL,568,2026-06,125,1
OIL,BackOff,Legal,5680017,AMC,568,2026-06,904,1
OIL,Sales,CSD,5610003,BANK CHARGES,561,2026-06,20213,3
OIL,BackOff,Admin,5610003,BANK CHARGES,561,2026-06,33877,1
OIL,Sales,EXPORT,5680025,LEGAL AND PROFESSIONAL,568,2026-06,822,1
OIL,Sales,EXPORT,5680008,FEES AND SUBSCRIPTION,568,2026-06,761,1
OIL,Sales,E-COM,5680002,INSURANCE INDIRECT,568,2026-06,1577,1
OIL,BackOff,Legal,5680010,CETP CHARGES,568,2026-06,2143,1
OIL,BackOff,Admin,5680008,FEES AND SUBSCRIPTION,568,2026-06,1439,1
OIL,Del Bkhp,,5670002,UNLOADING/LOADING CHARGES-INDIRECT EXPENSE,567,2026-07,19398,2
OIL,Factory,,5680002,INSURANCE INDIRECT,568,2026-07,240500,1
OIL,Factory,,5680025,LEGAL AND PROFESSIONAL,568,2026-07,35000,1
OIL,Factory,,5660002,RENT,566,2026-07,9905,1
OIL,Factory,,5650016,REPAIR AND MAINTENANCE PLANT & MACHINERY,565,2026-07,187620,4
OIL,Factory,(blank),5680001,GENERATOR INDIRECT,568,2026-07,66696,1
OIL,NPD2,,5610004,INTEREST ON UNSECURED LOAN,561,2026-05,178356,3
OIL,Del Bkhp,,5630001,SALARY EXPENSE,563,2026-05,40645,1
OIL,Sales,E-COM,5630001,SALARY EXPENSE,563,2026-05,129010,2
OIL,Sales,HORECA,5630001,SALARY EXPENSE,563,2026-05,57048,1
OIL,BackOff,Admin,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,1800,1
OIL,FACT_COM,,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,1800,1
OIL,Med MKT,DIGTAL M,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-05,1548,1
OIL,BackOff,Admin,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,1800,1
OIL,FACT_COM,,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,1800,1
OIL,Med MKT,DIGTAL M,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-05,1548,1
OIL,BackOff,Admin,5630007,EPF ADMIN CHARGES,563,2026-05,150,1
OIL,FACT_COM,,5630007,EPF ADMIN CHARGES,563,2026-05,150,1
OIL,Med MKT,DIGTAL M,5630007,EPF ADMIN CHARGES,563,2026-05,114,1
OIL,BackOff,IT,5680014,SHORT AND EXCESS,568,2026-05,0,1
OIL,NPD1,,5630001,SALARY EXPENSE,563,2026-05,544996,1
OIL,Interest,PVT LOAN,5630001,SALARY EXPENSE,563,2026-05,92500,1
OIL,NPD2,,5610004,INTEREST ON UNSECURED LOAN,561,2026-04,172603,3
OIL,Interest,PVT LOAN,5630001,SALARY EXPENSE,563,2026-04,92500,1
OIL,BackOff,Accounts,5630016,APPRENTICESHIP/STIPEND,563,2026-04,64632,1
OIL,BackOff,IT,5630016,APPRENTICESHIP/STIPEND,563,2026-04,116300,1
OIL,BackOff,Legal,5630016,APPRENTICESHIP/STIPEND,563,2026-04,5000,1
OIL,Sales,GT,5630017,REVERSAL OF UNCLAIMED SALARY,563,2026-06,6400,1
OIL,NPD2,,5610004,INTEREST ON UNSECURED LOAN,561,2026-06,145479,3
OIL,Interest,PVT LOAN,5630001,SALARY EXPENSE,563,2026-06,92500,1
OIL,NPD2,,5610004,INTEREST ON UNSECURED LOAN,561,2026-07,108904,2
OIL,Factory,,5680011,ELECTRICITY,568,2026-07,803378,2
OIL,BackOff,Accounts,5630016,APPRENTICESHIP/STIPEND,563,2026-07,55210,1
OIL,BackOff,IT,5630016,APPRENTICESHIP/STIPEND,563,2026-07,103211,1
OIL,Sales,CAL CNTR,5630016,APPRENTICESHIP/STIPEND,563,2026-07,2415,1
OIL,Med MKT,DIGTAL M,5630016,APPRENTICESHIP/STIPEND,563,2026-07,15807,1
OIL,Factory,,5630016,APPRENTICESHIP/STIPEND,563,2026-07,41306,1
OIL,NPD1,,5630001,SALARY EXPENSE,563,2026-07,564996,1
OIL,Interest,PVT LOAN,5630001,SALARY EXPENSE,563,2026-07,92500,1
OIL,Sales,ROI,5680014,SHORT AND EXCESS,568,2026-07,-125,1
OIL,Sales,GT,5680014,SHORT AND EXCESS,568,2026-06,-98,1
OIL,Factory,,5640004,SAMPLING EXPENSES,564,2026-05,-12000,2
OIL,OTE,,5640001,ADVERTISEMENT,564,2026-06,-2410107,1
OIL,Del Bkhp,,5650015,FUEL - VEHICLES,565,2026-07,-9054,1
OIL,FACT_COM,,5650015,FUEL - VEHICLES,565,2026-07,-11864,1
OIL,Factory,,5650015,FUEL - VEHICLES,565,2026-07,-710,1
OIL,Transprt,,5650015,FUEL - VEHICLES,565,2026-07,-1616,1
OIL,Factory,,5630004,REFRESHMENT,563,2026-07,-43492,1
OIL,FACT_COM,,5650001,REPAIR & MAINTENANCE OFFICE & BUILDING,565,2026-07,-8856,2
OIL,FACT_COM,,5680016,SECURITY EXPENSES,568,2026-07,-141594,1
OIL,Factory,,5630003,STAFF WELFARE,563,2026-07,-3552,1
OIL,Factory,,5640004,SAMPLING EXPENSES,564,2026-04,-630,1
OIL,FACT_COM,,5650001,REPAIR & MAINTENANCE OFFICE & BUILDING,565,2026-04,-267595,7
OIL,FACT_COM,,5650015,FUEL - VEHICLES,565,2026-04,-22309,6
OIL,Factory,,5650015,FUEL - VEHICLES,565,2026-04,-1137,2
OIL,Del Bkhp,,5650015,FUEL - VEHICLES,565,2026-04,-107580,3
OIL,FACT_COM,,5680003,TELEPHONE MOBILE AND INTERNET,568,2026-04,-613,1
OIL,Del Bkhp,,5670001,FREIGHT AND CARTAGE OUTWARD-INDIRECT EXP,567,2026-07,-1201864,1
OIL,Sales,MT,5680014,SHORT AND EXCESS,568,2026-04,-21,1
MART,(blank),(blank),5680014,SHORT AND EXCESS,568,2026-04,-378,1133
MART,(blank),(blank),5680014,SHORT AND EXCESS,568,2026-05,61,1149
MART,(blank),(blank),5680014,SHORT AND EXCESS,568,2026-06,161,1215
MART,(blank),(blank),5680014,SHORT AND EXCESS,568,2026-07,-22,1010
MART,Sales,E-COM,5640001,ADVERTISEMENT,564,2026-06,3033377,41
MART,,,5640001,ADVERTISEMENT,564,2026-06,-9413888,4
MART,Sales,E-COM,5640003,MARKET COMISSION AND BROKERAGE,564,2026-06,160994,24
MART,Sales,E-COM,5680029,TECHNOLOGY FEES,568,2026-06,29512,12
MART,Sales,E-COM,5670001,FREIGHT AND CARTAGE,567,2026-06,294685,16
MART,Sales,E-COM,5680033,CUSTOMER ADD ON AMOUNT RECOVERY,568,2026-06,777,9
MART,Sales,E-COM,5680030,FIXED FEE,568,2026-06,296492,18
MART,Sales,E-COM,5680030,FIXED FEE,568,2026-07,329427,17
MART,SUPPLY-C,SC-WARH,5670001,FREIGHT AND CARTAGE,567,2026-06,407930,92
MART,Sales,E-COM,5640003,MARKET COMISSION AND BROKERAGE,564,2026-07,3280027,25
MART,Sales,E-COM,5680029,TECHNOLOGY FEES,568,2026-07,21882,11
MART,Sales,E-COM,5670001,FREIGHT AND CARTAGE,567,2026-07,296796,11
MART,Sales RE,ROI,5640002,BUSINESS PROMOTION,564,2026-04,0,2
MART,SUPPLY-C,SC-BHKR,5670001,FREIGHT AND CARTAGE,567,2026-04,757630,86
MART,SUPPLY-C,SC-BHKR,5630004,REFRESHMENT,563,2026-07,29070,9
MART,SUPPLY-C,SC-BHKR,5670002,LOADING AND UNLOADING,567,2026-07,13545,30
MART,SUPPLY-C,SC-BHKR,5690002,CONVEYANCE,569,2026-07,200,2
MART,SUPPLY-C,SC-BHKR,5650002,REPAIR & MAINTENANCE VEHICLE,565,2026-07,3160,7
MART,SUPPLY-C,SC-BHKR,5660005,TOLL EXPENSE - VEHICLES,566,2026-07,235,2
MART,SUPPLY-C,SC-BHKR,5670001,FREIGHT AND CARTAGE,567,2026-07,2292616,99
MART,SUPPLY-C,SC-WARH,5670001,FREIGHT AND CARTAGE,567,2026-04,227156,78
MART,SERVICES,(blank),5680016,SECURITY,568,2026-05,31467,2
MART,SUPPLY-C,SC-WARH,5670001,FREIGHT AND CARTAGE,567,2026-05,181087,74
MART,SUPPLY-C,SC-BHKR,5670001,FREIGHT AND CARTAGE,567,2026-05,1362266,123
MART,SERVICES,(blank),5680016,SECURITY,568,2026-06,62951,3
MART,SUPPLY-C,SC-BHKR,5670001,FREIGHT AND CARTAGE,567,2026-06,1185497,114
MART,SERVICES,(blank),5680002,INSURANCE INDIRECT,568,2026-06,70574,63
MART,SERVICES,(blank),5680016,SECURITY,568,2026-07,31467,2
MART,SERVICES,(blank),5680008,FEES AND SUBSCRIPTION,568,2026-07,68661,7
MART,Sales,E-COM,5640001,ADVERTISEMENT,564,2026-05,1185920,45
MART,ECOM,(blank),5640001,ADVERTISEMENT,564,2026-06,-3461144,1
MART,(blank),,5640001,ADVERTISEMENT,564,2026-06,-2592830,1
MART,Sales RE,ROI,5640002,BUSINESS PROMOTION,564,2026-05,0,2
MART,Sales RE,ROI,5640002,BUSINESS PROMOTION,564,2026-06,1413965,9
MART,Sales,E-COM,5660003,STORAGE CHARGES INDIRECT,566,2026-06,31,7
MART,Sales,E-COM,5680033,CUSTOMER ADD ON AMOUNT RECOVERY,568,2026-07,360,5
MART,SERVICES,(blank),5680008,FEES AND SUBSCRIPTION,568,2026-06,61963,5
