group_id,product_group,subgroup_id,sub_group,skus
180,Veg Delight,920,Daal,9
180,Veg Delight,935,Jeera Mashroom,1
180,Veg Delight,937,Kadai Paneer,4
180,Veg Delight,938,Kofta,2
180,Veg Delight,946,Mashroom Masala,1
180,Veg Delight,947,Mashroom Matar,1
180,Veg Delight,948,Matar Paneer,1
180,Veg Delight,950,Mix Veg,2
180,Veg Delight,955,Palak Paneer,1
180,Veg Delight,956,Paneer Bhujji,1
180,Veg Delight,957,Paneer Do Payaja,1
180,Veg Delight,959,Paneer Pasanda,1
180,Veg Delight,973,Rajmah,1
180,Veg Delight,979,Shabnam Curry,1
180,Veg Delight,980,Shahi Paneer,1
159,Vegetable,252,Arbi,23
159,Vegetable,283,Bathu Saag,1
159,Vegetable,286,Beans,5
159,Vegetable,289,Beet,17
159,Vegetable,295,Bitter Goud,3
159,Vegetable,296,Bitter Gourd,70
159,Vegetable,299,Black Tori,7
159,Vegetable,319,Brinjal,91
159,Vegetable,320,Broccoli,1
159,Vegetable,328,Cabbage,2
159,Vegetable,335,Capsicum,60
159,Vegetable,341,Carrot,56
159,Vegetable,346,Cauliflower,87
159,Vegetable,355,Chappan Kaddu,1
159,Vegetable,398,Cucumber,24
159,Vegetable,471,Garlic,29
159,Vegetable,476,Ginger,62
159,Vegetable,488,Green Beans,5
159,Vegetable,489,Green Chilli,29
159,Vegetable,490,Green Onion,31
159,Vegetable,506,Hara Dhania,48
159,Vegetable,523,Jack Fruit,1
159,Vegetable,530,Jugnoo,1
159,Vegetable,553,Ladyfiner,1
159,Vegetable,554,Ladyfinger,75
159,Vegetable,559,Leafy Onion,2
159,Vegetable,561,Lemon,20
159,Vegetable,567,Loki,24
159,Vegetable,583,Matar,57
159,Vegetable,587,Mehti,1
159,Vegetable,591,Methi,64
159,Vegetable,615,Mushroom,10
159,Vegetable,632,Onion,14
159,Vegetable,639,Palak,96
159,Vegetable,646,Parwal,3
159,Vegetable,657,Pepe,1
159,Vegetable,672,Potato,13
159,Vegetable,677,Pudina,2
159,Vegetable,682,Pumkin,44
159,Vegetable,684,Radish,67
159,Vegetable,712,Sarso Saag,32
159,Vegetable,768,Suger Beet,1
159,Vegetable,778,Tar,8
159,Vegetable,792,Tinda,13
159,Vegetable,798,Tomato,56
159,Vegetable,811,Tori,33
159,Vegetable,821,Turnip,10
159,Vegetable,831,Vegetable,31
159,Vegetable,832,Vegetable Frozen,1
160,Winter Wear,302,Blazer,24
160,Winter Wear,306,Booties,7
160,Winter Wear,333,Cap,48
160,Winter Wear,338,Cardigan,89
160,Winter Wear,482,Gloves,26
160,Winter Wear,524,Jacket,54
160,Winter Wear,589,Mens Wear,1
160,Winter Wear,608,Mufler,17
160,Winter Wear,1037,Ponchu,2
160,Winter Wear,680,Pullover Full Sleaves,70
160,Winter Wear,1017,Pullover Half Sleaves,22
160,Winter Wear,716,Scarf,4
160,Winter Wear,724,Shawl,16
160,Winter Wear,733,Shrug,9
160,Winter Wear,765,Stole,67
160,Winter Wear,1039,Sweat Shirt,25
160,Winter Wear,816,Track Suit Summer,44
160,Winter Wear,878,Track Suit Winter,66
160,Winter Wear,787,Woolen Bed Sheet,4
160,Winter Wear,847,Woolen Kurti,26
160,Winter Wear,1038,Woolen Slex,2
160,Winter Wear,1036,Woolen Top,9
160,Winter Wear,848,Woollen Dress,20
160,Winter Wear,849,Woollen Suit,4
192,Womens Wear,312,Bottom Wear,8
192,Womens Wear,334,Capri,7
192,Womens Wear,1067,Girls Jeans,1
192,Womens Wear,1023,Jegging,2
192,Womens Wear,549,Kurti,44
192,Womens Wear,1068,Ladies Trouser,6
192,Womens Wear,627,Night Wear,1
192,Womens Wear,628,Nighty,6
192,Womens Wear,638,Pajami,10
192,Womens Wear,667,Plazzo,12
192,Womens Wear,1049,Plazzo Set,8
192,Womens Wear,706,Salwar,12
192,Womens Wear,742,Slex,40
192,Womens Wear,809,Top,16
