host	path	method	class	wired	app	source_chunk	const	evidence
brand-portal-service-http.swiggy.com	/api/v1/spins/batch	POST	READ	yes	im-sampling	js__async__bundle.4cd7b057b5f80187.js	GET_PRODUCT_SPINS_BATCH	call site .post() on GET_PRODUCT_SPINS_BATCH
brand-portal-service-http.swiggy.com	/api/v1/suggest-placement	POST	READ	yes	brand-portal-client	441.1de474225309243dd836.js	SUGGEST_PLACEMENT	call site .post() on SUGGEST_PLACEMENT
brand-portal-service-http.swiggy.com	/api/v1/suggest/category-paths	POST	READ	yes	instamart	bundle.4684094890fa3a3db7ec.js	SUGGEST_CATALOG_TARGETING	call site .post() on SUGGEST_CATALOG_TARGETING
brand-portal-service-http.swiggy.com	/api/v1/suggest/keyword/bids	POST	READ	yes	brand-portal-client	441.1de474225309243dd836.js	KEYWORD_SUGGESTIONS	call site .post() on KEYWORD_SUGGESTIONS
brand-portal-service-http.swiggy.com	/v1/create_spin_change_request	POST	WRITE	no	im-catalog	js__async__bundle.62218e79a05fe8b8.js	CREATE_SPIN_CHANGE_REQUEST	call site .post() on CREATE_SPIN_CHANGE_REQUEST
brand-portal-service-http.swiggy.com	/v1/generate_signed_url	POST	EXPORT	no	im-catalog	js__async__bundle.62218e79a05fe8b8.js	GENERATE_SIGNED_URL	call site .post() on GENERATE_SIGNED_URL
brand-portal-service-http.swiggy.com	/v1/get_spin_change_attribute_details	POST	READ	yes	im-catalog	js__async__bundle.62218e79a05fe8b8.js	GET_SPIN_CHANGE_ATTRIBUTE_DETAILS	call site .post() on GET_SPIN_CHANGE_ATTRIBUTE_DETAILS
brand-portal-service-http.swiggy.com	/v1/get_spin_change_workflow_details	POST	READ	yes	im-catalog	js__async__bundle.62218e79a05fe8b8.js	GET_SPIN_CHANGE_WORKFLOW_DETAILS	call site .post() on GET_SPIN_CHANGE_WORKFLOW_DETAILS
brand-portal-service-http.swiggy.com	/v1/get_spin_details	POST	READ	yes	im-catalog	js__async__bundle.62218e79a05fe8b8.js	GET_SPIN_DETAILS	call site .post() on GET_SPIN_DETAILS
brand-portal-service-http.swiggy.com	/v1/get_spin_metrics	POST	READ	yes	im-catalog	js__async__bundle.62218e79a05fe8b8.js	GET_SPIN_METRICS	call site .post() on GET_SPIN_METRICS | live: ['POST'] -> [200], 514B
brand-portal-service-http.swiggy.com	/v1/list_spin_change_requests	POST	READ	yes	im-catalog	js__async__bundle.62218e79a05fe8b8.js	LIST_SPIN_CHANGE_REQUESTS	call site .post() on LIST_SPIN_CHANGE_REQUESTS | live: ['POST'] -> [200], 79B
brand-portal-service-http.swiggy.com	/v1/list_spins	POST	READ	yes	im-catalog	js__async__bundle.62218e79a05fe8b8.js	LIST_SPINS	call site .post() on LIST_SPINS | live: ['POST'] -> [200], 8382B
brand-portal-service-http.swiggy.com	/v1/reassign_spin_change_request	POST	UNKNOWN	no	im-catalog	js__async__bundle.62218e79a05fe8b8.js	REASSIGN_SPIN_CHANGE_REQUEST	call site .post() on REASSIGN_SPIN_CHANGE_REQUEST
brand-portal-service-http.swiggy.com	/v1/search_brands	POST	READ	yes	im-catalog	js__async__bundle.62218e79a05fe8b8.js	SEARCH_BRANDS	call site .post() on SEARCH_BRANDS
brand-portal-service-http.swiggy.com	/v1/search_categories	POST	READ	yes	im-catalog	js__async__bundle.62218e79a05fe8b8.js	SEARCH_CATEGORIES	call site .post() on SEARCH_CATEGORIES | live: ['POST'] -> [200], 399B
brand-portal-service-http.swiggy.com	/v1/transition_spin_change_request	POST	UNKNOWN	no	im-catalog	js__async__bundle.62218e79a05fe8b8.js	TRANSITION_SPIN_CHANGE_REQUEST	call site .post() on TRANSITION_SPIN_CHANGE_REQUEST
brand-portal-service-http.swiggy.com	/v1/update_spin_change_workflow	PUT	WRITE	no	im-catalog	js__async__bundle.62218e79a05fe8b8.js	UPDATE_SPIN_CHANGE_WORKFLOW	call site .put() on UPDATE_SPIN_CHANGE_WORKFLOW
brand-portal-service-http.swiggy.com	/v1/validate_spin_change_request	POST	UNKNOWN	no	im-catalog	js__async__bundle.62218e79a05fe8b8.js	VALIDATE_SPIN_CHANGE_REQUEST	call site .post() on VALIDATE_SPIN_CHANGE_REQUEST
ozone-idp-brands-im-kba.swiggy.com	/v1/accounts/createAuthURI	POST	WRITE	no	brand-portal-client	441.1de474225309243dd836.js	initiateLogin	call site .post() on initiateLogin
ozone-idp-brands-im-kba.swiggy.com	/v1/accounts/sendVerificationCode	POST	WRITE	no	brand-portal-client	441.1de474225309243dd836.js	sendVerificationCode	call site .post() on sendVerificationCode
ozone-idp-brands-im-kba.swiggy.com	/v1/accounts/signInWithIDP	POST	WRITE	no	brand-portal-client	441.1de474225309243dd836.js	signInWithIDP	call site .post() on signInWithIDP
ozone-idp-brands-im-kba.swiggy.com	/v1/accounts/signInWithOTP	POST	WRITE	no	brand-portal-client	441.1de474225309243dd836.js	signInWithOTP	call site .post() on signInWithOTP
ozone-idp-brands-im-kba.swiggy.com	/v1/accounts/signOut	POST	WRITE	no	brand-portal-client	441.1de474225309243dd836.js	signOut	call site .post() on signOut
ozone-idp-brands-im-kba.swiggy.com	/v1/token/refresh	POST	WRITE	no	brand-portal-client	441.1de474225309243dd836.js	refreshToken,vendorRefreshToken	call site .post() on refreshToken
ozone-idp-brands-im-kba.swiggy.com	/v2/accounts/sendVerificationCode	POST	WRITE	no	im-vendor	__federation_expose_LocalBuyingApp.246d7d78cbfe927a29bd.js	sendVerificationCode	call site .post() on sendVerificationCode
partner-api.swiggy.com	/im-discounts/v1/account/get	GET	READ	yes	im-discounts	js__async__bundle.a6c530750e767fae.js		direct literal call site .get("/im-discounts/v1/account/get")
partner-api.swiggy.com	/im-discounts/v1/account/list	GET	READ	yes	im-discounts	js__async__bundle.a6c530750e767fae.js		direct literal call site .get("/im-discounts/v1/account/list")
partner-api.swiggy.com	/im-discounts/v1/account/permissions	GET	READ	yes	im-discounts	js__async__bundle.150c06b438807541.js		direct literal call site .get("/im-discounts/v1/account/permissions")
partner-api.swiggy.com	/im-discounts/v1/configs	GET	READ	yes	im-discounts	js__async__bundle.150c06b438807541.js		direct literal call site .get("/im-discounts/v1/configs")
partner-api.swiggy.com	/instamart/v1/account/get	GET	READ	yes	brand-portal-client	441.1de474225309243dd836.js	ACCOUNT_GET	call site .get() on ACCOUNT_GET | live: ['GET'] -> [200], 619B
partner-api.swiggy.com	/instamart/v1/account/list	GET	READ	yes	brand-portal-client	441.1de474225309243dd836.js	ACCOUNT_LIST	call site .get() on ACCOUNT_LIST | live: ['GET'] -> [200], 1464B
partner-api.swiggy.com	/instamart/v1/account/permissions	GET	READ	yes	brand-portal-client	441.1de474225309243dd836.js	ACCOUNT_PERMISSIONS	call site .get() on ACCOUNT_PERMISSIONS
partner-api.swiggy.com	/instamart/v1/campaign	UNKNOWN	UNKNOWN	no	brand-portal-client	441.1de474225309243dd836.js	CAMPAIGN_GET	method unresolved from the minified source — denied per G1
partner-api.swiggy.com	/instamart/v1/campaign/bpo	GET	READ	yes	brand-portal-client	441.1de474225309243dd836.js	CAMPAIGN_GET_BPO	call site .get() on CAMPAIGN_GET_BPO
partner-api.swiggy.com	/instamart/v1/campaign/create	UNKNOWN	WRITE	no	brand-portal-client	441.1de474225309243dd836.js		mutating path token(s) ['create']
partner-api.swiggy.com	/instamart/v1/campaign/deactivate	POST	WRITE	no	brand-portal-client	441.1de474225309243dd836.js	CAMPAIGN_DEACTIVATE	call site .post() on CAMPAIGN_DEACTIVATE
partner-api.swiggy.com	/instamart/v1/campaign/list	UNKNOWN	UNKNOWN	no	brand-portal-client	441.1de474225309243dd836.js	CAMPAIGN_LIST	read-shaped path but METHOD UNRESOLVED — denied per G1
partner-api.swiggy.com	/instamart/v1/campaign/update	UNKNOWN	WRITE	no	brand-portal-client	441.1de474225309243dd836.js		mutating path token(s) ['update']
partner-api.swiggy.com	/instamart/v1/configs	GET	READ	yes	brand-portal-client	441.1de474225309243dd836.js	FETCH_CONFIGS	call site .get() on FETCH_CONFIGS | live: ['GET'] -> [200], 24655B
partner-api.swiggy.com	/instamart/v1/creative/get-upload-info-v2	GET	WRITE	no	brand-portal-client	441.1de474225309243dd836.js	GET_S3_UPLOAD_INFO	call site .get() on GET_S3_UPLOAD_INFO
partner-api.swiggy.com	/instamart/v1/keywords/l2-placement-suggestions	UNKNOWN	UNKNOWN	no	brand-portal-client	441.1de474225309243dd836.js	L2_CATEGORY_SUGGESTIONS	read-shaped path but METHOD UNRESOLVED — denied per G1
partner-api.swiggy.com	/instamart/v1/keywords/suggestions	UNKNOWN	UNKNOWN	no	brand-portal-client	441.1de474225309243dd836.js		read-shaped path but METHOD UNRESOLVED — denied per G1
partner-api.swiggy.com	/instamart/v1/metrics	POST	READ	yes	brand-portal-client	441.1de474225309243dd836.js	METRICS	call site .post() on METRICS
partner-api.swiggy.com	/instamart/v1/products/filter	POST	READ	yes	brand-portal-client	441.1de474225309243dd836.js	PRODUCTS_FILTER	call site .post() on PRODUCTS_FILTER
partner-api.swiggy.com	/instamart/v1/report	POST	READ	yes	brand-portal-client	441.1de474225309243dd836.js	GET_REPORT	call site .post() on GET_REPORT
partner-api.swiggy.com	/instamart/v1/report/initiate-bdpo-report	POST	EXPORT	no	brand-portal-client	441.1de474225309243dd836.js	INITIATE_BDPO_METRIC_REPORT	call site .post() on INITIATE_BDPO_METRIC_REPORT
partner-api.swiggy.com	/instamart/v1/report/initiate-sales-report	UNKNOWN	EXPORT	no	brand-portal-client	441.1de474225309243dd836.js		report generation / enqueue — creates a row + burns queue budget (G2)
partner-api.swiggy.com	/instamart/v1/report/list-bdpo	POST	READ	yes	brand-portal-client	441.1de474225309243dd836.js	GET_BDPO_REPORT	call site .post() on GET_BDPO_REPORT
partner-api.swiggy.com	/instamart/v1/report/list-sales	POST	READ	yes	brand-portal-client	441.1de474225309243dd836.js	GET_SALES_REPORT	call site .post() on GET_SALES_REPORT
partner-api.swiggy.com	/time	GET	READ	yes	brand-portal-client	441.1de474225309243dd836.js	TIME	call site .get() on TIME | live: ['GET'] -> [200], 27B
picker.swiggy.com	/api/v1/batch/list	GET	READ	yes	im-vendor	__federation_expose_VendorApp.70309170fe9d4a468178.js	BATCH_LIST	call site .get() on BATCH_LIST | live: ['POST'] -> [200], 10230B
picker.swiggy.com	/api/v1/batch/submit	POST	WRITE	no	im-vendor	__federation_expose_VendorApp.70309170fe9d4a468178.js	BULK_DOWNLOAD_PO_DATA	call site .post() on BULK_DOWNLOAD_PO_DATA
picker.swiggy.com	/api/v1/brands/list	GET	READ	yes	im-vendor	__federation_expose_LocalBuyingApp.246d7d78cbfe927a29bd.js		nearest client .get() after the template url | live: ['GET'] -> [403], 97B
picker.swiggy.com	/api/v1/category/list	GET	READ	yes	im-vendor	Availability.d0c36d5267ffa8145cbd.js		nearest client .get() after the template url | live: ['GET'] -> [200], 6666B
picker.swiggy.com	/api/v1/document/batch/generate	POST	EXPORT	no	im-vendor	__federation_expose_VendorApp.70309170fe9d4a468178.js	DOWNLOAD_SINGLE_PO_DATA	call site .post() on DOWNLOAD_SINGLE_PO_DATA
picker.swiggy.com	/api/v1/document/merged/generate	POST	EXPORT	no	im-vendor	__federation_expose_VendorApp.70309170fe9d4a468178.js	DOWNLOAD_MULTIPLE_PO_DATA	call site .post() on DOWNLOAD_MULTIPLE_PO_DATA
picker.swiggy.com	/api/v1/external/indent/accept	POST	WRITE	no	im-vendor	LocalBuyingDashboard.05ae72b5fd73b5c21919.js	ACCEPT_INDENT	call site .post() on ACCEPT_INDENT
picker.swiggy.com	/api/v1/external/indent/get	POST	READ	yes	im-vendor	LocalBuyingDashboard.05ae72b5fd73b5c21919.js	GET_INDENT	call site .post() on GET_INDENT
picker.swiggy.com	/api/v1/external/indent/item/update	POST	WRITE	no	im-vendor	LocalBuyingDashboard.05ae72b5fd73b5c21919.js	UPDATE_INDENT,UPDATE_INDENT_ITEM	call site .post() on UPDATE_INDENT_ITEM
picker.swiggy.com	/api/v1/external/indent/list_indent_items	POST	READ	yes	im-vendor	LocalBuyingDashboard.05ae72b5fd73b5c21919.js	GET_INDENT_ITEM_LIST	call site .post() on GET_INDENT_ITEM_LIST
picker.swiggy.com	/api/v1/external/indent/list_indents	POST	READ	yes	im-vendor	LocalBuyingDashboard.05ae72b5fd73b5c21919.js	GET_INDENT_LIST	call site .post() on GET_INDENT_LIST
picker.swiggy.com	/api/v1/external/indent/po/download	POST	READ_FILE	yes	im-vendor	LocalBuyingDashboard.05ae72b5fd73b5c21919.js	PO_DOWNLOAD	call site .post() on PO_DOWNLOAD
picker.swiggy.com	/api/v1/external/indent/reject	POST	WRITE	no	im-vendor	LocalBuyingDashboard.05ae72b5fd73b5c21919.js	REJECT_INDENT	call site .post() on REJECT_INDENT
picker.swiggy.com	/api/v1/fc-appointment/batch-cancel	UNKNOWN	WRITE	no	im-vendor	POBooking.9512bf06a9f7f495b945.js		mutating path token(s) ['cancel']
picker.swiggy.com	/api/v1/fc-appointment/batch-create	UNKNOWN	WRITE	no	im-vendor	POBooking.9512bf06a9f7f495b945.js		mutating path token(s) ['create']
picker.swiggy.com	/api/v1/fc-appointment/batch-reschedule	UNKNOWN	WRITE	no	im-vendor	POBooking.9512bf06a9f7f495b945.js		mutating path token(s) ['reschedule']
picker.swiggy.com	/api/v1/fc-appointment/recommend-slots	UNKNOWN	UNKNOWN	no	im-vendor	POBooking.9512bf06a9f7f495b945.js		read-shaped path but METHOD UNRESOLVED — denied per G1
picker.swiggy.com	/api/v1/fc-appointment/search	UNKNOWN	UNKNOWN	no	im-vendor	POBooking.9512bf06a9f7f495b945.js		read-shaped path but METHOD UNRESOLVED — denied per G1
picker.swiggy.com	/api/v1/grn-list-data	UNKNOWN	UNKNOWN	no	im-vendor	__federation_expose_VendorApp.70309170fe9d4a468178.js	GET_GRN_DATA	read-shaped path but METHOD UNRESOLVED — denied per G1
picker.swiggy.com	/api/v1/grn/searchGrnLines	POST	READ	yes	im-vendor	GRN.83bda2393e849d399550.js		nearest client .post() after the template url
picker.swiggy.com	/api/v1/inventory/metrics	POST	READ	yes	im-vendor	__federation_expose_VendorApp.70309170fe9d4a468178.js		nearest client .post() after the template url | live: ['POST'] -> [403], 50B
picker.swiggy.com	/api/v1/inventory/search/itemInventories	POST	READ	yes	im-vendor	LowStock.88cf3ecd428d5d3c89f9.js		nearest client .post() after the template url | live: ['POST'] -> [403], 50B
picker.swiggy.com	/api/v1/inventory/search/lowStockFcs	POST	READ	yes	im-vendor	LowStock.88cf3ecd428d5d3c89f9.js		nearest client .post() after the template url | live: ['POST'] -> [403], 50B
picker.swiggy.com	/api/v1/listAllFCs	POST	READ	yes	im-vendor	POBooking.9512bf06a9f7f495b945.js		PROVEN LIVE — the app fired POST during a page render and got HTTP [200] with 11949B of JSON | live: ['POST'] -> [200], 11949B
picker.swiggy.com	/api/v1/listPurchaseOrderLines	POST	READ	yes	im-vendor	__federation_expose_VendorApp.70309170fe9d4a468178.js	GET_ITEM_LIST_DATA	nearest client .post() after the template url
picker.swiggy.com	/api/v1/purchaseMetrics	POST	READ	yes	im-vendor	__federation_expose_VendorApp.70309170fe9d4a468178.js		nearest client .post() after the template url | live: ['POST'] -> [403], 77B
picker.swiggy.com	/api/v1/returnMetrics	POST	READ	yes	im-vendor	RTV.5481d4d3cccce9e39c8e.js		nearest client .post() after the template url | live: ['POST'] -> [400], 77B
picker.swiggy.com	/api/v1/search/rtv	POST	READ	yes	im-vendor	RTV.5481d4d3cccce9e39c8e.js		nearest client .post() after the template url | live: ['POST'] -> [403], 101B
picker.swiggy.com	/api/v1/search/rtvLines	POST	READ	yes	im-vendor	RTV.5481d4d3cccce9e39c8e.js		nearest client .post() after the template url
picker.swiggy.com	/api/v1/searchGrns	POST	READ	yes	im-vendor	GRN.83bda2393e849d399550.js		nearest client .post() after the template url | live: ['POST'] -> [403], 77B
picker.swiggy.com	/api/v1/searchInventoryAvailabilityMetrics	POST	READ	yes	im-vendor	Availability.d0c36d5267ffa8145cbd.js		nearest client .post() after the template url | live: ['POST'] -> [403], 77B
picker.swiggy.com	/api/v1/searchPurchaseOrder	POST	READ	yes	im-vendor	__federation_expose_VendorApp.70309170fe9d4a468178.js	GET_PO_DETAILS	call site .post() on GET_PO_DETAILS | live: ['POST'] -> [200, 403], 31699B
picker.swiggy.com	/api/v1/searchPurchaseReturnLines	POST	READ	yes	im-vendor	PurchaseReturns.f5bb247985b133b0768e.js		nearest client .post() after the template url
picker.swiggy.com	/api/v1/searchPurchaseReturns	POST	READ	yes	im-vendor	PurchaseReturns.f5bb247985b133b0768e.js		nearest client .post() after the template url | live: ['POST'] -> [403], 77B
picker.swiggy.com	/api/v1/searchSupplierPerformanceMetrics	POST	READ	yes	im-vendor	Performance.aa94856c7b8042f8db8f.js		nearest client .post() after the template url | live: ['POST'] -> [403], 77B
picker.swiggy.com	/api/v1/suppliers/searchSuppliers	UNKNOWN	UNKNOWN	no	im-vendor	POBooking.9512bf06a9f7f495b945.js		read-shaped path but METHOD UNRESOLVED — denied per G1
picker.swiggy.com	/api/v1/vendorPortal/accessInfo	GET	READ	yes	im-vendor	__federation_expose_LocalBuyingApp.246d7d78cbfe927a29bd.js		nearest client .get() after the template url | live: ['GET'] -> [200], 381B
