docnum,src,docdate,card,whs,pcs,litres,dispatched_at,cls
626070473,INVOICE,2026-07-23,JINDAL BROTHERS,BH-PF,5580.0,5328.6,2026-07-24T19:56:53.058550+05:30,GONE_before_1Aug
626070474,INVOICE,2026-07-23,N.K. TRADING CO.,BH-PF,6000.0,5729.7,2026-07-25T20:30:50.281702+05:30,GONE_before_1Aug
626070475,INVOICE,2026-07-23,SAI TRADERS LUDHIANA,BH-BT,5163.0,5655.0,2026-07-25T23:23:25.985523+05:30,GONE_before_1Aug
626070476,INVOICE,2026-07-23,M/S OM PARKASH MAHAJAN AND CO.,BH-PF,4000.0,3819.8,2026-07-25T20:30:50.281702+05:30,GONE_before_1Aug
626070477,INVOICE,2026-07-23,SHREE SHYAM JI ENTERPRISES,BH-PF,2000.0,1909.9,2026-07-24T17:47:14.992018+05:30,GONE_before_1Aug
626070479,INVOICE,2026-07-23,SHREE SHYAM JI ENTERPRISES,BH-PF,300.0,4285.7,2026-07-24T17:47:14.992018+05:30,GONE_before_1Aug
626070480,INVOICE,2026-07-23,RAJESHWAR KISHORE MAHENDERPAL,BH-BT,200.0,1000.0,2026-07-27T11:16:24.574225+05:30,GONE_before_1Aug
626070481,INVOICE,2026-07-23,M/S SR PICKLES LLP,BH-PF,130.0,650.0,2026-07-24T12:28:52.795484+05:30,GONE_before_1Aug
626070482,INVOICE,2026-07-23,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-24T09:46:32.250071+05:30,GONE_before_1Aug
626070483,INVOICE,2026-07-23,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-24T10:55:04.779652+05:30,GONE_before_1Aug
626070484,INVOICE,2026-07-23,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-24T12:38:12.529511+05:30,GONE_before_1Aug
626070485,INVOICE,2026-07-23,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-24T11:24:45.360999+05:30,GONE_before_1Aug
626070486,INVOICE,2026-07-23,JAGDAMBA ENTERPRISES CHD,BH-BT,152.0,760.0,2026-07-30T20:27:24.119868+05:30,GONE_before_1Aug
626070487,INVOICE,2026-07-23,JAGDAMBA ENTERPRISES CHD,BH-BT,1522.0,2050.0,2026-07-30T20:27:24.119868+05:30,GONE_before_1Aug
626070488,INVOICE,2026-07-23,JAGDAMBA ENTERPRISES CHD,BH-BT,162.0,162.0,2026-07-30T20:27:24.119868+05:30,GONE_before_1Aug
626070489,INVOICE,2026-07-23,STAR SALES CORPORATION,BH-PF,51.0,10001.0,2026-07-25T12:43:55.465038+05:30,GONE_before_1Aug
626070491,INVOICE,2026-07-23,AT OVERSEAS,BH-PF,190.0,2850.0,2026-07-24T17:55:19.428488+05:30,GONE_before_1Aug
626070492,INVOICE,2026-07-23,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,BH-PF,300.0,4500.0,2026-07-24T15:10:34.003379+05:30,GONE_before_1Aug
626070493,INVOICE,2026-07-23,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,BH-PF,200.0,3000.0,2026-07-24T15:10:34.003379+05:30,GONE_before_1Aug
626070494,INVOICE,2026-07-23,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,BH-BT,1800.0,9000.0,2026-07-24T15:10:34.003379+05:30,GONE_before_1Aug
626070495,INVOICE,2026-07-23,ISHWER CHAND & SONS (ANIPK0139M),BH-PF,1000.0,13186.8,2026-07-24T19:45:28.578349+05:30,GONE_before_1Aug
626070496,INVOICE,2026-07-23,RAJESHWAR KISHORE MAHENDERPAL,BH-BT,116.0,580.0,2026-07-27T11:16:24.574225+05:30,GONE_before_1Aug
626070497,INVOICE,2026-07-23,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,BH-BT,65.0,325.0,2026-07-24T15:10:34.003379+05:30,GONE_before_1Aug
626070499,INVOICE,2026-07-23,HIMJYOTI TRADERS,BH-PF,2400.0,1978.0,2026-07-24T20:09:23.790540+05:30,GONE_before_1Aug
626070500,INVOICE,2026-07-23,HIMJYOTI TRADERS,BH-BT,600.0,600.0,2026-07-24T20:09:23.790540+05:30,GONE_before_1Aug
626070502,INVOICE,2026-07-23,HIMJYOTI TRADERS,BH-BT,2345.0,3225.0,2026-07-24T20:09:23.790540+05:30,GONE_before_1Aug
626070503,INVOICE,2026-07-23,HIMJYOTI TRADERS,BH-BT,600.0,600.0,2026-07-24T20:09:23.790540+05:30,GONE_before_1Aug
726676890,TRANSFER,2026-07-23,,BH-BT,3441.0,17205.0,2026-07-23T16:50:43.450761+05:30,GONE_before_1Aug
726676891,TRANSFER,2026-07-23,,BH-BT,3842.0,7720.5,__NOREC__,NO_GATE_RECORD
726676894,TRANSFER,2026-07-23,,BH-BT,10000.0,10000.0,2026-07-23T16:44:25.027679+05:30,GONE_before_1Aug
726676897,TRANSFER,2026-07-23,,BH-BT,658.0,658.0,__NOREC__,NO_GATE_RECORD
626070504,INVOICE,2026-07-24,HIMJYOTI TRADERS,BH-BT,2600.0,2600.0,2026-07-24T20:09:23.790540+05:30,GONE_before_1Aug
626070505,INVOICE,2026-07-24,SHREE JEE TRADERS,BH-BT,2700.0,2700.0,2026-07-27T21:01:31.842314+05:30,GONE_before_1Aug
626070506,INVOICE,2026-07-24,SHREE JEE TRADERS,BH-BT,285.0,1325.0,2026-07-27T21:01:31.842314+05:30,GONE_before_1Aug
626070507,INVOICE,2026-07-24,JAGDAMBA ENTERPRISES CHD,BH-BT,680.0,1800.0,2026-07-30T20:27:24.119868+05:30,GONE_before_1Aug
626070509,INVOICE,2026-07-24,M/S RADHEY SHAM & SONS,BH-PF,1769.0,4701.1,2026-07-25T23:23:25.985523+05:30,GONE_before_1Aug
626070511,INVOICE,2026-07-24,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-24T17:07:21.068311+05:30,GONE_before_1Aug
626070512,INVOICE,2026-07-24,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-24T17:39:22.597326+05:30,GONE_before_1Aug
626070513,INVOICE,2026-07-24,JIVO MART PVT LTD,BH-PF,9600.0,4800.0,2026-07-24T19:00:20.239775+05:30,GONE_before_1Aug
626070515,INVOICE,2026-07-24,SAKSHI SALES,BH-BT,900.0,900.0,2026-07-25T16:30:15.067394+05:30,GONE_before_1Aug
626070518,INVOICE,2026-07-24,SAKSHI SALES,BH-BT,384.0,1152.0,2026-07-25T16:30:15.067394+05:30,GONE_before_1Aug
626070519,INVOICE,2026-07-24,SHREE JEE TRADERS,BH-BT,100.0,100.0,2026-07-27T21:01:31.842314+05:30,GONE_before_1Aug
626070520,INVOICE,2026-07-24,ANAND ENTERPRISES,BH-BT,2840.0,3000.0,2026-07-25T23:17:51.542287+05:30,GONE_before_1Aug
626070521,INVOICE,2026-07-24,SHREE JEE TRADERS,BH-BT,200.0,200.0,2026-07-27T21:01:31.842314+05:30,GONE_before_1Aug
626070522,INVOICE,2026-07-24,PURE AGROCHEM CORPORATION,BH-PF,3600.0,2967.0,2026-07-25T23:17:51.542287+05:30,GONE_before_1Aug
626070523,INVOICE,2026-07-24,PURE AGROCHEM CORPORATION,BH-BT,230.0,760.0,2026-07-25T23:17:51.542287+05:30,GONE_before_1Aug
626070524,INVOICE,2026-07-24,HARPREET SINGH CASH SALE,BH-PF,1.0,15.0,__NOREC__,NO_GATE_RECORD
626070525,INVOICE,2026-07-24,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-25T11:07:22.756280+05:30,GONE_before_1Aug
626070526,INVOICE,2026-07-24,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-25T09:03:46.001954+05:30,GONE_before_1Aug
626070528,INVOICE,2026-07-24,SHREE JEE TRADERS,BH-PF,3000.0,2307.7,2026-07-27T21:01:31.842314+05:30,GONE_before_1Aug
626070529,INVOICE,2026-07-24,SHREE JEE TRADERS,BH-BT,480.0,800.0,2026-07-27T21:01:31.842314+05:30,GONE_before_1Aug
626070530,INVOICE,2026-07-24,GULZAR AHMAD AND SONS,BH-PF,993.0,13644.0,2026-07-25T17:26:39.418531+05:30,GONE_before_1Aug
626070531,INVOICE,2026-07-24,M/S RADHEY SHAM & SONS,BH-PF,26.0,342.9,2026-07-25T23:23:25.985523+05:30,GONE_before_1Aug
726676911,TRANSFER,2026-07-24,,BH-BT,21680.0,21680.0,2026-07-24T15:47:58.578065+05:30,GONE_before_1Aug
726676912,TRANSFER,2026-07-24,,BH-BT,7200.0,7200.0,2026-07-24T15:12:18.387667+05:30,GONE_before_1Aug
726676916,TRANSFER,2026-07-24,,BH-BT,900.0,900.0,2026-07-25T14:03:55.043829+05:30,GONE_before_1Aug
626070534,INVOICE,2026-07-25,G PURE INDIA,BH-BT,2830.0,3310.0,2026-07-27T19:55:07.484052+05:30,GONE_before_1Aug
626070535,INVOICE,2026-07-25,ILAHI CO. (BTCPN5063N),BH-BT,196.0,516.0,2026-07-30T20:10:58.581442+05:30,GONE_before_1Aug
626070536,INVOICE,2026-07-25,ILAHI CO. (BTCPN5063N),BH-BT,200.0,200.0,2026-07-30T20:10:58.581442+05:30,GONE_before_1Aug
626070537,INVOICE,2026-07-25,HIMJYOTI TRADERS,BH-PF,1200.0,989.0,2026-07-27T21:21:44.019683+05:30,GONE_before_1Aug
626070538,INVOICE,2026-07-25,HIMJYOTI TRADERS,BH-BT,4400.0,4400.0,2026-07-27T21:21:44.019683+05:30,GONE_before_1Aug
626070540,INVOICE,2026-07-25,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-27T16:05:56.717736+05:30,GONE_before_1Aug
626070541,INVOICE,2026-07-25,JIVO MART PVT LTD,BH-PF,3940.0,7880.0,2026-07-27T09:57:55.341199+05:30,GONE_before_1Aug
626070542,INVOICE,2026-07-25,JIVO MART PVT LTD,BH-PF,4000.0,8000.0,2026-07-27T11:54:39.418801+05:30,GONE_before_1Aug
626070544,INVOICE,2026-07-25,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-28T09:55:18.350211+05:30,GONE_before_1Aug
626070545,INVOICE,2026-07-25,HIMJYOTI TRADERS,BH-PF,1200.0,1200.0,2026-07-27T21:21:44.019683+05:30,GONE_before_1Aug
626070546,INVOICE,2026-07-25,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-25T18:42:46.097620+05:30,GONE_before_1Aug
626070547,INVOICE,2026-07-25,G PURE INDIA,BH-BT,10000.0,10000.0,2026-07-28T18:47:14.218670+05:30,GONE_before_1Aug
626070548,INVOICE,2026-07-25,SHREE JEE TRADERS,BH-PF,150.0,2142.9,2026-07-27T21:01:31.842314+05:30,GONE_before_1Aug
626070549,INVOICE,2026-07-25,G PURE INDIA,BH-BT,2388.0,2388.0,2026-07-27T19:55:07.484052+05:30,GONE_before_1Aug
626070550,INVOICE,2026-07-25,G PURE INDIA,BH-BT,441.0,441.0,2026-07-27T19:55:07.484052+05:30,GONE_before_1Aug
626070551,INVOICE,2026-07-25,G PURE INDIA,BH-BT,2240.0,4960.0,2026-07-27T21:12:00.415276+05:30,GONE_before_1Aug
626070553,INVOICE,2026-07-25,SHREE JEE TRADERS,BH-BT,320.0,320.0,2026-07-27T21:01:31.842314+05:30,GONE_before_1Aug
626070554,INVOICE,2026-07-25,HIMJYOTI TRADERS,BH-BT,1056.0,1280.0,2026-07-27T21:21:44.019683+05:30,GONE_before_1Aug
726676930,TRANSFER,2026-07-25,,BH-BT,7920.0,7920.0,2026-07-25T16:39:58.494281+05:30,GONE_before_1Aug
726676932,TRANSFER,2026-07-25,,BH-BT,4970.0,9940.0,2026-07-27T13:32:46.267542+05:30,GONE_before_1Aug
726676934,TRANSFER,2026-07-25,,BH-BT,232.0,116.5,__NOREC__,NO_GATE_RECORD
626070555,INVOICE,2026-07-27,JIVO MART PVT LTD,BH-PF,960.0,4800.0,2026-07-28T15:01:46.146339+05:30,GONE_before_1Aug
626070556,INVOICE,2026-07-27,JIVO MART PVT LTD,BH-PF,3600.0,3600.0,__NOREC__,NO_GATE_RECORD
626070557,INVOICE,2026-07-27,HARPREET SINGH CASH SALE,BH-PF,1.0,1.0,__NOREC__,NO_GATE_RECORD
626070558,INVOICE,2026-07-27,JIVO MART PVT LTD,BH-PF,2080.0,10400.0,2026-07-28T17:36:09.233118+05:30,GONE_before_1Aug
626070559,INVOICE,2026-07-27,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,BH-PF,200.0,3000.0,2026-07-30T12:05:18.359939+05:30,GONE_before_1Aug
626070560,INVOICE,2026-07-27,JIVO MART PVT LTD,BH-PF,7408.0,8240.0,2026-07-29T13:01:24.180307+05:30,GONE_before_1Aug
626070561,INVOICE,2026-07-27,JIVO MART PVT LTD,BH-BT,2400.0,12000.0,__NOREC__,NO_GATE_RECORD
626070563,INVOICE,2026-07-27,TAJINDER SINGH LAB IMPREST JWPL1206,BH-PF,2.0,5.5,__NOREC__,NO_GATE_RECORD
626070564,INVOICE,2026-07-27,OM PARKASH SUNIL KUMAR,BH-BT,80.0,400.0,2026-08-05T12:54:39.725394+05:30,STANDING_dispatched_later
626070565,INVOICE,2026-07-27,OM PARKASH SUNIL KUMAR,BH-PF,300.0,4285.7,2026-08-05T12:54:39.725394+05:30,STANDING_dispatched_later
626070566,INVOICE,2026-07-27,DWARKA DASS NARINDER KUMAR,BH-PF,1990.0,2400.0,2026-07-29T20:37:18.322439+05:30,GONE_before_1Aug
626070568,INVOICE,2026-07-27,DWARKA DASS NARINDER KUMAR,BH-BT,80.0,400.0,2026-07-29T20:37:18.322439+05:30,GONE_before_1Aug
626070569,INVOICE,2026-07-27,PURE AGROCHEM CORPORATION,BH-PF,800.0,12000.0,2026-07-28T17:55:58.825706+05:30,GONE_before_1Aug
626070570,INVOICE,2026-07-27,DWARKA DASS NARINDER KUMAR,BH-PF,1932.0,1486.2,2026-07-29T20:37:18.322439+05:30,GONE_before_1Aug
626070571,INVOICE,2026-07-27,PURE AGROCHEM CORPORATION,BH-BT,160.0,160.0,2026-07-28T17:55:58.825706+05:30,GONE_before_1Aug
626070572,INVOICE,2026-07-27,BACHAN SINGH KULJIT SINGH (IVEPS8273L),BH-PF,200.0,2857.1,2026-07-29T18:22:53.455007+05:30,GONE_before_1Aug
626070573,INVOICE,2026-07-27,PURE AGROCHEM CORPORATION,BH-BT,800.0,800.0,2026-07-28T17:55:58.825706+05:30,GONE_before_1Aug
626070574,INVOICE,2026-07-27,BACHAN SINGH KULJIT SINGH (IVEPS8273L),BH-BT,1960.0,1960.0,2026-07-29T18:22:53.455007+05:30,GONE_before_1Aug
626070575,INVOICE,2026-07-27,BACHAN SINGH KULJIT SINGH (IVEPS8273L),BH-BT,40.0,40.0,2026-07-29T18:22:53.455007+05:30,GONE_before_1Aug
626070576,INVOICE,2026-07-27,SS AGRO PRODUCTS,BH-PF,350.0,5250.0,2026-08-04T20:45:23.717084+05:30,STANDING_dispatched_later
626070577,INVOICE,2026-07-27,SS AGRO PRODUCTS,BH-BT,2400.0,2400.0,2026-08-04T20:45:23.717084+05:30,STANDING_dispatched_later
726676965,TRANSFER,2026-07-27,,BH-BT,8000.0,16000.0,2026-07-27T14:21:48.487208+05:30,GONE_before_1Aug
626070579,INVOICE,2026-07-28,VISHAL TRADERS,BH-BT,2000.0,4000.0,2026-07-29T18:22:53.455007+05:30,GONE_before_1Aug
626070580,INVOICE,2026-07-28,ILAHI CO. (BTCPN5063N),BH-BT,500.0,1060.0,2026-07-30T20:10:58.581442+05:30,GONE_before_1Aug
626070581,INVOICE,2026-07-28,JIVO MART PVT LTD,BH-PF,9600.0,4800.0,2026-07-29T10:15:00.114410+05:30,GONE_before_1Aug
626070582,INVOICE,2026-07-28,JIVO MART PVT LTD,BH-PF,25200.0,5040.0,2026-07-29T11:50:05.902031+05:30,GONE_before_1Aug
626070583,INVOICE,2026-07-28,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-29T09:52:05.984549+05:30,GONE_before_1Aug
626070584,INVOICE,2026-07-28,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-28T18:40:16.420631+05:30,GONE_before_1Aug
626070586,INVOICE,2026-07-28,SAI TRADING COMPANY,BH-BT,160.0,800.0,2026-07-30T20:37:11.072573+05:30,GONE_before_1Aug
626070587,INVOICE,2026-07-28,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-29T09:51:43.165387+05:30,GONE_before_1Aug
626070588,INVOICE,2026-07-28,SAI TRADERS LUDHIANA,BH-BT,2000.0,10000.0,2026-07-29T15:57:03.022685+05:30,GONE_before_1Aug
626070590,INVOICE,2026-07-28,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-29T16:26:22.192348+05:30,GONE_before_1Aug
626070591,INVOICE,2026-07-28,SAI TRADERS LUDHIANA,BH-BT,6000.0,6000.0,2026-07-30T20:37:11.072573+05:30,GONE_before_1Aug
626070592,INVOICE,2026-07-28,SEA BREEZE,BH-PF,120.0,1800.0,2026-07-30T12:05:18.359939+05:30,GONE_before_1Aug
626070594,INVOICE,2026-07-28,SEA BREEZE,BH-BT,40.0,200.0,2026-07-30T12:05:18.359939+05:30,GONE_before_1Aug
626070595,INVOICE,2026-07-28,AGGARWAL DAIRY,BH-BT,1480.0,2000.0,2026-07-31T16:22:27.774890+05:30,GONE_before_1Aug
626070596,INVOICE,2026-07-28,ARJUN DASS & SONS PUNJAB NEW,BH-BT,2842.0,8362.0,2026-07-31T17:14:07.946232+05:30,GONE_before_1Aug
626070598,INVOICE,2026-07-28,RAM NATH AND SONS (AFJPJ8653C),BH-BT,48.0,48.0,2026-07-31T17:14:07.946232+05:30,GONE_before_1Aug
626070599,INVOICE,2026-07-28,ARJUN DASS & SONS PUNJAB NEW,BH-BT,821.0,821.0,2026-07-31T17:14:07.946232+05:30,GONE_before_1Aug
626070600,INVOICE,2026-07-28,ARJUN DASS & SONS PUNJAB NEW,BH-BT,116.0,116.0,2026-07-31T17:14:07.946232+05:30,GONE_before_1Aug
626070601,INVOICE,2026-07-28,NATURE OILS & GRAINS INDIA PRIVATE LIMITED,BH-PF,10.0,150.0,2026-07-29T19:55:27.147533+05:30,GONE_before_1Aug
626070602,INVOICE,2026-07-28,BRIJ LAL DURGA DASS,BH-PF,4400.0,3756.0,2026-07-29T18:37:42.305709+05:30,GONE_before_1Aug
626070604,INVOICE,2026-07-28,BRIJ LAL DURGA DASS,BH-BT,820.0,2600.0,2026-07-29T18:37:42.305709+05:30,GONE_before_1Aug
626070605,INVOICE,2026-07-28,AGGARWAL AGENCIES,BH-BT,2000.0,2000.0,2026-07-31T13:50:54.218594+05:30,GONE_before_1Aug
626070607,INVOICE,2026-07-28,PRIME SALES CORPORATION,BH-PF,225.0,3708.8,2026-08-06T17:10:47.303407+05:30,STANDING_dispatched_later
626070608,INVOICE,2026-07-28,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-29T12:06:26.232662+05:30,GONE_before_1Aug
626070609,INVOICE,2026-07-28,JIVO MART PVT LTD,BH-PF,4000.0,8000.0,2026-07-29T13:59:30.867169+05:30,GONE_before_1Aug
626070610,INVOICE,2026-07-28,PRIME SALES CORPORATION,BH-BT,2972.0,5516.0,2026-08-06T17:10:47.303407+05:30,STANDING_dispatched_later
626070611,INVOICE,2026-07-28,ONENESS TRADERS,BH-BT,2648.0,5240.0,2026-07-29T18:05:57.151541+05:30,GONE_before_1Aug
726676992,TRANSFER,2026-07-28,,BH-BT,4480.0,22400.0,2026-07-28T12:05:47.040997+05:30,GONE_before_1Aug
726676998,TRANSFER,2026-07-28,,BH-BT,5670.0,11340.0,2026-07-28T13:44:07.617539+05:30,GONE_before_1Aug
626070612,INVOICE,2026-07-29,PARSHOTAM LAL VISHWA NATH,BH-PF,6100.0,10098.9,2026-07-30T19:02:36.634105+05:30,GONE_before_1Aug
626070613,INVOICE,2026-07-29,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-29T15:59:51.579895+05:30,GONE_before_1Aug
626070614,INVOICE,2026-07-29,JIVO MART PVT LTD,BH-PF,1600.0,8000.0,2026-07-29T16:59:55.876925+05:30,GONE_before_1Aug
626070615,INVOICE,2026-07-29,AGGARWAL AGENCIES,BH-BT,688.0,1040.0,2026-07-31T13:50:54.218594+05:30,GONE_before_1Aug
626070616,INVOICE,2026-07-29,DWARKA DASS NARINDER KUMAR,BH-BT,150.0,300.0,2026-07-29T20:37:18.322439+05:30,GONE_before_1Aug
626070617,INVOICE,2026-07-29,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-29T17:43:55.876511+05:30,GONE_before_1Aug
626070618,INVOICE,2026-07-29,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-29T18:20:27.280808+05:30,GONE_before_1Aug
626070619,INVOICE,2026-07-29,DWARKA DASS NARINDER KUMAR,BH-PF,800.0,708.2,2026-07-29T20:37:18.322439+05:30,GONE_before_1Aug
626070620,INVOICE,2026-07-29,DWARKA DASS NARINDER KUMAR,BH-BT,260.0,260.0,2026-07-29T20:37:18.322439+05:30,GONE_before_1Aug
626070621,INVOICE,2026-07-29,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,BH-BT,200.0,200.0,2026-07-30T12:05:18.359939+05:30,GONE_before_1Aug
626070622,INVOICE,2026-07-29,JINDAL BROTHERS,BH-PF,4920.0,4698.3,2026-07-30T20:37:11.072573+05:30,GONE_before_1Aug
626070624,INVOICE,2026-07-29,AGGARWAL DAIRY,BH-BT,1320.0,1320.0,2026-07-31T16:22:27.774890+05:30,GONE_before_1Aug
626070625,INVOICE,2026-07-29,AGGARWAL DAIRY,BH-PF,1200.0,923.1,2026-07-31T16:22:27.774890+05:30,GONE_before_1Aug
626070626,INVOICE,2026-07-29,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-30T08:41:41.851384+05:30,GONE_before_1Aug
626070627,INVOICE,2026-07-29,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-29T18:53:20.965790+05:30,GONE_before_1Aug
626070628,INVOICE,2026-07-29,SAI TRADING COMPANY,BH-PF,10000.0,10000.0,2026-07-29T19:29:49.646142+05:30,GONE_before_1Aug
626070629,INVOICE,2026-07-29,HARPREET SINGH CASH SALE,BH-BT,1.0,5.0,__NOREC__,NO_GATE_RECORD
626070630,INVOICE,2026-07-29,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-30T09:51:55.805934+05:30,GONE_before_1Aug
626070631,INVOICE,2026-07-29,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-30T11:09:43.919791+05:30,GONE_before_1Aug
626070632,INVOICE,2026-07-29,HARPREET SINGH CASH SALE,BH-BT,1.0,5.0,__NOREC__,NO_GATE_RECORD
626070633,INVOICE,2026-07-29,HARPREET SINGH CASH SALE,BH-BT,1.0,1.0,__NOREC__,NO_GATE_RECORD
626070634,INVOICE,2026-07-29,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,BH-BT,20.0,100.0,2026-07-30T12:05:18.359939+05:30,GONE_before_1Aug
626070636,INVOICE,2026-07-29,JAGDAMBA ENTERPRISES CHD,BH-PF,60.0,60.0,2026-07-30T20:27:24.119868+05:30,GONE_before_1Aug
626070637,INVOICE,2026-07-29,JAGDAMBA ENTERPRISES CHD,BH-BT,132.0,132.0,2026-07-30T20:27:24.119868+05:30,GONE_before_1Aug
626070638,INVOICE,2026-07-29,AGGARWAL AGENCIES,BH-BT,1050.0,1050.0,2026-07-31T13:50:54.218594+05:30,GONE_before_1Aug
626070639,INVOICE,2026-07-29,ARJUN DASS & SONS PUNJAB NEW,BH-BT,800.0,800.0,2026-07-31T17:14:07.946232+05:30,GONE_before_1Aug
626070640,INVOICE,2026-07-29,AGGARWAL DAIRY,BH-BT,420.0,420.0,2026-07-31T16:22:27.774890+05:30,GONE_before_1Aug
626070641,INVOICE,2026-07-29,ONENESS TRADERS,BH-PF,10000.0,10000.0,2026-07-30T16:49:35.676858+05:30,GONE_before_1Aug
726677019,TRANSFER,2026-07-29,,BH-BT,10368.0,10368.0,2026-07-30T07:50:07.245770+05:30,GONE_before_1Aug
726677036,TRANSFER,2026-07-29,,BH-BT,6020.0,6020.0,2026-07-30T18:15:05.527797+05:30,GONE_before_1Aug
726677037,TRANSFER,2026-07-29,,BH-BT,6000.0,30000.0,2026-07-31T14:21:52.231188+05:30,GONE_before_1Aug
626070642,INVOICE,2026-07-30,AGGARWAL AGENCIES,BH-BT,80.0,80.0,2026-07-31T13:50:54.218594+05:30,GONE_before_1Aug
626070643,INVOICE,2026-07-30,ILAHI CO. (BTCPN5063N),BH-BT,80.0,80.0,2026-07-30T20:10:58.581442+05:30,GONE_before_1Aug
626070644,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,1248.0,6240.0,2026-07-30T13:53:32.252815+05:30,GONE_before_1Aug
626070645,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,832.0,4160.0,__NOREC__,NO_GATE_RECORD
626070646,INVOICE,2026-07-30,JAGDAMBA ENTERPRISES CHD,BH-BT,156.0,156.0,2026-07-30T20:27:24.119868+05:30,GONE_before_1Aug
626070647,INVOICE,2026-07-30,JAGDAMBA ENTERPRISES CHD,BH-PF,40.0,40.0,2026-07-30T20:27:24.119868+05:30,GONE_before_1Aug
626070649,INVOICE,2026-07-30,RAJ MATA TRADERS LAXMI NAGAR,BH-BT,630.0,630.0,2026-07-31T12:50:38.655035+05:30,GONE_before_1Aug
626070650,INVOICE,2026-07-30,RAJ MATA TRADERS LAXMI NAGAR,BH-PF,50.0,750.0,2026-07-31T12:50:38.655035+05:30,GONE_before_1Aug
626070651,INVOICE,2026-07-30,RAJ MATA TRADERS LAXMI NAGAR,BH-BT,50.0,50.0,2026-07-31T12:50:38.655035+05:30,GONE_before_1Aug
626070652,INVOICE,2026-07-30,RAJ MATA TRADERS LAXMI NAGAR,BH-PF,200.0,3000.0,2026-07-31T12:50:38.655035+05:30,GONE_before_1Aug
626070653,INVOICE,2026-07-30,RAJ MATA TRADERS LAXMI NAGAR,BH-BT,200.0,200.0,2026-07-31T12:50:38.655035+05:30,GONE_before_1Aug
626070655,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,2864.0,9520.0,2026-07-30T17:30:40.137431+05:30,GONE_before_1Aug
626070656,INVOICE,2026-07-30,HARPREET SINGH CASH SALE,BH-PF,2.0,30.0,__NOREC__,NO_GATE_RECORD
626070657,INVOICE,2026-07-30,SS AGRO PRODUCTS,BH-BT,350.0,350.0,2026-08-04T20:45:23.717084+05:30,STANDING_dispatched_later
626070659,INVOICE,2026-07-30,SAI TRADERS LUDHIANA,BH-BT,827.0,827.0,2026-07-31T18:53:30.468487+05:30,GONE_before_1Aug
626070661,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-30T18:15:47.262651+05:30,GONE_before_1Aug
626070662,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-07-31T08:10:30.962749+05:30,GONE_before_1Aug
626070663,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-30T19:13:32.809952+05:30,GONE_before_1Aug
626070666,INVOICE,2026-07-30,G PURE INDIA,BH-BT,2024.0,10120.0,2026-07-31T19:09:48.848045+05:30,GONE_before_1Aug
626070667,INVOICE,2026-07-30,KARANPREET SINGH JWPL0000,BH-PF,84.0,126.0,__NOREC__,NO_GATE_RECORD
626070668,INVOICE,2026-07-30,G PURE INDIA,BH-BT,11470.0,11470.0,2026-08-01T16:32:50.546030+05:30,STANDING_dispatched_later
626070669,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-BT,10868.0,5966.0,__NOREC__,NO_GATE_RECORD
