docnum,src,docdate,card,whs,pcs,litres,dispatched_at,cls
626070670,INVOICE,2026-07-30,G PURE INDIA,BH-PF,10.0,142.9,2026-07-31T19:09:48.848045+05:30,GONE_before_1Aug
626070671,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-BT,1052.0,3156.0,2026-08-05T15:18:53.367663+05:30,STANDING_dispatched_later
626070672,INVOICE,2026-07-30,SHREE OM TRADERS,BH-BT,440.0,520.0,2026-08-05T13:46:26.956098+05:30,STANDING_dispatched_later
626070673,INVOICE,2026-07-30,M/S MOHIT KUMAR & COMPANY,BH-PF,3585.0,6842.2,2026-07-31T18:44:07.541767+05:30,GONE_before_1Aug
626070674,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,7680.0,7680.0,2026-07-31T11:29:40.788777+05:30,GONE_before_1Aug
626070675,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-31T09:51:27.583027+05:30,GONE_before_1Aug
626070677,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-31T09:44:47.307345+05:30,GONE_before_1Aug
626070678,INVOICE,2026-07-30,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-31T10:45:56.758018+05:30,GONE_before_1Aug
626070679,INVOICE,2026-07-30,SAKSHI SALES,BH-BT,2310.0,5820.0,2026-07-31T13:48:05.203822+05:30,GONE_before_1Aug
626070680,INVOICE,2026-07-30,SHREE OM TRADERS,BH-BT,1600.0,2380.0,2026-08-05T13:46:26.956098+05:30,STANDING_dispatched_later
626070682,INVOICE,2026-07-30,SHREE OM TRADERS,BH-PF,3650.0,3896.7,2026-08-05T13:46:26.956098+05:30,STANDING_dispatched_later
626070683,INVOICE,2026-07-30,ILAHI CO. (BTCPN5063N),BH-BT,20.0,10.0,2026-08-05T18:39:03.453960+05:30,STANDING_dispatched_later
626070684,INVOICE,2026-07-30,ILAHI CO. (BTCPN5063N),BH-PF,5.0,75.0,2026-08-05T18:39:03.453960+05:30,STANDING_dispatched_later
626070686,INVOICE,2026-07-30,PRIME SALES CORPORATION,BH-BT,500.0,900.0,2026-08-06T17:10:47.303407+05:30,STANDING_dispatched_later
626070687,INVOICE,2026-07-30,G PURE INDIA,BH-BT,20.0,100.0,2026-07-31T19:09:48.848045+05:30,GONE_before_1Aug
726677046,TRANSFER,2026-07-30,,BH-BT,7200.0,7200.0,2026-07-31T09:38:15.280066+05:30,GONE_before_1Aug
726677053,TRANSFER,2026-07-30,,BH-BT,556.0,2780.0,2026-07-31T11:36:38.827988+05:30,GONE_before_1Aug
626070689,INVOICE,2026-07-31,SHREE JEE TRADERS,BH-BT,400.0,400.0,2026-08-29T20:45:23.149150+05:30,STANDING_dispatched_later
626070690,INVOICE,2026-07-31,AGGARWAL AGENCIES,BH-BT,80.0,400.0,2026-08-08T15:04:05.062855+05:30,STANDING_dispatched_later
626070691,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,1600.0,8000.0,2026-07-31T15:36:03.495341+05:30,GONE_before_1Aug
626070692,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,1600.0,8000.0,2026-07-31T15:59:27.711618+05:30,GONE_before_1Aug
626070694,INVOICE,2026-07-31,AGGARWAL AGENCIES,BH-BT,825.0,2025.0,2026-08-01T17:20:33.127014+05:30,STANDING_dispatched_later
626070695,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,11200.0,11200.0,2026-08-03T12:37:27.797929+05:30,STANDING_dispatched_later
626070696,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-BT,4589.0,9178.0,2026-08-07T12:40:32.082064+05:30,STANDING_dispatched_later
626070697,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-07-31T17:13:56.733633+05:30,GONE_before_1Aug
626070698,INVOICE,2026-07-31,ROYAL SUPER SALES GANGANAGAR,BH-BT,1520.0,6000.0,2026-08-04T18:31:07.770721+05:30,STANDING_dispatched_later
626070699,INVOICE,2026-07-31,ROYAL SUPER SALES GANGANAGAR,BH-BT,18.0,18.0,2026-08-04T18:31:07.770721+05:30,STANDING_dispatched_later
626070700,INVOICE,2026-07-31,ROYAL SUPER SALES GANGANAGAR,BH-BT,280.0,280.0,2026-08-04T18:31:07.770721+05:30,STANDING_dispatched_later
626070701,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,1600.0,8000.0,2026-07-31T17:58:53.187447+05:30,GONE_before_1Aug
626070705,INVOICE,2026-07-31,PANKAJ KARYANA STORE,BH-PF,3600.0,3437.8,2026-08-04T20:24:38.831299+05:30,STANDING_dispatched_later
626070706,INVOICE,2026-07-31,ROYAL SUPER SALES GANGANAGAR,BH-BT,60.0,60.0,2026-08-04T18:31:07.770721+05:30,STANDING_dispatched_later
626070707,INVOICE,2026-07-31,ROYAL SUPER SALES GANGANAGAR,BH-BT,45.0,45.0,2026-08-04T18:31:07.770721+05:30,STANDING_dispatched_later
626070708,INVOICE,2026-07-31,ROYAL SUPER SALES GANGANAGAR,BH-BT,60.0,60.0,2026-08-04T18:31:07.770721+05:30,STANDING_dispatched_later
626070709,INVOICE,2026-07-31,ROYAL SUPER SALES GANGANAGAR,BH-BT,1000.0,1000.0,2026-08-04T18:31:07.770721+05:30,STANDING_dispatched_later
626070710,INVOICE,2026-07-31,PUNJAB SALES CORPORATION LUDHIANA,BH-BT,11000.0,15000.0,2026-08-08T21:24:09.153315+05:30,STANDING_dispatched_later
626070711,INVOICE,2026-07-31,PANKAJ KARYANA STORE,BH-BT,560.0,1600.0,2026-08-04T20:24:38.831299+05:30,STANDING_dispatched_later
626070712,INVOICE,2026-07-31,SHIV SHAKTI ENTERPRISES TELANGANA,BH-BT,70.0,140.0,2026-08-03T18:53:46.961867+05:30,STANDING_dispatched_later
626070713,INVOICE,2026-07-31,SRIYASH COMBINE,BH-BT,1940.0,2340.0,2026-08-03T19:01:01.801916+05:30,STANDING_dispatched_later
626070714,INVOICE,2026-07-31,AYAN EXIM INDIA,BH-BT,596.0,1588.0,__NOREC__,NO_GATE_RECORD
626070715,INVOICE,2026-07-31,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,BH-BT,14682.0,14682.0,2026-08-04T20:45:23.717084+05:30,STANDING_dispatched_later
626070716,INVOICE,2026-07-31,ARJUN DASS & SONS PUNJAB NEW,BH-BT,7090.0,11850.0,2026-08-04T19:51:57.611277+05:30,STANDING_dispatched_later
626070717,INVOICE,2026-07-31,CHIRAG ENTERPRISES MUMBAI,BH-BT,3900.0,6400.0,2026-08-13T19:18:46.005464+05:30,STANDING_dispatched_later
626070718,INVOICE,2026-07-31,SHIV SHAKTI ENTERPRISES TELANGANA,BH-BT,4140.0,6300.0,2026-08-03T18:53:46.961867+05:30,STANDING_dispatched_later
626070719,INVOICE,2026-07-31,PUNJAB SALES CORPORATION LUDHIANA,BH-BT,967.0,967.0,2026-08-08T21:24:09.153315+05:30,STANDING_dispatched_later
626070720,INVOICE,2026-07-31,ARJUN DASS & SONS PUNJAB NEW,BH-PF,50.0,714.3,2026-08-04T19:51:57.611277+05:30,STANDING_dispatched_later
626070722,INVOICE,2026-07-31,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,BH-BT,2202.0,11010.0,2026-08-11T21:49:30.307983+05:30,STANDING_dispatched_later
626070723,INVOICE,2026-07-31,DURGA TRADING COMPANY (CQXPG8530Q),BH-BT,3600.0,6800.0,2026-08-05T19:16:49.079842+05:30,STANDING_dispatched_later
626070724,INVOICE,2026-07-31,ARJUN DASS & SONS PUNJAB NEW,BH-BT,20.0,20.0,2026-08-04T19:51:57.611277+05:30,STANDING_dispatched_later
626070725,INVOICE,2026-07-31,AGGARWAL AGENCIES,BH-BT,4800.0,4800.0,2026-08-01T17:20:33.127014+05:30,STANDING_dispatched_later
626070726,INVOICE,2026-07-31,AGGARWAL AGENCIES,BH-BT,1600.0,1600.0,2026-08-01T17:20:33.127014+05:30,STANDING_dispatched_later
626070727,INVOICE,2026-07-31,FRIENDS AGENCIES,BH-BT,960.0,960.0,2026-08-13T21:51:44.114421+05:30,STANDING_dispatched_later
626070728,INVOICE,2026-07-31,DURGA TRADING COMPANY (CQXPG8530Q),BH-BT,2450.0,3530.0,2026-08-13T17:15:04.814916+05:30,STANDING_dispatched_later
626070729,INVOICE,2026-07-31,ONENESS TRADERS,BH-BT,1800.0,2600.0,2026-08-06T19:37:19.392070+05:30,STANDING_dispatched_later
626070730,INVOICE,2026-07-31,RAJESHWAR KISHORE MAHENDERPAL,BH-BT,2200.0,2200.0,2026-08-05T13:13:26.670676+05:30,STANDING_dispatched_later
626070731,INVOICE,2026-07-31,NILKANTH ENTERPRISE,BH-BT,2616.0,4760.0,2026-08-07T17:58:32.983363+05:30,STANDING_dispatched_later
626070733,INVOICE,2026-07-31,SAI TRADERS LUDHIANA,BH-BT,1800.0,2600.0,2026-08-07T23:22:13.628662+05:30,STANDING_dispatched_later
626070735,INVOICE,2026-07-31,HARPREET SINGH CASH SALE,BH-BT,2.0,2.0,__NOREC__,NO_GATE_RECORD
626070736,INVOICE,2026-07-31,PURE AGROCHEM CORPORATION,BH-PF,200.0,3000.0,2026-08-05T16:22:12.838432+05:30,STANDING_dispatched_later
626070737,INVOICE,2026-07-31,PURE AGROCHEM CORPORATION,BH-BT,4360.0,7000.0,2026-08-05T16:22:12.838432+05:30,STANDING_dispatched_later
626070738,INVOICE,2026-07-31,RAJEEV TRADING COMPANY,BH-BT,530.0,530.0,2026-08-10T12:46:22.757264+05:30,STANDING_dispatched_later
626070739,INVOICE,2026-07-31,M S ABNASH & BROS,BH-BT,4500.0,6100.0,2026-08-06T19:19:03.145687+05:30,STANDING_dispatched_later
626070741,INVOICE,2026-07-31,ONENESS TRADERS,BH-BT,4.0,20.0,2026-08-06T19:37:19.392070+05:30,STANDING_dispatched_later
626070742,INVOICE,2026-07-31,G PURE INDIA,BH-BT,1820.0,9100.0,2026-08-09T16:14:22.895330+05:30,STANDING_dispatched_later
626070743,INVOICE,2026-07-31,RAJEEV TRADING COMPANY,BH-PF,50.0,750.0,2026-08-10T12:46:22.757264+05:30,STANDING_dispatched_later
626070744,INVOICE,2026-07-31,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,BH-PF,25.0,5000.0,2026-08-01T11:28:27.461540+05:30,STANDING_dispatched_later
626070745,INVOICE,2026-07-31,PANKAJ KARYANA STORE,BH-PF,18.0,296.7,2026-08-04T20:24:38.831299+05:30,STANDING_dispatched_later
626070746,INVOICE,2026-07-31,DURGA TRADING COMPANY (CQXPG8530Q),BH-PF,1200.0,923.1,2026-08-13T17:15:04.814916+05:30,STANDING_dispatched_later
626070747,INVOICE,2026-07-31,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,BH-BT,200.0,1000.0,2026-08-11T21:49:30.307983+05:30,STANDING_dispatched_later
626070748,INVOICE,2026-07-31,G PURE INDIA,BH-PF,50.0,714.3,2026-08-09T16:14:22.895330+05:30,STANDING_dispatched_later
626070749,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-BT,2080.0,10400.0,2026-08-03T18:24:41.733857+05:30,STANDING_dispatched_later
626070751,INVOICE,2026-07-31,N.K. TRADING CO.,BH-PF,11300.0,10790.9,2026-08-03T14:10:32.747799+05:30,STANDING_dispatched_later
626070752,INVOICE,2026-07-31,N.K. TRADING CO.,BH-PF,1560.0,1489.7,2026-08-03T14:10:32.747799+05:30,STANDING_dispatched_later
626070753,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-BT,2080.0,10400.0,2026-08-04T14:24:20.834169+05:30,STANDING_dispatched_later
626070754,INVOICE,2026-07-31,RAJESHWAR KISHORE MAHENDERPAL,BH-BT,40.0,200.0,2026-08-05T13:13:26.670676+05:30,STANDING_dispatched_later
626070755,INVOICE,2026-07-31,SURESH JUTTUR SHETTY P/O VASAVI ENTERPRISES,BH-BT,1500.0,6300.0,2026-08-07T14:33:30.424306+05:30,STANDING_dispatched_later
626070756,INVOICE,2026-07-31,SINGHAL FOODS,BH-BT,3928.0,5048.0,2026-08-08T18:24:49.529631+05:30,STANDING_dispatched_later
626070758,INVOICE,2026-07-31,HIMJYOTI TRADERS,BH-BT,5398.0,5998.0,2026-08-10T12:54:52.930504+05:30,STANDING_dispatched_later
626070760,INVOICE,2026-07-31,G PURE INDIA,BH-BT,330.0,570.0,2026-08-09T16:14:22.895330+05:30,STANDING_dispatched_later
626070761,INVOICE,2026-07-31,GANDHI & GANDHI,BH-BT,144.0,144.0,2026-08-08T18:18:07.468379+05:30,STANDING_dispatched_later
626070762,INVOICE,2026-07-31,AGGARWAL AGENCIES,BH-BT,420.0,1260.0,2026-08-08T15:04:05.062855+05:30,STANDING_dispatched_later
626070763,INVOICE,2026-07-31,OJAS TRADERS,BH-BT,3000.0,9000.0,2026-08-10T13:56:24.503330+05:30,STANDING_dispatched_later
626070764,INVOICE,2026-07-31,ANAND ENTERPRISES,BH-PF,50.0,750.0,2026-08-17T12:28:39.366022+05:30,STANDING_dispatched_later
626070765,INVOICE,2026-07-31,OJAS TRADERS,BH-BT,3440.0,3440.0,2026-08-11T14:35:36.273677+05:30,STANDING_dispatched_later
626070766,INVOICE,2026-07-31,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,BH-BT,550.0,950.0,2026-08-04T20:45:23.717084+05:30,STANDING_dispatched_later
626070767,INVOICE,2026-07-31,FAIRDEAL MARKETING,BH-BT,836.0,2100.0,2026-08-11T22:00:31.780877+05:30,STANDING_dispatched_later
626070768,INVOICE,2026-07-31,ANAND ENTERPRISES,BH-BT,1550.0,2370.0,2026-08-17T12:28:39.366022+05:30,STANDING_dispatched_later
626070769,INVOICE,2026-07-31,MARUTI DISTRIBUTOR,BH-BT,1277.0,1277.0,2026-08-03T19:01:01.801916+05:30,STANDING_dispatched_later
626070770,INVOICE,2026-07-31,JEEWAN INTERNATIONAL 19 20,BH-BT,1068.0,1324.0,2026-08-05T19:16:49.079842+05:30,STANDING_dispatched_later
626070771,INVOICE,2026-07-31,BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H,BH-BT,11946.0,12506.0,2026-08-11T22:00:31.780877+05:30,STANDING_dispatched_later
626070772,INVOICE,2026-07-31,CHIRAG ENTERPRISES MUMBAI,BH-BT,5400.0,9400.0,2026-08-07T17:58:32.983363+05:30,STANDING_dispatched_later
626070773,INVOICE,2026-07-31,BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H,BH-PF,25200.0,23090.1,2026-08-13T19:30:08.809925+05:30,STANDING_dispatched_later
626070774,INVOICE,2026-07-31,ONENESS TRADERS,BH-BT,500.0,1000.0,2026-08-06T19:37:19.392070+05:30,STANDING_dispatched_later
626070775,INVOICE,2026-07-31,BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H,BH-PF,18600.0,16490.1,2026-08-12T20:26:40.186320+05:30,STANDING_dispatched_later
626070777,INVOICE,2026-07-31,G PURE INDIA,BH-BT,10.0,10.0,2026-08-19T18:46:20.265196+05:30,STANDING_dispatched_later
626070778,INVOICE,2026-07-31,BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H,BH-BT,318.0,318.0,2026-08-11T22:00:31.780877+05:30,STANDING_dispatched_later
626070779,INVOICE,2026-07-31,ANAND ENTERPRISES,BH-BT,440.0,2200.0,2026-08-17T12:28:39.366022+05:30,STANDING_dispatched_later
626070780,INVOICE,2026-07-31,OJAS TRADERS,BH-BT,400.0,2000.0,2026-08-10T13:56:24.503330+05:30,STANDING_dispatched_later
626070781,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-08-01T14:30:23.128667+05:30,STANDING_dispatched_later
626070782,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,8000.0,8000.0,2026-08-01T10:52:21.426116+05:30,STANDING_dispatched_later
626070783,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-08-01T13:05:01.197898+05:30,STANDING_dispatched_later
626070784,INVOICE,2026-07-31,ARJUN DASS & SONS PUNJAB NEW,BH-BT,1000.0,1400.0,2026-08-04T19:51:57.611277+05:30,STANDING_dispatched_later
626070785,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-08-01T10:27:52.167414+05:30,STANDING_dispatched_later
626070786,INVOICE,2026-07-31,BACHAN SINGH KULJIT SINGH (IVEPS8273L),BH-BT,940.0,1420.0,2026-08-13T21:51:44.114421+05:30,STANDING_dispatched_later
626070787,INVOICE,2026-07-31,M S ABNASH & BROS,BH-BT,700.0,700.0,2026-08-06T19:19:03.145687+05:30,STANDING_dispatched_later
626070788,INVOICE,2026-07-31,AGGARWAL AGENCIES,BH-BT,2519.0,5719.0,2026-08-08T12:55:50.953211+05:30,STANDING_dispatched_later
626070789,INVOICE,2026-07-31,SAI TRADING COMPANY,BH-BT,1500.0,1500.0,2026-08-14T21:09:36.020457+05:30,STANDING_dispatched_later
626070790,INVOICE,2026-07-31,SAI TRADERS LUDHIANA,BH-PF,300.0,1500.0,2026-08-07T23:22:13.628662+05:30,STANDING_dispatched_later
626070791,INVOICE,2026-07-31,G PURE INDIA,BH-BT,200.0,1000.0,2026-08-19T18:46:20.265196+05:30,STANDING_dispatched_later
626070792,INVOICE,2026-07-31,G PURE INDIA,BH-PF,10.0,142.9,2026-08-19T18:46:20.265196+05:30,STANDING_dispatched_later
626070793,INVOICE,2026-07-31,G PURE INDIA,BH-BT,1480.0,1480.0,2026-08-19T18:46:20.265196+05:30,STANDING_dispatched_later
626070794,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,6016.0,6416.0,2026-08-03T12:55:20.779524+05:30,STANDING_dispatched_later
626070795,INVOICE,2026-07-31,M S ABNASH & BROS,BH-BT,3050.0,3050.0,2026-08-06T19:19:03.145687+05:30,STANDING_dispatched_later
626070796,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-08-01T17:14:27.770497+05:30,STANDING_dispatched_later
626070797,INVOICE,2026-07-31,RAJEEV TRADING COMPANY,BH-BT,1082.0,1082.0,2026-08-10T12:46:22.757264+05:30,STANDING_dispatched_later
626070798,INVOICE,2026-07-31,AGGARWAL AGENCIES,BH-BT,2696.0,3880.0,__NOREC__,NO_GATE_RECORD
626070799,INVOICE,2026-07-31,JIVO MART PVT LTD,BH-PF,7200.0,7200.0,2026-08-01T15:46:19.422611+05:30,STANDING_dispatched_later
626070800,INVOICE,2026-07-31,G PURE INDIA,BH-BT,800.0,800.0,2026-08-09T16:14:22.895330+05:30,STANDING_dispatched_later
626070801,INVOICE,2026-07-31,SAKSHI SALES,BH-BT,770.0,1484.0,2026-08-06T17:27:41.187629+05:30,STANDING_dispatched_later
626070802,INVOICE,2026-07-31,SAKSHI SALES,BH-PF,100.0,1500.0,2026-08-06T17:27:41.187629+05:30,STANDING_dispatched_later
726677066,TRANSFER,2026-07-31,,BH-BT,3600.0,3600.0,2026-07-31T18:12:31.124688+05:30,GONE_before_1Aug
726677068,TRANSFER,2026-07-31,,BH-BT,624.0,3120.0,2026-07-31T18:57:09.911805+05:30,GONE_before_1Aug
726677072,TRANSFER,2026-07-31,,BH-BT,16700.0,24820.0,2026-08-01T17:07:17.380453+05:30,STANDING_dispatched_later
726677074,TRANSFER,2026-07-31,,BH-BT,1060.0,5300.0,2026-08-01T11:52:22.296131+05:30,STANDING_dispatched_later
726677077,TRANSFER,2026-07-31,,BH-BT,1380.0,4140.0,2026-08-01T11:22:23.498784+05:30,STANDING_dispatched_later
726677080,TRANSFER,2026-07-31,,BH-BT,4280.0,4280.0,2026-08-03T07:27:56.295136+05:30,STANDING_dispatched_later
