DOCNUM	DOCDATE	WHS	ITEMNAME	QTY	SRC
626080309	2026-08-11	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	1.000000	INVOICE
626080281	2026-08-10	BH-BT	REFINED OIL 1000 MLS	1.000000	INVOICE
626080281	2026-08-10	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	1.000000	INVOICE
626080223	2026-08-08	BH-BT	JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD )	2.000000	INVOICE
626080254	2026-08-10	BH-BT	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080277	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	35.000000	INVOICE
626080277	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	27.000000	INVOICE
626080277	2026-08-10	BH-BT	REFINED OIL 2 LTR	2.000000	INVOICE
626080277	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	2.000000	INVOICE
626080277	2026-08-10	BH-BT	REFINED OIL 5 LTR	2.000000	INVOICE
626080277	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	2.000000	INVOICE
626080252	2026-08-10	BH-BT	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	6.000000	INVOICE
626080263	2026-08-10	BH-BT	JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080276	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	13.000000	INVOICE
626080276	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	8.000000	INVOICE
626080276	2026-08-10	BH-BT	REFINED OIL 2 LTR	1.000000	INVOICE
626080276	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	1.000000	INVOICE
626080276	2026-08-10	BH-BT	JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080243	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	1.000000	INVOICE
626080243	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	2.000000	INVOICE
626080247	2026-08-10	BH-BT	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080255	2026-08-10	BH-BT	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	3.000000	INVOICE
626080307	2026-08-11	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	5.000000	INVOICE
626080307	2026-08-11	BH-BT	REFINED OIL 1000 MLS	7.000000	INVOICE
626080307	2026-08-11	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	7.000000	INVOICE
626080307	2026-08-11	BH-BT	REFINED OIL 2 LTR	4.000000	INVOICE
626080307	2026-08-11	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	4.000000	INVOICE
626080307	2026-08-11	BH-BT	REFINED OIL 5 LTR	2.000000	INVOICE
626080307	2026-08-11	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	2.000000	INVOICE
626080307	2026-08-11	BH-BT	JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080248	2026-08-10	BH-BT	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	2.000000	INVOICE
626080267	2026-08-10	BH-BT	JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD )	2.000000	INVOICE
626080275	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	1.000000	INVOICE
626080275	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	6.000000	INVOICE
626080275	2026-08-10	BH-BT	REFINED OIL 1000 MLS	5.000000	INVOICE
626080275	2026-08-10	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	5.000000	INVOICE
626080275	2026-08-10	BH-BT	REFINED OIL 2 LTR	3.000000	INVOICE
626080275	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	3.000000	INVOICE
626080275	2026-08-10	BH-BT	REFINED OIL 5 LTR	9.000000	INVOICE
626080275	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	9.000000	INVOICE
626080275	2026-08-10	BH-BT	JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080266	2026-08-10	BH-BT	JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080280	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	12.000000	INVOICE
626080280	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	12.000000	INVOICE
626080280	2026-08-10	BH-BT	REFINED OIL 2 LTR	4.000000	INVOICE
626080280	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	4.000000	INVOICE
626080280	2026-08-10	BH-BT	REFINED OIL 5 LTR	12.000000	INVOICE
626080280	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	12.000000	INVOICE
626080280	2026-08-10	BH-BT	JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080283	2026-08-10	BH-BT	REFINED OIL 1000 MLS	3.000000	INVOICE
626080283	2026-08-10	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	3.000000	INVOICE
626080283	2026-08-10	BH-BT	REFINED OIL 2 LTR	5.000000	INVOICE
626080283	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	5.000000	INVOICE
626080282	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	16.000000	INVOICE
626080282	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	14.000000	INVOICE
626080282	2026-08-10	BH-BT	REFINED OIL 1000 MLS	2.000000	INVOICE
626080282	2026-08-10	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	2.000000	INVOICE
626080282	2026-08-10	BH-BT	REFINED OIL 2 LTR	7.000000	INVOICE
626080282	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	7.000000	INVOICE
626080282	2026-08-10	BH-BT	REFINED OIL 5 LTR	5.000000	INVOICE
626080282	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	5.000000	INVOICE
626080282	2026-08-10	BH-BT	JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080372	2026-08-17	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS	9000.000000	INVOICE
626080220	2026-08-08	BH-BT	JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD )	1.000000	INVOICE
626080220	2026-08-08	BH-BT	JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080244	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	1.000000	INVOICE
626080244	2026-08-10	BH-BT	REFINED OIL 2 LTR	1.000000	INVOICE
626080244	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	1.000000	INVOICE
626080244	2026-08-10	BH-BT	REFINED OIL 5 LTR	5.000000	INVOICE
626080244	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	5.000000	INVOICE
626080262	2026-08-10	BH-BT	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	2.000000	INVOICE
626080268	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	7.000000	INVOICE
626080268	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	2.000000	INVOICE
626080268	2026-08-10	BH-BT	REFINED OIL 2 LTR	2.000000	INVOICE
626080268	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	2.000000	INVOICE
626080268	2026-08-10	BH-BT	REFINED OIL 5 LTR	1.000000	INVOICE
626080268	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	1.000000	INVOICE
626080225	2026-08-08	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	37.000000	INVOICE
626080225	2026-08-08	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	14.000000	INVOICE
626080225	2026-08-08	BH-BT	REFINED OIL 1000 MLS	2.000000	INVOICE
626080225	2026-08-08	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	2.000000	INVOICE
626080271	2026-08-10	BH-BT	JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD )	2.000000	INVOICE
626080256	2026-08-10	BH-BT	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080188	2026-08-06	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1800.000000	INVOICE
626080188	2026-08-06	BH-PF	SOYABEAN OIL 1 LTR POUCH 12 PCS	3000.000000	INVOICE
626080273	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	4.000000	INVOICE
626080273	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	3.000000	INVOICE
626080273	2026-08-10	BH-BT	REFINED OIL 1000 MLS	3.000000	INVOICE
626080273	2026-08-10	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	3.000000	INVOICE
626080273	2026-08-10	BH-BT	REFINED OIL 2 LTR	7.000000	INVOICE
626080273	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	7.000000	INVOICE
626080273	2026-08-10	BH-BT	REFINED OIL 5 LTR	7.000000	INVOICE
626080273	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	7.000000	INVOICE
626080189	2026-08-07	BH-BT	COLD PRESS 3 LTR 6 PCS	800.000000	INVOICE
626080189	2026-08-07	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	1481.000000	INVOICE
626080203	2026-08-08	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	25.000000	INVOICE
626080374	2026-08-17	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080376	2026-08-17	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080377	2026-08-17	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	2880.000000	INVOICE
626080378	2026-08-17	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	4400.000000	INVOICE
626080379	2026-08-17	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080380	2026-08-17	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080383	2026-08-17	BH-PF	SOYABEAN OIL 750 GMS 12 PCS POUCH	5988.000000	INVOICE
626080384	2026-08-17	BH-BT	SOYABEAN OIL 5 LTR 4 PCS	400.000000	INVOICE
626080385	2026-08-18	BH-PF	MUSTARD KACHI GHANI 1 LTR + 1 LTR COMBO 10 SET PLAIN	4000.000000	INVOICE
626080386	2026-08-18	BH-PF	MUSTARD KACHI GHANI 1 LTR + 1 LTR COMBO 10 SET PLAIN	4000.000000	INVOICE
626080387	2026-08-18	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	2000.000000	INVOICE
626080387	2026-08-18	BH-BT	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	1000.000000	INVOICE
626080387	2026-08-18	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1300.000000	INVOICE
626080388	2026-08-18	BH-PF	MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS	5400.000000	INVOICE
626080391	2026-08-18	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080392	2026-08-18	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080393	2026-08-18	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080394	2026-08-18	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS	9000.000000	INVOICE
626080395	2026-08-18	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS	9000.000000	INVOICE
626080396	2026-08-18	BH-PF	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626080398	2026-08-18	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1.000000	INVOICE
626080398	2026-08-18	BH-BT	COLD PRESS 5 LTR 4 PCS	1.000000	INVOICE
626080399	2026-08-18	BH-PF	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626080382	2026-08-17	BH-PF	REFINED OIL 15 LTR	10.000000	INVOICE
626080221	2026-08-08	BH-BT	JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD )	3.000000	INVOICE
626080221	2026-08-08	BH-BT	JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD )	3.000000	INVOICE
626080240	2026-08-10	BH-BT	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	2.000000	INVOICE
626080305	2026-08-11	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	99.000000	INVOICE
626080305	2026-08-11	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	90.000000	INVOICE
626080305	2026-08-11	BH-BT	REFINED OIL 1000 MLS	4.000000	INVOICE
626080305	2026-08-11	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	4.000000	INVOICE
626080305	2026-08-11	BH-BT	REFINED OIL 2 LTR	29.000000	INVOICE
626080305	2026-08-11	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	29.000000	INVOICE
626080305	2026-08-11	BH-BT	REFINED OIL 5 LTR	29.000000	INVOICE
626080305	2026-08-11	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	29.000000	INVOICE
626080305	2026-08-11	BH-BT	JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD )	2.000000	INVOICE
626080354	2026-08-12	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	6600.000000	INVOICE
626080158	2026-08-05	BH-PF	SOYABEAN OIL 13 KGS TIN IMPORTED PCS	161.000000	INVOICE
626080328	2026-08-12	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1750.000000	INVOICE
626080328	2026-08-12	BH-BT	COLD PRESS 1 LTR 20 PCS	1750.000000	INVOICE
626080127	2026-08-04	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	200.000000	INVOICE
626080127	2026-08-04	BH-BT	COLD PRESS 5 LTR 4 PCS	40.000000	INVOICE
626080127	2026-08-04	BH-BT	COLD PRESS 1 LTR 20 PCS	100.000000	INVOICE
626080118	2026-08-03	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	48.000000	INVOICE
626080118	2026-08-03	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	100.000000	INVOICE
626080118	2026-08-03	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	200.000000	INVOICE
626080118	2026-08-03	BH-BT	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	100.000000	INVOICE
626080118	2026-08-03	BH-BT	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626080118	2026-08-03	BH-BT	COLD PRESS 5 LTR 4 PCS	40.000000	INVOICE
626080118	2026-08-03	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	40.000000	INVOICE
626080118	2026-08-03	BH-BT	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	20.000000	INVOICE
626080118	2026-08-03	BH-BT	COLD PRESS 1 LTR 20 PCS	100.000000	INVOICE
626080118	2026-08-03	BH-BT	KIRPA DESI GHEE 500 MLS 16 PCS	80.000000	INVOICE
626080118	2026-08-03	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	48.000000	INVOICE
626080118	2026-08-03	BH-BT	EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS	24.000000	INVOICE
626080118	2026-08-03	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	48.000000	INVOICE
626080118	2026-08-03	BH-BT	POMACE OLIVE 1 LTR 16 PCS	48.000000	INVOICE
626080118	2026-08-03	BH-BT	POMACE OLIVE 5 LTR TIN 4 PCS	12.000000	INVOICE
626080118	2026-08-03	BH-BT	RICE BRAN OIL 1 LTR 16 PCS	48.000000	INVOICE
626080118	2026-08-03	BH-BT	JIVO GOLD 5 LTR 4 PCS	12.000000	INVOICE
626080118	2026-08-03	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	48.000000	INVOICE
626080118	2026-08-03	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	8.000000	INVOICE
626080118	2026-08-03	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	20.000000	INVOICE
626080118	2026-08-03	BH-BT	RICE BRAN OIL 5 LTR 4 PCS	8.000000	INVOICE
626080116	2026-08-03	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	1000.000000	INVOICE
626080116	2026-08-03	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	20.000000	INVOICE
626080116	2026-08-03	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1160.000000	INVOICE
626080116	2026-08-03	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	200.000000	INVOICE
626080122	2026-08-04	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	40.000000	INVOICE
626080143	2026-08-05	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	40.000000	INVOICE
626080143	2026-08-05	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	600.000000	INVOICE
626080161	2026-08-05	BH-PF	SOYABEAN OIL 750 GMS 12 PCS POUCH	6000.000000	INVOICE
626080202	2026-08-07	BH-PF	COLD PRESS SUNFLOWER OIL 15 LTR	250.000000	INVOICE
626080217	2026-08-08	BH-PF	REFINED OIL 15 LTR	200.000000	INVOICE
626080217	2026-08-08	BH-PF	MUSTARD KACHI GHANI 15 KGS	15.000000	INVOICE
626080338	2026-08-12	BH-BT	EXTRA VIRGIN OLIVE 200 MLS 70 PCS	2778.000000	INVOICE
626080401	2026-08-19	BH-PF	COLD PRESS GROUNDNUT 200 MLS 70 PCS - BH	5040.000000	INVOICE
626080401	2026-08-19	BH-PF	COLD PRESS GROUNDNUT 500 MLS 24 PCS	7848.000000	INVOICE
626080402	2026-08-19	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	1.000000	INVOICE
626080404	2026-08-19	BH-PF	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626080407	2026-08-19	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	24.000000	INVOICE
626080409	2026-08-19	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080410	2026-08-19	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080412	2026-08-19	BH-PF	POMACE OLIVE 1 LTR 16 PCS	7200.000000	INVOICE
626080173	2026-08-06	BH-BT	COLD PRESS 1 LTR 20 PCS	3.000000	INVOICE
626080173	2026-08-06	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	2.000000	INVOICE
626080345	2026-08-12	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1600.000000	INVOICE
626080400	2026-08-18	BH-PF	SANO POMACE OLIVE 200 LTR 1 PCS	10.000000	INVOICE
626080269	2026-08-10	BH-BT	JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD )	2.000000	INVOICE
626080269	2026-08-10	BH-BT	JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD )	2.000000	INVOICE
626080272	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	13.000000	INVOICE
626080272	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	4.000000	INVOICE
626080272	2026-08-10	BH-BT	REFINED OIL 1000 MLS	7.000000	INVOICE
626080272	2026-08-10	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	7.000000	INVOICE
626080272	2026-08-10	BH-BT	REFINED OIL 2 LTR	9.000000	INVOICE
626080272	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	9.000000	INVOICE
626080272	2026-08-10	BH-BT	REFINED OIL 5 LTR	10.000000	INVOICE
626080272	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	10.000000	INVOICE
626080272	2026-08-10	BH-BT	JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080259	2026-08-10	BH-BT	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080366	2026-08-13	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1300.000000	INVOICE
626080366	2026-08-13	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	1000.000000	INVOICE
626080366	2026-08-13	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	400.000000	INVOICE
626080408	2026-08-19	BH-BT	RICE BRAN OIL 1 LTR 16 PCS	1232.000000	INVOICE
626080367	2026-08-14	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	2500.000000	INVOICE
626080367	2026-08-14	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	1500.000000	INVOICE
626080367	2026-08-14	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	300.000000	INVOICE
626080367	2026-08-14	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	200.000000	INVOICE
626080413	2026-08-19	BH-BT	COLD PRESS 1 LTR 20 PCS	5.000000	INVOICE
626080413	2026-08-19	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	2.000000	INVOICE
626080415	2026-08-19	BH-BT	SOYABEAN OIL 5 LTR 4 PCS	1.000000	INVOICE
626080415	2026-08-19	BH-BT	RICE BRAN OIL 1 LTR 16 PCS	2.000000	INVOICE
626080416	2026-08-19	BH-PF	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626080417	2026-08-19	BH-PF	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1600.000000	INVOICE
626080346	2026-08-12	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1600.000000	INVOICE
626080373	2026-08-17	BH-BT	COLD PRESS 5 LTR 4 PCS	400.000000	INVOICE
626080419	2026-08-19	BH-PF	MUSTARD KACHI GHANI 1 LTR + 1 LTR COMBO 10 SET PLAIN	4000.000000	INVOICE
626080423	2026-08-19	BH-PF	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1600.000000	INVOICE
626080424	2026-08-19	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS	9000.000000	INVOICE
626080425	2026-08-19	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS	9000.000000	INVOICE
626080421	2026-08-19	BH-BT	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	5260.000000	INVOICE
626080406	2026-08-19	BH-BT	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	4500.000000	INVOICE
626080406	2026-08-19	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	400.000000	INVOICE
626080406	2026-08-19	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	2000.000000	INVOICE
626080405	2026-08-19	BH-BT	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	11760.000000	INVOICE
626080411	2026-08-19	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	10000.000000	INVOICE
626080403	2026-08-19	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	1000.000000	INVOICE
626080375	2026-08-17	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	10000.000000	INVOICE
626080397	2026-08-18	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	1000.000000	INVOICE
626080426	2026-08-20	BH-PF	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626080427	2026-08-20	BH-PF	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626080429	2026-08-20	BH-PF	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626080430	2026-08-20	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080432	2026-08-20	BH-PF	EXTRA VIRGIN OLIVE 3 LTR TIN 5 PCS	778.000000	INVOICE
626080432	2026-08-20	BH-PF	COLD PRESS GROUNDNUT 500 MLS 24 PCS	744.000000	INVOICE
626080432	2026-08-20	BH-PF	COLD PRESS GROUNDNUT 200 MLS 70 PCS - BH	3500.000000	INVOICE
626080432	2026-08-20	BH-PF	EXTRA VIRGIN OLIVE 3 LTR TIN 3 PCS	351.000000	INVOICE
626080433	2026-08-20	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080434	2026-08-20	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080428	2026-08-20	BH-PF	COLD PRESS SUNFLOWER OIL 15 LTR	250.000000	INVOICE
626080418	2026-08-19	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	100.000000	INVOICE
626080336	2026-08-12	BH-BT	COLD PRESS 5 LTR 4 PCS	240.000000	INVOICE
626080336	2026-08-12	BH-BT	COLD PRESS 1 LTR 20 PCS	300.000000	INVOICE
626080336	2026-08-12	BH-BT	COLD PRESS 2 LTR 10 PCS HANDLE	150.000000	INVOICE
626080336	2026-08-12	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	16.000000	INVOICE
