DOCNUM	DOCDATE	WHS	ITEMNAME	QTY	SRC
626080336	2026-08-12	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	16.000000	INVOICE
626080422	2026-08-19	BH-PF	COLD PRESS SUNFLOWER OIL 15 LTR	134.000000	INVOICE
626080441	2026-08-21	BH-PF	COLD PRESS SUNFLOWER 5 LTR 4 PCS	1600.000000	INVOICE
626080442	2026-08-21	BH-PF	COLD PRESS SUNFLOWER 5 LTR 4 PCS	1600.000000	INVOICE
626080167	2026-08-05	BH-PF	COLD PRESS SUNFLOWER OIL 15 LTR	60.000000	INVOICE
626080168	2026-08-06	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	3300.000000	INVOICE
626080438	2026-08-20	BH-PF	SANO POMACE OLIVE OIL 15 L	448.000000	INVOICE
626080445	2026-08-21	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080446	2026-08-21	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080447	2026-08-21	BH-PF	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626080448	2026-08-21	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS	9000.000000	INVOICE
626080449	2026-08-21	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS	9000.000000	INVOICE
626080450	2026-08-21	BH-BT	COLD PRESS 1 LTR 20 PCS	3.000000	INVOICE
626080293	2026-08-11	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1000.000000	INVOICE
626080293	2026-08-11	BH-BT	REFINED OIL 15 LTR	15.000000	INVOICE
626080291	2026-08-10	BH-PF	REFINED OIL 15 LTR	45.000000	INVOICE
626080457	2026-08-21	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1.000000	INVOICE
626080459	2026-08-21	BH-PF	COLD PRESS SUNFLOWER 5 LTR 4 PCS	1196.000000	INVOICE
626080459	2026-08-21	BH-PF	COLD PRESS GROUNDNUT 500 MLS 24 PCS	960.000000	INVOICE
626080459	2026-08-21	BH-PF	COLD PRESS SUNFLOWER 1 LTR +1 LTR COMBO 10 SET PLAIN	100.000000	INVOICE
626080460	2026-08-21	BH-PF	COLD PRESS SUNFLOWER 5 LTR 4 PCS	1600.000000	INVOICE
626080461	2026-08-21	BH-PF	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626080462	2026-08-21	BH-PF	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626080451	2026-08-21	BH-PF	REFINED OIL 15 LTR	100.000000	INVOICE
626080451	2026-08-21	BH-PF	MUSTARD KACHI GHANI 15 KGS	20.000000	INVOICE
626080452	2026-08-21	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	100.000000	INVOICE
626080437	2026-08-20	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	2000.000000	INVOICE
626080436	2026-08-20	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1800.000000	INVOICE
626080463	2026-08-22	BH-PF	MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS	4800.000000	INVOICE
626080464	2026-08-22	BH-BT	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	5.000000	INVOICE
626080458	2026-08-21	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	12948.000000	INVOICE
626080456	2026-08-21	BH-BT	MUSTARD PAKKI GHANI 5 LTR 4 PCS	200.000000	INVOICE
626080465	2026-08-22	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	2.000000	INVOICE
626080467	2026-08-22	BH-PF	DESI GHEE A2 1 LTR 9 PCS	5.000000	INVOICE
626080469	2026-08-22	BH-PF	POMACE OLIVE 5 LTR TIN 4 PCS	2080.000000	INVOICE
626080470	2026-08-22	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	5040.000000	INVOICE
626080470	2026-08-22	BH-PF	MUSTARD KACHI GHANI 200 ML 70 PCS	6650.000000	INVOICE
626080471	2026-08-22	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080472	2026-08-22	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080473	2026-08-22	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS	9000.000000	INVOICE
626080474	2026-08-22	BH-PF	MUSTARD KACHI GHANI 1 LTR 20 PCS	9000.000000	INVOICE
626080475	2026-08-22	BH-PF	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626080477	2026-08-22	BH-PF	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626080478	2026-08-22	BH-BT	COLD PRESS 1 LTR 20 PCS	4.000000	INVOICE
626080478	2026-08-22	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	2.000000	INVOICE
626080478	2026-08-22	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	1.000000	INVOICE
626080481	2026-08-22	BH-BT	EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS	8.000000	INVOICE
626080482	2026-08-22	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1.000000	INVOICE
626080468	2026-08-22	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1200.000000	INVOICE
626080476	2026-08-22	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1980.000000	INVOICE
626080476	2026-08-22	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	120.000000	INVOICE
626080466	2026-08-22	BH-BT	COLD PRESS 5 LTR 4 PCS	100.000000	INVOICE
626080466	2026-08-22	BH-BT	COLD PRESS 1 LTR 20 PCS	100.000000	INVOICE
626080466	2026-08-22	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626080466	2026-08-22	BH-BT	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	20.000000	INVOICE
626080466	2026-08-22	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	1280.000000	INVOICE
626080466	2026-08-22	BH-BT	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	80.000000	INVOICE
626080466	2026-08-22	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	100.000000	INVOICE
626080219	2026-08-08	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1.000000	INVOICE
626080219	2026-08-08	BH-BT	POMACE OLIVE 1 LTR 16 PCS	1.000000	INVOICE
626080486	2026-08-24	BH-PF	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626080487	2026-08-24	BH-PF	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626080490	2026-08-24	BH-BT	MUSTARD PAKKI GHANI 1 LTR 20 PCS	1020.000000	INVOICE
626080490	2026-08-24	BH-BT	MUSTARD PAKKI GHANI 2 LTR 10 PCS	150.000000	INVOICE
626080491	2026-08-24	BH-PF	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626080492	2026-08-24	BH-PF	POMACE OLIVE 5 LTR TIN 4 PCS	2080.000000	INVOICE
626080493	2026-08-24	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080494	2026-08-24	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080443	2026-08-21	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	1920.000000	INVOICE
626080443	2026-08-21	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	80.000000	INVOICE
626080453	2026-08-21	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	480.000000	INVOICE
626080453	2026-08-21	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	20.000000	INVOICE
626080453	2026-08-21	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	200.000000	INVOICE
626080453	2026-08-21	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	10.000000	INVOICE
626080453	2026-08-21	BH-BT	RICE BRAN OIL 1 LTR 16 PCS	240.000000	INVOICE
626080453	2026-08-21	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	400.000000	INVOICE
626080454	2026-08-21	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	200.000000	INVOICE
626080454	2026-08-21	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	10.000000	INVOICE
626080455	2026-08-21	BH-BT	MUSTARD PAKKI GHANI 5 LTR 4 PCS	200.000000	INVOICE
626080435	2026-08-20	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	1600.000000	INVOICE
626080435	2026-08-20	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	67.000000	INVOICE
626080435	2026-08-20	BH-BT	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	80.000000	INVOICE
626080435	2026-08-20	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	13.000000	INVOICE
626080435	2026-08-20	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1000.000000	INVOICE
626080439	2026-08-20	BH-PF	MUSTARD KACHI GHANI 15 KGS	16.000000	INVOICE
626080504	2026-08-24	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	1.000000	INVOICE
626080504	2026-08-24	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	1.000000	INVOICE
626080505	2026-08-24	BH-BT	SOYABEAN OIL 1 LTR 20 PCS	4.000000	INVOICE
626080505	2026-08-24	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1.000000	INVOICE
626080506	2026-08-24	BH-PF	POMACE OLIVE 5 LTR TIN 4 PCS	2080.000000	INVOICE
626080507	2026-08-24	BH-PF	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626080508	2026-08-24	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080509	2026-08-24	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080510	2026-08-24	BH-PF	JIVO GOLD 5 LTR 4 PCS	1592.000000	INVOICE
626080234	2026-08-10	BH-BT	JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD )	3.000000	INVOICE
626080234	2026-08-10	BH-BT	JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD )	1.000000	INVOICE
626080320	2026-08-11	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	16.000000	INVOICE
626080320	2026-08-11	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	23.000000	INVOICE
626080320	2026-08-11	BH-BT	REFINED OIL 1000 MLS	42.000000	INVOICE
626080320	2026-08-11	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	42.000000	INVOICE
626080320	2026-08-11	BH-BT	REFINED OIL 2 LTR	56.000000	INVOICE
626080320	2026-08-11	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	56.000000	INVOICE
626080320	2026-08-11	BH-BT	REFINED OIL 5 LTR	51.000000	INVOICE
626080320	2026-08-11	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	51.000000	INVOICE
626080320	2026-08-11	BH-BT	JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD )	5.000000	INVOICE
626080279	2026-08-10	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	1.000000	INVOICE
626080483	2026-08-22	BH-BT	RICE BRAN OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080484	2026-08-22	BH-BT	RICE BRAN OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080485	2026-08-22	BH-BT	SOYABEAN OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080517	2026-08-24	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	960.000000	INVOICE
626080517	2026-08-24	BH-BT	EXTRA LIGHT OIVE 2 LTR 10 PCS HANDLE	1600.000000	INVOICE
626080517	2026-08-24	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	640.000000	INVOICE
626080523	2026-08-25	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1.000000	INVOICE
626080523	2026-08-25	BH-BT	COLD PRESS 5 LTR 4 PCS	1.000000	INVOICE
626080516	2026-08-24	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	1600.000000	INVOICE
626080516	2026-08-24	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	400.000000	INVOICE
626080522	2026-08-25	BH-PF	MUSTARD KACHI GHANI 15 KGS	37.000000	INVOICE
626080497	2026-08-24	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	4940.000000	INVOICE
626080497	2026-08-24	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	5280.000000	INVOICE
626080525	2026-08-25	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080526	2026-08-25	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	5040.000000	INVOICE
626080526	2026-08-25	BH-PF	POMACE OLIVE 1 LTR 16 PCS	2160.000000	INVOICE
626080495	2026-08-24	BH-BT	RICE BRAN OIL 1 LTR 16 PCS	800.000000	INVOICE
626080496	2026-08-24	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1200.000000	INVOICE
626080498	2026-08-24	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1000.000000	INVOICE
626080498	2026-08-24	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	40.000000	INVOICE
626080527	2026-08-25	BH-PF	JIVO GOLD 5 LTR 4 PCS	1600.000000	INVOICE
626080500	2026-08-24	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1200.000000	INVOICE
626080528	2026-08-25	BH-PF	MUSTARD KACHI GHANI 1 LTR + 1 LTR COMBO 10 SET PLAIN	4000.000000	INVOICE
626080489	2026-08-24	BH-BT	MUSTARD PAKKI GHANI 1 LTR 20 PCS	2800.000000	INVOICE
626080489	2026-08-24	BH-BT	MUSTARD PAKKI GHANI 2 LTR 10 PCS	1500.000000	INVOICE
626080489	2026-08-24	BH-BT	MUSTARD PAKKI GHANI 5 LTR 4 PCS	200.000000	INVOICE
626080529	2026-08-25	BH-PF	MUSTARD KACHI GHANI 1 LTR + 1 LTR COMBO 10 SET PLAIN	4000.000000	INVOICE
626080532	2026-08-25	BH-BT	COLD PRESS 5 LTR 4 PCS	1.000000	INVOICE
626080532	2026-08-25	BH-BT	EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS	1.000000	INVOICE
626080537	2026-08-25	BH-PF	MUSTARD KACHI GHANI 200 ML 70 PCS	25200.000000	INVOICE
626080542	2026-08-25	BH-PF	JIVO GOLD 5 LTR 4 PCS	1600.000000	INVOICE
626080514	2026-08-24	BH-PF	SOYABEAN OIL 1 LTR POUCH 12 PCS	600.000000	INVOICE
626080512	2026-08-24	BH-BT	COLD PRESS 5 LTR 4 PCS	120.000000	INVOICE
626080512	2026-08-24	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	120.000000	INVOICE
626080512	2026-08-24	BH-BT	COLD PRESS 3 LTR 6 PCS	180.000000	INVOICE
626080512	2026-08-24	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	180.000000	INVOICE
626080512	2026-08-24	BH-BT	COLD PRESS 1 LTR + 1 LTR COMBO 10 SET	200.000000	INVOICE
626080512	2026-08-24	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	60.000000	INVOICE
626080512	2026-08-24	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	600.000000	INVOICE
626080512	2026-08-24	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	30.000000	INVOICE
626080512	2026-08-24	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	600.000000	INVOICE
626080512	2026-08-24	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	400.000000	INVOICE
626080543	2026-08-25	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	500.000000	INVOICE
626080543	2026-08-25	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	25.000000	INVOICE
626080543	2026-08-25	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	10.000000	INVOICE
626080543	2026-08-25	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	800.000000	INVOICE
626080543	2026-08-25	BH-BT	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	40.000000	INVOICE
626080543	2026-08-25	BH-BT	POMACE OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080543	2026-08-25	BH-BT	POMACE OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626080543	2026-08-25	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080543	2026-08-25	BH-BT	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626080543	2026-08-25	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080543	2026-08-25	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626080543	2026-08-25	BH-BT	COLD PRESS 5 LTR 4 PCS	40.000000	INVOICE
626080543	2026-08-25	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	40.000000	INVOICE
626080543	2026-08-25	BH-BT	COLD PRESS 3 LTR 6 PCS	60.000000	INVOICE
626080543	2026-08-25	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	60.000000	INVOICE
626080543	2026-08-25	BH-BT	COLD PRESS 1 LTR + 1 LTR COMBO 10 SET	100.000000	INVOICE
626080543	2026-08-25	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	30.000000	INVOICE
626080543	2026-08-25	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	100.000000	INVOICE
626080543	2026-08-25	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080544	2026-08-25	BH-PF	REFINED OIL 15 LTR	100.000000	INVOICE
626080545	2026-08-25	BH-PF	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	40.000000	INVOICE
626080547	2026-08-25	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	50.000000	INVOICE
626080546	2026-08-25	BH-PF	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	200.000000	INVOICE
626080519	2026-08-25	BH-PF	SANO POMACE OLIVE 200 LTR 1 PCS	10.000000	INVOICE
626080530	2026-08-25	BH-PF	MUSTARD KACHI GHANI 15 KGS	200.000000	INVOICE
626080531	2026-08-25	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	120.000000	INVOICE
626080531	2026-08-25	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	2300.000000	INVOICE
626080531	2026-08-25	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	700.000000	INVOICE
626080536	2026-08-25	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	400.000000	INVOICE
626080535	2026-08-25	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1200.000000	INVOICE
626080535	2026-08-25	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	80.000000	INVOICE
626080533	2026-08-25	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	400.000000	INVOICE
626080534	2026-08-25	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	100.000000	INVOICE
626080541	2026-08-25	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	150.000000	INVOICE
626080513	2026-08-24	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	100.000000	INVOICE
626080513	2026-08-24	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080513	2026-08-24	BH-BT	RICE BRAN OIL 1 LTR 16 PCS	80.000000	INVOICE
626080513	2026-08-24	BH-BT	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	300.000000	INVOICE
626080513	2026-08-24	BH-BT	POMACE OLIVE 1 LTR 16 PCS	48.000000	INVOICE
626080513	2026-08-24	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	100.000000	INVOICE
626080513	2026-08-24	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626080513	2026-08-24	BH-BT	KIRPA DESI GHEE 500 MLS 16 PCS	80.000000	INVOICE
626080513	2026-08-24	BH-BT	COLD PRESS 5 LTR 4 PCS	80.000000	INVOICE
626080513	2026-08-24	BH-BT	COLD PRESS 1 LTR 20 PCS	200.000000	INVOICE
626080513	2026-08-24	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	40.000000	INVOICE
626080513	2026-08-24	BH-BT	SOYABEAN OIL 5 LTR 4 PCS	40.000000	INVOICE
626080513	2026-08-24	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	300.000000	INVOICE
626080548	2026-08-26	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080549	2026-08-26	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080550	2026-08-26	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080551	2026-08-26	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080553	2026-08-26	BH-PF	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	7200.000000	INVOICE
626080557	2026-08-26	BH-PF	A2 DESI GHEE 200 ML	1.000000	INVOICE
626080511	2026-08-24	BH-BT	COLD PRESS 1 LTR 20 PCS	320.000000	INVOICE
626080521	2026-08-25	BH-BT	COLD PRESS 5 LTR 4 PCS	1800.000000	INVOICE
626080521	2026-08-25	BH-BT	COLD PRESS 1 LTR 20 PCS	3000.000000	INVOICE
626080521	2026-08-25	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	100.000000	INVOICE
626080521	2026-08-25	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	400.000000	INVOICE
626080521	2026-08-25	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1000.000000	INVOICE
626080296	2026-08-11	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1000.000000	INVOICE
626080289	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626080289	2026-08-10	BH-BT	COLD PRESS 1 LTR + 1 LTR COMBO 10 SET	150.000000	INVOICE
626080289	2026-08-10	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626080289	2026-08-10	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080289	2026-08-10	BH-BT	POMACE OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080289	2026-08-10	BH-BT	SOYABEAN OIL 1 LTR POUCH 12 PCS	600.000000	INVOICE
626080325	2026-08-12	BH-PF	SOYABEAN OIL 750 GMS 12 PCS POUCH	5524.000000	INVOICE
626080567	2026-08-26	BH-PF	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	1172.000000	INVOICE
626080567	2026-08-26	BH-PF	MUSTARD KACHI GHANI 200 ML 70 PCS	10080.000000	INVOICE
626080569	2026-08-26	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1.000000	INVOICE
626080569	2026-08-26	BH-BT	RICE BRAN OIL 1 LTR 16 PCS	1.000000	INVOICE
626080570	2026-08-26	BH-BT	EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS	1.000000	INVOICE
626080572	2026-08-26	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080574	2026-08-26	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080583	2026-08-26	BH-BT	COLD PRESS 5 LTR 4 PCS	1200.000000	INVOICE
626080583	2026-08-26	BH-BT	COLD PRESS 1 LTR 20 PCS	1000.000000	INVOICE
626080583	2026-08-26	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	1500.000000	INVOICE
626080583	2026-08-26	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	200.000000	INVOICE
626080583	2026-08-26	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	1504.000000	INVOICE
626080488	2026-08-24	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1480.000000	INVOICE
626080488	2026-08-24	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	400.000000	INVOICE
626080479	2026-08-22	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	300.000000	INVOICE
626080480	2026-08-22	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1800.000000	INVOICE
626080503	2026-08-24	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1320.000000	INVOICE
626080502	2026-08-24	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	3200.000000	INVOICE
626080502	2026-08-24	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	120.000000	INVOICE
626080502	2026-08-24	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	300.000000	INVOICE
626080559	2026-08-26	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	6000.000000	INVOICE
626080559	2026-08-26	BH-PF	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	40.000000	INVOICE
626080292	2026-08-10	BH-BT	EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED	4.000000	INVOICE
626080292	2026-08-10	BH-BT	JIVO GOLD 5 LTR 4 PCS	12.000000	INVOICE
626080292	2026-08-10	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	20.000000	INVOICE
626080292	2026-08-10	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	100.000000	INVOICE
626080292	2026-08-10	BH-BT	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	200.000000	INVOICE
626080292	2026-08-10	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	100.000000	INVOICE
626080292	2026-08-10	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	20.000000	INVOICE
626080292	2026-08-10	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626080292	2026-08-10	BH-BT	REFINED OIL 15 LTR	10.000000	INVOICE
626080292	2026-08-10	BH-BT	KIRPA DESI GHEE 500 MLS 16 PCS	80.000000	INVOICE
626080292	2026-08-10	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626080558	2026-08-26	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	100.000000	INVOICE
626080558	2026-08-26	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	400.000000	INVOICE
626080558	2026-08-26	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	400.000000	INVOICE
