whs,code,name,grp,onhand_now,move,pcs,lpc,how,litres
BH-PF,FG0000417,COLD PRESS SUNFLOWER 5LTR 5 PCS,102,0.0,-12.0,12.0,5.0,ltr in name,60.0
BH-PF,FG0000141,SANO SOYABEAN OIL 5 LTR 4 PCS,102,0.0,-11.0,11.0,5.0,ltr in name,55.0
BH-PF,FG0000024,COLD PRESS 1 LTR 24 PCS,102,0.0,-54.0,54.0,1.0,ltr in name,54.0
BH-PF,FG0000023,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 3 PCS SHRINKED,102,0.0,-7.0,7.0,6.0,combo 5+1 L,42.0
BH-PF,FG0000140,SANO SOYABEAN OIL 1 LTR 20 PCS,102,0.0,-40.0,40.0,1.0,ltr in name,40.0
BH-PF,FG0000137,SANO MUSTARD OIL 5 LTR 4 PCS,102,0.0,-7.0,7.0,5.0,ltr in name,35.0
BH-PF,FG0000267,COLD PRESS SUNFLOWER 5 LTR 1 PCS ( 1 SET ),102,0.0,-7.0,7.0,5.0,ltr in name,35.0
BH-PF,FG0000409,COLD PRESS GROUNDNUT OIL 200 MLS 70 PCS,102,0.0,-175.0,175.0,0.2,ml in name,35.0
BH-PF,FG0000045,POMACE OLIVE 500 MLS 24 PCS,102,0.0,-65.0,65.0,0.5,ml in name,32.5
BH-PF,FG0000020,REFINED OIL 5 LTR,102,0.0,-6.0,6.0,5.0,ltr in name,30.0
BH-PF,FG0000039,EXTRA LIGHT OLIVE 500 MLS 24 PCS,102,0.0,-60.0,60.0,0.5,ml in name,30.0
BH-PF,FG0000264,EXTRA LIGHT 1 LTR 1 PCS + POMACE OLIVE 1 LTR 2 PCS ( 1 SET ),102,0.0,-12.0,12.0,2.0,combo 1+1 L,24.0
BH-PF,FG0000012,MUSTARD PAKKI GHANI 5 LTR 4 PCS,102,0.0,-4.0,4.0,5.0,ltr in name,20.0
BH-PF,FG0000014,MINIATURE OLIVE 100 MLS 24 PCS,102,0.0,-192.0,192.0,0.1,ml in name,19.200000000000003
BH-PF,FG0000191,SOYABEAN OIL 15 LTR,102,0.0,-1.0,1.0,15.0,ltr in name,15.0
BH-PF,FG0000112,EXTRA VIRGIN OLIVE 250 MLS 4 PCS,102,1640.0,1588.0,52.0,0.25,ml in name,13.0
BH-PF,FG0000319,KIRPA DESI GHEE 500 MLS 16 PCS,102,0.0,-25.0,25.0,0.5,ml in name,12.5
BH-PF,FG0000414,COLD PRESS 5 LTR (NIRMAL RISHI )+ POMACE OLIVE 1 LTR 4 PCS,102,0.0,-2.0,2.0,6.0,combo 5+1 L,12.0
BH-PF,FG0000082,DESI GHEE A2 500 MLS 16 PCS,102,1001.0,978.0,23.0,0.5,ml in name,11.5
BH-PF,FG0000038,MUSTARD KACCHI GHANI 2 LTR 10 PCS,102,0.0,-5.0,5.0,2.0,ltr in name,10.0
BH-PF,FG0000085,COLD PRESS SOYABEAN 5 LTR 4 PCS,102,0.0,-2.0,2.0,5.0,ltr in name,10.0
BH-PF,FG0000405,COLD PRESS 4 LTR (NIRMAL RISHI ) + POMACE OLIVE 1 LTR 5 PCS,102,0.0,-2.0,2.0,5.0,combo 4+1 L,10.0
BH-PF,FG0000047,COLD PRESS 3 LTR + EXTRA LIGHT OLIVE 1 LTR 6 PCS,102,0.0,-2.0,2.0,4.0,combo 3+1 L,8.0
BH-PF,FG0000161,EXTRA VIRGIN OLIVE 500 MLS 24 PCS,102,0.0,-13.0,13.0,0.5,ml in name,6.5
BH-PF,FG0000149,JIVO GOLD 1 LTR 20 PCS,102,0.0,-5.0,5.0,1.0,ltr in name,5.0
BH-PF,FG0000305,JAITOON OIL 5 LTR 4 PCS,102,0.0,-1.0,1.0,5.0,ltr in name,5.0
BH-PF,FG0000016,REFINED OIL 2 LTR,102,0.0,-2.0,2.0,2.0,ltr in name,4.0
BH-PF,FG0000083,DESI GHEE A2 1 LTR 9 PCS,102,0.0,-4.0,4.0,1.0,ltr in name,4.0
BH-PF,FG0000106,MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS,102,15570.0,15567.0,3.0,1.0,ltr in name,3.0
BH-PF,FG0000189,ZANO POMACE OLIVE 1 LTR 16 PCS,102,0.0,-3.0,3.0,1.0,ltr in name,3.0
BH-PF,FG0000268,COLD PRESS SUNFLOWER 5 LTR 2 PCS ( 1 SET ),102,0.0,-0.5,0.5,5.0,ltr in name,2.5
BH-PF,FG0000013,REFINED OIL 1000 MLS,102,0.0,-1.0,1.0,1.0,ml in name,1.0
BH-PF,FG0000320,YELLOW MUSTARD OIL 1 LTR 16 PCS,102,2240.0,2239.0,1.0,1.0,ltr in name,1.0
BH-PF,FG0000242,SANO SUNFLOWER OIL 869 GMS 20 PCS,102,0.0,-1.0,1.0,0.954945054945055,869g @910g/L,0.954945054945055
BH-PF,SF0000005,JIVO HONEY 500 GMS,115,1.0,0.0,1.0,0.5494505494505495,500g @910g/L,0.5494505494505495
BH-PF,FG0000154,MUSTARD OIL 100 MLS 20 PCS(CSD),102,0.0,-1.0,1.0,0.1,ml in name,0.1
BH-PF,FG0000029,MUSTARD PAKKI GHANI 2 LTR 10 PCS,102,0.0,0.0,0.0,2.0,ltr in name,0.0
BH-PF,FG0000031,MUSTARD PAKKI GHANI 1 LTR 20 PCS,102,0.0,0.0,0.0,1.0,ltr in name,0.0
BH-PF,FG0000034,EXTRA LIGHT OLIVE 200 LTR 1 PCS,102,0.0,0.0,0.0,200.0,ltr in name,0.0
BH-PF,FG0000043,COLD PRESS 3 LTR 6 PCS,102,4950.0,4950.0,0.0,3.0,ltr in name,0.0
BH-PF,FG0000070,COLD PRESS 2 LTR 10 PCS HANDLE,102,0.0,0.0,0.0,2.0,ltr in name,0.0
BH-PF,FG0000091,COLD PRESS SUNFLOWER 1 LTR +1 LTR COMBO 10 SET PLAIN,102,0.0,0.0,0.0,2.0,combo 1+1 L,0.0
BH-PF,FG0000092,EXTRA VIRGIN OLIVE 1 LTR + 1 LTR COMBO 8 SET PLAIN,102,0.0,0.0,0.0,2.0,combo 1+1 L,0.0
BH-PF,FG0000104,EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD),102,0.0,0.0,0.0,0.1,ml in name,0.0
BH-PF,FG0000282,EXTRA VIRGIN COCONUT OIL 200 MLS 6 PCS,102,0.0,0.0,0.0,0.2,ml in name,0.0
BH-PF,FG0000297,SOYABEAN OIL 13 KGS TIN IMPORTED PCS,102,0.0,0.0,0.0,14.285714285714286,13kg @910g/L,0.0
BH-PF,FG0000328,SANO POMACE OLIVE 200 LTR 1 PCS,102,10.0,10.0,0.0,200.0,ltr in name,0.0
BH-PF,FG0000349,EXTRA VIRGIN OLIVE 200 MLS 70 PCS,102,2778.0,2778.0,0.0,0.2,ml in name,0.0
BH-PF,FG0000367,SANO POMACE OLIVE OIL 15 L,102,21.0,21.0,0.0,15.0,ltr in name,0.0
BH-PF,FG0000372,POMACE OLIVE 3 LTR TIN 2 PCS,102,0.0,0.0,0.0,3.0,ltr in name,0.0
BH-PF,FG0000374,YELLOW MUSTARD OIL 5 LTR TIN 4 PCS,102,0.0,0.0,0.0,5.0,ltr in name,0.0
BH-PF,FG0000381,EXTRA VIRGIN OLIVE OIL 10ML,102,0.0,0.0,0.0,0.01,ml in name,0.0
BH-PF,FG0000394,JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD ),102,0.0,0.0,0.0,1.0,ltr in name,0.0
BH-PF,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),102,0.0,0.0,0.0,1.0,ltr in name,0.0
BH-PF,FG0000396,JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD ),102,0.0,0.0,0.0,1.0,ltr in name,0.0
BH-PF,FG0000397,JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD ),102,0.0,0.0,0.0,0.5,ml in name,0.0
BH-PF,FG0000398,JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD ),102,0.0,0.0,0.0,1.0,ltr in name,0.0
BH-PF,FG0000399,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD ),102,0.0,0.0,0.0,5.0,ltr in name,0.0
BH-PF,FG0000400,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD),102,0.0,0.0,0.0,1.0,ltr in name,0.0
BH-PF,FG0000404,COLD PRESS 4 LTR (NIRMAL RISHI ) + EXTRA LIGHT OLIVE 1 LTR 5 PCS,102,0.0,0.0,0.0,5.0,combo 4+1 L,0.0
BH-PF,FG0000418,SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE,102,0.0,0.0,0.0,1.0,ltr in name,0.0
BH-PF,FG0000422,JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS,102,0.0,0.0,0.0,0.954945054945055,869g @910g/L,0.0
BH-PF,FG0000429,MUSTARD KACHI GHANI 1 LTR + 1 LTR COMBO 10 SET PLAIN,102,260.0,260.0,0.0,2.0,combo 1+1 L,0.0
BH-PF,FG0000455,EXTRA VIRGIN OLIVE 3 LTR TIN 5 PCS,102,0.0,0.0,0.0,3.0,ltr in name,0.0
BH-PF,FG0000456,COLD PRESS SUNFLOWER 1 LTR 20 PCS 26,102,0.0,0.0,0.0,1.0,ltr in name,0.0
BH-PF,FG0000460,SESAME OIL 1 LTR 16 PCS,102,1792.0,1792.0,0.0,1.0,ltr in name,0.0
BH-PF,SF0000012,A2 DESI GHEE 200 ML,115,4028.0,4028.0,0.0,0.2,ml in name,0.0
BH-PF,SF0000013,A2 DESI GHEE 500 ML,115,3955.0,3955.0,0.0,0.5,ml in name,0.0
BH-PF,SF0000014,A2 DESI GHEE 1 LTR,115,1520.0,1520.0,0.0,1.0,ltr in name,0.0
