StorageType,FacilityName,City,SkuCode,SkuDescription,L1,L2,ShelfLifeDays,BusinessCategory,DaysOnHand,PotentialGmvLoss,OpenPos,OpenPoQuantity,WarehouseQtyAvailable
Ambient,BLR ECOM2,BANGALORE,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,111294.75,"[MBLPO426362"",""MBLPO424404"",""MBLPO423079"",""MBLPO425961"",""MBLPO421114"",""MBLPO421420"",""MBLPO415937"",""MBLPO423546"",""MBLPO415077"",""MBLPO426449"",""MBLPO417710"",""MBLPO420633]",5600,1
Ambient,NAG IM1,NAGPUR,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,46927.65,[NARPO20473],320,360
Ambient,CHD ECOM,CHANDIGARH,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,875310.44,[PCHPO217588],3960,145
Ambient,CHD_IM2,CHANDIGARH,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,VIZ IM1,VIZAG,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,28613.55,"[VIAPO81459"",""VIAPO76518"",""VIAPO77042"",""VIAPO76760"",""VIAPO76021"",""VIAPO83303"",""VIAPO83502]",1740,133
Ambient,AHM DELHIVERY,AHMEDABAD,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,14,24034.5,"[CADPO216308"",""CADPO216929]",64,46
Ambient,HYD IM2,HYDERABAD,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,50,4630.5,[CHCPO367595],20,32
Ambient,HYD IM1,HYDERABAD,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,53,5806.5,[],0,42
Ambient,MUM IM3,MUMBAI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,47,1396.5,[CI3PO78151],4,9
Ambient,MUM IM1,MUMBAI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,66,220.5,[],0,2
Ambient,MUM FC22,MUMBAI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,12,13597.5,[],0,24
Ambient,HYD IM4,HYDERABAD,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,77,11319,[CMMPO13568],4,119
Ambient,PUN DELHIVERY,PUNE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,15,17860.5,"[CPDPO291607"",""CPDPO291100"",""CPDPO289790]",80,37
Ambient,NOI IM1,NOIDA,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,24,12936,[ETPPO81893],16,43
Ambient,AMD IM3,AHMEDABAD,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,DLHY GGNFC5,GURGAON,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,3,33442.5,"[FC5PO421224"",""FC5PO421573]",20,15
Ambient,GOA IM1,CENTRAL GOA,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,26680.5,"[GCAPO67923"",""GCAPO68785"",""GCAPO69045]",56,7
Ambient,DLHY GGNFC9,DELHI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,52258.5,[],0,78
Ambient,CBE ECOM,COIMBATORE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,42,8379,"[JCEPO182484"",""JCEPO185884]",24,49
Ambient,CHN ECOM,CHENNAI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,20,9702,[JCNPO278717],16,27
Ambient,CBE IM1 TEMP,COIMBATORE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,CHE AMB IM2,CHENNAI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,38,10951.5,[JN2PO110763],12,57
Ambient,JAI IM1,JAIPUR,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,12,10951.5,[],0,19
Ambient,KOC IM1,KOCHI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,11245.5,"[KOCPO130946"",""KOCPO129780"",""KOCPO124764"",""KOCPO128775"",""KOCPO124987]",64,4
Ambient,KOLKATA ECOM,KOLKATA,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,25210.5,[],0,1
Ambient,KOL IM2,KOLKATA,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[KWBPO103189"",""KWBPO100588]",36,81
Ambient,LKO IM1,LUCKNOW,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,2
Ambient,BLR IM3,BANGALORE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[MBDPO23986"",""MBDPO23859"",""MBDPO23284"",""MBDPO22998"",""MBDPO24402]",32,0
Ambient,BLR IM4,BANGALORE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,24,3013.5,[MBEPO40746],4,10
Ambient,BLR IM1,BANGALORE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,5512.5,[],0,6
,BLR DHL,BANGALORE_2,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,1666,220.5,[],0,50
Ambient,BLR ECOM2,BANGALORE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,16,2278.5,"[MBLPO417710"",""MBLPO421114]",8,5
Ambient,NAG IM1,NAGPUR,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,15949.5,[],0,22
Ambient,CHD ECOM,CHANDIGARH,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,15,27709.5,[],0,57
Ambient,CHD_IM2,CHANDIGARH,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,VIZ IM1,VIZAG,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,29106,"[VIAPO81459"",""VIAPO77270"",""VIAPO83303"",""VIAPO75489"",""VIAPO76021"",""VIAPO83502]",84,0
Ambient,HYD IM2,HYDERABAD,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,75,10326.26,[],0,62
Ambient,HYD IM1,HYDERABAD,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,22,4533.48,[CHMPO318593],16,8
Ambient,MUM IM3,MUMBAI,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,3,27578.67,[CI3PO79698],32,7
Ambient,MUM IM1,MUMBAI,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,833,377.79,[],0,25
Ambient,MUM FC22,MUMBAI,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,11,37149.35,[CMFPO344863],16,35
Ambient,HYD IM4,HYDERABAD,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,5,4281.62,[CMMPO14306],16,2
Ambient,PUNE IM2 TEMP,PUNE,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,365,0,[],0,2
Ambient,PUN DELHIVERY,PUNE,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,175,4155.69,[],0,58
Ambient,NOI IM1,NOIDA,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,27,11459.63,[ETPPO81893],16,25
Ambient,DLHY GGNFC5,GURGAON,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,0,32238.08,"[FC5PO420463"",""FC5PO422643"",""FC5PO421573]",48,0
Ambient,DLHY GGNFC9,DELHI,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,2,11711.49,"[GGNPO381138"",""GGNPO373394]",32,2
Ambient,CHN ECOM,CHENNAI,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,0,503.72,[],0,0
Ambient,CHE AMB IM2,CHENNAI,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,67,18133.92,[],0,97
Ambient,KOL IM2,KOLKATA,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,365,0,"[KWBPO100588"",""KWBPO103736"",""KWBPO105186]",64,41
Ambient,BLR IM3,BANGALORE,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,365,0,"[MBDPO24073"",""MBDPO24402"",""MBDPO23986"",""MBDPO24638]",96,0
Ambient,BLR IM4,BANGALORE,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,450,251.86,[MBEPO40746],16,9
Ambient,BLR IM1,BANGALORE,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,0,21030.31,[],0,0
,BLR DHL,BANGALORE_2,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Non Food,1200,377.79,[],0,36
Ambient,BLR ECOM2,BANGALORE,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,1885,881.51,[],0,132
Ambient,VIZ IM1,VIZAG,67229,Jivo Extra Virgin Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,0,13978.23,"[VIAPO83502"",""VIAPO83303]",32,1
Ambient,AHM DELHIVERY,AHMEDABAD,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,14,121999.5,[CADPO216091],76,186
Ambient,HYD IM2,HYDERABAD,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,22,91192.5,"[CHCPO369955"",""CHCPO368342]",188,219
Ambient,HYD IM1,HYDERABAD,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,24,147703.5,[],0,378
Ambient,MUM IM3,MUMBAI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,177754.5,"[CI3PO79698"",""CI3PO79996]",300,42
Ambient,MUM IM1,MUMBAI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,17,86940,[CIMPO119026],88,163
Ambient,MUM FC22,MUMBAI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,129843,"[CMFPO343688"",""CMFPO344550]",108,149
Ambient,HYD IM4,HYDERABAD,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,27,183046.5,"[CMMPO14128"",""CMMPO12416]",61,532
Ambient,PUNE IM2 TEMP,PUNE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,PUN DELHIVERY,PUNE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,162256.5,"[CPDPO291100"",""CPDPO291607"",""CPDPO291908"",""CPDPO293635"",""CPDPO289790]",784,75
Ambient,NOI IM1,NOIDA,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,20,36855,[ETPPO81893],32,80
Ambient,DLHY GGNFC5,GURGAON,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,48951,[FC5PO421573],8,25
Ambient,GOA IM1,CENTRAL GOA,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,19467,"[GCAPO68503"",""GCAPO68334]",44,12
Ambient,DLHY GGNFC9,DELHI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,119070,[GGNPO379853],72,111
Ambient,CBE ECOM,COIMBATORE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,14,35059.5,"[JCEPO187358"",""JCEPO182248"",""JCEPO187225"",""JCEPO181497"",""JCEPO182484]",85,52
Ambient,CHN ECOM,CHENNAI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,48951,"[JCNPO272882"",""JCNPO272504"",""JCNPO272698"",""JCNPO273178]",204,7
Ambient,CHE AMB IM2,CHENNAI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,31,67473,[],0,222
Ambient,JAI IM1,JAIPUR,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,32602.5,[],0,37
Ambient,KOC IM1,KOCHI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,43092,"[KOCPO127028"",""KOCPO125329"",""KOCPO126329"",""KOCPO124987"",""KOCPO125625"",""KOCPO123813"",""KOCPO124764"",""KOCPO131971"",""KOCPO125595"",""KOCPO128775]",184,2
Ambient,KOL IM2,KOLKATA,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[KWBPO100588"",""KWBPO104389"",""KWBPO103976]",96,5
Ambient,LKO IM1,LUCKNOW,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,12,53676,[],0,69
Ambient,BLR IM3,BANGALORE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[MBDPO24638"",""MBDPO21542"",""MBDPO23986"",""MBDPO24560"",""MBDPO24402]",376,0
Ambient,BLR IM4,BANGALORE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,84388.5,"[MBEPO38778"",""MBEPO38439"",""MBEPO40510"",""MBEPO37999"",""MBEPO40746"",""MBEPO40132]",296,0
Ambient,BLR IM1,BANGALORE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,104706,[],0,0
,BLR DHL,BANGALORE_2,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,11,67378.5,"[MBJPO86960"",""MBJPO86769]",88,79
Ambient,BLR ECOM2,BANGALORE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,124929,"[MBLPO425961"",""MBLPO421420"",""MBLPO426362"",""MBLPO415937"",""MBLPO426449"",""MBLPO424404"",""MBLPO415077]",428,6
Ambient,NAG IM1,NAGPUR,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,80514,[NARPO20473],64,49
Ambient,CHD ECOM,CHANDIGARH,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,12,44509.5,[PCHPO217588],48,60
Ambient,VIZ IM1,VIZAG,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,72103.5,"[VIAPO75489"",""VIAPO75739"",""VIAPO77042"",""VIAPO83303"",""VIAPO76021]",228,0
Ambient,HYD IM2,HYDERABAD,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,16758,"[CHCPO362126"",""CHCPO368652"",""CHCPO367976"",""CHCPO368342"",""CHCPO361749"",""CHCPO369711]",56,0
Ambient,HYD IM1,HYDERABAD,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,19551,[CHMPO318845],20,1
Ambient,MUM IM3,MUMBAI,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,24937.5,"[CI3PO79996"",""CI3PO79698]",40,3
Ambient,MUM IM1,MUMBAI,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,3,15860.25,"[CIMPO118002"",""CIMPO118670]",36,5
Ambient,MUM FC22,MUMBAI,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,36,13167,[],0,48
Ambient,HYD IM4,HYDERABAD,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,26433.75,"[CMMPO12486"",""CMMPO13197"",""CMMPO12551"",""CMMPO12554"",""CMMPO13711"",""CMMPO12758"",""CMMPO13568"",""CMMPO12416]",120,0
Ambient,NOI IM1,NOIDA,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,37,9675.75,[],0,36
Ambient,GOA IM1,CENTRAL GOA,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,200,99.75,[],0,2
Ambient,DLHY GGNFC9,DELHI,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,29,17256.75,[],0,51
Ambient,CHN ECOM,CHENNAI,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,150,1795.5,[],0,27
Ambient,CHE AMB IM2,CHENNAI,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,18054.75,"[JN2PO110763"",""JN2PO109699]",24,16
Ambient,JAI IM1,JAIPUR,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,31,5985,[],0,19
Ambient,KOL IM2,KOLKATA,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,4
Ambient,BLR IM3,BANGALORE,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,BLR IM1,BANGALORE,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,1396.5,[],0,0
,BLR DHL,BANGALORE_2,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,0,0,[],0,0
Ambient,CHD ECOM,CHANDIGARH,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,42,4488.75,[],0,19
Ambient,CHD_IM2,CHANDIGARH,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,VIZ IM1,VIZAG,766072,Jivo Ricebran Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,9476.25,[VIAPO83504],4,0
Ambient,AHM DELHIVERY,AHMEDABAD,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,17,15746.85,[],0,8
Ambient,HYD IM2,HYDERABAD,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,30,6998.6,[],0,6
Ambient,HYD IM1,HYDERABAD,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1066,1049.79,[],0,32
Ambient,MUM IM3,MUMBAI,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2450,1399.72,[],0,98
Ambient,MUM IM1,MUMBAI,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1400,1049.79,[],0,42
Ambient,MUM FC22,MUMBAI,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,32,40591.88,[],0,38
Ambient,HYD IM4,HYDERABAD,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,5248.95,[],0,2
Ambient,HYD IM5,HYDERABAD,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,3
Ambient,PUN DELHIVERY,PUNE,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,8048.39,[],0,2
Ambient,NOI IM1,NOIDA,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,22045.59,"[ETPPO81893"",""ETPPO82814]",8,5
Ambient,AMD IM3,AHMEDABAD,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,10
Ambient,DLHY GGNFC5,GURGAON,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,76,11897.62,[],0,26
Ambient,GOA IM1,CENTRAL GOA,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,349.93,[],0,0
Ambient,DLHY GGNFC9,DELHI,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,172,15046.99,[],0,74
Ambient,CHN ECOM,CHENNAI,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,0,1399.72,[],0,0
Ambient,CBE IM1 TEMP,COIMBATORE,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,6
Ambient,CHE AMB IM2,CHENNAI,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,186,5248.95,[],0,28
Ambient,JAI IM1,JAIPUR,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,54
Ambient,KOC IM1,KOCHI,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,150,1399.72,[],0,6
Ambient,KOLKATA ECOM,KOLKATA,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,9448.11,[],0,0
Ambient,KOL IM2,KOLKATA,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,79
Ambient,LKO IM1,LUCKNOW,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,38,19946.01,[],0,22
Ambient,LKO IM3,LUCKNOW,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,BLR IM3,BANGALORE,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
