StorageType,FacilityName,City,SkuCode,SkuDescription,L1,L2,ShelfLifeDays,BusinessCategory,DaysOnHand,PotentialGmvLoss,OpenPos,OpenPoQuantity,WarehouseQtyAvailable
Ambient,LKO IM1,LUCKNOW,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,171,3570,[],0,146
Ambient,BLR IM4,BANGALORE,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,17220,"[MBEPO36328"",""MBEPO40510]",100,1
Ambient,BLR IM1,BANGALORE,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,69762,[],0,0
,BLR DHL,BANGALORE_2,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Non Food,17,0,[MBJPO86769],80,86
Ambient,BLR ECOM2,BANGALORE,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,25326,"[MBLPO426362"",""MBLPO425961"",""MBLPO415937"",""MBLPO417710]",220,0
Ambient,CHD ECOM,CHANDIGARH,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,700,546,[],0,91
Ambient,AHM DELHIVERY,AHMEDABAD,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,32,35939.47,[],0,26
Ambient,HYD IM2,HYDERABAD,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,203,14102.83,[],0,63
Ambient,HYD IM1,HYDERABAD,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,243,13647.9,[],0,73
Ambient,MUM IM3,MUMBAI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2875,1819.72,[],0,115
Ambient,MUM IM1,MUMBAI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2133,1364.79,[],0,64
Ambient,MUM FC22,MUMBAI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,35,19107.06,[CMFPO345366],4,15
Ambient,HYD IM4,HYDERABAD,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,266,1364.79,"[CMMPO13711"",""CMMPO13197]",44,8
Ambient,PUNE IM2 TEMP,PUNE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,4
Ambient,PUN DELHIVERY,PUNE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,185,31845.1,[],0,130
Ambient,NOI IM1,NOIDA,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,287,14102.83,[],0,89
Ambient,AMD IM3,AHMEDABAD,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,8
Ambient,DLHY GGNFC5,GURGAON,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,446,6823.95,[],0,67
Ambient,GOA IM1,CENTRAL GOA,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,423,5914.09,[],0,55
Ambient,DLHY GGNFC9,DELHI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2225,1819.72,[],0,89
Ambient,GAU IM1,GUWAHATI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,5004.23,[],0,0
Ambient,CBE ECOM,COIMBATORE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,454.93,[],0,0
Ambient,CHN ECOM,CHENNAI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,675,1819.72,[],0,27
Ambient,CBE IM1 TEMP,COIMBATORE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,52
Ambient,CHE AMB IM2,CHENNAI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1060,2274.65,[],0,53
Ambient,JAI IM1,JAIPUR,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,214,12738.04,[],0,60
Ambient,KOC IM1,KOCHI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,14
Ambient,KOLKATA ECOM,KOLKATA,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,30480.31,[],0,0
Ambient,KOL IM2,KOLKATA,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,74
Ambient,LKO IM3,LUCKNOW,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,3
Ambient,BLR IM3,BANGALORE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,BLR IM4,BANGALORE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,78,14557.76,[],0,25
Ambient,BLR IM1,BANGALORE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,59,35939.47,[],0,47
,BLR DHL,BANGALORE_2,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,473,8643.67,[],0,90
Ambient,BLR ECOM2,BANGALORE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,143,29570.45,[],0,93
Ambient,NAG IM1,NAGPUR,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,4
Ambient,CHD ECOM,CHANDIGARH,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1200,454.93,[],0,12
Ambient,CHD_IM2,CHANDIGARH,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,4
Ambient,VIZ IM1,VIZAG,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,949,6369.02,[],0,133
Ambient,AHM DELHIVERY,AHMEDABAD,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,8359.05,"[CADPO216929"",""CADPO215919"",""CADPO216308]",128,0
Ambient,HYD IM2,HYDERABAD,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,17316.6,"[CHCPO369955"",""CHCPO369711"",""CHCPO367595]",144,71
Ambient,HYD IM1,HYDERABAD,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,12488.7,[CHMPO318845],64,53
Ambient,MUM IM3,MUMBAI,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,14663.25,"[CI3PO79698"",""CI3PO79996]",144,0
Ambient,MUM IM1,MUMBAI,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,7182,[CIMPO118670],80,1
Ambient,MUM FC22,MUMBAI,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,14902.65,"[CMFPO342883"",""CMFPO344863"",""CMFPO343308]",128,18
Ambient,HYD IM4,HYDERABAD,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,25296.6,"[CMMPO13568"",""CMMPO13841"",""CMMPO12554"",""CMMPO12416"",""CMMPO12758"",""CMMPO12551"",""CMMPO14021"",""CMMPO12486]",416,32
Ambient,HYD IM5,HYDERABAD,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,PUNE IM2 TEMP,PUNE,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,PUN DELHIVERY,PUNE,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,16319.1,"[CPDPO292176"",""CPDPO291908"",""CPDPO293635"",""CPDPO289790]",336,8
Ambient,NOI IM1,NOIDA,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,20069.7,"[ETPPO81168"",""ETPPO74073"",""ETPPO81893"",""ETPPO80309]",160,0
Ambient,AMD IM3,AHMEDABAD,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,DLHY GGNFC5,GURGAON,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,24718.05,"[FC5PO420043"",""FC5PO421573]",208,0
Ambient,GOA IM1,CENTRAL GOA,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,538.65,[GCAPO68785],16,0
Ambient,DLHY GGNFC9,DELHI,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,33236.7,"[GGNPO374380"",""GGNPO373112"",""GGNPO379538]",224,0
Ambient,CBE ECOM,COIMBATORE,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,9,10194.45,"[JCEPO187225"",""JCEPO186437"",""JCEPO187358]",96,48
Ambient,CHN ECOM,CHENNAI,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,10912.65,[JCNPO278717],160,0
Ambient,CHE AMB IM2,CHENNAI,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,9,877.8,[],0,4
Ambient,JAI IM1,JAIPUR,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,10314.15,"[JPAPO63853"",""JPAPO63325]",80,0
Ambient,KOC IM1,KOCHI,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,21705.6,"[KOCPO125329"",""KOCPO126329"",""KOCPO127028"",""KOCPO125595"",""KOCPO125625]",288,3
Ambient,KOLKATA ECOM,KOLKATA,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,33276.6,[],0,0
Ambient,KOL IM2,KOLKATA,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[KWBPO104389"",""KWBPO103976"",""KWBPO100588]",400,31
Ambient,BLR IM4,BANGALORE,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,156,319.2,[],0,25
Ambient,BLR IM1,BANGALORE,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,3032.4,[],0,0
,BLR DHL,BANGALORE_2,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,375,0,[],0,15
Ambient,BLR ECOM2,BANGALORE,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,71,139.65,[],0,5
Ambient,CHD ECOM,CHANDIGARH,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,24378.9,[PCHPO217588],80,0
Ambient,VIZ IM1,VIZAG,958164,Jivo Ricebran Oil 1L 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,24159.45,"[VIAPO76760"",""VIAPO77042"",""VIAPO77270]",144,0
Ambient,HYD IM2,HYDERABAD,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,6552,"[CHCPO361749"",""CHCPO367976"",""CHCPO369711"",""CHCPO362126"",""CHCPO368342]",80,0
Ambient,HYD IM1,HYDERABAD,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,8781.5,"[CHMPO317280"",""CHMPO318845"",""CHMPO318593]",80,1
Ambient,MUM IM3,MUMBAI,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,1,3958.5,[CI3PO79996],80,2
Ambient,MUM IM1,MUMBAI,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,9828,"[CIMPO118002"",""CIMPO118670]",160,1
Ambient,MUM FC22,MUMBAI,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,6392.75,"[CMFPO342883"",""CMFPO343308]",128,0
Ambient,HYD IM4,HYDERABAD,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,12376,"[CMMPO12416"",""CMMPO12486"",""CMMPO13841"",""CMMPO14128"",""CMMPO12554"",""CMMPO12551"",""CMMPO13711]",192,0
Ambient,PUN DELHIVERY,PUNE,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,350,91,[],0,14
Ambient,NOI IM1,NOIDA,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,7666.75,"[ETPPO74073"",""ETPPO80309"",""ETPPO81893"",""ETPPO81168]",144,0
Ambient,DLHY GGNFC5,GURGAON,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,13581.75,"[FC5PO421224"",""FC5PO420463"",""FC5PO422643]",160,0
Ambient,GOA IM1,CENTRAL GOA,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,1200,22.75,[GCAPO69045],16,12
Ambient,DLHY GGNFC9,DELHI,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,19474,"[GGNPO373394"",""GGNPO379538"",""GGNPO371343"",""GGNPO379853]",160,2
Ambient,CHN ECOM,CHENNAI,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,10806.25,"[JCNPO272882"",""JCNPO278717"",""JCNPO272698]",96,2
Ambient,CHE AMB IM2,CHENNAI,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,12944.75,"[JN2PO105215"",""JN2PO109699"",""JN2PO105571]",144,1
Ambient,JAI IM1,JAIPUR,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,4026.75,[JPAPO63853],32,0
Ambient,KOC IM1,KOCHI,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,15492.75,"[KOCPO125595"",""KOCPO125329"",""KOCPO124189"",""KOCPO130946"",""KOCPO125625"",""KOCPO124987]",192,0
Ambient,LKO IM3,LUCKNOW,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,0
Ambient,BLR IM4,BANGALORE,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,3708.25,"[MBEPO38439"",""MBEPO37999"",""MBEPO36328]",48,0
Ambient,BLR IM1,BANGALORE,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,10669.75,[],0,0
,BLR DHL,BANGALORE_2,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Non Food,0,4800.25,"[MBJPO86769"",""MBJPO86960]",48,0
Ambient,BLR ECOM2,BANGALORE,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,12762.75,"[MBLPO421114"",""MBLPO420633"",""MBLPO415937"",""MBLPO421420"",""MBLPO417710]",144,0
Ambient,NAG IM1,NAGPUR,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,2800,22.75,[],0,28
Ambient,CHD ECOM,CHANDIGARH,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,9009,"[PCHPO218612"",""PCHPO218372]",112,0
Ambient,VIZ IM1,VIZAG,968589,Jivo SO OLive Oil 1L 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,5118.75,"[VIAPO83502"",""VIAPO81459"",""VIAPO83303]",80,0
Ambient,AHM DELHIVERY,AHMEDABAD,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,140,919.45,[],0,52
Ambient,HYD IM2,HYDERABAD,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,1068.55,"[CHCPO369955"",""CHCPO367976]",144,0
Ambient,HYD IM1,HYDERABAD,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,34,1963.15,[CHMPO318845],16,27
Ambient,MUM IM3,MUMBAI,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,4497.85,[CI3PO79698],16,0
Ambient,MUM FC22,MUMBAI,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,6,15630.65,[],0,42
Ambient,HYD IM4,HYDERABAD,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,62,2385.6,[CMMPO12843],80,60
Ambient,PUN DELHIVERY,PUNE,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,9766.05,"[CPDPO292176"",""CPDPO293635]",272,0
Ambient,NOI IM1,NOIDA,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,65,30192.75,[],0,798
Ambient,DLHY GGNFC5,GURGAON,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,37647.75,"[FC5PO420814"",""FC5PO421573]",336,0
Ambient,DLHY GGNFC9,DELHI,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,12797.75,"[GGNPO381138"",""GGNPO379538"",""GGNPO378760"",""GGNPO379853]",224,0
Ambient,CBE ECOM,COIMBATORE,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,365,0,[],0,349
Ambient,CHN ECOM,CHENNAI,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,3550,99.4,[],0,142
Ambient,CBE IM1 TEMP,COIMBATORE,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,365,0,[],0,1
Ambient,CHE AMB IM2,CHENNAI,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,2333,298.2,[JN2PO105571],8,280
Ambient,JAI IM1,JAIPUR,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,3429.3,[JPAPO63853],32,0
Ambient,KOC IM1,KOCHI,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,24.85,"[KOCPO126329"",""KOCPO128775]",896,0
Ambient,KOL IM2,KOLKATA,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,365,0,[KWBPO104955],160,40
Ambient,LKO IM1,LUCKNOW,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,195,1043.7,"[LKOPO178283"",""LKOPO179212]",64,82
Ambient,BLR IM4,BANGALORE,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,5044.55,"[MBEPO40510"",""MBEPO40746]",48,0
Ambient,BLR IM1,BANGALORE,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,52,6759.2,[],0,143
,BLR DHL,BANGALORE_2,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Non Food,33,0,[MBJPO86960],16,34
Ambient,BLR ECOM2,BANGALORE,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,183,2932.3,[],0,217
Ambient,CHD ECOM,CHANDIGARH,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,223,1491,[],0,134
Ambient,VIZ IM1,VIZAG,98631,Jivo First Pressed Yellow Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,289,720.65,[],0,84
